Date,Credit Suisse X Links Gold Shares Covered CallEtf_Open_average,Credit Suisse X Links Gold Shares Covered CallEtf_Open_max,Credit Suisse X Links Gold Shares Covered CallEtf_Open_min,Credit Suisse X Links Gold Shares Covered CallEtf_Open_volatility,Credit Suisse X Links Gold Shares Covered CallEtf_Open_change,Credit Suisse X Links Gold Shares Covered CallEtf_High_average,Credit Suisse X Links Gold Shares Covered CallEtf_High_max,Credit Suisse X Links Gold Shares Covered CallEtf_High_min,Credit Suisse X Links Gold Shares Covered CallEtf_High_volatility,Credit Suisse X Links Gold Shares Covered CallEtf_High_change,Credit Suisse X Links Gold Shares Covered CallEtf_Low_average,Credit Suisse X Links Gold Shares Covered CallEtf_Low_max,Credit Suisse X Links Gold Shares Covered CallEtf_Low_min,Credit Suisse X Links Gold Shares Covered CallEtf_Low_volatility,Credit Suisse X Links Gold Shares Covered CallEtf_Low_change,Credit Suisse X Links Gold Shares Covered CallEtf_Close_average,Credit Suisse X Links Gold Shares Covered CallEtf_Close_max,Credit Suisse X Links Gold Shares Covered CallEtf_Close_min,Credit Suisse X Links Gold Shares Covered CallEtf_Close_volatility,Credit Suisse X Links Gold Shares Covered CallEtf_Close_change
2018-09-30,8.22,8.22,8.22,0.0,0.0,8.22,8.22,8.22,0.0,0.0,8.12,8.12,8.12,0.0,0.0,8.15,8.15,8.15,0.0,0.0
2018-10-07,8.13,8.13,8.13,0.0,0.0,8.23,8.23,8.23,0.0,0.0,8.13,8.13,8.13,0.0,0.0,8.22,8.22,8.22,0.0,0.0
2018-10-14,8.24,8.24,8.24,0.0,0.0,8.25,8.25,8.25,0.0,0.0,8.23,8.23,8.23,0.0,0.0,8.23,8.23,8.23,0.0,0.0
2018-10-21,8.26,8.26,8.26,0.0,0.0,8.3,8.3,8.3,0.0,0.0,8.25,8.25,8.25,0.0,0.0,8.28,8.28,8.28,0.0,0.0
2018-10-28,8.29,8.29,8.29,0.0,0.0,8.3,8.3,8.3,0.0,0.0,8.25,8.25,8.25,0.0,0.0,8.3,8.3,8.3,0.0,0.0
2018-11-04,8.27,8.27,8.27,0.0,0.0,8.29,8.29,8.29,0.0,0.0,8.2,8.2,8.2,0.0,0.0,8.21,8.21,8.21,0.0,0.0
2018-11-11,8.25,8.25,8.25,0.0,0.0,8.28,8.28,8.28,0.0,0.0,8.25,8.25,8.25,0.0,0.0,8.26,8.26,8.26,0.0,0.0
2018-11-18,8.16,8.16,8.16,0.0,0.0,8.16,8.16,8.16,0.0,0.0,8.16,8.16,8.16,0.0,0.0,8.16,8.16,8.16,0.0,0.0
2018-11-25,8.2,8.2,8.2,0.0,0.0,8.23,8.23,8.23,0.0,0.0,8.2,8.2,8.2,0.0,0.0,8.21,8.21,8.21,0.0,0.0
2018-12-02,8.34,8.34,8.34,0.0,0.0,8.38,8.38,8.38,0.0,0.0,8.3,8.3,8.3,0.0,0.0,8.38,8.38,8.38,0.0,0.0
2018-12-09,8.32,8.32,8.32,0.0,0.0,8.36,8.36,8.36,0.0,0.0,8.32,8.32,8.32,0.0,0.0,8.36,8.36,8.36,0.0,0.0
2018-12-16,8.4,8.4,8.4,0.0,0.0,8.44,8.44,8.44,0.0,0.0,8.37,8.37,8.37,0.0,0.0,8.37,8.37,8.37,0.0,0.0
2018-12-23,8.51,8.51,8.51,0.0,0.0,8.51,8.51,8.51,0.0,0.0,8.48,8.48,8.48,0.0,0.0,8.48,8.48,8.48,0.0,0.0
2018-12-30,8.51,8.51,8.51,0.0,0.0,8.57,8.57,8.57,0.0,0.0,8.51,8.51,8.51,0.0,0.0,8.54,8.54,8.54,0.0,0.0
2019-01-06,8.59,8.59,8.59,0.0,0.0,8.6,8.6,8.6,0.0,0.0,8.56,8.56,8.56,0.0,0.0,8.58,8.58,8.58,0.0,0.0
2019-01-13,8.67,8.67,8.67,0.0,0.0,8.67,8.67,8.67,0.0,0.0,8.53,8.53,8.53,0.0,0.0,8.54,8.54,8.54,0.0,0.0
2019-01-20,8.55,8.55,8.55,0.0,0.0,8.65,8.65,8.65,0.0,0.0,8.55,8.55,8.55,0.0,0.0,8.61,8.61,8.61,0.0,0.0
2019-01-27,8.7,8.7,8.7,0.0,0.0,8.79,8.79,8.79,0.0,0.0,8.7,8.7,8.7,0.0,0.0,8.75,8.75,8.75,0.0,0.0
2019-02-03,8.76,8.76,8.76,0.0,0.0,8.76,8.76,8.76,0.0,0.0,8.73,8.73,8.73,0.0,0.0,8.75,8.75,8.75,0.0,0.0
2019-02-10,8.75,8.75,8.75,0.0,0.0,8.79,8.79,8.79,0.0,0.0,8.75,8.75,8.75,0.0,0.0,8.79,8.79,8.79,0.0,0.0
2019-02-17,8.83,8.83,8.83,0.0,0.0,8.83,8.83,8.83,0.0,0.0,8.82,8.82,8.82,0.0,0.0,8.82,8.82,8.82,0.0,0.0
2019-02-24,8.68,8.68,8.68,0.0,0.0,8.71,8.71,8.71,0.0,0.0,8.6,8.6,8.6,0.0,0.0,8.6,8.6,8.6,0.0,0.0
2019-03-03,8.51,8.51,8.51,0.0,0.0,8.66,8.66,8.66,0.0,0.0,8.51,8.51,8.51,0.0,0.0,8.62,8.62,8.62,0.0,0.0
2019-03-10,8.61,8.61,8.61,0.0,0.0,8.67,8.67,8.67,0.0,0.0,8.61,8.61,8.61,0.0,0.0,8.67,8.67,8.67,0.0,0.0
2019-03-17,8.62,8.62,8.62,0.0,0.0,8.7,8.7,8.7,0.0,0.0,8.62,8.62,8.62,0.0,0.0,8.69,8.69,8.69,0.0,0.0
2019-03-24,8.56,8.56,8.56,0.0,0.0,8.61,8.61,8.61,0.0,0.0,8.56,8.56,8.56,0.0,0.0,8.58,8.58,8.58,0.0,0.0
2019-03-31,8.59,8.59,8.59,0.0,0.0,8.59,8.59,8.59,0.0,0.0,8.55,8.55,8.55,0.0,0.0,8.56,8.56,8.56,0.0,0.0
2019-04-07,8.55,8.55,8.55,0.0,0.0,8.64,8.64,8.64,0.0,0.0,8.55,8.55,8.55,0.0,0.0,8.64,8.64,8.64,0.0,0.0
2019-04-14,8.44,8.44,8.44,0.0,0.0,8.48,8.48,8.48,0.0,0.0,8.43,8.43,8.43,0.0,0.0,8.48,8.48,8.48,0.0,0.0
2019-04-21,8.46,8.46,8.46,0.0,0.0,8.58,8.58,8.58,0.0,0.0,8.46,8.46,8.46,0.0,0.0,8.54,8.54,8.54,0.0,0.0
2019-04-28,8.5,8.5,8.5,0.0,0.0,8.53,8.53,8.53,0.0,0.0,8.45,8.45,8.45,0.0,0.0,8.46,8.46,8.46,0.0,0.0
2019-05-05,8.53,8.53,8.53,0.0,0.0,8.55,8.55,8.55,0.0,0.0,8.52,8.52,8.52,0.0,0.0,8.52,8.52,8.52,0.0,0.0
2019-05-12,8.52,8.52,8.52,0.0,0.0,8.54,8.54,8.54,0.0,0.0,8.5,8.5,8.5,0.0,0.0,8.51,8.51,8.51,0.0,0.0
2019-05-19,8.51,8.51,8.51,0.0,0.0,8.52,8.52,8.52,0.0,0.0,8.45,8.45,8.45,0.0,0.0,8.47,8.47,8.47,0.0,0.0
2019-05-26,8.58,8.58,8.58,0.0,0.0,8.58,8.58,8.58,0.0,0.0,8.56,8.56,8.56,0.0,0.0,8.58,8.58,8.58,0.0,0.0
2019-06-02,8.73,8.73,8.73,0.0,0.0,8.75,8.75,8.75,0.0,0.0,8.72,8.72,8.72,0.0,0.0,8.73,8.73,8.73,0.0,0.0
2019-06-09,8.85,8.85,8.85,0.0,0.0,8.85,8.85,8.85,0.0,0.0,8.77,8.77,8.77,0.0,0.0,8.77,8.77,8.77,0.0,0.0
2019-06-16,8.88,8.88,8.88,0.0,0.0,8.94,8.94,8.94,0.0,0.0,8.88,8.88,8.88,0.0,0.0,8.9,8.9,8.9,0.0,0.0
2019-06-23,8.92,8.92,8.92,0.0,0.0,8.95,8.95,8.95,0.0,0.0,8.92,8.92,8.92,0.0,0.0,8.95,8.95,8.95,0.0,0.0
2019-06-30,8.91,8.91,8.91,0.0,0.0,8.97,8.97,8.97,0.0,0.0,8.91,8.91,8.91,0.0,0.0,8.97,8.97,8.97,0.0,0.0
2019-07-07,8.94,8.94,8.94,0.0,0.0,9.0,9.0,9.0,0.0,0.0,8.94,8.94,8.94,0.0,0.0,8.95,8.95,8.95,0.0,0.0
2019-07-14,9.0,9.0,9.0,0.0,0.0,9.04,9.04,9.04,0.0,0.0,8.95,8.95,8.95,0.0,0.0,8.95,8.95,8.95,0.0,0.0
2019-07-21,8.98,8.98,8.98,0.0,0.0,9.08,9.08,9.08,0.0,0.0,8.98,8.98,8.98,0.0,0.0,9.0,9.0,9.0,0.0,0.0
2019-07-28,9.08,9.08,9.08,0.0,0.0,9.16,9.16,9.16,0.0,0.0,9.06,9.06,9.06,0.0,0.0,9.13,9.13,9.13,0.0,0.0
2019-08-04,9.29,9.29,9.29,0.0,0.0,9.31,9.31,9.31,0.0,0.0,9.19,9.19,9.19,0.0,0.0,9.24,9.24,9.24,0.0,0.0
2019-08-11,9.29,9.29,9.29,0.0,0.0,9.3,9.3,9.3,0.0,0.0,9.28,9.28,9.28,0.0,0.0,9.3,9.3,9.3,0.0,0.0
2019-08-18,9.26,9.26,9.26,0.0,0.0,9.29,9.29,9.29,0.0,0.0,9.2,9.2,9.2,0.0,0.0,9.29,9.29,9.29,0.0,0.0
2019-08-25,9.25,9.25,9.25,0.0,0.0,9.35,9.35,9.35,0.0,0.0,9.23,9.23,9.23,0.0,0.0,9.34,9.34,9.34,0.0,0.0
2019-09-01,9.28,9.28,9.28,0.0,0.0,9.4,9.4,9.4,0.0,0.0,9.25,9.25,9.25,0.0,0.0,9.4,9.4,9.4,0.0,0.0
2019-09-08,9.3,9.3,9.3,0.0,0.0,9.3,9.3,9.3,0.0,0.0,9.2,9.2,9.2,0.0,0.0,9.21,9.21,9.21,0.0,0.0
2019-09-15,9.15,9.15,9.15,0.0,0.0,9.18,9.18,9.18,0.0,0.0,9.11,9.11,9.11,0.0,0.0,9.18,9.18,9.18,0.0,0.0
2019-09-22,9.12,9.12,9.12,0.0,0.0,9.15,9.15,9.15,0.0,0.0,9.05,9.05,9.05,0.0,0.0,9.11,9.11,9.11,0.0,0.0
2019-09-29,9.16,9.16,9.16,0.0,0.0,9.16,9.16,9.16,0.0,0.0,9.13,9.13,9.13,0.0,0.0,9.15,9.15,9.15,0.0,0.0
2019-10-06,9.05,9.05,9.05,0.0,0.0,9.09,9.09,9.09,0.0,0.0,9.0,9.0,9.0,0.0,0.0,9.08,9.08,9.08,0.0,0.0
2019-10-13,9.11,9.11,9.11,0.0,0.0,9.15,9.15,9.15,0.0,0.0,9.05,9.05,9.05,0.0,0.0,9.11,9.11,9.11,0.0,0.0
2019-10-20,9.12,9.12,9.12,0.0,0.0,9.15,9.15,9.15,0.0,0.0,9.05,9.05,9.05,0.0,0.0,9.11,9.11,9.11,0.0,0.0
2019-10-27,9.12,9.12,9.12,0.0,0.0,9.21,9.21,9.21,0.0,0.0,9.1,9.1,9.1,0.0,0.0,9.1,9.1,9.1,0.0,0.0
2019-11-03,8.96,8.96,8.96,0.0,0.0,8.99,8.99,8.99,0.0,0.0,8.87,8.87,8.87,0.0,0.0,8.88,8.88,8.88,0.0,0.0
2019-11-10,8.99,8.99,8.99,0.0,0.0,8.99,8.99,8.99,0.0,0.0,8.93,8.93,8.93,0.0,0.0,8.95,8.95,8.95,0.0,0.0
2019-11-17,8.88,8.88,8.88,0.0,0.0,8.89,8.89,8.89,0.0,0.0,8.82,8.82,8.82,0.0,0.0,8.84,8.84,8.84,0.0,0.0
2019-11-24,8.7,8.7,8.7,0.0,0.0,8.84,8.84,8.84,0.0,0.0,8.69,8.69,8.69,0.0,0.0,8.81,8.81,8.81,0.0,0.0
2019-12-01,8.89,8.89,8.89,0.0,0.0,8.89,8.89,8.89,0.0,0.0,8.81,8.81,8.81,0.0,0.0,8.82,8.82,8.82,0.0,0.0
2019-12-08,8.85,8.85,8.85,0.0,0.0,8.98,8.98,8.98,0.0,0.0,8.85,8.85,8.85,0.0,0.0,8.91,8.91,8.91,0.0,0.0
2019-12-15,8.85,8.85,8.85,0.0,0.0,8.88,8.88,8.88,0.0,0.0,8.85,8.85,8.85,0.0,0.0,8.88,8.88,8.88,0.0,0.0
2019-12-22,9.01,9.01,9.01,0.0,0.0,9.05,9.05,9.05,0.0,0.0,9.0,9.0,9.0,0.0,0.0,9.04,9.04,9.04,0.0,0.0
2019-12-29,9.08,9.08,9.08,0.0,0.0,9.1,9.1,9.1,0.0,0.0,9.08,9.08,9.08,0.0,0.0,9.09,9.09,9.09,0.0,0.0
