Date,OFLX_Open_average,OFLX_Open_max,OFLX_Open_min,OFLX_Open_volatility,OFLX_Open_change,OFLX_High_average,OFLX_High_max,OFLX_High_min,OFLX_High_volatility,OFLX_High_change,OFLX_Low_average,OFLX_Low_max,OFLX_Low_min,OFLX_Low_volatility,OFLX_Low_change,OFLX_Close_average,OFLX_Close_max,OFLX_Close_min,OFLX_Close_volatility,OFLX_Close_change,OFLX_Volume_average,OFLX_Volume_max,OFLX_Volume_min,OFLX_Volume_volatility,OFLX_Volume_change
2018-01-14,64.95400000000001,66.56,63.49,3.0700000000000003,-1.9000000000000057,66.606,67.87,65.86,2.010000000000005,-0.8700000000000045,64.01599999999999,64.66,63.33,1.3299999999999983,-0.3299999999999983,64.652,65.2,63.33,1.8700000000000045,0.15000000000000568,15219,21233,8461,12772,-2815
2018-01-21,64.232,64.88,63.59,1.289999999999992,-1.289999999999992,64.786,66.1,63.65,2.4499999999999957,-2.4499999999999957,62.898,64.14,61.33,2.8100000000000023,-2.6700000000000017,63.266,64.61,61.52,3.0899999999999963,-3.0899999999999963,8338,12612,3102,9510,4032
2018-01-28,61.714,63.41,60.36,3.049999999999997,-0.75,62.498,63.94,61.38,2.559999999999995,-0.6699999999999946,59.958,61.46,58.0,3.460000000000001,-1.6099999999999994,60.772,62.43,58.15,4.280000000000001,-3.469999999999999,12433,16065,10159,5906,4199
2018-02-04,57.964,60.45,55.19,5.260000000000005,-2.039999999999999,58.932,60.69,56.52,4.169999999999995,-1.529999999999994,56.192,58.45,53.5,4.950000000000003,-0.9200000000000017,57.406,60.34,54.77,5.57,-2.219999999999999,15205,25328,9578,15750,-8596
2018-02-11,57.2375,60.72,55.2,5.519999999999996,5.519999999999996,59.56,62.57,55.31,7.259999999999998,7.089999999999996,56.595,60.52,53.81,6.710000000000001,6.710000000000001,58.595,61.55,55.02,6.529999999999994,6.529999999999994,12545,18732,9834,8898,1086
2018-02-18,60.5,62.06,58.62,3.440000000000005,-2.530000000000001,62.18,65.17,60.12,5.050000000000004,-3.780000000000001,59.146,60.66,57.4,3.259999999999998,-2.039999999999999,59.676,60.66,58.46,2.1999999999999957,-1.3599999999999994,10158,21111,5218,15893,-14583
2018-02-25,57.480000000000004,59.88,55.0,4.880000000000003,-1.8599999999999994,59.583999999999996,60.41,58.87,1.5399999999999991,-0.240000000000002,56.058,57.39,55.0,2.3900000000000006,0.259999999999998,57.333999999999996,58.75,55.29,3.460000000000001,0.2700000000000031,18033,23418,10138,13280,13280
2018-03-04,60.124,62.26,58.34,3.9199999999999946,3.3599999999999994,61.76,63.6,59.88,3.719999999999999,3.719999999999999,59.886,61.72,58.34,3.3799999999999955,3.1999999999999957,61.188,63.5,59.58,3.9200000000000017,3.9200000000000017,11710,19444,6973,12471,-6118
2018-03-11,63.944,65.13,63.52,1.6099999999999923,1.4499999999999957,64.80199999999999,66.36,63.73,2.6300000000000026,1.519999999999996,63.112,64.34,62.5,1.8400000000000034,1.8400000000000034,64.23,65.55,63.11,2.4399999999999977,2.4399999999999977,16356,36814,6567,30247,-29419
2018-03-18,64.878,65.37,63.58,1.7900000000000063,1.4200000000000017,66.324,66.94,65.87,1.0699999999999932,-0.14000000000000057,64.54599999999999,65.13,63.58,1.5499999999999972,0.9200000000000017,65.528,66.25,65.0,1.25,-0.7900000000000063,14602,25518,4173,21345,13071
2018-03-25,65.27250000000001,65.68,65.02,0.6600000000000108,-0.29000000000000625,65.89500000000001,66.4,65.6,0.8000000000000114,-0.5,64.83500000000001,65.0,64.34,0.6599999999999966,-0.6599999999999966,65.1175,65.37,65.0,0.37000000000000455,0.0,16792,30495,8031,22464,9547
2018-04-01,65.214,65.49,64.88,0.6099999999999994,0.01999999999999602,66.502,67.77,65.74,2.030000000000001,0.18000000000000682,64.18599999999999,65.05,63.44,1.6099999999999994,-1.4399999999999977,65.506,66.26,65.04,1.2199999999999989,0.0799999999999983,20725,37333,3430,33903,28710
2018-04-08,66.194,66.76,65.01,1.75,0.6200000000000045,66.788,67.04,66.35,0.6900000000000119,-0.1700000000000017,65.316,66.03,64.92,1.1099999999999994,1.1099999999999994,66.29599999999999,66.5,66.01,0.4899999999999949,0.04999999999999716,12063,24688,3604,21084,-6878
