Date,Star Global Buy-Write_Open_average,Star Global Buy-Write_Open_max,Star Global Buy-Write_Open_min,Star Global Buy-Write_Open_volatility,Star Global Buy-Write_Open_change,Star Global Buy-Write_High_average,Star Global Buy-Write_High_max,Star Global Buy-Write_High_min,Star Global Buy-Write_High_volatility,Star Global Buy-Write_High_change,Star Global Buy-Write_Low_average,Star Global Buy-Write_Low_max,Star Global Buy-Write_Low_min,Star Global Buy-Write_Low_volatility,Star Global Buy-Write_Low_change,Star Global Buy-Write_Close_average,Star Global Buy-Write_Close_max,Star Global Buy-Write_Close_min,Star Global Buy-Write_Close_volatility,Star Global Buy-Write_Close_change
2018-11-04,30.89,30.89,30.89,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2018-11-11,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2018-11-18,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2018-11-25,30.57,30.57,30.57,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2018-12-02,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2018-12-09,29.58,29.58,29.58,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2018-12-16,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2018-12-23,28.41,28.41,28.41,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2018-12-30,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2019-01-06,29.45,29.45,29.45,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.64,29.64,29.64,0.0,0.0
2019-01-13,30.26,30.26,30.26,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.27,30.27,30.27,0.0,0.0
2019-01-20,30.34,30.34,30.34,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.2,30.2,30.2,0.0,0.0
2019-01-27,30.37,30.37,30.37,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2019-02-03,30.43,30.43,30.43,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.43,30.43,30.43,0.0,0.0
2019-02-10,30.86,30.86,30.86,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.86,30.86,30.86,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2019-02-17,31.13,31.13,31.13,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2019-02-24,31.29,31.29,31.29,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.29,31.29,31.29,0.0,0.0
2019-03-03,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2019-03-10,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2019-03-17,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2019-03-24,31.41,31.41,31.41,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2019-03-31,31.95,31.95,31.95,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2019-04-07,32.06,32.06,32.06,0.0,0.0,32.06,32.06,32.06,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2019-04-14,32.01,32.01,32.01,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2019-04-21,32.16,32.16,32.16,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2019-04-28,32.3,32.3,32.3,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2019-05-05,31.65,31.65,31.65,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2019-05-12,31.87,31.87,31.87,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2019-05-19,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2019-05-26,30.99,30.99,30.99,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2019-06-02,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2019-06-09,31.71,31.71,31.71,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2019-06-16,32.2,32.2,32.2,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2019-06-23,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2019-06-30,32.51,32.51,32.51,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2019-07-07,32.44,32.44,32.44,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2019-07-14,32.62,32.62,32.62,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2019-07-21,32.76,32.76,32.76,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2019-07-28,32.02,32.02,32.02,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2019-08-04,32.03,32.03,32.03,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2019-08-11,31.77,31.77,31.77,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2019-08-18,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.63,31.63,31.63,0.0,0.0
2019-08-25,32.15,32.15,32.15,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2019-09-01,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2019-09-08,32.74,32.74,32.74,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2019-09-15,32.73,32.73,32.73,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.73,32.73,32.73,0.0,0.0
2019-09-22,32.23,32.23,32.23,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.36,32.36,32.36,0.0,0.0
2019-09-29,32.17,32.17,32.17,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2019-10-06,32.51,32.51,32.51,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2019-10-13,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2019-10-20,32.84,32.84,32.84,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2019-10-27,33.15,33.15,33.15,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2019-11-03,33.22,33.22,33.22,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2019-11-10,33.95,33.95,33.95,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2019-11-17,33.39,33.39,33.39,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2019-11-24,33.75,33.75,33.75,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2019-12-01,33.59,33.59,33.59,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2019-12-08,33.88,33.88,33.88,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2019-12-15,34.31,34.31,34.31,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2019-12-22,34.19,34.19,34.19,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2019-12-29,34.16,34.16,34.16,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.16,34.16,34.16,0.0,0.0
