Date,Vanguard Growth_Open_average,Vanguard Growth_Open_max,Vanguard Growth_Open_min,Vanguard Growth_Open_volatility,Vanguard Growth_Open_change,Vanguard Growth_High_average,Vanguard Growth_High_max,Vanguard Growth_High_min,Vanguard Growth_High_volatility,Vanguard Growth_High_change,Vanguard Growth_Low_average,Vanguard Growth_Low_max,Vanguard Growth_Low_min,Vanguard Growth_Low_volatility,Vanguard Growth_Low_change,Vanguard Growth_Close_average,Vanguard Growth_Close_max,Vanguard Growth_Close_min,Vanguard Growth_Close_volatility,Vanguard Growth_Close_change
2019-01-13,143.28,143.28,143.28,0.0,0.0,144.23,144.23,144.23,0.0,0.0,142.52,142.52,142.52,0.0,0.0,143.84,143.84,143.84,0.0,0.0
2019-01-20,142.16,142.16,142.16,0.0,0.0,142.42,142.42,142.42,0.0,0.0,141.28,141.28,141.28,0.0,0.0,142.39,142.39,142.39,0.0,0.0
2019-01-27,146.6,146.6,146.6,0.0,0.0,148.01,148.01,148.01,0.0,0.0,146.48,146.48,146.48,0.0,0.0,148.0,148.0,148.0,0.0,0.0
2019-02-03,148.0,148.0,148.0,0.0,0.0,148.31,148.31,148.31,0.0,0.0,147.31,147.31,147.31,0.0,0.0,147.63,147.63,147.63,0.0,0.0
2019-02-10,151.15,151.15,151.15,0.0,0.0,151.2,151.2,151.2,0.0,0.0,150.45,150.45,150.45,0.0,0.0,151.16,151.16,151.16,0.0,0.0
2019-02-17,152.91,152.91,152.91,0.0,0.0,153.17,153.17,153.17,0.0,0.0,152.12,152.12,152.12,0.0,0.0,152.23,152.23,152.23,0.0,0.0
2019-02-24,154.12,154.12,154.12,0.0,0.0,154.3,154.3,154.3,0.0,0.0,151.33,151.33,151.33,0.0,0.0,152.89,152.89,152.89,0.0,0.0
2019-03-03,150.37,150.37,150.37,0.0,0.0,152.59,152.59,152.59,0.0,0.0,150.37,150.37,150.37,0.0,0.0,152.58,152.58,152.58,0.0,0.0
2019-03-10,155.11,155.11,155.11,0.0,0.0,155.65,155.65,155.65,0.0,0.0,154.65,154.65,154.65,0.0,0.0,155.33,155.33,155.33,0.0,0.0
2019-03-17,154.5,154.5,154.5,0.0,0.0,155.32,155.32,155.32,0.0,0.0,153.88,153.88,153.88,0.0,0.0,154.81,154.81,154.81,0.0,0.0
2019-03-24,157.77,157.77,157.77,0.0,0.0,158.32,158.32,158.32,0.0,0.0,157.27,157.27,157.27,0.0,0.0,158.18,158.18,158.18,0.0,0.0
2019-03-31,159.76,159.76,159.76,0.0,0.0,160.27,160.27,160.27,0.0,0.0,159.13,159.13,159.13,0.0,0.0,160.23,160.23,160.23,0.0,0.0
2019-04-07,161.54,161.54,161.54,0.0,0.0,161.57,161.57,161.57,0.0,0.0,160.55,160.55,160.55,0.0,0.0,161.37,161.37,161.37,0.0,0.0
2019-04-14,160.62,160.62,160.62,0.0,0.0,161.66,161.66,161.66,0.0,0.0,160.59,160.59,160.59,0.0,0.0,161.64,161.64,161.64,0.0,0.0
2019-04-21,164.16,164.16,164.16,0.0,0.0,164.55,164.55,164.55,0.0,0.0,163.9,163.9,163.9,0.0,0.0,164.27,164.27,164.27,0.0,0.0
2019-04-28,161.04,161.04,161.04,0.0,0.0,163.67,163.67,163.67,0.0,0.0,160.83,160.83,160.83,0.0,0.0,163.44,163.44,163.44,0.0,0.0
2019-05-05,156.84,156.84,156.84,0.0,0.0,157.44,157.44,157.44,0.0,0.0,155.21,155.21,155.21,0.0,0.0,155.77,155.77,155.77,0.0,0.0
2019-05-12,157.84,157.84,157.84,0.0,0.0,158.32,158.32,158.32,0.0,0.0,156.95,156.95,156.95,0.0,0.0,157.5,157.5,157.5,0.0,0.0
2019-05-19,157.45,157.45,157.45,0.0,0.0,157.9,157.9,157.9,0.0,0.0,156.52,156.52,156.52,0.0,0.0,156.64,156.64,156.64,0.0,0.0
2019-05-26,153.25,153.25,153.25,0.0,0.0,153.49,153.49,153.49,0.0,0.0,150.23,150.23,150.23,0.0,0.0,151.09,151.09,151.09,0.0,0.0
2019-06-02,160.85,160.85,160.85,0.0,0.0,162.17,162.17,162.17,0.0,0.0,160.77,160.77,160.77,0.0,0.0,160.82,160.82,160.82,0.0,0.0
2019-06-09,161.01,161.01,161.01,0.0,0.0,161.77,161.77,161.77,0.0,0.0,161.01,161.01,161.01,0.0,0.0,161.41,161.41,161.41,0.0,0.0
2019-06-16,165.02,165.02,165.02,0.0,0.0,165.22,165.22,165.22,0.0,0.0,164.48,164.48,164.48,0.0,0.0,164.55,164.55,164.55,0.0,0.0
2019-06-23,165.84,165.84,165.84,0.0,0.0,165.91,165.91,165.91,0.0,0.0,164.38,164.38,164.38,0.0,0.0,165.07,165.07,165.07,0.0,0.0
2019-06-30,165.95,165.95,165.95,0.0,0.0,166.0,166.0,166.0,0.0,0.0,165.4,165.4,165.4,0.0,0.0,165.82,165.82,165.82,0.0,0.0
2019-07-07,169.24,169.24,169.24,0.0,0.0,169.38,169.38,169.38,0.0,0.0,168.8,168.8,168.8,0.0,0.0,169.16,169.16,169.16,0.0,0.0
2019-07-14,167.27,167.27,167.27,0.0,0.0,168.13,168.13,168.13,0.0,0.0,167.27,167.27,167.27,0.0,0.0,167.79,167.79,167.79,0.0,0.0
2019-07-21,170.13,170.13,170.13,0.0,0.0,170.2,170.2,170.2,0.0,0.0,168.91,168.91,168.91,0.0,0.0,169.65,169.65,169.65,0.0,0.0
2019-07-28,161.19,161.19,161.19,0.0,0.0,161.48,161.48,161.48,0.0,0.0,157.65,157.65,157.65,0.0,0.0,159.02,159.02,159.02,0.0,0.0
2019-08-04,163.55,163.55,163.55,0.0,0.0,163.92,163.92,163.92,0.0,0.0,161.93,161.93,161.93,0.0,0.0,162.51,162.51,162.51,0.0,0.0
2019-08-11,165.77,165.77,165.77,0.0,0.0,166.14,166.14,166.14,0.0,0.0,165.06,165.06,165.06,0.0,0.0,165.7,165.7,165.7,0.0,0.0
2019-08-18,163.47,163.47,163.47,0.0,0.0,163.75,163.75,163.75,0.0,0.0,162.34,162.34,162.34,0.0,0.0,163.75,163.75,163.75,0.0,0.0
2019-08-25,167.54,167.54,167.54,0.0,0.0,167.56,167.56,167.56,0.0,0.0,165.35,165.35,165.35,0.0,0.0,166.18,166.18,166.18,0.0,0.0
2019-09-01,169.8,169.8,169.8,0.0,0.0,169.8,169.8,169.8,0.0,0.0,167.34,167.34,167.34,0.0,0.0,168.06,168.06,168.06,0.0,0.0
2019-09-08,167.43,167.43,167.43,0.0,0.0,168.08,168.08,168.08,0.0,0.0,166.88,166.88,166.88,0.0,0.0,167.81,167.81,167.81,0.0,0.0
2019-09-15,167.28,167.28,167.28,0.0,0.0,168.09,168.09,168.09,0.0,0.0,167.24,167.24,167.24,0.0,0.0,167.7,167.7,167.7,0.0,0.0
2019-09-22,165.63,165.63,165.63,0.0,0.0,166.66,166.66,166.66,0.0,0.0,165.37,165.37,165.37,0.0,0.0,166.28,166.28,166.28,0.0,0.0
2019-09-29,165.4,165.4,165.4,0.0,0.0,166.46,166.46,166.46,0.0,0.0,165.0,165.0,165.0,0.0,0.0,165.38,165.38,165.38,0.0,0.0
2019-10-06,167.24,167.24,167.24,0.0,0.0,167.94,167.94,167.94,0.0,0.0,167.24,167.24,167.24,0.0,0.0,167.34,167.34,167.34,0.0,0.0
2019-10-13,168.41,168.41,168.41,0.0,0.0,168.8,168.8,168.8,0.0,0.0,167.81,167.81,167.81,0.0,0.0,168.8,168.8,168.8,0.0,0.0
2019-10-20,170.25,170.25,170.25,0.0,0.0,170.92,170.92,170.92,0.0,0.0,170.23,170.23,170.23,0.0,0.0,170.72,170.72,170.72,0.0,0.0
2019-10-27,172.93,172.93,172.93,0.0,0.0,173.0,173.0,173.0,0.0,0.0,172.03,172.03,172.03,0.0,0.0,172.22,172.22,172.22,0.0,0.0
2019-11-03,171.61,171.61,171.61,0.0,0.0,172.48,172.48,172.48,0.0,0.0,171.44,171.44,171.44,0.0,0.0,172.38,172.38,172.38,0.0,0.0
2019-11-10,175.03,175.03,175.03,0.0,0.0,175.7,175.7,175.7,0.0,0.0,174.74,174.74,174.74,0.0,0.0,175.45,175.45,175.45,0.0,0.0
2019-11-17,175.29,175.29,175.29,0.0,0.0,176.31,176.31,176.31,0.0,0.0,175.01,175.01,175.01,0.0,0.0,176.29,176.29,176.29,0.0,0.0
2019-11-24,177.54,177.54,177.54,0.0,0.0,177.54,177.54,177.54,0.0,0.0,174.62,174.62,174.62,0.0,0.0,175.24,175.24,175.24,0.0,0.0
2019-12-01,177.0,177.0,177.0,0.0,0.0,177.41,177.41,177.41,0.0,0.0,176.41,176.41,176.41,0.0,0.0,176.47,176.47,176.47,0.0,0.0
2019-12-08,179.31,179.31,179.31,0.0,0.0,179.99,179.99,179.99,0.0,0.0,179.24,179.24,179.24,0.0,0.0,179.77,179.77,179.77,0.0,0.0
2019-12-15,182.46,182.46,182.46,0.0,0.0,182.46,182.46,182.46,0.0,0.0,181.93,181.93,181.93,0.0,0.0,182.04,182.04,182.04,0.0,0.0
2019-12-22,183.15,183.15,183.15,0.0,0.0,183.15,183.15,183.15,0.0,0.0,181.06,181.06,181.06,0.0,0.0,181.8,181.8,181.8,0.0,0.0
2019-12-29,182.5,182.5,182.5,0.0,0.0,184.44,184.44,184.44,0.0,0.0,182.37,182.37,182.37,0.0,0.0,183.52,183.52,183.52,0.0,0.0
