Date,First Trust Global Natural Resources Income_etf_Open_average,First Trust Global Natural Resources Income_etf_Open_max,First Trust Global Natural Resources Income_etf_Open_min,First Trust Global Natural Resources Income_etf_Open_volatility,First Trust Global Natural Resources Income_etf_Open_change,First Trust Global Natural Resources Income_etf_High_average,First Trust Global Natural Resources Income_etf_High_max,First Trust Global Natural Resources Income_etf_High_min,First Trust Global Natural Resources Income_etf_High_volatility,First Trust Global Natural Resources Income_etf_High_change,First Trust Global Natural Resources Income_etf_Low_average,First Trust Global Natural Resources Income_etf_Low_max,First Trust Global Natural Resources Income_etf_Low_min,First Trust Global Natural Resources Income_etf_Low_volatility,First Trust Global Natural Resources Income_etf_Low_change,First Trust Global Natural Resources Income_etf_Close_average,First Trust Global Natural Resources Income_etf_Close_max,First Trust Global Natural Resources Income_etf_Close_min,First Trust Global Natural Resources Income_etf_Close_volatility,First Trust Global Natural Resources Income_etf_Close_change
2018-01-14,12.9,12.9,12.9,0.0,0.0,12.92,12.92,12.92,0.0,0.0,12.9,12.9,12.9,0.0,0.0,12.92,12.92,12.92,0.0,0.0
2018-01-21,13.15,13.15,13.15,0.0,0.0,13.15,13.15,13.15,0.0,0.0,13.14,13.14,13.14,0.0,0.0,13.14,13.14,13.14,0.0,0.0
2018-01-28,12.9,12.9,12.9,0.0,0.0,12.9,12.9,12.9,0.0,0.0,12.68,12.68,12.68,0.0,0.0,12.68,12.68,12.68,0.0,0.0
2018-02-04,11.99,11.99,11.99,0.0,0.0,11.99,11.99,11.99,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.97,11.97,11.97,0.0,0.0
2018-02-11,12.36,12.36,12.36,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.44,12.44,12.44,0.0,0.0
2018-02-18,12.59,12.59,12.59,0.0,0.0,12.71,12.71,12.71,0.0,0.0,12.59,12.59,12.59,0.0,0.0,12.71,12.71,12.71,0.0,0.0
2018-02-25,12.23,12.23,12.23,0.0,0.0,12.39,12.39,12.39,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.39,12.39,12.39,0.0,0.0
2018-03-04,12.51,12.51,12.51,0.0,0.0,12.51,12.51,12.51,0.0,0.0,12.51,12.51,12.51,0.0,0.0,12.51,12.51,12.51,0.0,0.0
2018-03-11,12.48,12.48,12.48,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.47,12.47,12.47,0.0,0.0,12.47,12.47,12.47,0.0,0.0
2018-03-18,12.26,12.26,12.26,0.0,0.0,12.27,12.27,12.27,0.0,0.0,12.26,12.26,12.26,0.0,0.0,12.27,12.27,12.27,0.0,0.0
2018-03-25,12.34,12.34,12.34,0.0,0.0,12.34,12.34,12.34,0.0,0.0,12.33,12.33,12.33,0.0,0.0,12.33,12.33,12.33,0.0,0.0
2018-04-01,12.45,12.45,12.45,0.0,0.0,12.47,12.47,12.47,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.36,12.36,12.36,0.0,0.0
2018-04-08,12.61,12.61,12.61,0.0,0.0,12.63,12.63,12.63,0.0,0.0,12.6,12.6,12.6,0.0,0.0,12.61,12.61,12.61,0.0,0.0
2018-04-15,12.81,12.81,12.81,0.0,0.0,12.81,12.81,12.81,0.0,0.0,12.81,12.81,12.81,0.0,0.0,12.81,12.81,12.81,0.0,0.0
2018-04-22,12.81,12.81,12.81,0.0,0.0,12.82,12.82,12.82,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.78,12.78,12.78,0.0,0.0
2018-04-29,12.67,12.67,12.67,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.67,12.67,12.67,0.0,0.0
2018-05-06,12.95,12.95,12.95,0.0,0.0,12.98,12.98,12.98,0.0,0.0,12.95,12.95,12.95,0.0,0.0,12.98,12.98,12.98,0.0,0.0
2018-05-13,13.14,13.14,13.14,0.0,0.0,13.15,13.15,13.15,0.0,0.0,13.14,13.14,13.14,0.0,0.0,13.15,13.15,13.15,0.0,0.0
2018-05-20,12.74,12.74,12.74,0.0,0.0,12.74,12.74,12.74,0.0,0.0,12.74,12.74,12.74,0.0,0.0,12.74,12.74,12.74,0.0,0.0
2018-05-27,12.93,12.93,12.93,0.0,0.0,12.93,12.93,12.93,0.0,0.0,12.93,12.93,12.93,0.0,0.0,12.93,12.93,12.93,0.0,0.0
