Date,First Trust Municipal CEF Income Opportunity_Open_average,First Trust Municipal CEF Income Opportunity_Open_max,First Trust Municipal CEF Income Opportunity_Open_min,First Trust Municipal CEF Income Opportunity_Open_volatility,First Trust Municipal CEF Income Opportunity_Open_change,First Trust Municipal CEF Income Opportunity_High_average,First Trust Municipal CEF Income Opportunity_High_max,First Trust Municipal CEF Income Opportunity_High_min,First Trust Municipal CEF Income Opportunity_High_volatility,First Trust Municipal CEF Income Opportunity_High_change,First Trust Municipal CEF Income Opportunity_Low_average,First Trust Municipal CEF Income Opportunity_Low_max,First Trust Municipal CEF Income Opportunity_Low_min,First Trust Municipal CEF Income Opportunity_Low_volatility,First Trust Municipal CEF Income Opportunity_Low_change,First Trust Municipal CEF Income Opportunity_Close_average,First Trust Municipal CEF Income Opportunity_Close_max,First Trust Municipal CEF Income Opportunity_Close_min,First Trust Municipal CEF Income Opportunity_Close_volatility,First Trust Municipal CEF Income Opportunity_Close_change
2018-01-14,18.49,18.49,18.49,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.47,18.47,18.47,0.0,0.0,18.47,18.47,18.47,0.0,0.0
2018-01-21,18.18,18.18,18.18,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.19,18.19,18.19,0.0,0.0
2018-01-28,17.96,17.96,17.96,0.0,0.0,17.96,17.96,17.96,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.85,17.85,17.85,0.0,0.0
2018-02-04,17.94,17.94,17.94,0.0,0.0,17.97,17.97,17.97,0.0,0.0,17.88,17.88,17.88,0.0,0.0,17.89,17.89,17.89,0.0,0.0
2018-02-11,17.99,17.99,17.99,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.96,17.96,17.96,0.0,0.0,18.0,18.0,18.0,0.0,0.0
2018-02-18,17.91,17.91,17.91,0.0,0.0,17.91,17.91,17.91,0.0,0.0,17.91,17.91,17.91,0.0,0.0,17.91,17.91,17.91,0.0,0.0
2018-02-25,17.87,17.87,17.87,0.0,0.0,17.87,17.87,17.87,0.0,0.0,17.87,17.87,17.87,0.0,0.0,17.87,17.87,17.87,0.0,0.0
2018-03-04,17.86,17.86,17.86,0.0,0.0,17.87,17.87,17.87,0.0,0.0,17.86,17.86,17.86,0.0,0.0,17.87,17.87,17.87,0.0,0.0
2018-03-11,17.68,17.68,17.68,0.0,0.0,17.69,17.69,17.69,0.0,0.0,17.66,17.66,17.66,0.0,0.0,17.69,17.69,17.69,0.0,0.0
2018-03-18,17.7,17.7,17.7,0.0,0.0,17.7,17.7,17.7,0.0,0.0,17.69,17.69,17.69,0.0,0.0,17.69,17.69,17.69,0.0,0.0
2018-03-25,17.77,17.77,17.77,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.77,17.77,17.77,0.0,0.0,17.82,17.82,17.82,0.0,0.0
2018-04-01,17.9,17.9,17.9,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.82,17.82,17.82,0.0,0.0
2018-04-08,17.81,17.81,17.81,0.0,0.0,17.81,17.81,17.81,0.0,0.0,17.81,17.81,17.81,0.0,0.0,17.81,17.81,17.81,0.0,0.0
2018-04-15,17.71,17.71,17.71,0.0,0.0,17.71,17.71,17.71,0.0,0.0,17.71,17.71,17.71,0.0,0.0,17.71,17.71,17.71,0.0,0.0
2018-04-22,17.78,17.78,17.78,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.78,17.78,17.78,0.0,0.0
2018-04-29,17.86,17.86,17.86,0.0,0.0,17.86,17.86,17.86,0.0,0.0,17.84,17.84,17.84,0.0,0.0,17.84,17.84,17.84,0.0,0.0
2018-05-06,17.84,17.84,17.84,0.0,0.0,17.84,17.84,17.84,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.82,17.82,17.82,0.0,0.0
2018-05-13,17.73,17.73,17.73,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.78,17.78,17.78,0.0,0.0
2018-05-20,17.88,17.88,17.88,0.0,0.0,17.88,17.88,17.88,0.0,0.0,17.83,17.83,17.83,0.0,0.0,17.83,17.83,17.83,0.0,0.0
2018-05-27,17.99,17.99,17.99,0.0,0.0,17.99,17.99,17.99,0.0,0.0,17.99,17.99,17.99,0.0,0.0,17.99,17.99,17.99,0.0,0.0
2018-06-03,17.93,17.93,17.93,0.0,0.0,17.94,17.94,17.94,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.85,17.85,17.85,0.0,0.0
2018-06-10,17.85,17.85,17.85,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.82,17.82,17.82,0.0,0.0
2018-06-17,17.85,17.85,17.85,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.85,17.85,17.85,0.0,0.0
2018-06-24,17.99,17.99,17.99,0.0,0.0,17.99,17.99,17.99,0.0,0.0,17.99,17.99,17.99,0.0,0.0,17.99,17.99,17.99,0.0,0.0
2018-07-01,17.88,17.88,17.88,0.0,0.0,17.91,17.91,17.91,0.0,0.0,17.88,17.88,17.88,0.0,0.0,17.89,17.89,17.89,0.0,0.0
2018-07-08,17.86,17.86,17.86,0.0,0.0,17.88,17.88,17.88,0.0,0.0,17.86,17.86,17.86,0.0,0.0,17.88,17.88,17.88,0.0,0.0
2018-07-15,17.96,17.96,17.96,0.0,0.0,17.96,17.96,17.96,0.0,0.0,17.96,17.96,17.96,0.0,0.0,17.96,17.96,17.96,0.0,0.0
2018-07-22,17.89,17.89,17.89,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.89,17.89,17.89,0.0,0.0
2018-07-29,17.86,17.86,17.86,0.0,0.0,17.86,17.86,17.86,0.0,0.0,17.86,17.86,17.86,0.0,0.0,17.86,17.86,17.86,0.0,0.0
2018-08-05,17.94,17.94,17.94,0.0,0.0,17.94,17.94,17.94,0.0,0.0,17.94,17.94,17.94,0.0,0.0,17.94,17.94,17.94,0.0,0.0
2018-08-12,17.94,17.94,17.94,0.0,0.0,17.94,17.94,17.94,0.0,0.0,17.94,17.94,17.94,0.0,0.0,17.94,17.94,17.94,0.0,0.0
2018-08-19,17.95,17.95,17.95,0.0,0.0,17.98,17.98,17.98,0.0,0.0,17.95,17.95,17.95,0.0,0.0,17.98,17.98,17.98,0.0,0.0
2018-08-26,17.94,17.94,17.94,0.0,0.0,17.96,17.96,17.96,0.0,0.0,17.94,17.94,17.94,0.0,0.0,17.94,17.94,17.94,0.0,0.0
2018-09-02,17.89,17.89,17.89,0.0,0.0,17.92,17.92,17.92,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.92,17.92,17.92,0.0,0.0
2018-09-09,17.73,17.73,17.73,0.0,0.0,17.75,17.75,17.75,0.0,0.0,17.71,17.71,17.71,0.0,0.0,17.71,17.71,17.71,0.0,0.0
2018-09-16,17.52,17.52,17.52,0.0,0.0,17.56,17.56,17.56,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.52,17.52,17.52,0.0,0.0
2018-09-23,17.57,17.57,17.57,0.0,0.0,17.63,17.63,17.63,0.0,0.0,17.56,17.56,17.56,0.0,0.0,17.56,17.56,17.56,0.0,0.0
2018-09-30,17.32,17.32,17.32,0.0,0.0,17.32,17.32,17.32,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.27,17.27,17.27,0.0,0.0
2018-10-07,17.11,17.11,17.11,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.11,17.11,17.11,0.0,0.0
2018-10-14,17.12,17.12,17.12,0.0,0.0,17.12,17.12,17.12,0.0,0.0,17.08,17.08,17.08,0.0,0.0,17.08,17.08,17.08,0.0,0.0
2018-10-21,17.11,17.11,17.11,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.06,17.06,17.06,0.0,0.0,17.06,17.06,17.06,0.0,0.0
2018-10-28,17.03,17.03,17.03,0.0,0.0,17.05,17.05,17.05,0.0,0.0,17.03,17.03,17.03,0.0,0.0,17.05,17.05,17.05,0.0,0.0
2018-11-04,17.13,17.13,17.13,0.0,0.0,17.13,17.13,17.13,0.0,0.0,17.13,17.13,17.13,0.0,0.0,17.13,17.13,17.13,0.0,0.0
2018-11-11,17.21,17.21,17.21,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.16,17.16,17.16,0.0,0.0,17.16,17.16,17.16,0.0,0.0
2018-11-18,17.07,17.07,17.07,0.0,0.0,17.07,17.07,17.07,0.0,0.0,17.07,17.07,17.07,0.0,0.0,17.07,17.07,17.07,0.0,0.0
2018-11-25,17.25,17.25,17.25,0.0,0.0,17.27,17.27,17.27,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.27,17.27,17.27,0.0,0.0
