Date,CBStock_Open_average,CBStock_Open_max,CBStock_Open_min,CBStock_Open_volatility,CBStock_Open_change,CBStock_High_average,CBStock_High_max,CBStock_High_min,CBStock_High_volatility,CBStock_High_change,CBStock_Low_average,CBStock_Low_max,CBStock_Low_min,CBStock_Low_volatility,CBStock_Low_change,CBStock_Close_average,CBStock_Close_max,CBStock_Close_min,CBStock_Close_volatility,CBStock_Close_change,CBStock_Volume_average,CBStock_Volume_max,CBStock_Volume_min,CBStock_Volume_volatility,CBStock_Volume_change
2018-01-14,147.01,148.01,145.96,2.049999999999983,2.049999999999983,147.65,148.31,146.17,2.140000000000015,2.130000000000024,145.96,146.95,144.68,2.269999999999982,2.269999999999982,147.27499999999998,148.2,145.67,2.530000000000001,2.530000000000001,1599834,1867848,1327419,540429,-392874
2018-01-21,152.274,154.96,148.54,6.420000000000016,6.420000000000016,154.118,155.91,149.82,6.090000000000003,6.090000000000003,151.648,154.25,148.39,5.860000000000014,5.860000000000014,153.734,155.8,149.79,6.010000000000019,6.010000000000019,1907872,3036061,1311417,1724644,-125220
2018-01-28,154.936,155.84,153.94,1.9000000000000057,-0.44999999999998863,156.44,157.5,155.55,1.9499999999999886,0.6299999999999955,153.67600000000002,154.58,152.93,1.6500000000000057,-0.8300000000000125,154.412,156.15,153.06,3.0900000000000034,-0.8700000000000045,2091865,3363810,1334670,2029140,134426
2018-02-04,146.58,152.99,141.66,11.330000000000013,-11.330000000000013,148.8,153.66,145.59,8.069999999999993,-8.069999999999993,142.662,146.57,140.09,6.47999999999999,-6.47999999999999,145.132,147.52,140.39,7.130000000000024,-2.829999999999984,2910617,3508423,2266041,1242382,1180799
2018-02-11,145.53199999999998,147.72,143.76,3.960000000000008,1.7199999999999989,147.168,148.58,145.52,3.0600000000000023,1.8199999999999932,144.394,146.28,142.48,3.8000000000000114,3.5700000000000216,146.218,147.29,144.61,2.6799999999999784,2.3899999999999864,1776027,2205831,1387834,817997,-691521
2018-02-18,144.925,146.89,143.28,3.609999999999985,-3.609999999999985,145.9225,147.66,144.01,3.6500000000000057,-3.6500000000000057,143.28,144.54,142.19,2.3499999999999943,-2.3499999999999943,144.06,145.44,143.07,2.3700000000000045,-1.4300000000000068,1558749,1996686,1270533,726153,115907
2018-02-25,143.21,146.11,139.04,7.070000000000022,-5.150000000000006,144.454,146.65,140.02,6.6299999999999955,-6.6299999999999955,141.344,144.19,137.49,6.699999999999989,-6.539999999999992,142.384,146.14,139.81,6.329999999999984,-6.279999999999973,1603913,1803216,1315306,487910,-18566
2018-03-04,141.10999999999999,142.73,139.51,3.219999999999999,3.219999999999999,142.434,144.0,141.14,2.8600000000000136,1.5200000000000102,140.096,141.18,139.11,2.069999999999993,2.069999999999993,142.008,144.0,140.64,3.3600000000000136,2.4399999999999977,1362554,1568986,1176263,392723,211950
2018-03-11,142.65,144.19,141.04,3.1500000000000057,-3.0200000000000102,143.408,145.08,142.41,2.670000000000016,-2.5400000000000205,141.008,142.17,140.19,1.9799999999999898,-1.9399999999999977,141.566,143.09,140.76,2.3300000000000125,-2.1100000000000136,1577703,2699502,1148954,1550548,1550548
2018-03-18,140.138,141.68,137.72,3.960000000000008,-3.0900000000000034,140.818,142.03,138.19,3.8400000000000034,-3.3100000000000023,138.216,140.22,134.38,5.840000000000003,-5.090000000000003,138.81799999999998,141.32,134.57,6.75,-5.730000000000018,1432672,1939987,1068241,871746,525105
2018-03-25,137.14249999999998,138.53,136.09,2.4399999999999977,2.4399999999999977,138.49,138.99,137.56,1.4300000000000068,1.1999999999999886,135.8775,136.74,135.21,1.5300000000000011,1.5300000000000011,137.1875,138.26,136.7,1.5600000000000023,-0.25,1580199,1664551,1435069,229482,229482
