Date,iShares MSCI EurozoneEtf_Open_average,iShares MSCI EurozoneEtf_Open_max,iShares MSCI EurozoneEtf_Open_min,iShares MSCI EurozoneEtf_Open_volatility,iShares MSCI EurozoneEtf_Open_change,iShares MSCI EurozoneEtf_High_average,iShares MSCI EurozoneEtf_High_max,iShares MSCI EurozoneEtf_High_min,iShares MSCI EurozoneEtf_High_volatility,iShares MSCI EurozoneEtf_High_change,iShares MSCI EurozoneEtf_Low_average,iShares MSCI EurozoneEtf_Low_max,iShares MSCI EurozoneEtf_Low_min,iShares MSCI EurozoneEtf_Low_volatility,iShares MSCI EurozoneEtf_Low_change,iShares MSCI EurozoneEtf_Close_average,iShares MSCI EurozoneEtf_Close_max,iShares MSCI EurozoneEtf_Close_min,iShares MSCI EurozoneEtf_Close_volatility,iShares MSCI EurozoneEtf_Close_change
2018-04-15,44.82,44.82,44.82,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.79,44.79,44.79,0.0,0.0
2018-04-22,44.45,44.45,44.45,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.31,44.31,44.31,0.0,0.0,44.58,44.58,44.58,0.0,0.0
2018-04-29,44.12,44.12,44.12,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.07,44.07,44.07,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2018-05-06,44.85,44.85,44.85,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.84,44.84,44.84,0.0,0.0
2018-05-13,44.33,44.33,44.33,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.25,44.25,44.25,0.0,0.0,44.3,44.3,44.3,0.0,0.0
2018-05-20,43.33,43.33,43.33,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.43,43.43,43.43,0.0,0.0
2018-05-27,43.15,43.15,43.15,0.0,0.0,43.18,43.18,43.18,0.0,0.0,42.79,42.79,42.79,0.0,0.0,43.02,43.02,43.02,0.0,0.0
2018-06-03,43.33,43.33,43.33,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.14,43.14,43.14,0.0,0.0,43.39,43.39,43.39,0.0,0.0
2018-06-10,43.55,43.55,43.55,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.54,43.54,43.54,0.0,0.0
2018-06-17,41.59,41.59,41.59,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2018-06-24,41.11,41.11,41.11,0.0,0.0,41.31,41.31,41.31,0.0,0.0,40.95,40.95,40.95,0.0,0.0,41.01,41.01,41.01,0.0,0.0
2018-07-01,41.85,41.85,41.85,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.93,41.93,41.93,0.0,0.0
2018-07-08,41.81,41.81,41.81,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.96,41.96,41.96,0.0,0.0
2018-07-15,41.83,41.83,41.83,0.0,0.0,42.16,42.16,42.16,0.0,0.0,41.83,41.83,41.83,0.0,0.0,42.08,42.08,42.08,0.0,0.0
2018-07-22,42.47,42.47,42.47,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.41,42.41,42.41,0.0,0.0
2018-07-29,41.77,41.77,41.77,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2018-08-05,40.75,40.75,40.75,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.63,40.63,40.63,0.0,0.0
2018-08-12,39.96,39.96,39.96,0.0,0.0,40.37,40.37,40.37,0.0,0.0,39.9,39.9,39.9,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2018-08-19,41.32,41.32,41.32,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.53,41.53,41.53,0.0,0.0
2018-08-26,41.28,41.28,41.28,0.0,0.0,41.48,41.48,41.48,0.0,0.0,40.99,40.99,40.99,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2018-09-02,39.8,39.8,39.8,0.0,0.0,40.05,40.05,40.05,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.88,39.88,39.88,0.0,0.0
2018-09-09,40.83,40.83,40.83,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.75,40.75,40.75,0.0,0.0
2018-09-16,41.96,41.96,41.96,0.0,0.0,42.05,42.05,42.05,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2018-09-23,40.9,40.9,40.9,0.0,0.0,41.21,41.21,41.21,0.0,0.0,40.88,40.88,40.88,0.0,0.0,41.01,41.01,41.01,0.0,0.0
2018-09-30,40.14,40.14,40.14,0.0,0.0,40.2,40.2,40.2,0.0,0.0,39.84,39.84,39.84,0.0,0.0,40.01,40.01,40.01,0.0,0.0
2018-10-07,38.57,38.57,38.57,0.0,0.0,38.62,38.62,38.62,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2018-10-14,38.04,38.04,38.04,0.0,0.0,38.43,38.43,38.43,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.22,38.22,38.22,0.0,0.0
2018-10-21,36.59,36.59,36.59,0.0,0.0,37.15,37.15,37.15,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2018-10-28,38.34,38.34,38.34,0.0,0.0,38.45,38.45,38.45,0.0,0.0,37.87,37.87,37.87,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2018-11-04,37.9,37.9,37.9,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2018-11-11,37.43,37.43,37.43,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2018-11-18,36.6,36.6,36.6,0.0,0.0,36.81,36.81,36.81,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2018-11-25,37.19,37.19,37.19,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2018-12-02,36.26,36.26,36.26,0.0,0.0,36.44,36.44,36.44,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2018-12-09,35.84,35.84,35.84,0.0,0.0,36.04,36.04,36.04,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2018-12-16,34.88,34.88,34.88,0.0,0.0,35.02,35.02,35.02,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2018-12-23,35.05,35.05,35.05,0.0,0.0,35.12,35.12,35.12,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2018-12-30,35.04,35.04,35.04,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.56,35.56,35.56,0.0,0.0
2019-01-06,36.21,36.21,36.21,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.18,36.18,36.18,0.0,0.0
2019-01-13,36.69,36.69,36.69,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2019-01-20,37.07,37.07,37.07,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.07,37.07,37.07,0.0,0.0,37.15,37.15,37.15,0.0,0.0
2019-01-27,37.34,37.34,37.34,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.38,37.38,37.38,0.0,0.0
2019-02-03,36.65,36.65,36.65,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2019-02-10,37.61,37.61,37.61,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2019-02-17,38.12,38.12,38.12,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2019-02-24,38.85,38.85,38.85,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-03-03,37.7,37.7,37.7,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.98,37.98,37.98,0.0,0.0
2019-03-10,39.12,39.12,39.12,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.12,39.12,39.12,0.0,0.0,39.27,39.27,39.27,0.0,0.0
2019-03-17,38.65,38.65,38.65,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.33,38.33,38.33,0.0,0.0
2019-03-24,38.53,38.53,38.53,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2019-03-31,39.67,39.67,39.67,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2019-04-07,40.09,40.09,40.09,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.06,40.06,40.06,0.0,0.0,40.17,40.17,40.17,0.0,0.0
2019-04-14,40.4,40.4,40.4,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.43,40.43,40.43,0.0,0.0
2019-04-21,40.04,40.04,40.04,0.0,0.0,40.16,40.16,40.16,0.0,0.0,39.97,39.97,39.97,0.0,0.0,40.06,40.06,40.06,0.0,0.0
2019-04-28,40.2,40.2,40.2,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.43,40.43,40.43,0.0,0.0
2019-05-05,39.15,39.15,39.15,0.0,0.0,39.48,39.48,39.48,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2019-05-12,39.17,39.17,39.17,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.16,39.16,39.16,0.0,0.0,39.21,39.21,39.21,0.0,0.0
2019-05-19,38.84,38.84,38.84,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-05-26,37.84,37.84,37.84,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2019-06-02,39.35,39.35,39.35,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2019-06-09,39.19,39.19,39.19,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.18,39.18,39.18,0.0,0.0
2019-06-16,39.34,39.34,39.34,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2019-06-23,39.48,39.48,39.48,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.55,39.55,39.55,0.0,0.0
2019-06-30,39.75,39.75,39.75,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2019-07-07,39.45,39.45,39.45,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2019-07-14,39.23,39.23,39.23,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.11,39.11,39.11,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2019-07-21,39.43,39.43,39.43,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.42,39.42,39.42,0.0,0.0
2019-07-28,38.15,38.15,38.15,0.0,0.0,38.17,38.17,38.17,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2019-08-04,37.81,37.81,37.81,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2019-08-11,36.7,36.7,36.7,0.0,0.0,37.07,37.07,37.07,0.0,0.0,36.68,36.68,36.68,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2019-08-18,37.39,37.39,37.39,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.01,37.01,37.01,0.0,0.0,37.01,37.01,37.01,0.0,0.0
2019-08-25,38.1,38.1,38.1,0.0,0.0,38.13,38.13,38.13,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2019-09-01,38.81,38.81,38.81,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2019-09-08,39.58,39.58,39.58,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2019-09-15,39.39,39.39,39.39,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2019-09-22,38.79,38.79,38.79,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.67,38.67,38.67,0.0,0.0
2019-09-29,37.9,37.9,37.9,0.0,0.0,38.19,38.19,38.19,0.0,0.0,37.88,37.88,37.88,0.0,0.0,38.18,38.18,38.18,0.0,0.0
2019-10-06,39.22,39.22,39.22,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2019-10-13,40.0,40.0,40.0,0.0,0.0,40.1,40.1,40.1,0.0,0.0,39.84,39.84,39.84,0.0,0.0,40.06,40.06,40.06,0.0,0.0
2019-10-20,40.1,40.1,40.1,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2019-10-27,40.64,40.64,40.64,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2019-11-03,40.84,40.84,40.84,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.93,40.93,40.93,0.0,0.0
2019-11-10,40.9,40.9,40.9,0.0,0.0,41.05,41.05,41.05,0.0,0.0,40.85,40.85,40.85,0.0,0.0,41.04,41.04,41.04,0.0,0.0
2019-11-17,40.81,40.81,40.81,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.76,40.76,40.76,0.0,0.0
2019-11-24,40.9,40.9,40.9,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.79,40.79,40.79,0.0,0.0
2019-12-01,40.92,40.92,40.92,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.9,40.9,40.9,0.0,0.0
2019-12-08,41.54,41.54,41.54,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2019-12-15,41.66,41.66,41.66,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2019-12-22,42.06,42.06,42.06,0.0,0.0,42.1,42.1,42.1,0.0,0.0,41.98,41.98,41.98,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2019-12-29,41.81,41.81,41.81,0.0,0.0,42.04,42.04,42.04,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.84,41.84,41.84,0.0,0.0
