Date,WYND_Open_average,WYND_Open_max,WYND_Open_min,WYND_Open_volatility,WYND_Open_change,WYND_High_average,WYND_High_max,WYND_High_min,WYND_High_volatility,WYND_High_change,WYND_Low_average,WYND_Low_max,WYND_Low_min,WYND_Low_volatility,WYND_Low_change,WYND_Close_average,WYND_Close_max,WYND_Close_min,WYND_Close_volatility,WYND_Close_change,WYND_Volume_average,WYND_Volume_max,WYND_Volume_min,WYND_Volume_volatility,WYND_Volume_change
2018-01-14,54.77,57.14,52.89,4.25,3.6899999999999977,55.64,57.75,53.14,4.609999999999999,3.730000000000004,54.508,56.91,52.59,4.319999999999993,4.239999999999995,55.174,57.47,52.84,4.6299999999999955,4.6299999999999955,1519222,2219198,761037,1458161,221713
2018-01-21,56.874,57.65,56.17,1.4799999999999969,-1.009999999999998,57.118,57.7,56.73,0.970000000000006,-0.970000000000006,56.26,57.09,55.86,1.230000000000004,-1.230000000000004,56.656,57.47,56.4,1.0700000000000003,-1.0499999999999972,1059710,1692506,546260,1146246,580357
2018-01-28,55.712,56.37,54.24,2.1299999999999955,-1.9699999999999989,56.17,56.6,54.99,1.6099999999999994,-1.5499999999999972,54.806,55.82,52.44,3.3800000000000026,-3.1200000000000045,55.152,56.47,52.7,3.769999999999996,-3.019999999999996,911663,1637210,654999,982211,865453
2018-02-04,52.53,53.9,51.49,2.4099999999999966,0.6999999999999957,53.48,54.51,52.3,2.210000000000001,-1.4600000000000009,51.568,53.44,49.99,3.4499999999999957,0.6099999999999994,52.656,54.05,51.25,2.799999999999997,-1.5599999999999952,1088965,1696674,790796,905878,-674154
2018-02-11,53.99,55.35,52.37,2.980000000000004,2.980000000000004,54.945,55.96,53.36,2.6000000000000014,2.0700000000000003,53.7575,54.96,52.22,2.740000000000002,2.3900000000000006,54.5275,55.34,53.22,2.1200000000000045,1.4200000000000017,1208854,1972322,611049,1361273,-629604
2018-02-18,54.412,54.95,54.13,0.8200000000000003,-0.12999999999999545,54.932,55.52,54.34,1.1799999999999997,-0.9899999999999949,53.914,54.43,53.24,1.1899999999999977,-1.019999999999996,54.086,54.66,53.26,1.3999999999999986,-1.240000000000002,894185,1306577,670909,635668,635668
2018-02-25,52.428,53.27,51.78,1.490000000000002,-1.0900000000000034,52.938,53.28,52.66,0.6200000000000045,-0.5600000000000023,51.704,52.25,51.11,1.1400000000000006,-1.0700000000000003,52.39,52.66,52.18,0.4799999999999969,0.3299999999999983,1157421,1543944,915050,628894,-271292
2018-03-04,53.192,54.61,52.45,2.1599999999999966,1.7899999999999991,53.832,54.82,53.1,1.7199999999999989,1.5799999999999983,52.726,53.54,52.09,1.4499999999999957,0.8100000000000023,53.388,54.65,52.57,2.0799999999999983,0.5900000000000034,748772,909617,543499,366118,-203668
2018-03-11,52.888,53.79,52.39,1.3999999999999986,-1.3599999999999994,53.26,54.28,52.76,1.5200000000000031,-1.2899999999999991,52.452,53.31,52.11,1.2000000000000028,-1.0500000000000043,52.67,53.44,52.39,1.0499999999999972,-0.8099999999999952,799113,979560,633568,345992,-274124
2018-03-18,52.268,52.82,51.0,1.8200000000000003,-1.7899999999999991,52.81,53.54,51.72,1.8200000000000003,-1.8200000000000003,51.75,52.63,50.62,2.010000000000005,-1.6600000000000037,52.068,53.22,50.72,2.5,-1.1499999999999986,687557,786786,614798,171988,171988
