Date,SNPS_Open_average,SNPS_Open_max,SNPS_Open_min,SNPS_Open_volatility,SNPS_Open_change,SNPS_High_average,SNPS_High_max,SNPS_High_min,SNPS_High_volatility,SNPS_High_change,SNPS_Low_average,SNPS_Low_max,SNPS_Low_min,SNPS_Low_volatility,SNPS_Low_change,SNPS_Close_average,SNPS_Close_max,SNPS_Close_min,SNPS_Close_volatility,SNPS_Close_change,SNPS_Volume_average,SNPS_Volume_max,SNPS_Volume_min,SNPS_Volume_volatility,SNPS_Volume_change
2018-01-14,91.088,92.47,89.94,2.530000000000001,2.069999999999993,92.156,93.49,91.29,2.1999999999999886,2.1999999999999886,90.6,92.04,89.03,3.010000000000005,3.010000000000005,91.458,92.96,89.27,3.6899999999999977,3.6899999999999977,865621,1027421,658324,369097,-197327
2018-01-21,92.972,93.83,92.42,1.4099999999999966,-0.5999999999999943,93.47,94.14,92.98,1.1599999999999966,-0.47999999999998977,92.05799999999999,92.72,91.2,1.519999999999996,-1.2999999999999972,92.474,93.38,91.28,2.0999999999999943,-2.0999999999999943,697085,779658,572895,206763,206763
2018-01-28,91.07600000000001,91.89,89.92,1.9699999999999989,-1.3100000000000023,92.142,92.94,91.37,1.5699999999999932,-0.5499999999999972,90.184,91.28,87.62,3.6599999999999966,-3.3699999999999903,90.618,92.61,87.62,4.989999999999995,-3.6999999999999886,1109279,1487986,826435,661551,661551
2018-02-04,85.464,86.89,83.32,3.5700000000000074,-1.9399999999999977,86.56,87.92,85.16,2.760000000000005,-2.1299999999999955,83.738,85.82,82.1,3.719999999999999,0.5499999999999972,85.118,87.45,82.62,4.829999999999998,-2.1200000000000045,1540432,1827437,908824,918613,-906916
2018-02-11,86.3375,88.86,84.76,4.099999999999994,4.099999999999994,87.83500000000001,89.76,85.77,3.990000000000009,3.990000000000009,86.0475,88.77,84.47,4.299999999999997,4.299999999999997,87.53,89.07,85.5,3.569999999999993,3.569999999999993,1160913,1414132,752498,661634,431976
2018-02-18,88.176,91.15,85.2,5.950000000000003,-3.049999999999997,89.012,92.88,85.58,7.299999999999997,-3.769999999999996,86.094,88.59,84.22,4.3700000000000045,-3.700000000000003,86.66199999999999,89.76,84.38,5.38000000000001,-4.290000000000006,1719996,3378529,977558,2400971,-214042
2018-02-25,84.96,85.9,83.52,2.3800000000000097,-0.46000000000000796,86.008,86.39,85.19,1.2000000000000028,0.01999999999999602,84.00200000000001,84.87,83.09,1.7800000000000011,-1.1099999999999994,85.194,86.06,84.53,1.5300000000000011,1.1200000000000045,1220751,1778879,873775,905104,-174875
2018-03-04,87.622,89.9,86.0,3.9000000000000057,3.690000000000012,88.442,89.98,86.8,3.180000000000007,3.180000000000007,87.16,89.06,85.78,3.280000000000001,3.030000000000001,88.092,89.73,86.26,3.469999999999999,2.8299999999999983,999576,1587838,779357,808481,-83403
2018-03-11,88.474,89.58,87.72,1.8599999999999994,-1.8599999999999994,88.826,90.1,87.91,2.1899999999999977,-2.1899999999999977,87.226,88.17,85.76,2.4099999999999966,-2.4099999999999966,87.774,88.48,86.61,1.8700000000000045,-1.8700000000000045,825630,1275204,581178,694026,176101
2018-03-18,85.44,86.71,83.43,3.279999999999987,-3.279999999999987,86.094,87.51,84.32,3.190000000000012,-2.930000000000007,84.484,86.52,82.34,4.179999999999993,-3.8599999999999994,84.93599999999999,86.71,82.36,4.349999999999994,-2.489999999999995,752405,888725,621328,267397,267397
2018-03-25,83.30250000000001,84.69,82.7,1.9899999999999949,-1.6799999999999926,84.3275,85.41,83.4,2.009999999999991,-2.009999999999991,81.81,82.5,80.13,2.3700000000000045,-2.3700000000000045,82.3,83.24,80.77,2.469999999999999,-2.1200000000000045,1134874,1202161,1023607,178554,102835
2018-04-01,81.884,83.4,80.67,2.730000000000004,0.7199999999999989,83.004,83.78,81.86,1.9200000000000017,1.5499999999999972,81.224,82.81,80.26,2.549999999999997,1.1199999999999903,82.096,82.96,81.39,1.5699999999999932,0.10999999999999943,967118,1206955,729708,477247,90166
2018-04-08,83.386,84.84,82.22,2.6200000000000045,1.5300000000000011,84.318,84.94,83.26,1.6799999999999926,1.2999999999999972,82.722,83.55,81.96,1.5900000000000034,1.4100000000000108,83.714,84.48,82.63,1.8500000000000085,1.8500000000000085,863827,1026762,692987,333775,-137655
2018-04-15,84.748,86.0,83.32,2.680000000000007,-1.6800000000000068,85.224,86.27,83.88,2.3900000000000006,-2.3900000000000006,83.756,85.34,82.56,2.780000000000001,-1.8599999999999994,84.328,86.2,82.6,3.6000000000000085,-3.6000000000000085,1010284,1421183,812862,608321,59339
2018-04-22,84.494,85.5,83.48,2.019999999999996,2.019999999999996,85.538,85.9,85.12,0.7800000000000011,0.7800000000000011,83.8,85.24,82.38,2.8599999999999994,2.219999999999999,84.778,85.51,83.74,1.7700000000000102,1.4699999999999989,1252957,1789096,858130,930966,-661871
2018-04-29,86.268,88.1,85.4,2.6999999999999886,2.6999999999999886,87.302,89.31,86.15,3.1599999999999966,3.1599999999999966,85.856,88.02,85.14,2.8799999999999955,2.8499999999999943,87.05799999999999,89.0,86.01,2.989999999999995,2.930000000000007,855652,1160253,503403,656850,339309
2018-05-06,90.276,91.15,88.89,2.260000000000005,2.260000000000005,91.004,91.64,89.62,2.019999999999996,1.7800000000000011,89.7,90.71,88.39,2.319999999999993,1.3900000000000006,90.396,91.19,89.05,2.1400000000000006,0.8400000000000034,1005427,1307609,805472,502137,-502137
2018-05-13,89.024,89.58,88.71,0.8700000000000045,0.3999999999999915,89.484,89.96,89.17,0.789999999999992,0.519999999999996,88.528,89.04,88.17,0.8700000000000045,0.5900000000000034,89.038,89.43,88.66,0.7700000000000102,0.7700000000000102,1181834,2569892,697062,1872830,-280378
