Date,NSYS_stock_Open_average,NSYS_stock_Open_max,NSYS_stock_Open_min,NSYS_stock_Open_volatility,NSYS_stock_Open_change,NSYS_stock_High_average,NSYS_stock_High_max,NSYS_stock_High_min,NSYS_stock_High_volatility,NSYS_stock_High_change,NSYS_stock_Low_average,NSYS_stock_Low_max,NSYS_stock_Low_min,NSYS_stock_Low_volatility,NSYS_stock_Low_change,NSYS_stock_Close_average,NSYS_stock_Close_max,NSYS_stock_Close_min,NSYS_stock_Close_volatility,NSYS_stock_Close_change,NSYS_stock_Volume_average,NSYS_stock_Volume_max,NSYS_stock_Volume_min,NSYS_stock_Volume_volatility,NSYS_stock_Volume_change
2018-01-14,3.7625,3.79,3.7,0.08999999999999986,-0.020000000000000018,4.06,4.85,3.78,1.0699999999999998,1.0299999999999998,3.6775,3.7,3.61,0.0900000000000003,0.0900000000000003,3.74,3.77,3.7,0.06999999999999984,0.040000000000000036,64693,213717,6017,207700,197115
2018-01-21,3.614,3.75,3.5,0.25,-0.2400000000000002,3.762,3.98,3.54,0.43999999999999995,0.22999999999999998,3.532,3.64,3.5,0.14000000000000012,-0.14000000000000012,3.632,3.88,3.51,0.3700000000000001,0.21999999999999975,39074,120737,3924,116813,111835
2018-01-28,3.794,4.09,3.55,0.54,-0.54,3.902,4.37,3.62,0.75,-0.75,3.638,3.71,3.55,0.16000000000000014,-0.15000000000000036,3.7439999999999998,3.98,3.55,0.43000000000000016,-0.43000000000000016,41909,147855,5235,142620,-142620
2018-02-04,3.528,3.62,3.44,0.18000000000000016,-0.14000000000000012,3.628,3.7,3.59,0.11000000000000032,0.029999999999999805,3.498,3.62,3.35,0.27,-0.20999999999999996,3.5620000000000003,3.7,3.35,0.3500000000000001,-0.20999999999999996,6528,14787,338,14449,11253
2018-02-11,3.4859999999999998,3.56,3.38,0.18000000000000016,0.14000000000000012,3.552,3.65,3.49,0.1599999999999997,0.029999999999999805,3.436,3.56,3.27,0.29000000000000004,0.25,3.476,3.56,3.37,0.18999999999999995,0.1499999999999999,3662,9559,102,9457,-3809
2018-02-18,3.525,3.53,3.52,0.009999999999999787,0.0,3.695,4.14,3.53,0.6099999999999999,0.5999999999999996,3.515,3.52,3.5,0.020000000000000018,-0.020000000000000018,3.535,3.57,3.52,0.04999999999999982,0.040000000000000036,45599,179589,612,178977,178898
2018-02-25,3.508,3.62,3.41,0.20999999999999996,0.020000000000000018,3.6799999999999997,3.8,3.51,0.29000000000000004,-0.06000000000000005,3.4,3.47,3.34,0.13000000000000034,-0.07000000000000028,3.508,3.62,3.45,0.16999999999999993,-0.1299999999999999,18327,48676,5993,42683,-42683
2018-03-04,3.508,3.58,3.45,0.1299999999999999,0.04999999999999982,3.534,3.61,3.48,0.1299999999999999,0.0,3.43,3.47,3.37,0.10000000000000009,0.040000000000000036,3.456,3.49,3.42,0.07000000000000028,-0.07000000000000028,6324,13718,570,13148,-10818
2018-03-11,3.574,3.68,3.42,0.26000000000000023,0.20999999999999996,3.702,3.83,3.56,0.27,0.18000000000000016,3.528,3.63,3.41,0.21999999999999975,0.21999999999999975,3.62,3.74,3.53,0.2100000000000004,0.2100000000000004,9762,12378,4032,8346,4487
2018-03-18,3.624,3.75,3.58,0.16999999999999993,0.16999999999999993,3.706,3.77,3.6,0.16999999999999993,0.0,3.568,3.6,3.54,0.06000000000000005,-0.020000000000000018,3.688,3.77,3.6,0.16999999999999993,0.040000000000000036,12116,42107,304,41803,-32208
