Date,OPTT_Open_average,OPTT_Open_max,OPTT_Open_min,OPTT_Open_volatility,OPTT_Open_change,OPTT_High_average,OPTT_High_max,OPTT_High_min,OPTT_High_volatility,OPTT_High_change,OPTT_Low_average,OPTT_Low_max,OPTT_Low_min,OPTT_Low_volatility,OPTT_Low_change,OPTT_Close_average,OPTT_Close_max,OPTT_Close_min,OPTT_Close_volatility,OPTT_Close_change,OPTT_Volume_average,OPTT_Volume_max,OPTT_Volume_min,OPTT_Volume_volatility,OPTT_Volume_change
2018-01-14,22.84,24.2,21.8,2.3999999999999986,1.1999999999999993,23.2396,24.4,22.4,2.0,1.3999999999999986,21.84,22.0,21.6,0.3999999999999986,0.1999999999999993,22.24,22.4,22.0,0.3999999999999986,0.3999999999999986,41302,99503,15991,83512,74713
2018-01-21,23.76,25.0,22.8,2.1999999999999993,2.1999999999999993,24.9604,26.0,23.8,2.1999999999999993,0.8000000000000007,23.08,24.2,22.4,1.8000000000000007,1.8000000000000007,24.2032,24.816,23.4,1.4160000000000004,-0.6000000000000014,92798,206134,19984,186150,-120105
2018-01-28,23.56,24.8,22.2,2.6000000000000014,-2.0,23.88,24.8,22.8,2.0,-1.8000000000000007,22.88,23.8,22.0,1.8000000000000007,-1.1999999999999993,23.32,24.4,22.2,2.1999999999999993,-2.1999999999999993,29091,48535,14604,33931,-8240
2018-02-04,22.2,23.0,21.8,1.1999999999999993,0.0,22.594,23.0,21.8,1.1999999999999993,-1.0,21.52,22.2,21.0,1.1999999999999993,0.1999999999999993,22.080000000000002,22.6,21.4,1.2000000000000028,-0.8000000000000007,19489,30125,12382,17743,-17743
2018-02-11,22.85,23.0,22.4,0.6000000000000014,0.0,23.4,24.6,23.0,1.6000000000000014,0.0,21.955,22.22,21.6,0.6199999999999974,0.3999999999999986,22.700000000000003,22.8,22.6,0.1999999999999993,-0.1999999999999993,33821,86021,13834,72187,-5933
2018-02-18,22.48,23.0,22.2,0.8000000000000007,-0.8000000000000007,22.6984,23.0,22.511999999999997,0.4880000000000031,-0.3999999999999986,21.88,22.2,21.6,0.5999999999999979,-0.5999999999999979,22.16,22.4,22.0,0.3999999999999986,-0.3999999999999986,18792,26639,10584,16055,16055
2018-02-25,22.64,23.2,22.4,0.8000000000000007,0.8000000000000007,23.2296,24.0,22.58,1.4200000000000017,0.6119999999999983,22.16,22.6,22.0,0.6000000000000014,0.40000000000000213,22.84,23.4,22.4,1.0,0.5999999999999979,33002,64469,13317,51152,-28415
2018-03-04,23.12,23.8,22.6,1.1999999999999993,0.1999999999999993,23.56,24.0,23.0,1.0,0.0,22.4396,23.0,22.0,1.0,0.6000000000000014,22.84,23.6,22.4,1.2000000000000028,0.8000000000000007,28432,37030,19617,17413,-11114
2018-03-11,24.32,27.0,23.2,3.8000000000000007,3.8000000000000007,25.2936,30.4,23.6,6.799999999999997,6.799999999999997,23.0,23.2,22.8,0.3999999999999986,0.0,23.48,24.2,23.2,1.0,-0.40000000000000213,103948,384628,11776,372852,372852
2018-03-18,22.76,23.2,22.4,0.8000000000000007,-0.8000000000000007,23.104,24.3,22.4,1.9000000000000021,-1.9000000000000021,22.119999999999997,22.4,21.2,1.1999999999999993,-1.1999999999999993,22.32,22.8,21.4,1.4000000000000021,-1.4000000000000021,40247,79327,19883,59444,-39879
