Date,SPDR Barclays 1-3 Month T-Bill_Open_average,SPDR Barclays 1-3 Month T-Bill_Open_max,SPDR Barclays 1-3 Month T-Bill_Open_min,SPDR Barclays 1-3 Month T-Bill_Open_volatility,SPDR Barclays 1-3 Month T-Bill_Open_change,SPDR Barclays 1-3 Month T-Bill_High_average,SPDR Barclays 1-3 Month T-Bill_High_max,SPDR Barclays 1-3 Month T-Bill_High_min,SPDR Barclays 1-3 Month T-Bill_High_volatility,SPDR Barclays 1-3 Month T-Bill_High_change,SPDR Barclays 1-3 Month T-Bill_Low_average,SPDR Barclays 1-3 Month T-Bill_Low_max,SPDR Barclays 1-3 Month T-Bill_Low_min,SPDR Barclays 1-3 Month T-Bill_Low_volatility,SPDR Barclays 1-3 Month T-Bill_Low_change,SPDR Barclays 1-3 Month T-Bill_Close_average,SPDR Barclays 1-3 Month T-Bill_Close_max,SPDR Barclays 1-3 Month T-Bill_Close_min,SPDR Barclays 1-3 Month T-Bill_Close_volatility,SPDR Barclays 1-3 Month T-Bill_Close_change
2018-01-14,91.47,91.47,91.47,0.0,0.0,91.48,91.48,91.48,0.0,0.0,91.47,91.47,91.47,0.0,0.0,91.48,91.48,91.48,0.0,0.0
2018-01-21,91.5,91.5,91.5,0.0,0.0,91.52,91.52,91.52,0.0,0.0,91.5,91.5,91.5,0.0,0.0,91.52,91.52,91.52,0.0,0.0
2018-01-28,91.44,91.44,91.44,0.0,0.0,91.44,91.44,91.44,0.0,0.0,91.43,91.43,91.43,0.0,0.0,91.44,91.44,91.44,0.0,0.0
2018-02-04,91.43,91.43,91.43,0.0,0.0,91.46,91.46,91.46,0.0,0.0,91.43,91.43,91.43,0.0,0.0,91.46,91.46,91.46,0.0,0.0
2018-02-11,91.46,91.46,91.46,0.0,0.0,91.48,91.48,91.48,0.0,0.0,91.46,91.46,91.46,0.0,0.0,91.48,91.48,91.48,0.0,0.0
2018-02-18,91.49,91.49,91.49,0.0,0.0,91.5,91.5,91.5,0.0,0.0,91.48,91.48,91.48,0.0,0.0,91.5,91.5,91.5,0.0,0.0
2018-02-25,91.43,91.43,91.43,0.0,0.0,91.45,91.45,91.45,0.0,0.0,91.43,91.43,91.43,0.0,0.0,91.45,91.45,91.45,0.0,0.0
2018-03-04,91.45,91.45,91.45,0.0,0.0,91.47,91.47,91.47,0.0,0.0,91.45,91.45,91.45,0.0,0.0,91.46,91.46,91.46,0.0,0.0
2018-03-11,91.47,91.47,91.47,0.0,0.0,91.48,91.48,91.48,0.0,0.0,91.47,91.47,91.47,0.0,0.0,91.48,91.48,91.48,0.0,0.0
2018-03-18,91.5,91.5,91.5,0.0,0.0,91.51,91.51,91.51,0.0,0.0,91.5,91.5,91.5,0.0,0.0,91.51,91.51,91.51,0.0,0.0
2018-03-25,91.53,91.53,91.53,0.0,0.0,91.55,91.55,91.55,0.0,0.0,91.53,91.53,91.53,0.0,0.0,91.55,91.55,91.55,0.0,0.0
2018-04-01,91.46,91.46,91.46,0.0,0.0,91.46,91.46,91.46,0.0,0.0,91.45,91.45,91.45,0.0,0.0,91.46,91.46,91.46,0.0,0.0
2018-04-08,91.48,91.48,91.48,0.0,0.0,91.49,91.49,91.49,0.0,0.0,91.48,91.48,91.48,0.0,0.0,91.48,91.48,91.48,0.0,0.0
2018-04-15,91.5,91.5,91.5,0.0,0.0,91.52,91.52,91.52,0.0,0.0,91.5,91.5,91.5,0.0,0.0,91.51,91.51,91.51,0.0,0.0
2018-04-22,91.54,91.54,91.54,0.0,0.0,91.55,91.55,91.55,0.0,0.0,91.54,91.54,91.54,0.0,0.0,91.55,91.55,91.55,0.0,0.0
2018-04-29,91.47,91.47,91.47,0.0,0.0,91.47,91.47,91.47,0.0,0.0,91.46,91.46,91.46,0.0,0.0,91.47,91.47,91.47,0.0,0.0
2018-05-06,91.5,91.5,91.5,0.0,0.0,91.5,91.5,91.5,0.0,0.0,91.48,91.48,91.48,0.0,0.0,91.48,91.48,91.48,0.0,0.0
2018-05-13,91.52,91.52,91.52,0.0,0.0,91.52,91.52,91.52,0.0,0.0,91.51,91.51,91.51,0.0,0.0,91.52,91.52,91.52,0.0,0.0
