Date,Vanguard S&P 500_Open_average,Vanguard S&P 500_Open_max,Vanguard S&P 500_Open_min,Vanguard S&P 500_Open_volatility,Vanguard S&P 500_Open_change,Vanguard S&P 500_High_average,Vanguard S&P 500_High_max,Vanguard S&P 500_High_min,Vanguard S&P 500_High_volatility,Vanguard S&P 500_High_change,Vanguard S&P 500_Low_average,Vanguard S&P 500_Low_max,Vanguard S&P 500_Low_min,Vanguard S&P 500_Low_volatility,Vanguard S&P 500_Low_change,Vanguard S&P 500_Close_average,Vanguard S&P 500_Close_max,Vanguard S&P 500_Close_min,Vanguard S&P 500_Close_volatility,Vanguard S&P 500_Close_change
2018-01-14,257.45,257.45,257.45,0.0,0.0,259.78,259.78,259.78,0.0,0.0,257.45,257.45,257.45,0.0,0.0,259.75,259.75,259.75,0.0,0.0
2018-01-21,262.83,262.83,262.83,0.0,0.0,263.25,263.25,263.25,0.0,0.0,261.48,261.48,261.48,0.0,0.0,261.54,261.54,261.54,0.0,0.0
2018-01-28,251.26,251.26,251.26,0.0,0.0,253.47,253.47,253.47,0.0,0.0,241.92,241.92,241.92,0.0,0.0,242.79,242.79,242.79,0.0,0.0
2018-02-04,242.5,242.5,242.5,0.0,0.0,245.32,245.32,245.32,0.0,0.0,240.66,240.66,240.66,0.0,0.0,243.74,243.74,243.74,0.0,0.0
2018-02-11,250.27,250.27,250.27,0.0,0.0,253.0,253.0,253.0,0.0,0.0,250.17,250.17,250.17,0.0,0.0,250.94,250.94,250.94,0.0,0.0
2018-02-18,253.56,253.56,253.56,0.0,0.0,255.5,255.5,255.5,0.0,0.0,252.99,252.99,252.99,0.0,0.0,255.4,255.4,255.4,0.0,0.0
2018-02-25,246.02,246.02,246.02,0.0,0.0,250.79,250.79,250.79,0.0,0.0,245.95,245.95,245.95,0.0,0.0,250.2,250.2,250.2,0.0,0.0
2018-03-04,256.64,256.64,256.64,0.0,0.0,257.25,257.25,257.25,0.0,0.0,255.58,255.58,255.58,0.0,0.0,256.0,256.0,256.0,0.0,0.0
2018-03-11,252.25,252.25,252.25,0.0,0.0,252.26,252.26,252.26,0.0,0.0,247.87,247.87,247.87,0.0,0.0,249.61,249.61,249.61,0.0,0.0
2018-03-18,240.82,240.82,240.82,0.0,0.0,243.81,243.81,243.81,0.0,0.0,238.32,238.32,238.32,0.0,0.0,243.53,243.53,243.53,0.0,0.0
2018-03-25,241.19,241.19,241.19,0.0,0.0,241.7,241.7,241.7,0.0,0.0,233.92,233.92,233.92,0.0,0.0,236.48,236.48,236.48,0.0,0.0
2018-04-01,240.15,240.15,240.15,0.0,0.0,243.25,243.25,243.25,0.0,0.0,239.32,239.32,239.32,0.0,0.0,239.59,239.59,239.59,0.0,0.0
2018-04-08,245.27,245.27,245.27,0.0,0.0,246.35,246.35,246.35,0.0,0.0,244.41,244.41,244.41,0.0,0.0,245.58,245.58,245.58,0.0,0.0
2018-04-15,245.55,245.55,245.55,0.0,0.0,246.08,246.08,246.08,0.0,0.0,243.75,243.75,243.75,0.0,0.0,244.89,244.89,244.89,0.0,0.0
2018-04-22,245.51,245.51,245.51,0.0,0.0,246.05,246.05,246.05,0.0,0.0,242.85,242.85,242.85,0.0,0.0,242.92,242.92,242.92,0.0,0.0
2018-04-29,245.19,245.19,245.19,0.0,0.0,246.19,246.19,246.19,0.0,0.0,244.46,244.46,244.46,0.0,0.0,245.17,245.17,245.17,0.0,0.0
2018-05-06,251.12,251.12,251.12,0.0,0.0,251.76,251.76,251.76,0.0,0.0,250.21,250.21,250.21,0.0,0.0,250.75,250.75,250.75,0.0,0.0
2018-05-13,250.77,250.77,250.77,0.0,0.0,251.68,251.68,251.68,0.0,0.0,250.43,250.43,250.43,0.0,0.0,251.09,251.09,251.09,0.0,0.0
2018-05-20,250.04,250.04,250.04,0.0,0.0,250.64,250.64,250.64,0.0,0.0,249.49,249.49,249.49,0.0,0.0,250.04,250.04,250.04,0.0,0.0
2018-05-27,252.17,252.17,252.17,0.0,0.0,252.8,252.8,252.8,0.0,0.0,251.96,251.96,251.96,0.0,0.0,252.52,252.52,252.52,0.0,0.0
2018-06-03,255.79,255.79,255.79,0.0,0.0,256.67,256.67,256.67,0.0,0.0,255.7,255.7,255.7,0.0,0.0,255.9,255.9,255.9,0.0,0.0
2018-06-10,254.18,254.18,254.18,0.0,0.0,255.36,255.36,255.36,0.0,0.0,253.71,253.71,253.71,0.0,0.0,255.22,255.22,255.22,0.0,0.0
2018-06-17,252.37,252.37,252.37,0.0,0.0,252.51,252.51,252.51,0.0,0.0,248.35,248.35,248.35,0.0,0.0,250.06,250.06,250.06,0.0,0.0
2018-06-24,247.56,247.56,247.56,0.0,0.0,249.89,249.89,249.89,0.0,0.0,247.32,247.32,247.32,0.0,0.0,249.8,249.8,249.8,0.0,0.0
2018-07-01,254.05,254.05,254.05,0.0,0.0,255.32,255.32,255.32,0.0,0.0,254.01,254.01,254.01,0.0,0.0,255.25,255.25,255.25,0.0,0.0
2018-07-08,256.89,256.89,256.89,0.0,0.0,257.01,257.01,257.01,0.0,0.0,256.16,256.16,256.16,0.0,0.0,256.63,256.63,256.63,0.0,0.0
2018-07-15,256.73,256.73,256.73,0.0,0.0,257.61,257.61,257.61,0.0,0.0,256.4,256.4,256.4,0.0,0.0,257.47,257.47,257.47,0.0,0.0
2018-07-22,258.6,258.6,258.6,0.0,0.0,258.78,258.78,258.78,0.0,0.0,256.64,256.64,256.64,0.0,0.0,257.1,257.1,257.1,0.0,0.0
2018-07-29,260.56,260.56,260.56,0.0,0.0,261.83,261.83,261.83,0.0,0.0,260.2,260.2,260.2,0.0,0.0,261.64,261.64,261.64,0.0,0.0
2018-08-05,260.41,260.41,260.41,0.0,0.0,261.07,261.07,261.07,0.0,0.0,258.9,258.9,258.9,0.0,0.0,259.14,259.14,259.14,0.0,0.0
2018-08-12,262.4,262.4,262.4,0.0,0.0,262.74,262.74,262.74,0.0,0.0,261.9,261.9,261.9,0.0,0.0,262.44,262.44,262.44,0.0,0.0
2018-08-19,265.38,265.38,265.38,0.0,0.0,266.35,266.35,266.35,0.0,0.0,265.26,265.26,265.26,0.0,0.0,266.19,266.19,266.19,0.0,0.0
2018-08-26,266.33,266.33,266.33,0.0,0.0,267.22,267.22,267.22,0.0,0.0,265.83,265.83,265.83,0.0,0.0,266.72,266.72,266.72,0.0,0.0
2018-09-02,265.28,265.28,265.28,0.0,0.0,265.57,265.57,265.57,0.0,0.0,264.51,264.51,264.51,0.0,0.0,264.68,264.68,264.68,0.0,0.0
2018-09-09,267.22,267.22,267.22,0.0,0.0,267.26,267.26,267.26,0.0,0.0,265.59,265.59,265.59,0.0,0.0,265.85,265.85,265.85,0.0,0.0
2018-09-16,268.93,268.93,268.93,0.0,0.0,269.07,269.07,269.07,0.0,0.0,268.02,268.02,268.02,0.0,0.0,268.66,268.66,268.66,0.0,0.0
2018-09-23,268.46,268.46,268.46,0.0,0.0,269.18,269.18,269.18,0.0,0.0,267.39,267.39,267.39,0.0,0.0,268.04,268.04,268.04,0.0,0.0
2018-09-30,263.77,263.77,263.77,0.0,0.0,264.85,264.85,264.85,0.0,0.0,262.38,262.38,262.38,0.0,0.0,264.47,264.47,264.47,0.0,0.0
2018-10-07,253.19,253.19,253.19,0.0,0.0,254.56,254.56,254.56,0.0,0.0,252.04,252.04,252.04,0.0,0.0,252.21,252.21,252.21,0.0,0.0
2018-10-14,254.55,254.55,254.55,0.0,0.0,254.86,254.86,254.86,0.0,0.0,252.17,252.17,252.17,0.0,0.0,252.8,252.8,252.8,0.0,0.0
2018-10-21,247.03,247.03,247.03,0.0,0.0,248.35,248.35,248.35,0.0,0.0,238.79,238.79,238.79,0.0,0.0,242.5,242.5,242.5,0.0,0.0
2018-10-28,250.32,250.32,250.32,0.0,0.0,251.79,251.79,251.79,0.0,0.0,249.39,249.39,249.39,0.0,0.0,251.23,251.23,251.23,0.0,0.0
2018-11-04,254.69,254.69,254.69,0.0,0.0,254.96,254.96,254.96,0.0,0.0,249.95,249.95,249.95,0.0,0.0,250.41,250.41,250.41,0.0,0.0
2018-11-11,250.94,250.94,250.94,0.0,0.0,251.21,251.21,251.21,0.0,0.0,246.35,246.35,246.35,0.0,0.0,247.32,247.32,247.32,0.0,0.0
2018-11-18,244.23,244.23,244.23,0.0,0.0,245.84,245.84,245.84,0.0,0.0,243.85,243.85,243.85,0.0,0.0,245.8,245.8,245.8,0.0,0.0
2018-11-25,257.65,257.65,257.65,0.0,0.0,257.74,257.74,257.74,0.0,0.0,255.06,255.06,255.06,0.0,0.0,256.61,256.61,256.61,0.0,0.0
