Date,DAKT_stock_Open_average,DAKT_stock_Open_max,DAKT_stock_Open_min,DAKT_stock_Open_volatility,DAKT_stock_Open_change,DAKT_stock_High_average,DAKT_stock_High_max,DAKT_stock_High_min,DAKT_stock_High_volatility,DAKT_stock_High_change,DAKT_stock_Low_average,DAKT_stock_Low_max,DAKT_stock_Low_min,DAKT_stock_Low_volatility,DAKT_stock_Low_change,DAKT_stock_Close_average,DAKT_stock_Close_max,DAKT_stock_Close_min,DAKT_stock_Close_volatility,DAKT_stock_Close_change,DAKT_stock_Volume_average,DAKT_stock_Volume_max,DAKT_stock_Volume_min,DAKT_stock_Volume_volatility,DAKT_stock_Volume_change
2018-01-14,9.29,9.35,9.25,0.09999999999999964,-0.08999999999999986,9.4975,9.55,9.47,0.08000000000000007,0.05000000000000071,9.2275,9.25,9.2,0.05000000000000071,0.05000000000000071,9.3525,9.54,9.21,0.3299999999999983,0.3299999999999983,120604,135923,106241,29682,25936
2018-01-21,9.492,9.55,9.43,0.120000000000001,-0.05000000000000071,9.528,9.55,9.5,0.05000000000000071,-0.02000000000000135,9.312,9.34,9.29,0.05000000000000071,0.040000000000000924,9.462,9.49,9.42,0.07000000000000028,-0.07000000000000028,148174,175954,104044,71910,-71910
2018-01-28,9.296,9.35,9.22,0.129999999999999,-0.009999999999999787,9.422,9.48,9.35,0.13000000000000078,0.05000000000000071,9.208,9.31,9.14,0.16999999999999993,-0.09999999999999964,9.332,9.41,9.25,0.16000000000000014,0.02000000000000135,244545,351890,111528,240362,240362
2018-02-04,9.161999999999999,9.29,8.86,0.4299999999999997,-0.019999999999999574,9.326,9.4,9.18,0.22000000000000064,-0.030000000000001137,8.964,9.08,8.58,0.5,0.05000000000000071,9.182,9.3,9.03,0.27000000000000135,0.2599999999999998,296145,404191,224465,179726,-133011
2018-02-11,9.326,9.4,9.23,0.16999999999999993,0.09999999999999964,9.478,9.7,9.36,0.33999999999999986,0.33999999999999986,9.27,9.4,9.2,0.20000000000000107,0.20000000000000107,9.382,9.45,9.28,0.16999999999999993,0.16999999999999993,687931,2591880,200859,2391021,2380827
2018-02-18,9.1175,9.29,9.04,0.25,-0.22999999999999865,9.225,9.41,9.08,0.33000000000000007,-0.33000000000000007,8.93,9.02,8.75,0.2699999999999996,0.22000000000000064,9.0275,9.05,8.99,0.0600000000000005,0.0600000000000005,314936,713506,163196,550310,-550310
2018-02-25,8.946,9.08,8.76,0.3200000000000003,-0.27999999999999936,9.092,9.14,9.04,0.10000000000000142,-0.05999999999999872,8.856,8.98,8.67,0.3100000000000005,-0.3100000000000005,8.94,9.08,8.83,0.25,-0.13000000000000078,213687,319293,138531,180762,36840
2018-03-04,9.102,9.25,8.92,0.33000000000000007,0.23000000000000043,9.246,9.3,9.13,0.16999999999999993,0.14999999999999858,9.024,9.12,8.92,0.1999999999999993,0.11999999999999922,9.177999999999999,9.26,9.02,0.2400000000000002,0.2400000000000002,147603,239539,97185,142354,-37326
2018-03-11,9.222,9.33,9.09,0.2400000000000002,-0.05000000000000071,9.298,9.38,9.22,0.16000000000000014,-0.049999999999998934,9.102,9.15,9.04,0.11000000000000121,-0.030000000000001137,9.209999999999999,9.29,9.07,0.21999999999999886,0.0,160187,325949,100781,225168,209311
2018-03-18,9.13,9.22,8.96,0.2599999999999998,-0.2599999999999998,9.242,9.32,9.17,0.15000000000000036,-0.08999999999999986,8.982,9.13,8.7,0.4300000000000015,-0.33000000000000007,9.036,9.19,8.7,0.4900000000000002,-0.47000000000000064,182153,228221,116237,111984,111984
2018-03-25,8.8675,8.95,8.8,0.14999999999999858,0.06999999999999851,9.0125,9.06,8.92,0.14000000000000057,-0.040000000000000924,8.7775,8.82,8.7,0.120000000000001,0.030000000000001137,8.842500000000001,8.91,8.81,0.09999999999999964,-0.09999999999999964,152779,216379,105353,111026,58499
2018-04-01,8.84,9.06,8.59,0.47000000000000064,0.20999999999999908,9.026,9.15,8.89,0.2599999999999998,0.21000000000000085,8.732,8.98,8.54,0.4400000000000013,0.3500000000000014,8.906,9.09,8.55,0.5399999999999991,0.4499999999999993,164552,251843,112492,139351,-38931
