Date,RCEL_stock_Open_average,RCEL_stock_Open_max,RCEL_stock_Open_min,RCEL_stock_Open_volatility,RCEL_stock_Open_change,RCEL_stock_High_average,RCEL_stock_High_max,RCEL_stock_High_min,RCEL_stock_High_volatility,RCEL_stock_High_change,RCEL_stock_Low_average,RCEL_stock_Low_max,RCEL_stock_Low_min,RCEL_stock_Low_volatility,RCEL_stock_Low_change,RCEL_stock_Close_average,RCEL_stock_Close_max,RCEL_stock_Close_min,RCEL_stock_Close_volatility,RCEL_stock_Close_change,RCEL_stock_Volume_average,RCEL_stock_Volume_max,RCEL_stock_Volume_min,RCEL_stock_Volume_volatility,RCEL_stock_Volume_change
2018-01-14,0.895,0.93,0.85,0.08000000000000007,0.06000000000000005,0.9175,0.93,0.91,0.020000000000000018,0.010000000000000009,0.885,0.91,0.85,0.06000000000000005,0.06000000000000005,0.9025000000000001,0.92,0.89,0.030000000000000027,0.030000000000000027,9386,11600,6575,5025,-3228
2018-01-21,0.9,0.93,0.89,0.040000000000000036,-0.040000000000000036,0.908,0.93,0.89,0.040000000000000036,-0.030000000000000027,0.872,0.9,0.85,0.050000000000000044,-0.030000000000000027,0.892,0.93,0.87,0.06000000000000005,-0.06000000000000005,14390,30700,2633,28067,-17
2018-01-28,0.98,1.05,0.93,0.12,0.09000000000000008,1.006,1.07,0.96,0.1100000000000001,0.1100000000000001,0.9500000000000001,1.04,0.88,0.16000000000000003,0.16000000000000003,0.988,1.04,0.9,0.14,0.14,28683,60097,2200,57897,17027
2018-02-04,0.976,1.06,0.92,0.14,-0.1200000000000001,0.994,1.06,0.94,0.1200000000000001,-0.10000000000000009,0.936,0.96,0.92,0.039999999999999925,0.010000000000000009,0.968,1.01,0.94,0.07000000000000006,-0.010000000000000009,19096,33309,4699,28610,1510
2018-02-11,1.106,1.24,1.0,0.24,0.07000000000000006,1.12,1.25,1.05,0.19999999999999996,0.020000000000000018,1.042,1.07,1.0,0.07000000000000006,0.030000000000000027,1.096,1.19,1.05,0.1399999999999999,0.0,137261,276576,53430,223146,-51404
2018-02-18,1.0075,1.07,0.96,0.1100000000000001,-0.06000000000000005,1.045,1.07,1.02,0.050000000000000044,-0.050000000000000044,0.985,1.03,0.95,0.08000000000000007,-0.030000000000000027,1.025,1.05,1.01,0.040000000000000036,-0.030000000000000027,72425,142203,38049,104154,15618
2018-02-25,0.988,1.05,0.95,0.10000000000000009,-0.10000000000000009,0.992,1.05,0.95,0.10000000000000009,-0.10000000000000009,0.95,1.0,0.9,0.09999999999999998,-0.09999999999999998,0.972,1.04,0.92,0.12,-0.10000000000000009,49408,80365,10600,69765,-41756
2018-03-04,0.932,0.96,0.9,0.05999999999999994,0.010000000000000009,0.95,0.96,0.92,0.039999999999999925,0.010000000000000009,0.92,0.95,0.9,0.04999999999999993,0.010000000000000009,0.938,0.96,0.91,0.04999999999999993,0.029999999999999916,16828,27594,8199,19395,4822
2018-03-11,0.962,0.97,0.95,0.020000000000000018,0.010000000000000009,0.976,0.99,0.97,0.020000000000000018,0.0,0.938,0.96,0.91,0.04999999999999993,0.020000000000000018,0.968,0.99,0.94,0.050000000000000044,-0.010000000000000009,102327,201625,45826,155799,-43198
2018-03-18,0.968,0.99,0.93,0.05999999999999994,-0.05999999999999994,0.98,0.99,0.97,0.020000000000000018,-0.020000000000000018,0.94,0.96,0.92,0.039999999999999925,-0.019999999999999907,0.964,0.98,0.94,0.040000000000000036,-0.010000000000000009,57601,105140,22350,82790,42874
2018-03-25,0.9299999999999999,0.96,0.91,0.04999999999999993,-0.04999999999999993,0.95,0.96,0.94,0.020000000000000018,-0.020000000000000018,0.91,0.93,0.9,0.030000000000000027,-0.020000000000000018,0.9425,0.96,0.93,0.029999999999999916,-0.020000000000000018,47273,75421,28773,46648,40147
2018-04-01,0.898,0.93,0.85,0.08000000000000007,0.020000000000000018,0.9359999999999999,0.94,0.93,0.009999999999999898,-0.009999999999999898,0.882,0.91,0.85,0.06000000000000005,0.040000000000000036,0.908,0.92,0.89,0.030000000000000027,0.010000000000000009,34347,104784,10967,93817,-89731
2018-04-08,0.902,0.93,0.81,0.12,0.10999999999999999,0.936,0.96,0.92,0.039999999999999925,0.029999999999999916,0.896,0.93,0.81,0.12,0.10999999999999999,0.934,0.96,0.91,0.04999999999999993,0.039999999999999925,23894,43239,550,42689,16620
2018-04-15,0.92,0.93,0.91,0.020000000000000018,0.010000000000000009,0.94,0.97,0.92,0.04999999999999993,0.0,0.918,0.92,0.91,0.010000000000000009,0.010000000000000009,0.922,0.93,0.92,0.010000000000000009,-0.010000000000000009,25579,77113,4300,72813,-72813
2018-04-22,0.908,0.93,0.87,0.06000000000000005,-0.050000000000000044,0.924,0.93,0.91,0.020000000000000018,-0.010000000000000009,0.9,0.92,0.87,0.050000000000000044,-0.040000000000000036,0.906,0.92,0.87,0.050000000000000044,-0.050000000000000044,28964,58055,9517,48538,39205
2018-04-29,0.878,0.91,0.84,0.07000000000000006,-0.07000000000000006,0.878,0.91,0.84,0.07000000000000006,-0.07000000000000006,0.864,0.9,0.82,0.08000000000000007,-0.08000000000000007,0.866,0.91,0.82,0.09000000000000008,-0.09000000000000008,35499,47518,10759,36759,33617
2018-05-06,0.818,0.84,0.8,0.039999999999999925,0.010000000000000009,0.822,0.84,0.8,0.039999999999999925,0.010000000000000009,0.8,0.82,0.77,0.04999999999999993,0.029999999999999916,0.8140000000000001,0.84,0.8,0.039999999999999925,0.039999999999999925,44763,84972,33356,51616,3063
2018-05-13,0.842,0.85,0.84,0.010000000000000009,0.010000000000000009,0.854,0.88,0.84,0.040000000000000036,-0.030000000000000027,0.826,0.84,0.79,0.04999999999999993,0.0,0.84,0.88,0.8,0.07999999999999996,-0.030000000000000027,11961,40720,1100,39620,1400
2018-05-20,0.832,0.86,0.8,0.05999999999999994,-0.020000000000000018,0.844,0.86,0.83,0.030000000000000027,-0.010000000000000009,0.806,0.82,0.8,0.019999999999999907,-0.009999999999999898,0.828,0.84,0.81,0.029999999999999916,0.0,19095,34943,12114,22829,-7524
2018-05-27,0.8374999999999999,0.85,0.82,0.030000000000000027,0.020000000000000018,0.8474999999999999,0.86,0.83,0.030000000000000027,0.030000000000000027,0.8225,0.85,0.8,0.04999999999999993,0.0,0.8374999999999999,0.85,0.82,0.030000000000000027,0.010000000000000009,21098,60385,2200,58185,-45175
2018-06-03,0.9466666666666667,0.99,0.9,0.08999999999999997,-0.04999999999999993,0.9566666666666667,0.99,0.93,0.05999999999999994,-0.019999999999999907,0.8666666666666667,0.9,0.83,0.07000000000000006,0.07000000000000006,0.8966666666666667,0.92,0.88,0.040000000000000036,0.040000000000000036,54106,117817,14857,102960,14788
2018-06-10,0.95,0.99,0.93,0.05999999999999994,0.0,0.966,1.0,0.94,0.06000000000000005,-0.06000000000000005,0.916,0.93,0.9,0.030000000000000027,-0.010000000000000009,0.9420000000000001,0.98,0.93,0.04999999999999993,-0.04999999999999993,47339,104170,2995,101175,-101175
2018-06-17,0.876,0.9,0.8,0.09999999999999998,0.010000000000000009,0.922,0.93,0.91,0.020000000000000018,-0.010000000000000009,0.868,0.9,0.8,0.09999999999999998,0.010000000000000009,0.904,0.93,0.87,0.06000000000000005,-0.020000000000000018,16034,24747,7250,17497,-7542
2018-06-24,0.93,1.01,0.9,0.10999999999999999,0.10999999999999999,0.9500000000000001,1.09,0.91,0.18000000000000005,0.18000000000000005,0.898,0.95,0.87,0.07999999999999996,0.04999999999999993,0.93,1.07,0.89,0.18000000000000005,0.17000000000000004,35059,83024,4925,78099,78099
2018-07-01,1.085,1.12,1.07,0.050000000000000044,-0.050000000000000044,1.0975000000000001,1.12,1.08,0.040000000000000036,-0.030000000000000027,1.045,1.08,1.02,0.06000000000000005,0.0,1.0925,1.11,1.08,0.030000000000000027,-0.030000000000000027,33886,36371,31401,4970,-3705
2018-07-08,1.016,1.09,0.92,0.17000000000000004,0.050000000000000044,1.062,1.09,1.04,0.050000000000000044,-0.030000000000000027,0.996,1.03,0.92,0.10999999999999999,0.030000000000000027,1.038,1.07,1.01,0.06000000000000005,-0.020000000000000018,36265,68632,8500,60132,-40485
2018-07-15,1.122,1.15,1.09,0.05999999999999983,0.020000000000000018,1.134,1.15,1.1,0.04999999999999982,0.039999999999999813,1.076,1.11,1.02,0.09000000000000008,0.06000000000000005,1.1179999999999999,1.14,1.08,0.05999999999999983,0.039999999999999813,47986,105621,15615,90006,75272
2018-07-22,1.228,1.25,1.19,0.06000000000000005,0.040000000000000036,1.244,1.28,1.23,0.050000000000000044,0.010000000000000009,1.194,1.23,1.12,0.10999999999999988,0.08999999999999986,1.226,1.26,1.21,0.050000000000000044,-0.020000000000000018,123547,189702,58521,131181,-131181
2018-07-29,1.238,1.26,1.21,0.050000000000000044,0.020000000000000018,1.248,1.26,1.23,0.030000000000000027,-0.010000000000000009,1.224,1.24,1.21,0.030000000000000027,0.0,1.236,1.25,1.23,0.020000000000000018,-0.010000000000000009,40277,91998,10177,81821,-43717
2018-08-05,1.338,1.43,1.26,0.16999999999999993,0.11999999999999988,1.3619999999999999,1.43,1.3,0.1299999999999999,0.07999999999999985,1.294,1.37,1.24,0.13000000000000012,0.06000000000000005,1.332,1.39,1.29,0.09999999999999987,0.040000000000000036,116390,200240,48907,151333,45201
2018-08-12,1.302,1.36,1.26,0.10000000000000009,0.06000000000000005,1.312,1.36,1.27,0.09000000000000008,0.06000000000000005,1.266,1.3,1.21,0.09000000000000008,0.030000000000000027,1.292,1.33,1.24,0.09000000000000008,0.020000000000000018,78959,104462,52946,51516,-51516
2018-08-19,1.408,1.5,1.37,0.1299999999999999,0.1299999999999999,1.43,1.54,1.37,0.16999999999999993,0.15000000000000013,1.364,1.46,1.33,0.1299999999999999,0.1299999999999999,1.3960000000000001,1.49,1.34,0.1499999999999999,0.1399999999999999,186035,283503,78834,204669,204669
