Date,DDS_Open_average,DDS_Open_max,DDS_Open_min,DDS_Open_volatility,DDS_Open_change,DDS_High_average,DDS_High_max,DDS_High_min,DDS_High_volatility,DDS_High_change,DDS_Low_average,DDS_Low_max,DDS_Low_min,DDS_Low_volatility,DDS_Low_change,DDS_Close_average,DDS_Close_max,DDS_Close_min,DDS_Close_volatility,DDS_Close_change,DDS_Volume_average,DDS_Volume_max,DDS_Volume_min,DDS_Volume_volatility,DDS_Volume_change
2018-01-14,69.592,70.07,68.74,1.3299999999999983,-0.01999999999999602,70.642,71.39,69.87,1.519999999999996,-0.37000000000000455,68.362,69.35,67.02,2.3299999999999983,2.1500000000000057,69.498,70.65,67.81,2.8400000000000034,2.8400000000000034,649573,843488,540239,303249,-129610
2018-01-21,69.522,70.59,68.45,2.1400000000000006,-1.519999999999996,70.236,70.91,69.46,1.4500000000000028,-0.5,68.23400000000001,69.18,67.56,1.6200000000000045,-0.980000000000004,69.294,70.55,68.35,2.200000000000003,-1.4399999999999977,375440,426041,315690,110351,75668
2018-01-28,66.21,68.55,63.04,5.509999999999998,-5.509999999999998,67.52,69.59,65.18,4.409999999999997,-4.409999999999997,64.574,66.38,61.04,5.339999999999996,-5.149999999999999,65.01,67.56,61.13,6.43,-5.43,617287,773576,424064,349512,116562
2018-02-04,63.16,64.64,59.0,5.640000000000001,5.640000000000001,65.114,66.25,64.53,1.7199999999999989,0.45999999999999375,61.676,63.45,59.0,4.450000000000003,2.8900000000000006,63.744,64.37,62.75,1.6200000000000045,-0.8599999999999994,621045,726471,452166,274305,-59503
2018-02-11,66.57,70.02,63.07,6.949999999999996,6.949999999999996,68.91499999999999,71.05,65.03,6.019999999999996,6.019999999999996,65.8475,68.55,62.78,5.769999999999996,5.769999999999996,68.11,70.0,64.73,5.269999999999996,5.039999999999992,655138,847013,483079,363934,25780
2018-02-18,70.1,71.91,68.6,3.3100000000000023,2.759999999999991,71.32000000000001,72.66,69.68,2.9799999999999898,2.9799999999999898,68.658,70.0,67.14,2.8599999999999994,2.8599999999999994,70.14,71.33,68.59,2.739999999999995,2.3400000000000034,588955,707571,442207,265364,-237741
2018-02-25,83.06400000000001,87.41,80.29,7.11999999999999,7.11999999999999,85.71000000000001,88.51,82.47,6.040000000000006,4.170000000000002,80.28999999999999,84.15,77.39,6.760000000000005,6.160000000000011,83.792,87.97,81.55,6.420000000000002,1.4099999999999966,1665760,3862947,948554,2914393,-2914393
2018-03-04,85.678,87.42,84.41,3.010000000000005,0.9000000000000057,87.034,87.89,85.73,2.1599999999999966,-1.75,83.932,85.51,82.46,3.0500000000000114,-1.5500000000000114,85.522,86.99,83.74,3.25,-3.25,537424,682488,430768,251720,-173771
2018-03-11,82.182,83.75,80.44,3.3100000000000023,-2.9000000000000057,82.854,84.7,81.34,3.3599999999999994,-3.3599999999999994,80.394,82.62,78.54,4.079999999999998,-4.079999999999998,81.326,83.03,80.46,2.5700000000000074,-2.430000000000007,525840,815642,390950,424692,-74532
2018-03-18,80.448,80.72,80.02,0.7000000000000028,-0.10000000000000853,81.612,82.87,80.58,2.2900000000000063,-0.9500000000000028,79.066,80.51,76.14,4.3700000000000045,-4.010000000000005,79.54599999999999,80.78,76.56,4.219999999999999,-4.219999999999999,443976,763686,275055,488631,488631
