Date,BLDRS Emerging Markets 50 ADR_Open_average,BLDRS Emerging Markets 50 ADR_Open_max,BLDRS Emerging Markets 50 ADR_Open_min,BLDRS Emerging Markets 50 ADR_Open_volatility,BLDRS Emerging Markets 50 ADR_Open_change,BLDRS Emerging Markets 50 ADR_High_average,BLDRS Emerging Markets 50 ADR_High_max,BLDRS Emerging Markets 50 ADR_High_min,BLDRS Emerging Markets 50 ADR_High_volatility,BLDRS Emerging Markets 50 ADR_High_change,BLDRS Emerging Markets 50 ADR_Low_average,BLDRS Emerging Markets 50 ADR_Low_max,BLDRS Emerging Markets 50 ADR_Low_min,BLDRS Emerging Markets 50 ADR_Low_volatility,BLDRS Emerging Markets 50 ADR_Low_change,BLDRS Emerging Markets 50 ADR_Close_average,BLDRS Emerging Markets 50 ADR_Close_max,BLDRS Emerging Markets 50 ADR_Close_min,BLDRS Emerging Markets 50 ADR_Close_volatility,BLDRS Emerging Markets 50 ADR_Close_change
2018-01-14,46.5,46.5,46.5,0.0,0.0,46.69,46.69,46.69,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.69,46.69,46.69,0.0,0.0
2018-01-21,48.82,48.82,48.82,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.06,48.06,48.06,0.0,0.0,48.06,48.06,48.06,0.0,0.0
2018-01-28,45.62,45.62,45.62,0.0,0.0,46.37,46.37,46.37,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2018-02-04,43.65,43.65,43.65,0.0,0.0,44.16,44.16,44.16,0.0,0.0,43.65,43.65,43.65,0.0,0.0,44.11,44.11,44.11,0.0,0.0
2018-02-11,45.8,45.8,45.8,0.0,0.0,46.11,46.11,46.11,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2018-02-18,46.75,46.75,46.75,0.0,0.0,46.85,46.85,46.85,0.0,0.0,46.44,46.44,46.44,0.0,0.0,46.6,46.6,46.6,0.0,0.0
2018-02-25,44.45,44.45,44.45,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.97,44.97,44.97,0.0,0.0
2018-03-04,46.99,46.99,46.99,0.0,0.0,46.99,46.99,46.99,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.49,46.49,46.49,0.0,0.0
2018-03-11,45.97,45.97,45.97,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.21,45.21,45.21,0.0,0.0,45.21,45.21,45.21,0.0,0.0
2018-03-18,44.53,44.53,44.53,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.04,44.04,44.04,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2018-03-25,44.29,44.29,44.29,0.0,0.0,44.32,44.32,44.32,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.51,43.51,43.51,0.0,0.0
2018-04-01,43.4,43.4,43.4,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.21,43.21,43.21,0.0,0.0
2018-04-08,43.73,43.73,43.73,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.72,43.72,43.72,0.0,0.0
2018-04-15,43.84,43.84,43.84,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.57,43.57,43.57,0.0,0.0
2018-04-22,44.04,44.04,44.04,0.0,0.0,44.09,44.09,44.09,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.84,43.84,43.84,0.0,0.0
2018-04-29,43.7,43.7,43.7,0.0,0.0,44.25,44.25,44.25,0.0,0.0,43.7,43.7,43.7,0.0,0.0,44.01,44.01,44.01,0.0,0.0
2018-05-06,44.95,44.95,44.95,0.0,0.0,45.42,45.42,45.42,0.0,0.0,44.95,44.95,44.95,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2018-05-13,44.04,44.04,44.04,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.68,43.68,43.68,0.0,0.0
2018-05-20,43.03,43.03,43.03,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.03,43.03,43.03,0.0,0.0,43.3,43.3,43.3,0.0,0.0
2018-05-27,43.51,43.51,43.51,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2018-06-03,43.61,43.61,43.61,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.49,43.49,43.49,0.0,0.0
2018-06-10,42.19,42.19,42.19,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.59,42.59,42.59,0.0,0.0
2018-06-17,41.33,41.33,41.33,0.0,0.0,41.37,41.37,41.37,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.91,40.91,40.91,0.0,0.0
2018-06-24,40.47,40.47,40.47,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.67,40.67,40.67,0.0,0.0
2018-07-01,41.91,41.91,41.91,0.0,0.0,42.09,42.09,42.09,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.95,41.95,41.95,0.0,0.0
2018-07-08,41.76,41.76,41.76,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2018-07-15,42.05,42.05,42.05,0.0,0.0,42.05,42.05,42.05,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2018-07-22,43.07,43.07,43.07,0.0,0.0,43.07,43.07,43.07,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2018-07-29,42.01,42.01,42.01,0.0,0.0,42.01,42.01,42.01,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2018-08-05,40.82,40.82,40.82,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2018-08-12,40.27,40.27,40.27,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2018-08-19,40.88,40.88,40.88,0.0,0.0,41.36,41.36,41.36,0.0,0.0,40.88,40.88,40.88,0.0,0.0,41.33,41.33,41.33,0.0,0.0
2018-08-26,40.7,40.7,40.7,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.7,40.7,40.7,0.0,0.0,41.04,41.04,41.04,0.0,0.0
2018-09-02,39.79,39.79,39.79,0.0,0.0,39.79,39.79,39.79,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2018-09-09,39.78,39.78,39.78,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.79,39.79,39.79,0.0,0.0
2018-09-16,39.92,39.92,39.92,0.0,0.0,40.01,40.01,40.01,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.95,39.95,39.95,0.0,0.0
2018-09-23,40.79,40.79,40.79,0.0,0.0,40.79,40.79,40.79,0.0,0.0,39.81,39.81,39.81,0.0,0.0,40.54,40.54,40.54,0.0,0.0
2018-09-30,39.2,39.2,39.2,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.04,39.04,39.04,0.0,0.0,39.46,39.46,39.46,0.0,0.0
2018-10-07,38.4,38.4,38.4,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2018-10-14,38.73,38.73,38.73,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.47,38.47,38.47,0.0,0.0
2018-10-21,37.59,37.59,37.59,0.0,0.0,37.68,37.68,37.68,0.0,0.0,35.83,35.83,35.83,0.0,0.0,36.11,36.11,36.11,0.0,0.0
2018-10-28,38.49,38.49,38.49,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2018-11-04,37.53,37.53,37.53,0.0,0.0,37.53,37.53,37.53,0.0,0.0,36.81,36.81,36.81,0.0,0.0,36.81,36.81,36.81,0.0,0.0
2018-11-11,38.03,38.03,38.03,0.0,0.0,38.03,38.03,38.03,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.56,37.56,37.56,0.0,0.0
