Date,ALBKY_Open_average,ALBKY_Open_max,ALBKY_Open_min,ALBKY_Open_volatility,ALBKY_Open_change,ALBKY_High_average,ALBKY_High_max,ALBKY_High_min,ALBKY_High_volatility,ALBKY_High_change,ALBKY_Low_average,ALBKY_Low_max,ALBKY_Low_min,ALBKY_Low_volatility,ALBKY_Low_change,ALBKY_Close_average,ALBKY_Close_max,ALBKY_Close_min,ALBKY_Close_volatility,ALBKY_Close_change,ALBKY_Volume_average,ALBKY_Volume_max,ALBKY_Volume_min,ALBKY_Volume_volatility,ALBKY_Volume_change
2018-01-14,0.639,0.652,0.62,0.03200000000000003,-0.0040000000000000036,0.6464,0.657,0.64,0.017000000000000015,-0.009000000000000008,0.6112,0.63,0.557,0.07299999999999995,0.0020000000000000018,0.6372,0.649,0.627,0.02200000000000002,-0.009000000000000008,193460,428888,85129,343759,258785
2018-01-21,0.6588,0.664,0.65,0.014000000000000012,0.0040000000000000036,0.6668000000000001,0.675,0.66,0.015000000000000013,0.0040000000000000036,0.646,0.655,0.63,0.025000000000000022,0.015000000000000013,0.663,0.675,0.655,0.020000000000000018,0.0030000000000000027,251177,750034,75566,674468,-674468
2018-01-28,0.632,0.648,0.617,0.031000000000000028,0.0050000000000000044,0.6534,0.677,0.642,0.03500000000000003,0.008000000000000007,0.6116,0.635,0.6,0.03500000000000003,0.03200000000000003,0.6288,0.647,0.62,0.027000000000000024,0.027000000000000024,111017,201128,5040,196088,-196088
2018-02-04,0.5943999999999999,0.629,0.565,0.06400000000000006,-0.04300000000000004,0.6168,0.66,0.595,0.06500000000000006,-0.06000000000000005,0.577,0.6,0.56,0.039999999999999925,-0.025000000000000022,0.59,0.6,0.57,0.030000000000000027,0.0,151399,344038,51330,292708,-185528
2018-02-11,0.59,0.6,0.58,0.020000000000000018,0.020000000000000018,0.60725,0.619,0.6,0.019000000000000017,0.019000000000000017,0.59,0.6,0.58,0.020000000000000018,0.020000000000000018,0.60425,0.61,0.6,0.010000000000000009,0.007000000000000006,35360,59180,13810,45370,-18400
2018-02-18,0.6186,0.624,0.608,0.016000000000000014,0.014000000000000012,0.6314,0.64,0.619,0.02100000000000002,0.013000000000000012,0.608,0.62,0.6,0.020000000000000018,0.010000000000000009,0.619,0.625,0.61,0.015000000000000013,0.006000000000000005,51644,113441,12471,100970,-68965
2018-02-25,0.5836,0.6,0.56,0.039999999999999925,-0.039999999999999925,0.6003999999999999,0.63,0.58,0.050000000000000044,-0.02100000000000002,0.5786,0.593,0.56,0.03299999999999992,-0.029999999999999916,0.5826,0.598,0.57,0.028000000000000025,-0.028000000000000025,149228,335991,18399,317592,147852
2018-03-04,0.573,0.58,0.565,0.015000000000000013,0.015000000000000013,0.5874,0.6,0.58,0.020000000000000018,0.0129999999999999,0.569,0.58,0.56,0.019999999999999907,0.015000000000000013,0.5801999999999999,0.586,0.575,0.01100000000000001,0.006000000000000005,58968,95223,35878,59345,49613
2018-03-11,0.572,0.6,0.56,0.039999999999999925,-0.030000000000000027,0.5771999999999999,0.6,0.568,0.03200000000000003,-0.020000000000000018,0.556,0.565,0.55,0.014999999999999902,-0.014999999999999902,0.5706,0.578,0.564,0.014000000000000012,-0.0050000000000000044,51253,109415,14505,94910,67104
2018-03-18,0.5364,0.5770000000000001,0.515,0.062000000000000055,-0.062000000000000055,0.5524,0.5770000000000001,0.53,0.04700000000000004,-0.007000000000000117,0.5182,0.54,0.504,0.03600000000000003,-0.03600000000000003,0.536,0.56,0.52,0.040000000000000036,-0.040000000000000036,135909,329000,25228,303772,245646
