Date,Global X MSCI Portugal_Open_average,Global X MSCI Portugal_Open_max,Global X MSCI Portugal_Open_min,Global X MSCI Portugal_Open_volatility,Global X MSCI Portugal_Open_change,Global X MSCI Portugal_High_average,Global X MSCI Portugal_High_max,Global X MSCI Portugal_High_min,Global X MSCI Portugal_High_volatility,Global X MSCI Portugal_High_change,Global X MSCI Portugal_Low_average,Global X MSCI Portugal_Low_max,Global X MSCI Portugal_Low_min,Global X MSCI Portugal_Low_volatility,Global X MSCI Portugal_Low_change,Global X MSCI Portugal_Close_average,Global X MSCI Portugal_Close_max,Global X MSCI Portugal_Close_min,Global X MSCI Portugal_Close_volatility,Global X MSCI Portugal_Close_change
2018-10-14,11.34,11.34,11.34,0.0,0.0,11.44,11.44,11.44,0.0,0.0,11.34,11.34,11.34,0.0,0.0,11.36,11.36,11.36,0.0,0.0
2018-10-21,11.13,11.13,11.13,0.0,0.0,11.13,11.13,11.13,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0
2018-10-28,11.11,11.11,11.11,0.0,0.0,11.23,11.23,11.23,0.0,0.0,11.02,11.02,11.02,0.0,0.0,11.17,11.17,11.17,0.0,0.0
2018-11-04,11.19,11.19,11.19,0.0,0.0,11.19,11.19,11.19,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.99,10.99,10.99,0.0,0.0
2018-11-11,10.94,10.94,10.94,0.0,0.0,11.02,11.02,11.02,0.0,0.0,10.92,10.92,10.92,0.0,0.0,10.94,10.94,10.94,0.0,0.0
2018-11-18,10.8,10.8,10.8,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.85,10.85,10.85,0.0,0.0
2018-11-25,11.0,11.0,11.0,0.0,0.0,11.21,11.21,11.21,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.18,11.18,11.18,0.0,0.0
2018-12-02,10.73,10.73,10.73,0.0,0.0,10.78,10.78,10.78,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.75,10.75,10.75,0.0,0.0
2018-12-09,10.58,10.58,10.58,0.0,0.0,10.58,10.58,10.58,0.0,0.0,10.46,10.46,10.46,0.0,0.0,10.46,10.46,10.46,0.0,0.0
2018-12-16,10.26,10.26,10.26,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.24,10.24,10.24,0.0,0.0,10.34,10.34,10.34,0.0,0.0
2018-12-23,9.99,9.99,9.99,0.0,0.0,10.1,10.1,10.1,0.0,0.0,9.93,9.93,9.93,0.0,0.0,10.08,10.08,10.08,0.0,0.0
2018-12-30,10.46,10.46,10.46,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.55,10.55,10.55,0.0,0.0
2019-01-06,10.5,10.5,10.5,0.0,0.0,10.54,10.54,10.54,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.5,10.5,10.5,0.0,0.0
2019-01-13,10.55,10.55,10.55,0.0,0.0,10.63,10.63,10.63,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.55,10.55,10.55,0.0,0.0
2019-01-20,10.54,10.54,10.54,0.0,0.0,10.62,10.62,10.62,0.0,0.0,10.54,10.54,10.54,0.0,0.0,10.62,10.62,10.62,0.0,0.0
2019-01-27,10.79,10.79,10.79,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.73,10.73,10.73,0.0,0.0
2019-02-03,10.53,10.53,10.53,0.0,0.0,10.57,10.57,10.57,0.0,0.0,10.52,10.52,10.52,0.0,0.0,10.54,10.54,10.54,0.0,0.0
2019-02-10,10.69,10.69,10.69,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.68,10.68,10.68,0.0,0.0,10.68,10.68,10.68,0.0,0.0
2019-02-17,10.83,10.83,10.83,0.0,0.0,10.83,10.83,10.83,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.75,10.75,10.75,0.0,0.0
2019-02-24,10.9,10.9,10.9,0.0,0.0,11.0,11.0,11.0,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.93,10.93,10.93,0.0,0.0
2019-03-03,10.65,10.65,10.65,0.0,0.0,10.74,10.74,10.74,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.74,10.74,10.74,0.0,0.0
2019-03-10,10.96,10.96,10.96,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.99,10.99,10.99,0.0,0.0
2019-03-17,10.79,10.79,10.79,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.79,10.79,10.79,0.0,0.0
2019-03-24,10.81,10.81,10.81,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.81,10.81,10.81,0.0,0.0,10.94,10.94,10.94,0.0,0.0
2019-03-31,11.09,11.09,11.09,0.0,0.0,11.09,11.09,11.09,0.0,0.0,11.01,11.01,11.01,0.0,0.0,11.01,11.01,11.01,0.0,0.0
2019-04-07,11.18,11.18,11.18,0.0,0.0,11.18,11.18,11.18,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.15,11.15,11.15,0.0,0.0
2019-04-14,11.0,11.0,11.0,0.0,0.0,11.08,11.08,11.08,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.06,11.06,11.06,0.0,0.0
2019-04-21,10.98,10.98,10.98,0.0,0.0,11.07,11.07,11.07,0.0,0.0,10.98,10.98,10.98,0.0,0.0,11.06,11.06,11.06,0.0,0.0
2019-04-28,10.86,10.86,10.86,0.0,0.0,10.92,10.92,10.92,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.9,10.9,10.9,0.0,0.0
2019-05-05,10.62,10.62,10.62,0.0,0.0,10.62,10.62,10.62,0.0,0.0,10.49,10.49,10.49,0.0,0.0,10.49,10.49,10.49,0.0,0.0
2019-05-12,10.68,10.68,10.68,0.0,0.0,10.68,10.68,10.68,0.0,0.0,10.62,10.62,10.62,0.0,0.0,10.62,10.62,10.62,0.0,0.0
2019-05-19,10.68,10.68,10.68,0.0,0.0,10.74,10.74,10.74,0.0,0.0,10.68,10.68,10.68,0.0,0.0,10.73,10.73,10.73,0.0,0.0
2019-05-26,10.49,10.49,10.49,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.42,10.42,10.42,0.0,0.0,10.44,10.44,10.44,0.0,0.0
2019-06-02,10.81,10.81,10.81,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.81,10.81,10.81,0.0,0.0,10.89,10.89,10.89,0.0,0.0
2019-06-09,10.68,10.68,10.68,0.0,0.0,10.68,10.68,10.68,0.0,0.0,10.57,10.57,10.57,0.0,0.0,10.57,10.57,10.57,0.0,0.0
2019-06-16,10.75,10.75,10.75,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.82,10.82,10.82,0.0,0.0
2019-06-23,10.48,10.48,10.48,0.0,0.0,10.63,10.63,10.63,0.0,0.0,10.48,10.48,10.48,0.0,0.0,10.6,10.6,10.6,0.0,0.0
2019-06-30,10.46,10.46,10.46,0.0,0.0,10.46,10.46,10.46,0.0,0.0,10.42,10.42,10.42,0.0,0.0,10.42,10.42,10.42,0.0,0.0
2019-07-07,10.56,10.56,10.56,0.0,0.0,10.6,10.6,10.6,0.0,0.0,10.56,10.56,10.56,0.0,0.0,10.6,10.6,10.6,0.0,0.0
2019-07-14,10.5,10.5,10.5,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.49,10.49,10.49,0.0,0.0,10.49,10.49,10.49,0.0,0.0
2019-07-21,10.47,10.47,10.47,0.0,0.0,10.47,10.47,10.47,0.0,0.0,10.42,10.42,10.42,0.0,0.0,10.42,10.42,10.42,0.0,0.0
2019-07-28,9.9,9.9,9.9,0.0,0.0,10.0,10.0,10.0,0.0,0.0,9.85,9.85,9.85,0.0,0.0,9.85,9.85,9.85,0.0,0.0
2019-08-04,9.89,9.89,9.89,0.0,0.0,9.99,9.99,9.99,0.0,0.0,9.87,9.87,9.87,0.0,0.0,9.88,9.88,9.88,0.0,0.0
2019-08-11,9.77,9.77,9.77,0.0,0.0,9.84,9.84,9.84,0.0,0.0,9.77,9.77,9.77,0.0,0.0,9.8,9.8,9.8,0.0,0.0
2019-08-18,9.78,9.78,9.78,0.0,0.0,9.82,9.82,9.82,0.0,0.0,9.78,9.78,9.78,0.0,0.0,9.82,9.82,9.82,0.0,0.0
2019-08-25,9.84,9.84,9.84,0.0,0.0,9.9,9.9,9.9,0.0,0.0,9.83,9.83,9.83,0.0,0.0,9.88,9.88,9.88,0.0,0.0
2019-09-01,10.05,10.05,10.05,0.0,0.0,10.1,10.1,10.1,0.0,0.0,10.03,10.03,10.03,0.0,0.0,10.09,10.09,10.09,0.0,0.0
2019-09-08,10.24,10.24,10.24,0.0,0.0,10.31,10.31,10.31,0.0,0.0,10.24,10.24,10.24,0.0,0.0,10.31,10.31,10.31,0.0,0.0
2019-09-15,10.15,10.15,10.15,0.0,0.0,10.19,10.19,10.19,0.0,0.0,10.15,10.15,10.15,0.0,0.0,10.19,10.19,10.19,0.0,0.0
2019-09-22,10.12,10.12,10.12,0.0,0.0,10.12,10.12,10.12,0.0,0.0,10.09,10.09,10.09,0.0,0.0,10.12,10.12,10.12,0.0,0.0
2019-09-29,10.15,10.15,10.15,0.0,0.0,10.15,10.15,10.15,0.0,0.0,10.06,10.06,10.06,0.0,0.0,10.07,10.07,10.07,0.0,0.0
2019-10-06,10.2,10.2,10.2,0.0,0.0,10.2,10.2,10.2,0.0,0.0,10.15,10.15,10.15,0.0,0.0,10.15,10.15,10.15,0.0,0.0
2019-10-13,10.31,10.31,10.31,0.0,0.0,10.39,10.39,10.39,0.0,0.0,10.31,10.31,10.31,0.0,0.0,10.37,10.37,10.37,0.0,0.0
2019-10-20,10.55,10.55,10.55,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.66,10.66,10.66,0.0,0.0
2019-10-27,10.75,10.75,10.75,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.82,10.82,10.82,0.0,0.0
2019-11-03,10.82,10.82,10.82,0.0,0.0,10.92,10.92,10.92,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.92,10.92,10.92,0.0,0.0
2019-11-10,11.1,11.1,11.1,0.0,0.0,11.1,11.1,11.1,0.0,0.0,11.04,11.04,11.04,0.0,0.0,11.04,11.04,11.04,0.0,0.0
2019-11-17,10.81,10.81,10.81,0.0,0.0,10.88,10.88,10.88,0.0,0.0,10.81,10.81,10.81,0.0,0.0,10.86,10.86,10.86,0.0,0.0
2019-11-24,10.7,10.7,10.7,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.79,10.79,10.79,0.0,0.0
2019-12-01,10.77,10.77,10.77,0.0,0.0,10.83,10.83,10.83,0.0,0.0,10.77,10.77,10.77,0.0,0.0,10.82,10.82,10.82,0.0,0.0
2019-12-08,11.02,11.02,11.02,0.0,0.0,11.2,11.2,11.2,0.0,0.0,11.02,11.02,11.02,0.0,0.0,11.1,11.1,11.1,0.0,0.0
2019-12-15,11.02,11.02,11.02,0.0,0.0,11.16,11.16,11.16,0.0,0.0,11.02,11.02,11.02,0.0,0.0,11.11,11.11,11.11,0.0,0.0
2019-12-22,11.19,11.19,11.19,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.15,11.15,11.15,0.0,0.0
2019-12-29,11.21,11.21,11.21,0.0,0.0,11.21,11.21,11.21,0.0,0.0,11.13,11.13,11.13,0.0,0.0,11.13,11.13,11.13,0.0,0.0
