Date,Technology Select Sector SPDR_Open_average,Technology Select Sector SPDR_Open_max,Technology Select Sector SPDR_Open_min,Technology Select Sector SPDR_Open_volatility,Technology Select Sector SPDR_Open_change,Technology Select Sector SPDR_High_average,Technology Select Sector SPDR_High_max,Technology Select Sector SPDR_High_min,Technology Select Sector SPDR_High_volatility,Technology Select Sector SPDR_High_change,Technology Select Sector SPDR_Low_average,Technology Select Sector SPDR_Low_max,Technology Select Sector SPDR_Low_min,Technology Select Sector SPDR_Low_volatility,Technology Select Sector SPDR_Low_change,Technology Select Sector SPDR_Close_average,Technology Select Sector SPDR_Close_max,Technology Select Sector SPDR_Close_min,Technology Select Sector SPDR_Close_volatility,Technology Select Sector SPDR_Close_change
2018-01-14,67.75,67.75,67.75,0.0,0.0,68.47,68.47,68.47,0.0,0.0,67.61,67.61,67.61,0.0,0.0,68.46,68.46,68.46,0.0,0.0
2018-01-21,68.99,68.99,68.99,0.0,0.0,68.99,68.99,68.99,0.0,0.0,68.47,68.47,68.47,0.0,0.0,68.56,68.56,68.56,0.0,0.0
2018-01-28,65.77,65.77,65.77,0.0,0.0,67.02,67.02,67.02,0.0,0.0,63.67,63.67,63.67,0.0,0.0,63.7,63.7,63.7,0.0,0.0
2018-02-04,64.21,64.21,64.21,0.0,0.0,65.07,65.07,65.07,0.0,0.0,63.74,63.74,63.74,0.0,0.0,64.67,64.67,64.67,0.0,0.0
2018-02-11,67.08,67.08,67.08,0.0,0.0,67.9,67.9,67.9,0.0,0.0,67.01,67.01,67.01,0.0,0.0,67.18,67.18,67.18,0.0,0.0
2018-02-18,68.58,68.58,68.58,0.0,0.0,69.36,69.36,69.36,0.0,0.0,68.58,68.58,68.58,0.0,0.0,69.36,69.36,69.36,0.0,0.0
2018-02-25,67.36,67.36,67.36,0.0,0.0,68.6,68.6,68.6,0.0,0.0,67.21,67.21,67.21,0.0,0.0,68.37,68.37,68.37,0.0,0.0
2018-03-04,70.72,70.72,70.72,0.0,0.0,71.01,71.01,71.01,0.0,0.0,70.53,70.53,70.53,0.0,0.0,70.73,70.73,70.73,0.0,0.0
2018-03-11,68.96,68.96,68.96,0.0,0.0,69.07,69.07,69.07,0.0,0.0,67.67,67.67,67.67,0.0,0.0,68.23,68.23,68.23,0.0,0.0
2018-03-18,65.59,65.59,65.59,0.0,0.0,66.81,66.81,66.81,0.0,0.0,64.68,64.68,64.68,0.0,0.0,66.72,66.72,66.72,0.0,0.0
2018-03-25,65.16,65.16,65.16,0.0,0.0,65.45,65.45,65.45,0.0,0.0,63.15,63.15,63.15,0.0,0.0,63.86,63.86,63.86,0.0,0.0
2018-04-01,64.52,64.52,64.52,0.0,0.0,65.81,65.81,65.81,0.0,0.0,64.47,64.47,64.47,0.0,0.0,64.55,64.55,64.55,0.0,0.0
2018-04-08,66.78,66.78,66.78,0.0,0.0,67.08,67.08,67.08,0.0,0.0,66.39,66.39,66.39,0.0,0.0,66.83,66.83,66.83,0.0,0.0
2018-04-15,66.46,66.46,66.46,0.0,0.0,66.65,66.65,66.65,0.0,0.0,65.66,65.66,65.66,0.0,0.0,65.97,65.97,65.97,0.0,0.0
2018-04-22,66.06,66.06,66.06,0.0,0.0,66.47,66.47,66.47,0.0,0.0,65.38,65.38,65.38,0.0,0.0,65.46,65.46,65.46,0.0,0.0
2018-04-29,67.94,67.94,67.94,0.0,0.0,68.41,68.41,68.41,0.0,0.0,67.83,67.83,67.83,0.0,0.0,68.09,68.09,68.09,0.0,0.0
2018-05-06,70.11,70.11,70.11,0.0,0.0,70.42,70.42,70.42,0.0,0.0,69.8,69.8,69.8,0.0,0.0,69.87,69.87,69.87,0.0,0.0
2018-05-13,69.5,69.5,69.5,0.0,0.0,69.81,69.81,69.81,0.0,0.0,69.12,69.12,69.12,0.0,0.0,69.47,69.47,69.47,0.0,0.0
2018-05-20,69.85,69.85,69.85,0.0,0.0,70.0,70.0,70.0,0.0,0.0,69.58,69.58,69.58,0.0,0.0,69.75,69.75,69.75,0.0,0.0
2018-05-27,71.27,71.27,71.27,0.0,0.0,71.73,71.73,71.73,0.0,0.0,71.2,71.2,71.2,0.0,0.0,71.66,71.66,71.66,0.0,0.0
2018-06-03,71.72,71.72,71.72,0.0,0.0,71.99,71.99,71.99,0.0,0.0,71.56,71.56,71.56,0.0,0.0,71.76,71.76,71.76,0.0,0.0
2018-06-10,71.22,71.22,71.22,0.0,0.0,71.85,71.85,71.85,0.0,0.0,71.0,71.0,71.0,0.0,0.0,71.8,71.8,71.8,0.0,0.0
2018-06-17,70.23,70.23,70.23,0.0,0.0,70.3,70.3,70.3,0.0,0.0,68.72,68.72,68.72,0.0,0.0,69.33,69.33,69.33,0.0,0.0
2018-06-24,68.87,68.87,68.87,0.0,0.0,70.11,70.11,70.11,0.0,0.0,68.77,68.77,68.77,0.0,0.0,70.09,70.09,70.09,0.0,0.0
2018-07-01,71.44,71.44,71.44,0.0,0.0,71.62,71.62,71.62,0.0,0.0,71.07,71.07,71.07,0.0,0.0,71.6,71.6,71.6,0.0,0.0
2018-07-08,72.56,72.56,72.56,0.0,0.0,72.71,72.71,72.71,0.0,0.0,72.23,72.23,72.23,0.0,0.0,72.37,72.37,72.37,0.0,0.0
2018-07-15,72.4,72.4,72.4,0.0,0.0,72.96,72.96,72.96,0.0,0.0,72.11,72.11,72.11,0.0,0.0,72.92,72.92,72.92,0.0,0.0
2018-07-22,71.81,71.81,71.81,0.0,0.0,71.92,71.92,71.92,0.0,0.0,70.32,70.32,70.32,0.0,0.0,70.73,70.73,70.73,0.0,0.0
2018-07-29,72.69,72.69,72.69,0.0,0.0,73.15,73.15,73.15,0.0,0.0,72.52,72.52,72.52,0.0,0.0,73.11,73.11,73.11,0.0,0.0
2018-08-05,73.14,73.14,73.14,0.0,0.0,73.7,73.7,73.7,0.0,0.0,72.91,72.91,72.91,0.0,0.0,72.93,72.93,72.93,0.0,0.0
2018-08-12,73.32,73.32,73.32,0.0,0.0,73.34,73.34,73.34,0.0,0.0,72.75,72.75,72.75,0.0,0.0,73.04,73.04,73.04,0.0,0.0
2018-08-19,74.68,74.68,74.68,0.0,0.0,75.0,75.0,75.0,0.0,0.0,74.48,74.48,74.48,0.0,0.0,74.96,74.96,74.96,0.0,0.0
2018-08-26,75.47,75.47,75.47,0.0,0.0,75.8,75.8,75.8,0.0,0.0,75.34,75.34,75.34,0.0,0.0,75.6,75.6,75.6,0.0,0.0
