Date,LOWStock_Open_average,LOWStock_Open_max,LOWStock_Open_min,LOWStock_Open_volatility,LOWStock_Open_change,LOWStock_High_average,LOWStock_High_max,LOWStock_High_min,LOWStock_High_volatility,LOWStock_High_change,LOWStock_Low_average,LOWStock_Low_max,LOWStock_Low_min,LOWStock_Low_volatility,LOWStock_Low_change,LOWStock_Close_average,LOWStock_Close_max,LOWStock_Close_min,LOWStock_Close_volatility,LOWStock_Close_change,LOWStock_Volume_average,LOWStock_Volume_max,LOWStock_Volume_min,LOWStock_Volume_volatility,LOWStock_Volume_change
2018-01-14,102.265,104.28,101.26,3.019999999999996,2.780000000000001,103.8425,105.6,102.13,3.469999999999999,-0.25,100.9825,102.47,100.09,2.3799999999999955,2.3799999999999955,102.24000000000001,104.95,100.97,3.980000000000004,3.980000000000004,8595362,13570368,5296132,8274236,-4012057
2018-01-21,107.394,108.94,106.64,2.299999999999997,-0.35999999999999943,107.94200000000001,108.98,107.38,1.6000000000000085,0.020000000000010232,105.808,106.15,105.35,0.8000000000000114,0.18000000000000682,106.944,107.4,106.38,1.0200000000000102,0.29000000000000625,5242400,7084326,4017163,3067163,-3067163
2018-01-28,105.414,108.0,103.84,4.159999999999997,-4.150000000000006,105.932,108.38,103.86,4.519999999999996,-4.519999999999996,104.05,106.68,101.15,5.530000000000001,-5.530000000000001,104.422,106.84,101.5,5.340000000000003,-5.340000000000003,5680217,7082217,3787311,3294906,2460540
2018-02-04,98.556,101.38,95.29,6.089999999999989,-5.189999999999998,100.92399999999999,103.11,98.16,4.950000000000003,-4.950000000000003,95.8,99.75,92.51,7.239999999999995,-4.530000000000001,97.98,100.22,95.01,5.209999999999994,-0.4099999999999966,7993809,9667750,5257259,4410491,1327988
2018-02-11,96.992,98.25,95.09,3.1599999999999966,-1.769999999999996,97.974,99.0,97.4,1.5999999999999943,-1.3299999999999983,95.568,97.17,94.4,2.769999999999996,-1.3900000000000006,96.718,97.78,96.06,1.7199999999999989,-1.4699999999999989,6613189,8395844,5331505,3064339,-2736098
2018-02-18,96.475,97.33,96.0,1.3299999999999983,0.7800000000000011,97.42,97.68,97.18,0.5,-0.060000000000002274,95.75,96.62,95.22,1.4000000000000057,1.1899999999999977,96.3425,97.49,95.34,2.1499999999999915,1.8399999999999892,4929187,6648706,4248653,2400053,-2290473
2018-02-25,91.878,97.92,86.88,11.040000000000006,-11.040000000000006,93.13,98.41,87.34,11.069999999999993,-10.64,90.224,96.7,85.08,11.620000000000005,-11.620000000000005,91.238,97.51,85.34,12.170000000000002,-12.170000000000002,14995360,34109756,4733618,29376138,7743189
2018-03-04,86.248,86.75,85.06,1.6899999999999977,1.6899999999999977,87.034,87.33,86.81,0.519999999999996,0.3100000000000023,85.708,86.29,85.05,1.240000000000009,1.1800000000000068,86.6,87.28,86.11,1.1700000000000017,0.9500000000000028,6436575,8324617,4711791,3612826,-1954188
2018-03-11,86.76,87.73,85.53,2.200000000000003,-1.7199999999999989,87.398,88.06,86.65,1.4099999999999966,-0.7199999999999989,85.798,87.01,85.26,1.75,-1.480000000000004,86.548,87.68,85.54,2.1400000000000006,-0.6800000000000068,6429059,8772378,4737786,4034592,2974861
2018-03-18,86.226,86.61,85.89,0.7199999999999989,-0.6700000000000017,87.074,87.98,86.45,1.5300000000000011,-0.36999999999999034,85.086,85.67,83.74,1.9300000000000068,-1.5600000000000023,85.648,87.25,83.77,3.480000000000004,-2.0200000000000102,7564957,12067655,4797768,7269887,616755
