Date,LAWS_Open_average,LAWS_Open_max,LAWS_Open_min,LAWS_Open_volatility,LAWS_Open_change,LAWS_High_average,LAWS_High_max,LAWS_High_min,LAWS_High_volatility,LAWS_High_change,LAWS_Low_average,LAWS_Low_max,LAWS_Low_min,LAWS_Low_volatility,LAWS_Low_change,LAWS_Close_average,LAWS_Close_max,LAWS_Close_min,LAWS_Close_volatility,LAWS_Close_change,LAWS_Volume_average,LAWS_Volume_max,LAWS_Volume_min,LAWS_Volume_volatility,LAWS_Volume_change
2018-01-14,24.3375,24.86,23.75,1.1099999999999994,-1.1099999999999994,24.689999999999998,24.9,24.4,0.5,0.03999999999999915,24.02,24.3,23.75,0.5500000000000007,-0.5500000000000007,24.3375,24.7,23.95,0.75,0.3999999999999986,3845,4550,3246,1304,1304
2018-01-21,24.8,25.0,24.5,0.5,0.1999999999999993,24.92,25.0,24.8,0.1999999999999993,0.1999999999999993,24.48,24.6,24.3,0.3000000000000007,0.09999999999999787,24.6,24.8,24.3,0.5,0.5,4334,10348,1518,8830,4559
2018-01-28,23.87,24.6,23.55,1.0500000000000007,-0.9500000000000028,24.009999999999998,24.65,23.65,1.0,-1.0,23.47,23.65,23.3,0.34999999999999787,0.0,23.74,24.0,23.55,0.4499999999999993,-0.1999999999999993,10666,17785,2500,15285,-8218
2018-02-04,22.580000000000002,23.5,22.25,1.25,-1.1999999999999993,22.86,23.6,22.3,1.3000000000000007,-0.8500000000000014,22.400000000000002,22.8,22.25,0.5500000000000007,-0.5500000000000007,22.45,22.8,22.25,0.5500000000000007,-0.5,7130,11185,5825,5360,-174
2018-02-11,22.9,23.4,22.45,0.9499999999999993,0.9499999999999993,23.584,24.02,22.9,1.120000000000001,0.8000000000000007,22.62,23.2,22.25,0.9499999999999993,0.3000000000000007,22.98,23.65,22.4,1.25,0.3000000000000007,4336,9464,1069,8395,938
2018-02-18,24.0,25.0,23.4,1.6000000000000014,-0.3999999999999986,24.1375,25.0,23.6,1.3999999999999986,-0.3999999999999986,23.3875,23.5,23.2,0.3000000000000007,-0.3000000000000007,23.5875,23.8,23.35,0.4499999999999993,-0.14999999999999858,4408,5682,3454,2228,-1245
2018-02-25,23.78,24.55,23.3,1.25,-0.4499999999999993,24.3,24.65,23.95,0.6999999999999993,-0.29999999999999716,23.374,23.6,23.2,0.40000000000000213,-0.07000000000000028,23.84,24.65,23.35,1.2999999999999972,-0.5499999999999972,55218,141841,5843,135998,132213
2018-03-04,24.580000000000002,25.1,24.1,1.0,0.5499999999999972,25.05,25.25,24.95,0.3000000000000007,0.0,24.29,24.7,23.95,0.75,0.5500000000000007,24.8,25.2,24.65,0.5500000000000007,-0.05000000000000071,37260,132136,6726,125410,-6013
2018-03-11,25.13,26.45,24.7,1.75,1.75,25.92,28.0,24.85,3.1499999999999986,3.1499999999999986,24.855999999999998,25.65,24.4,1.25,1.25,25.78,27.9,24.75,3.1499999999999986,3.049999999999997,13872,36386,3008,33378,30810
2018-03-18,27.216,27.7,26.6,1.0999999999999979,-1.0,27.61,27.95,27.3,0.6499999999999986,-0.6499999999999986,26.740000000000002,27.1,26.25,0.8500000000000014,-0.8500000000000014,27.11,27.85,26.25,1.6000000000000014,-1.6000000000000014,10428,16817,5440,11377,-6816
