Date,Direxion Daily 7-10 Year Treasury Bull 3X SharesEtf_Open_average,Direxion Daily 7-10 Year Treasury Bull 3X SharesEtf_Open_max,Direxion Daily 7-10 Year Treasury Bull 3X SharesEtf_Open_min,Direxion Daily 7-10 Year Treasury Bull 3X SharesEtf_Open_volatility,Direxion Daily 7-10 Year Treasury Bull 3X SharesEtf_Open_change,Direxion Daily 7-10 Year Treasury Bull 3X SharesEtf_High_average,Direxion Daily 7-10 Year Treasury Bull 3X SharesEtf_High_max,Direxion Daily 7-10 Year Treasury Bull 3X SharesEtf_High_min,Direxion Daily 7-10 Year Treasury Bull 3X SharesEtf_High_volatility,Direxion Daily 7-10 Year Treasury Bull 3X SharesEtf_High_change,Direxion Daily 7-10 Year Treasury Bull 3X SharesEtf_Low_average,Direxion Daily 7-10 Year Treasury Bull 3X SharesEtf_Low_max,Direxion Daily 7-10 Year Treasury Bull 3X SharesEtf_Low_min,Direxion Daily 7-10 Year Treasury Bull 3X SharesEtf_Low_volatility,Direxion Daily 7-10 Year Treasury Bull 3X SharesEtf_Low_change,Direxion Daily 7-10 Year Treasury Bull 3X SharesEtf_Close_average,Direxion Daily 7-10 Year Treasury Bull 3X SharesEtf_Close_max,Direxion Daily 7-10 Year Treasury Bull 3X SharesEtf_Close_min,Direxion Daily 7-10 Year Treasury Bull 3X SharesEtf_Close_volatility,Direxion Daily 7-10 Year Treasury Bull 3X SharesEtf_Close_change
2018-01-14,41.99,41.99,41.99,0.0,0.0,42.03,42.03,42.03,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.03,42.03,42.03,0.0,0.0
2018-01-21,42.03,42.03,42.03,0.0,0.0,42.03,42.03,42.03,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.96,41.96,41.96,0.0,0.0
2018-01-28,41.09,41.09,41.09,0.0,0.0,41.16,41.16,41.16,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.74,40.74,40.74,0.0,0.0
2018-02-04,40.07,40.07,40.07,0.0,0.0,40.72,40.72,40.72,0.0,0.0,39.97,39.97,39.97,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2018-02-11,39.84,39.84,39.84,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.72,39.72,39.72,0.0,0.0
2018-02-18,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2018-02-25,40.1,40.1,40.1,0.0,0.0,40.1,40.1,40.1,0.0,0.0,39.95,39.95,39.95,0.0,0.0,39.95,39.95,39.95,0.0,0.0
2018-03-04,40.22,40.22,40.22,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2018-03-11,40.34,40.34,40.34,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2018-03-18,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2018-03-25,41.31,41.31,41.31,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2018-04-01,40.78,40.78,40.78,0.0,0.0,41.17,41.17,41.17,0.0,0.0,40.78,40.78,40.78,0.0,0.0,41.15,41.15,41.15,0.0,0.0
2018-04-08,40.53,40.53,40.53,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2018-04-15,39.76,39.76,39.76,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2018-04-22,39.36,39.36,39.36,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2018-04-29,39.75,39.75,39.75,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.75,39.75,39.75,0.0,0.0
2018-05-06,39.53,39.53,39.53,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2018-05-13,38.67,38.67,38.67,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.29,38.29,38.29,0.0,0.0
2018-05-20,39.83,39.83,39.83,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.83,39.83,39.83,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2018-05-27,40.25,40.25,40.25,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2018-06-03,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.96,39.96,39.96,0.0,0.0,39.96,39.96,39.96,0.0,0.0
2018-06-10,39.81,39.81,39.81,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.81,39.81,39.81,0.0,0.0
2018-06-17,40.12,40.12,40.12,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2018-06-24,40.85,40.85,40.85,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2018-07-01,41.0,41.0,41.0,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.69,40.69,40.69,0.0,0.0
2018-07-08,40.72,40.72,40.72,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2018-07-15,40.47,40.47,40.47,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.47,40.47,40.47,0.0,0.0
2018-07-22,39.91,39.91,39.91,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.91,39.91,39.91,0.0,0.0
2018-07-29,39.65,39.65,39.65,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2018-08-05,40.91,40.91,40.91,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.62,40.62,40.62,0.0,0.0
2018-08-12,40.9,40.9,40.9,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2018-08-19,41.3,41.3,41.3,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.46,41.46,41.46,0.0,0.0
2018-08-26,41.0,41.0,41.0,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2018-09-02,40.97,40.97,40.97,0.0,0.0,40.97,40.97,40.97,0.0,0.0,40.97,40.97,40.97,0.0,0.0,40.97,40.97,40.97,0.0,0.0
