Date,iShares 20+ Year Treasury BondEtf_Open_average,iShares 20+ Year Treasury BondEtf_Open_max,iShares 20+ Year Treasury BondEtf_Open_min,iShares 20+ Year Treasury BondEtf_Open_volatility,iShares 20+ Year Treasury BondEtf_Open_change,iShares 20+ Year Treasury BondEtf_High_average,iShares 20+ Year Treasury BondEtf_High_max,iShares 20+ Year Treasury BondEtf_High_min,iShares 20+ Year Treasury BondEtf_High_volatility,iShares 20+ Year Treasury BondEtf_High_change,iShares 20+ Year Treasury BondEtf_Low_average,iShares 20+ Year Treasury BondEtf_Low_max,iShares 20+ Year Treasury BondEtf_Low_min,iShares 20+ Year Treasury BondEtf_Low_volatility,iShares 20+ Year Treasury BondEtf_Low_change,iShares 20+ Year Treasury BondEtf_Close_average,iShares 20+ Year Treasury BondEtf_Close_max,iShares 20+ Year Treasury BondEtf_Close_min,iShares 20+ Year Treasury BondEtf_Close_volatility,iShares 20+ Year Treasury BondEtf_Close_change
2018-12-02,117.81,117.81,117.81,0.0,0.0,118.53,118.53,118.53,0.0,0.0,117.52,117.52,117.52,0.0,0.0,118.41,118.41,118.41,0.0,0.0
2018-12-09,118.55,118.55,118.55,0.0,0.0,118.77,118.77,118.77,0.0,0.0,118.22,118.22,118.22,0.0,0.0,118.48,118.48,118.48,0.0,0.0
2018-12-16,121.14,121.14,121.14,0.0,0.0,121.21,121.21,121.21,0.0,0.0,120.39,120.39,120.39,0.0,0.0,120.72,120.72,120.72,0.0,0.0
2018-12-23,120.4,120.4,120.4,0.0,0.0,121.05,121.05,121.05,0.0,0.0,120.29,120.29,120.29,0.0,0.0,121.05,121.05,121.05,0.0,0.0
2018-12-30,122.34,122.34,122.34,0.0,0.0,122.56,122.56,122.56,0.0,0.0,121.65,121.65,121.65,0.0,0.0,122.11,122.11,122.11,0.0,0.0
2019-01-06,120.83,120.83,120.83,0.0,0.0,121.27,121.27,121.27,0.0,0.0,120.68,120.68,120.68,0.0,0.0,120.93,120.93,120.93,0.0,0.0
2019-01-13,119.84,119.84,119.84,0.0,0.0,120.12,120.12,120.12,0.0,0.0,119.39,119.39,119.39,0.0,0.0,119.56,119.56,119.56,0.0,0.0
2019-01-20,120.59,120.59,120.59,0.0,0.0,120.75,120.75,120.75,0.0,0.0,120.32,120.32,120.32,0.0,0.0,120.53,120.53,120.53,0.0,0.0
2019-01-27,121.48,121.48,121.48,0.0,0.0,121.57,121.57,121.57,0.0,0.0,120.84,120.84,120.84,0.0,0.0,120.96,120.96,120.96,0.0,0.0
2019-02-03,122.26,122.26,122.26,0.0,0.0,122.47,122.47,122.47,0.0,0.0,122.07,122.07,122.07,0.0,0.0,122.35,122.35,122.35,0.0,0.0
2019-02-10,121.56,121.56,121.56,0.0,0.0,122.02,122.02,122.02,0.0,0.0,121.54,121.54,121.54,0.0,0.0,121.98,121.98,121.98,0.0,0.0
2019-02-17,121.47,121.47,121.47,0.0,0.0,121.94,121.94,121.94,0.0,0.0,121.42,121.42,121.42,0.0,0.0,121.57,121.57,121.57,0.0,0.0
2019-02-24,119.33,119.33,119.33,0.0,0.0,119.53,119.53,119.53,0.0,0.0,118.64,118.64,118.64,0.0,0.0,118.66,118.66,118.66,0.0,0.0
2019-03-03,121.12,121.12,121.12,0.0,0.0,121.69,121.69,121.69,0.0,0.0,120.84,120.84,120.84,0.0,0.0,121.57,121.57,121.57,0.0,0.0
2019-03-10,121.74,121.74,121.74,0.0,0.0,121.95,121.95,121.95,0.0,0.0,121.4,121.4,121.4,0.0,0.0,121.75,121.75,121.75,0.0,0.0
2019-03-17,124.21,124.21,124.21,0.0,0.0,125.28,125.28,125.28,0.0,0.0,124.06,124.06,124.06,0.0,0.0,124.86,124.86,124.86,0.0,0.0
2019-03-24,125.68,125.68,125.68,0.0,0.0,126.47,126.47,126.47,0.0,0.0,125.64,125.64,125.64,0.0,0.0,126.44,126.44,126.44,0.0,0.0
2019-03-31,123.62,123.62,123.62,0.0,0.0,124.17,124.17,124.17,0.0,0.0,123.58,123.58,123.58,0.0,0.0,124.03,124.03,124.03,0.0,0.0
2019-04-07,122.89,122.89,122.89,0.0,0.0,123.06,123.06,123.06,0.0,0.0,122.63,122.63,122.63,0.0,0.0,122.67,122.67,122.67,0.0,0.0
2019-04-14,122.81,122.81,122.81,0.0,0.0,123.1,123.1,123.1,0.0,0.0,122.78,122.78,122.78,0.0,0.0,122.9,122.9,122.9,0.0,0.0
2019-04-21,123.98,123.98,123.98,0.0,0.0,124.02,124.02,124.02,0.0,0.0,123.64,123.64,123.64,0.0,0.0,123.81,123.81,123.81,0.0,0.0
2019-04-28,123.66,123.66,123.66,0.0,0.0,123.88,123.88,123.88,0.0,0.0,123.37,123.37,123.37,0.0,0.0,123.66,123.66,123.66,0.0,0.0
2019-05-05,124.89,124.89,124.89,0.0,0.0,125.45,125.45,125.45,0.0,0.0,124.59,124.59,124.59,0.0,0.0,124.75,124.75,124.75,0.0,0.0
2019-05-12,126.28,126.28,126.28,0.0,0.0,126.3,126.3,126.3,0.0,0.0,125.69,125.69,125.69,0.0,0.0,125.99,125.99,125.99,0.0,0.0
2019-05-19,127.56,127.56,127.56,0.0,0.0,127.78,127.78,127.78,0.0,0.0,127.39,127.39,127.39,0.0,0.0,127.78,127.78,127.78,0.0,0.0
2019-05-26,130.9,130.9,130.9,0.0,0.0,131.9,131.9,131.9,0.0,0.0,130.81,130.81,130.81,0.0,0.0,131.83,131.83,131.83,0.0,0.0
2019-06-02,131.79,131.79,131.79,0.0,0.0,132.07,132.07,132.07,0.0,0.0,131.44,131.44,131.44,0.0,0.0,131.74,131.74,131.74,0.0,0.0
2019-06-09,131.1,131.1,131.1,0.0,0.0,131.71,131.71,131.71,0.0,0.0,131.09,131.09,131.09,0.0,0.0,131.46,131.46,131.46,0.0,0.0
2019-06-16,132.51,132.51,132.51,0.0,0.0,132.53,132.53,132.53,0.0,0.0,131.38,131.38,131.38,0.0,0.0,131.43,131.43,131.43,0.0,0.0
2019-06-23,132.58,132.58,132.58,0.0,0.0,133.08,133.08,133.08,0.0,0.0,132.45,132.45,132.45,0.0,0.0,132.81,132.81,132.81,0.0,0.0
2019-06-30,132.54,132.54,132.54,0.0,0.0,132.55,132.55,132.55,0.0,0.0,131.67,131.67,131.67,0.0,0.0,132.43,132.43,132.43,0.0,0.0
2019-07-07,129.92,129.92,129.92,0.0,0.0,130.45,130.45,130.45,0.0,0.0,129.68,129.68,129.68,0.0,0.0,130.22,130.22,130.22,0.0,0.0
2019-07-14,131.59,131.59,131.59,0.0,0.0,131.93,131.93,131.93,0.0,0.0,131.5,131.5,131.5,0.0,0.0,131.69,131.69,131.69,0.0,0.0
2019-07-21,131.7,131.7,131.7,0.0,0.0,131.78,131.78,131.78,0.0,0.0,131.25,131.25,131.25,0.0,0.0,131.47,131.47,131.47,0.0,0.0
2019-07-28,135.66,135.66,135.66,0.0,0.0,136.51,136.51,136.51,0.0,0.0,135.4,135.4,135.4,0.0,0.0,136.51,136.51,136.51,0.0,0.0
2019-08-04,140.67,140.67,140.67,0.0,0.0,141.55,141.55,141.55,0.0,0.0,139.87,139.87,139.87,0.0,0.0,140.05,140.05,140.05,0.0,0.0
2019-08-11,146.06,146.06,146.06,0.0,0.0,146.51,146.51,146.51,0.0,0.0,144.84,144.84,144.84,0.0,0.0,146.13,146.13,146.13,0.0,0.0
2019-08-18,143.52,143.52,143.52,0.0,0.0,146.27,146.27,146.27,0.0,0.0,143.43,143.43,143.43,0.0,0.0,145.96,145.96,145.96,0.0,0.0
2019-08-25,146.61,146.61,146.61,0.0,0.0,147.48,147.48,147.48,0.0,0.0,146.36,146.36,146.36,0.0,0.0,147.28,147.28,147.28,0.0,0.0
2019-09-01,145.26,145.26,145.26,0.0,0.0,146.03,146.03,146.03,0.0,0.0,145.08,145.08,145.08,0.0,0.0,145.79,145.79,145.79,0.0,0.0
2019-09-08,138.28,138.28,138.28,0.0,0.0,138.71,138.71,138.71,0.0,0.0,136.54,136.54,136.54,0.0,0.0,136.54,136.54,136.54,0.0,0.0
2019-09-15,140.77,140.77,140.77,0.0,0.0,141.98,141.98,141.98,0.0,0.0,140.44,140.44,140.44,0.0,0.0,141.89,141.89,141.89,0.0,0.0
2019-09-22,142.32,142.32,142.32,0.0,0.0,142.97,142.97,142.97,0.0,0.0,142.14,142.14,142.14,0.0,0.0,142.73,142.73,142.73,0.0,0.0
2019-09-29,145.35,145.35,145.35,0.0,0.0,146.03,146.03,146.03,0.0,0.0,145.2,145.2,145.2,0.0,0.0,145.99,145.99,145.99,0.0,0.0
2019-10-06,140.98,140.98,140.98,0.0,0.0,141.1,141.1,141.1,0.0,0.0,139.71,139.71,139.71,0.0,0.0,140.44,140.44,140.44,0.0,0.0
2019-10-13,139.81,139.81,139.81,0.0,0.0,140.23,140.23,140.23,0.0,0.0,139.45,139.45,139.45,0.0,0.0,139.58,139.58,139.58,0.0,0.0
2019-10-20,139.53,139.53,139.53,0.0,0.0,139.55,139.55,139.55,0.0,0.0,138.31,138.31,138.31,0.0,0.0,138.52,138.52,138.52,0.0,0.0
2019-10-27,140.73,140.73,140.73,0.0,0.0,141.27,141.27,141.27,0.0,0.0,139.79,139.79,139.79,0.0,0.0,140.56,140.56,140.56,0.0,0.0
2019-11-03,135.15,135.15,135.15,0.0,0.0,135.95,135.95,135.95,0.0,0.0,134.78,134.78,134.78,0.0,0.0,134.91,134.91,134.91,0.0,0.0
2019-11-10,137.48,137.48,137.48,0.0,0.0,138.16,138.16,138.16,0.0,0.0,137.43,137.43,137.43,0.0,0.0,137.76,137.76,137.76,0.0,0.0
2019-11-17,140.1,140.1,140.1,0.0,0.0,140.28,140.28,140.28,0.0,0.0,139.68,139.68,139.68,0.0,0.0,139.9,139.9,139.9,0.0,0.0
2019-11-24,140.62,140.62,140.62,0.0,0.0,140.68,140.68,140.68,0.0,0.0,139.78,139.78,139.78,0.0,0.0,140.42,140.42,140.42,0.0,0.0
2019-12-01,138.03,138.03,138.03,0.0,0.0,139.12,139.12,139.12,0.0,0.0,137.86,137.86,137.86,0.0,0.0,138.35,138.35,138.35,0.0,0.0
2019-12-08,138.12,138.12,138.12,0.0,0.0,139.61,139.61,139.61,0.0,0.0,137.23,137.23,137.23,0.0,0.0,139.04,139.04,139.04,0.0,0.0
2019-12-15,136.13,136.13,136.13,0.0,0.0,136.69,136.69,136.69,0.0,0.0,135.93,135.93,135.93,0.0,0.0,136.65,136.65,136.65,0.0,0.0
2019-12-22,137.44,137.44,137.44,0.0,0.0,137.63,137.63,137.63,0.0,0.0,137.29,137.29,137.29,0.0,0.0,137.32,137.32,137.32,0.0,0.0
2019-12-29,138.27,138.27,138.27,0.0,0.0,139.16,139.16,139.16,0.0,0.0,137.88,137.88,137.88,0.0,0.0,139.12,139.12,139.12,0.0,0.0
