Date,PDLI_stock_Open_average,PDLI_stock_Open_max,PDLI_stock_Open_min,PDLI_stock_Open_volatility,PDLI_stock_Open_change,PDLI_stock_High_average,PDLI_stock_High_max,PDLI_stock_High_min,PDLI_stock_High_volatility,PDLI_stock_High_change,PDLI_stock_Low_average,PDLI_stock_Low_max,PDLI_stock_Low_min,PDLI_stock_Low_volatility,PDLI_stock_Low_change,PDLI_stock_Close_average,PDLI_stock_Close_max,PDLI_stock_Close_min,PDLI_stock_Close_volatility,PDLI_stock_Close_change,PDLI_stock_Volume_average,PDLI_stock_Volume_max,PDLI_stock_Volume_min,PDLI_stock_Volume_volatility,PDLI_stock_Volume_change
2018-01-14,2.785,2.83,2.73,0.10000000000000009,-0.10000000000000009,2.8275,2.89,2.79,0.10000000000000009,-0.0900000000000003,2.745,2.78,2.72,0.05999999999999961,-0.05999999999999961,2.7824999999999998,2.8,2.75,0.04999999999999982,0.0,1082482,1160087,955487,204600,-106034
2018-01-21,2.822,2.91,2.77,0.14000000000000012,0.14000000000000012,2.87,2.95,2.79,0.16000000000000014,0.16000000000000014,2.79,2.89,2.73,0.16000000000000014,0.1499999999999999,2.852,2.91,2.79,0.1200000000000001,0.1200000000000001,1085868,1253219,903269,349950,-184492
2018-01-28,2.846,2.94,2.75,0.18999999999999995,-0.10000000000000009,2.886,3.0,2.78,0.2200000000000002,-0.2200000000000002,2.7800000000000002,2.88,2.68,0.19999999999999973,-0.19999999999999973,2.812,2.95,2.69,0.26000000000000023,-0.26000000000000023,1190137,1513668,828355,685313,-236231
2018-02-04,2.562,2.67,2.4,0.27,-0.26000000000000023,2.63,2.71,2.46,0.25,-0.20000000000000018,2.462,2.58,2.29,0.29000000000000004,-0.2599999999999998,2.51,2.65,2.39,0.2599999999999998,-0.16000000000000014,1878112,2639281,1514092,1125189,1125189
2018-02-11,2.448,2.51,2.41,0.09999999999999964,0.06999999999999984,2.496,2.51,2.48,0.029999999999999805,0.029999999999999805,2.422,2.46,2.37,0.08999999999999986,0.08999999999999986,2.456,2.48,2.42,0.06000000000000005,0.050000000000000266,974594,1460308,735678,724630,-724630
2018-02-18,2.5075000000000003,2.58,2.47,0.10999999999999988,0.03999999999999959,2.5725,2.64,2.5,0.14000000000000012,0.06000000000000005,2.4575,2.49,2.43,0.06000000000000005,0.029999999999999805,2.495,2.55,2.45,0.09999999999999964,0.029999999999999805,1229475,1699205,869496,829709,-562798
2018-02-25,2.466,2.56,2.4,0.16000000000000014,-0.09999999999999964,2.54,2.59,2.43,0.1599999999999997,-0.04999999999999982,2.4,2.45,2.33,0.1200000000000001,-0.06000000000000005,2.478,2.56,2.4,0.16000000000000014,-0.020000000000000018,1492654,2100734,1174169,926565,77392
2018-03-04,2.616,3.07,2.44,0.6299999999999999,0.56,2.698,3.16,2.54,0.6200000000000001,0.6100000000000003,2.518,2.83,2.33,0.5,0.5,2.638,3.04,2.42,0.6200000000000001,0.6200000000000001,3342086,8205872,1225582,6980290,4833437
2018-03-11,3.032,3.12,2.91,0.20999999999999996,-0.1599999999999997,3.076,3.15,2.96,0.18999999999999995,-0.14000000000000012,2.948,3.02,2.84,0.18000000000000016,-0.1200000000000001,2.984,3.09,2.86,0.22999999999999998,-0.14000000000000012,2431184,4631850,1593492,3038358,2494147
2018-03-18,2.906,3.01,2.79,0.21999999999999975,0.1499999999999999,2.982,3.04,2.92,0.1200000000000001,0.06999999999999984,2.844,2.91,2.78,0.13000000000000034,0.040000000000000036,2.914,2.98,2.81,0.16999999999999993,-0.020000000000000018,1254010,1414447,991496,422951,-102631
