Date,TLRD_Open_average,TLRD_Open_max,TLRD_Open_min,TLRD_Open_volatility,TLRD_Open_change,TLRD_High_average,TLRD_High_max,TLRD_High_min,TLRD_High_volatility,TLRD_High_change,TLRD_Low_average,TLRD_Low_max,TLRD_Low_min,TLRD_Low_volatility,TLRD_Low_change,TLRD_Close_average,TLRD_Close_max,TLRD_Close_min,TLRD_Close_volatility,TLRD_Close_change,TLRD_Volume_average,TLRD_Volume_max,TLRD_Volume_min,TLRD_Volume_volatility,TLRD_Volume_change
2018-01-14,22.42,23.46,21.76,1.6999999999999993,1.0899999999999999,23.286,24.81,22.3,2.509999999999998,2.139999999999997,22.04,23.2,21.39,1.8099999999999987,1.8099999999999987,22.886,24.77,21.57,3.1999999999999993,3.1999999999999993,1259226,2208292,732935,1475357,1130169
2018-01-21,24.727999999999998,25.25,24.4,0.8500000000000014,0.5300000000000011,25.098,26.03,24.59,1.4400000000000013,1.0400000000000027,24.176,25.2,23.58,1.620000000000001,1.620000000000001,24.892,25.77,24.4,1.370000000000001,1.3099999999999987,1138721,1860513,782521,1077992,-735456
2018-01-28,24.15,25.37,22.68,2.6900000000000013,-2.6900000000000013,24.686,25.64,23.74,1.9000000000000021,-1.9000000000000021,23.392,24.43,22.19,2.2399999999999984,-2.2399999999999984,23.624,24.58,22.19,2.389999999999997,-2.389999999999997,1345056,1660267,1203922,456345,-128935
2018-02-04,22.102,22.72,21.5,1.2199999999999989,0.21999999999999886,22.808,22.99,22.59,0.3999999999999986,-0.3000000000000007,21.392,22.21,20.6,1.6099999999999994,-0.019999999999999574,22.18,22.67,21.59,1.0800000000000018,-0.07000000000000028,1479048,2486893,703531,1783362,1280044
2018-02-11,22.8275,23.66,22.22,1.4400000000000013,0.9800000000000004,23.45,23.86,22.6,1.259999999999998,1.259999999999998,22.6125,23.18,22.07,1.1099999999999994,1.1099999999999994,23.1525,23.49,22.49,1.0,0.8200000000000003,918854,1787930,490248,1297682,1297682
2018-02-18,23.332,24.13,22.61,1.5199999999999996,0.6700000000000017,23.854,24.26,23.48,0.7800000000000011,0.6099999999999994,22.91,23.51,22.39,1.120000000000001,1.120000000000001,23.310000000000002,23.85,22.45,1.4000000000000021,1.2800000000000011,991279,1118461,843753,274708,125550
2018-02-25,23.534,24.07,23.04,1.0300000000000011,-0.3099999999999987,24.218,24.78,23.66,1.120000000000001,-0.620000000000001,22.954,23.21,22.5,0.7100000000000009,-0.16000000000000014,23.554000000000002,23.87,23.26,0.6099999999999994,0.6099999999999994,826244,946341,693099,253242,-23720
2018-03-04,23.858,24.21,23.38,0.8300000000000018,-0.41999999999999815,24.212,24.56,23.8,0.759999999999998,-0.639999999999997,23.334,23.63,23.03,0.5999999999999979,-0.41999999999999815,23.766000000000002,24.52,23.25,1.2699999999999996,-1.0799999999999983,781871,876678,633670,243008,243008
2018-03-11,23.052,24.95,21.6,3.349999999999998,-1.9199999999999982,23.451999999999998,24.99,21.99,3.0,-1.0199999999999996,21.998,23.23,21.22,2.0100000000000016,-1.7300000000000004,22.526,23.31,21.59,1.7199999999999989,-0.6899999999999977,2145428,4166059,988275,3177784,424511
2018-03-18,23.002,23.39,22.55,0.8399999999999999,0.8399999999999999,23.762,24.54,23.43,1.1099999999999994,1.1099999999999994,22.768,23.2,22.4,0.8000000000000007,0.8000000000000007,23.302,24.46,22.72,1.740000000000002,1.2899999999999991,1159260,2063414,764258,1299156,1135845
2018-03-25,24.814999999999998,25.07,24.56,0.5100000000000016,0.5100000000000016,25.585,25.88,25.33,0.5500000000000007,0.5500000000000007,24.665,24.96,24.35,0.6099999999999994,0.5100000000000016,25.025,25.43,24.63,0.8000000000000007,0.8000000000000007,956319,1534434,510137,1024297,-327705
