Date,Global X Scientific Beta US_Open_average,Global X Scientific Beta US_Open_max,Global X Scientific Beta US_Open_min,Global X Scientific Beta US_Open_volatility,Global X Scientific Beta US_Open_change,Global X Scientific Beta US_High_average,Global X Scientific Beta US_High_max,Global X Scientific Beta US_High_min,Global X Scientific Beta US_High_volatility,Global X Scientific Beta US_High_change,Global X Scientific Beta US_Low_average,Global X Scientific Beta US_Low_max,Global X Scientific Beta US_Low_min,Global X Scientific Beta US_Low_volatility,Global X Scientific Beta US_Low_change,Global X Scientific Beta US_Close_average,Global X Scientific Beta US_Close_max,Global X Scientific Beta US_Close_min,Global X Scientific Beta US_Close_volatility,Global X Scientific Beta US_Close_change
2018-08-26,33.02,33.02,33.02,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.99,32.99,32.99,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2018-09-02,32.98,32.98,32.98,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2018-09-09,33.22,33.22,33.22,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.08,33.08,33.08,0.0,0.0,33.08,33.08,33.08,0.0,0.0
2018-09-16,33.27,33.27,33.27,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.29,33.29,33.29,0.0,0.0
2018-09-23,33.22,33.22,33.22,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2018-09-30,32.76,32.76,32.76,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2018-10-07,31.28,31.28,31.28,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2018-10-14,31.25,31.25,31.25,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2018-10-21,30.4,30.4,30.4,0.0,0.0,30.63,30.63,30.63,0.0,0.0,29.84,29.84,29.84,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2018-10-28,31.25,31.25,31.25,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2018-11-04,31.39,31.39,31.39,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.29,31.29,31.29,0.0,0.0
2018-11-11,30.93,30.93,30.93,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2018-11-18,30.83,30.83,30.83,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2018-11-25,31.58,31.58,31.58,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2018-12-02,29.99,29.99,29.99,0.0,0.0,30.19,30.19,30.19,0.0,0.0,29.77,29.77,29.77,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2018-12-09,29.37,29.37,29.37,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2018-12-16,27.43,27.43,27.43,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2018-12-23,27.81,27.81,27.81,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2018-12-30,28.14,28.14,28.14,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2019-01-06,28.87,28.87,28.87,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2019-01-13,29.61,29.61,29.61,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.77,29.77,29.77,0.0,0.0
2019-01-20,29.52,29.52,29.52,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.63,29.63,29.63,0.0,0.0
2019-01-27,30.22,30.22,30.22,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.46,30.46,30.46,0.0,0.0
2019-02-03,30.54,30.54,30.54,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2019-02-10,31.17,31.17,31.17,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2019-02-17,31.57,31.57,31.57,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2019-02-24,31.64,31.64,31.64,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2019-03-03,30.82,30.82,30.82,0.0,0.0,31.12,31.12,31.12,0.0,0.0,30.82,30.82,30.82,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2019-03-10,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2019-03-17,31.35,31.35,31.35,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2019-03-24,31.89,31.89,31.89,0.0,0.0,32.03,32.03,32.03,0.0,0.0,31.89,31.89,31.89,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2019-03-31,32.26,32.26,32.26,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.29,32.29,32.29,0.0,0.0
2019-04-07,32.52,32.52,32.52,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2019-04-14,32.2,32.2,32.2,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2019-04-21,32.56,32.56,32.56,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2019-04-28,32.4,32.4,32.4,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2019-05-05,31.65,31.65,31.65,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2019-05-12,32.01,32.01,32.01,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2019-05-19,31.87,31.87,31.87,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2019-05-26,31.16,31.16,31.16,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.27,31.27,31.27,0.0,0.0
2019-06-02,32.72,32.72,32.72,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.65,32.65,32.65,0.0,0.0
2019-06-09,32.63,32.63,32.63,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2019-06-16,33.17,33.17,33.17,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.1,33.1,33.1,0.0,0.0
2019-06-23,33.05,33.05,33.05,0.0,0.0,33.07,33.07,33.07,0.0,0.0,32.95,32.95,32.95,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2019-06-30,33.3,33.3,33.3,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2019-07-07,33.64,33.64,33.64,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2019-07-14,33.28,33.28,33.28,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2019-07-21,33.64,33.64,33.64,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2019-07-28,32.28,32.28,32.28,0.0,0.0,32.28,32.28,32.28,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2019-08-04,32.6,32.6,32.6,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2019-08-11,32.74,32.74,32.74,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2019-08-18,32.37,32.37,32.37,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2019-08-25,33.0,33.0,33.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.92,32.92,32.92,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2019-09-01,33.44,33.44,33.44,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2019-09-08,33.65,33.65,33.65,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2019-09-15,33.78,33.78,33.78,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2019-09-22,33.71,33.71,33.71,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2019-09-29,33.32,33.32,33.32,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2019-10-06,33.44,33.44,33.44,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2019-10-13,33.72,33.72,33.72,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2019-10-20,33.88,33.88,33.88,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2019-10-27,34.12,34.12,34.12,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2019-11-03,33.88,33.88,33.88,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2019-11-10,34.42,34.42,34.42,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.39,34.39,34.39,0.0,0.0
2019-11-17,34.34,34.34,34.34,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2019-11-24,34.39,34.39,34.39,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2019-12-01,34.55,34.55,34.55,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2019-12-08,35.09,35.09,35.09,0.0,0.0,35.14,35.14,35.14,0.0,0.0,35.06,35.06,35.06,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2019-12-15,35.42,35.42,35.42,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2019-12-22,35.02,35.02,35.02,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2019-12-29,35.01,35.01,35.01,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.01,35.01,35.01,0.0,0.0,35.13,35.13,35.13,0.0,0.0
