Date,Vanguard Int Div Appreciation_Open_average,Vanguard Int Div Appreciation_Open_max,Vanguard Int Div Appreciation_Open_min,Vanguard Int Div Appreciation_Open_volatility,Vanguard Int Div Appreciation_Open_change,Vanguard Int Div Appreciation_High_average,Vanguard Int Div Appreciation_High_max,Vanguard Int Div Appreciation_High_min,Vanguard Int Div Appreciation_High_volatility,Vanguard Int Div Appreciation_High_change,Vanguard Int Div Appreciation_Low_average,Vanguard Int Div Appreciation_Low_max,Vanguard Int Div Appreciation_Low_min,Vanguard Int Div Appreciation_Low_volatility,Vanguard Int Div Appreciation_Low_change,Vanguard Int Div Appreciation_Close_average,Vanguard Int Div Appreciation_Close_max,Vanguard Int Div Appreciation_Close_min,Vanguard Int Div Appreciation_Close_volatility,Vanguard Int Div Appreciation_Close_change
2018-01-14,68.87,68.87,68.87,0.0,0.0,69.1,69.1,69.1,0.0,0.0,68.79,68.79,68.79,0.0,0.0,69.09,69.09,69.09,0.0,0.0
2018-01-21,69.92,69.92,69.92,0.0,0.0,69.92,69.92,69.92,0.0,0.0,69.56,69.56,69.56,0.0,0.0,69.65,69.65,69.65,0.0,0.0
2018-01-28,66.5,66.5,66.5,0.0,0.0,66.65,66.65,66.65,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.75,64.75,64.75,0.0,0.0
2018-02-04,64.15,64.15,64.15,0.0,0.0,64.76,64.76,64.76,0.0,0.0,63.92,63.92,63.92,0.0,0.0,64.59,64.59,64.59,0.0,0.0
2018-02-11,66.2,66.2,66.2,0.0,0.0,66.75,66.75,66.75,0.0,0.0,66.13,66.13,66.13,0.0,0.0,66.45,66.45,66.45,0.0,0.0
2018-02-18,66.31,66.31,66.31,0.0,0.0,66.83,66.83,66.83,0.0,0.0,66.28,66.28,66.28,0.0,0.0,66.75,66.75,66.75,0.0,0.0
2018-02-25,64.2,64.2,64.2,0.0,0.0,65.13,65.13,65.13,0.0,0.0,64.2,64.2,64.2,0.0,0.0,65.13,65.13,65.13,0.0,0.0
2018-03-04,66.11,66.11,66.11,0.0,0.0,66.33,66.33,66.33,0.0,0.0,66.01,66.01,66.01,0.0,0.0,66.29,66.29,66.29,0.0,0.0
2018-03-11,65.27,65.27,65.27,0.0,0.0,65.27,65.27,65.27,0.0,0.0,64.71,64.71,64.71,0.0,0.0,64.95,64.95,64.95,0.0,0.0
2018-03-18,63.76,63.76,63.76,0.0,0.0,64.34,64.34,64.34,0.0,0.0,63.4,63.4,63.4,0.0,0.0,64.22,64.22,64.22,0.0,0.0
2018-03-25,64.12,64.12,64.12,0.0,0.0,64.4,64.4,64.4,0.0,0.0,63.17,63.17,63.17,0.0,0.0,63.39,63.39,63.39,0.0,0.0
2018-04-01,65.18,65.18,65.18,0.0,0.0,65.47,65.47,65.47,0.0,0.0,64.83,64.83,64.83,0.0,0.0,65.04,65.04,65.04,0.0,0.0
2018-04-08,65.6,65.6,65.6,0.0,0.0,65.73,65.73,65.73,0.0,0.0,65.49,65.49,65.49,0.0,0.0,65.64,65.64,65.64,0.0,0.0
2018-04-15,65.48,65.48,65.48,0.0,0.0,65.48,65.48,65.48,0.0,0.0,64.85,64.85,64.85,0.0,0.0,64.92,64.92,64.92,0.0,0.0
2018-04-22,65.75,65.75,65.75,0.0,0.0,65.76,65.76,65.76,0.0,0.0,65.38,65.38,65.38,0.0,0.0,65.44,65.44,65.44,0.0,0.0
2018-04-29,65.53,65.53,65.53,0.0,0.0,65.7,65.7,65.7,0.0,0.0,65.39,65.39,65.39,0.0,0.0,65.39,65.39,65.39,0.0,0.0
2018-05-06,66.87,66.87,66.87,0.0,0.0,67.0,67.0,67.0,0.0,0.0,66.8,66.8,66.8,0.0,0.0,66.83,66.83,66.83,0.0,0.0
2018-05-13,66.54,66.54,66.54,0.0,0.0,66.79,66.79,66.79,0.0,0.0,66.54,66.54,66.54,0.0,0.0,66.75,66.75,66.75,0.0,0.0
2018-05-20,66.29,66.29,66.29,0.0,0.0,66.4,66.4,66.4,0.0,0.0,66.17,66.17,66.17,0.0,0.0,66.34,66.34,66.34,0.0,0.0
2018-05-27,66.66,66.66,66.66,0.0,0.0,66.87,66.87,66.87,0.0,0.0,66.63,66.63,66.63,0.0,0.0,66.64,66.64,66.64,0.0,0.0
2018-06-03,66.8,66.8,66.8,0.0,0.0,67.16,67.16,67.16,0.0,0.0,66.75,66.75,66.75,0.0,0.0,67.02,67.02,67.02,0.0,0.0
2018-06-10,65.88,65.88,65.88,0.0,0.0,66.02,66.02,66.02,0.0,0.0,65.53,65.53,65.53,0.0,0.0,65.94,65.94,65.94,0.0,0.0
2018-06-17,65.44,65.44,65.44,0.0,0.0,65.44,65.44,65.44,0.0,0.0,64.8,64.8,64.8,0.0,0.0,64.91,64.91,64.91,0.0,0.0
2018-06-24,63.95,63.95,63.95,0.0,0.0,64.2,64.2,64.2,0.0,0.0,63.7,63.7,63.7,0.0,0.0,64.09,64.09,64.09,0.0,0.0
2018-07-01,65.75,65.75,65.75,0.0,0.0,65.75,65.75,65.75,0.0,0.0,65.42,65.42,65.42,0.0,0.0,65.72,65.72,65.72,0.0,0.0
2018-07-08,65.8,65.8,65.8,0.0,0.0,65.91,65.91,65.91,0.0,0.0,65.75,65.75,65.75,0.0,0.0,65.88,65.88,65.88,0.0,0.0
2018-07-15,65.97,65.97,65.97,0.0,0.0,66.25,66.25,66.25,0.0,0.0,65.82,65.82,65.82,0.0,0.0,65.85,65.85,65.85,0.0,0.0
2018-07-22,66.79,66.79,66.79,0.0,0.0,66.96,66.96,66.96,0.0,0.0,66.3,66.3,66.3,0.0,0.0,66.3,66.3,66.3,0.0,0.0
2018-07-29,65.59,65.59,65.59,0.0,0.0,65.96,65.96,65.96,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.74,65.74,65.74,0.0,0.0
2018-08-05,64.68,64.68,64.68,0.0,0.0,64.68,64.68,64.68,0.0,0.0,64.21,64.21,64.21,0.0,0.0,64.44,64.44,64.44,0.0,0.0
2018-08-12,64.48,64.48,64.48,0.0,0.0,64.79,64.79,64.79,0.0,0.0,64.48,64.48,64.48,0.0,0.0,64.63,64.63,64.63,0.0,0.0
2018-08-19,65.89,65.89,65.89,0.0,0.0,66.65,66.65,66.65,0.0,0.0,65.89,65.89,65.89,0.0,0.0,66.53,66.53,66.53,0.0,0.0
2018-08-26,65.38,65.38,65.38,0.0,0.0,65.79,65.79,65.79,0.0,0.0,65.26,65.26,65.26,0.0,0.0,65.49,65.49,65.49,0.0,0.0
2018-09-02,63.4,63.4,63.4,0.0,0.0,63.58,63.58,63.58,0.0,0.0,63.22,63.22,63.22,0.0,0.0,63.29,63.29,63.29,0.0,0.0
2018-09-09,64.0,64.0,64.0,0.0,0.0,64.15,64.15,64.15,0.0,0.0,63.92,63.92,63.92,0.0,0.0,63.96,63.96,63.96,0.0,0.0
2018-09-16,64.58,64.58,64.58,0.0,0.0,65.0,65.0,65.0,0.0,0.0,64.56,64.56,64.56,0.0,0.0,64.56,64.56,64.56,0.0,0.0
2018-09-23,64.72,64.72,64.72,0.0,0.0,64.74,64.74,64.74,0.0,0.0,64.52,64.52,64.52,0.0,0.0,64.6,64.6,64.6,0.0,0.0
2018-09-30,61.41,61.41,61.41,0.0,0.0,61.8,61.8,61.8,0.0,0.0,61.39,61.39,61.39,0.0,0.0,61.77,61.77,61.77,0.0,0.0
2018-10-07,59.81,59.81,59.81,0.0,0.0,60.12,60.12,60.12,0.0,0.0,59.64,59.64,59.64,0.0,0.0,59.78,59.78,59.78,0.0,0.0
2018-10-14,59.9,59.9,59.9,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.27,59.27,59.27,0.0,0.0,59.41,59.41,59.41,0.0,0.0
2018-10-21,58.05,58.05,58.05,0.0,0.0,58.25,58.25,58.25,0.0,0.0,56.76,56.76,56.76,0.0,0.0,57.3,57.3,57.3,0.0,0.0
2018-10-28,59.56,59.56,59.56,0.0,0.0,59.89,59.89,59.89,0.0,0.0,59.53,59.53,59.53,0.0,0.0,59.63,59.63,59.63,0.0,0.0
2018-11-04,58.97,58.97,58.97,0.0,0.0,59.25,59.25,59.25,0.0,0.0,58.39,58.39,58.39,0.0,0.0,58.46,58.46,58.46,0.0,0.0
2018-11-11,59.77,59.77,59.77,0.0,0.0,59.93,59.93,59.93,0.0,0.0,59.25,59.25,59.25,0.0,0.0,59.45,59.45,59.45,0.0,0.0
2018-11-18,59.6,59.6,59.6,0.0,0.0,59.74,59.74,59.74,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.65,59.65,59.65,0.0,0.0
2018-11-25,61.13,61.13,61.13,0.0,0.0,61.22,61.22,61.22,0.0,0.0,60.73,60.73,60.73,0.0,0.0,61.03,61.03,61.03,0.0,0.0
2018-12-02,58.1,58.1,58.1,0.0,0.0,58.31,58.31,58.31,0.0,0.0,57.29,57.29,57.29,0.0,0.0,57.99,57.99,57.99,0.0,0.0
2018-12-09,58.0,58.0,58.0,0.0,0.0,58.15,58.15,58.15,0.0,0.0,57.39,57.39,57.39,0.0,0.0,57.5,57.5,57.5,0.0,0.0
2018-12-16,56.09,56.09,56.09,0.0,0.0,56.56,56.56,56.56,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.63,55.63,55.63,0.0,0.0
2018-12-23,57.55,57.55,57.55,0.0,0.0,58.0,58.0,58.0,0.0,0.0,57.41,57.41,57.41,0.0,0.0,57.6,57.6,57.6,0.0,0.0
2018-12-30,58.29,58.29,58.29,0.0,0.0,58.72,58.72,58.72,0.0,0.0,58.22,58.22,58.22,0.0,0.0,58.5,58.5,58.5,0.0,0.0
2019-01-06,59.01,59.01,59.01,0.0,0.0,59.32,59.32,59.32,0.0,0.0,58.89,58.89,58.89,0.0,0.0,59.0,59.0,59.0,0.0,0.0
2019-01-13,60.36,60.36,60.36,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.19,60.19,60.19,0.0,0.0,60.33,60.33,60.33,0.0,0.0
2019-01-20,60.2,60.2,60.2,0.0,0.0,60.44,60.44,60.44,0.0,0.0,60.06,60.06,60.06,0.0,0.0,60.44,60.44,60.44,0.0,0.0
2019-01-27,61.5,61.5,61.5,0.0,0.0,61.72,61.72,61.72,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.66,61.66,61.66,0.0,0.0
2019-02-03,61.5,61.5,61.5,0.0,0.0,61.5,61.5,61.5,0.0,0.0,61.18,61.18,61.18,0.0,0.0,61.24,61.24,61.24,0.0,0.0
2019-02-10,61.99,61.99,61.99,0.0,0.0,62.16,62.16,62.16,0.0,0.0,61.86,61.86,61.86,0.0,0.0,62.13,62.13,62.13,0.0,0.0
2019-02-17,63.26,63.26,63.26,0.0,0.0,63.3,63.3,63.3,0.0,0.0,63.07,63.07,63.07,0.0,0.0,63.12,63.12,63.12,0.0,0.0
2019-02-24,63.34,63.34,63.34,0.0,0.0,63.34,63.34,63.34,0.0,0.0,62.73,62.73,62.73,0.0,0.0,62.99,62.99,62.99,0.0,0.0
2019-03-03,62.59,62.59,62.59,0.0,0.0,63.2,63.2,63.2,0.0,0.0,62.59,62.59,62.59,0.0,0.0,63.14,63.14,63.14,0.0,0.0
2019-03-10,64.66,64.66,64.66,0.0,0.0,64.75,64.75,64.75,0.0,0.0,64.49,64.49,64.49,0.0,0.0,64.75,64.75,64.75,0.0,0.0
2019-03-17,63.71,63.71,63.71,0.0,0.0,63.87,63.87,63.87,0.0,0.0,63.59,63.59,63.59,0.0,0.0,63.85,63.85,63.85,0.0,0.0
2019-03-24,65.06,65.06,65.06,0.0,0.0,65.36,65.36,65.36,0.0,0.0,65.05,65.05,65.05,0.0,0.0,65.28,65.28,65.28,0.0,0.0
2019-03-31,65.77,65.77,65.77,0.0,0.0,65.77,65.77,65.77,0.0,0.0,65.51,65.51,65.51,0.0,0.0,65.73,65.73,65.73,0.0,0.0
2019-04-07,65.87,65.87,65.87,0.0,0.0,65.88,65.88,65.88,0.0,0.0,65.76,65.76,65.76,0.0,0.0,65.86,65.86,65.86,0.0,0.0
2019-04-14,65.82,65.82,65.82,0.0,0.0,65.87,65.87,65.87,0.0,0.0,65.7,65.7,65.7,0.0,0.0,65.84,65.84,65.84,0.0,0.0
2019-04-21,66.33,66.33,66.33,0.0,0.0,66.51,66.51,66.51,0.0,0.0,66.25,66.25,66.25,0.0,0.0,66.48,66.48,66.48,0.0,0.0
