Date,VanEck Pref Secs ex FinlsEtf_Open_average,VanEck Pref Secs ex FinlsEtf_Open_max,VanEck Pref Secs ex FinlsEtf_Open_min,VanEck Pref Secs ex FinlsEtf_Open_volatility,VanEck Pref Secs ex FinlsEtf_Open_change,VanEck Pref Secs ex FinlsEtf_High_average,VanEck Pref Secs ex FinlsEtf_High_max,VanEck Pref Secs ex FinlsEtf_High_min,VanEck Pref Secs ex FinlsEtf_High_volatility,VanEck Pref Secs ex FinlsEtf_High_change,VanEck Pref Secs ex FinlsEtf_Low_average,VanEck Pref Secs ex FinlsEtf_Low_max,VanEck Pref Secs ex FinlsEtf_Low_min,VanEck Pref Secs ex FinlsEtf_Low_volatility,VanEck Pref Secs ex FinlsEtf_Low_change,VanEck Pref Secs ex FinlsEtf_Close_average,VanEck Pref Secs ex FinlsEtf_Close_max,VanEck Pref Secs ex FinlsEtf_Close_min,VanEck Pref Secs ex FinlsEtf_Close_volatility,VanEck Pref Secs ex FinlsEtf_Close_change
2018-06-03,19.35,19.35,19.35,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.33,19.33,19.33,0.0,0.0
2018-06-10,19.35,19.35,19.35,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.39,19.39,19.39,0.0,0.0
2018-06-17,19.34,19.34,19.34,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.5,19.5,19.5,0.0,0.0
2018-06-24,19.51,19.51,19.51,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.59,19.59,19.59,0.0,0.0
2018-07-01,19.67,19.67,19.67,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2018-07-08,19.72,19.72,19.72,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.66,19.66,19.66,0.0,0.0
2018-07-15,19.64,19.64,19.64,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.57,19.57,19.57,0.0,0.0,19.65,19.65,19.65,0.0,0.0
2018-07-22,19.57,19.57,19.57,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2018-07-29,19.37,19.37,19.37,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2018-08-05,19.45,19.45,19.45,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2018-08-12,19.45,19.45,19.45,0.0,0.0,19.54,19.54,19.54,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.52,19.52,19.52,0.0,0.0
2018-08-19,19.63,19.63,19.63,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.67,19.67,19.67,0.0,0.0
2018-08-26,19.76,19.76,19.76,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2018-09-02,19.54,19.54,19.54,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.48,19.48,19.48,0.0,0.0
2018-09-09,19.62,19.62,19.62,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.54,19.54,19.54,0.0,0.0,19.6,19.6,19.6,0.0,0.0
2018-09-16,19.47,19.47,19.47,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.48,19.48,19.48,0.0,0.0
2018-09-23,19.35,19.35,19.35,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2018-09-30,18.79,18.79,18.79,0.0,0.0,19.01,19.01,19.01,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.87,18.87,18.87,0.0,0.0
2018-10-07,18.69,18.69,18.69,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.75,18.75,18.75,0.0,0.0
2018-10-14,18.75,18.75,18.75,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.8,18.8,18.8,0.0,0.0
2018-10-21,18.7,18.7,18.7,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.7,18.7,18.7,0.0,0.0
2018-10-28,18.62,18.62,18.62,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.59,18.59,18.59,0.0,0.0
2018-11-04,18.81,18.81,18.81,0.0,0.0,18.84,18.84,18.84,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.8,18.8,18.8,0.0,0.0
2018-11-11,18.56,18.56,18.56,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.7,18.7,18.7,0.0,0.0
2018-11-18,18.47,18.47,18.47,0.0,0.0,18.47,18.47,18.47,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.46,18.46,18.46,0.0,0.0
2018-11-25,18.41,18.41,18.41,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.37,18.37,18.37,0.0,0.0
2018-12-02,18.11,18.11,18.11,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.06,18.06,18.06,0.0,0.0,18.17,18.17,18.17,0.0,0.0
2018-12-09,18.05,18.05,18.05,0.0,0.0,18.13,18.13,18.13,0.0,0.0,18.05,18.05,18.05,0.0,0.0,18.05,18.05,18.05,0.0,0.0
2018-12-16,17.59,17.59,17.59,0.0,0.0,17.62,17.62,17.62,0.0,0.0,17.46,17.46,17.46,0.0,0.0,17.5,17.5,17.5,0.0,0.0
2018-12-23,17.36,17.36,17.36,0.0,0.0,17.64,17.64,17.64,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.64,17.64,17.64,0.0,0.0
2018-12-30,18.02,18.02,18.02,0.0,0.0,18.15,18.15,18.15,0.0,0.0,17.96,17.96,17.96,0.0,0.0,18.15,18.15,18.15,0.0,0.0
2019-01-06,18.4,18.4,18.4,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.51,18.51,18.51,0.0,0.0
2019-01-13,18.57,18.57,18.57,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.55,18.55,18.55,0.0,0.0
2019-01-20,18.66,18.66,18.66,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.69,18.69,18.69,0.0,0.0
2019-01-27,18.99,18.99,18.99,0.0,0.0,19.03,19.03,19.03,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.9,18.9,18.9,0.0,0.0
2019-02-03,18.82,18.82,18.82,0.0,0.0,18.92,18.92,18.92,0.0,0.0,18.78,18.78,18.78,0.0,0.0,18.9,18.9,18.9,0.0,0.0
2019-02-10,19.12,19.12,19.12,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.08,19.08,19.08,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2019-02-17,19.21,19.21,19.21,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.26,19.26,19.26,0.0,0.0
2019-02-24,19.23,19.23,19.23,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.23,19.23,19.23,0.0,0.0
2019-03-03,19.15,19.15,19.15,0.0,0.0,19.21,19.21,19.21,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.21,19.21,19.21,0.0,0.0
2019-03-10,19.34,19.34,19.34,0.0,0.0,19.38,19.38,19.38,0.0,0.0,19.32,19.32,19.32,0.0,0.0,19.35,19.35,19.35,0.0,0.0
2019-03-17,19.37,19.37,19.37,0.0,0.0,19.38,19.38,19.38,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.37,19.37,19.37,0.0,0.0
2019-03-24,19.42,19.42,19.42,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.41,19.41,19.41,0.0,0.0
2019-03-31,19.48,19.48,19.48,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.48,19.48,19.48,0.0,0.0
2019-04-07,19.43,19.43,19.43,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.43,19.43,19.43,0.0,0.0
2019-04-14,19.34,19.34,19.34,0.0,0.0,19.38,19.38,19.38,0.0,0.0,19.32,19.32,19.32,0.0,0.0,19.34,19.34,19.34,0.0,0.0
2019-04-21,19.33,19.33,19.33,0.0,0.0,19.38,19.38,19.38,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2019-04-28,19.34,19.34,19.34,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.36,19.36,19.36,0.0,0.0
2019-05-05,19.29,19.29,19.29,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.32,19.32,19.32,0.0,0.0
2019-05-12,19.44,19.44,19.44,0.0,0.0,19.48,19.48,19.48,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2019-05-19,19.5,19.5,19.5,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.52,19.52,19.52,0.0,0.0
2019-05-26,19.42,19.42,19.42,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2019-06-02,19.53,19.53,19.53,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.53,19.53,19.53,0.0,0.0
2019-06-09,19.58,19.58,19.58,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2019-06-16,19.77,19.77,19.77,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.77,19.77,19.77,0.0,0.0
2019-06-23,19.75,19.75,19.75,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.78,19.78,19.78,0.0,0.0
2019-06-30,19.76,19.76,19.76,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.71,19.71,19.71,0.0,0.0
2019-07-07,19.8,19.8,19.8,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2019-07-14,19.96,19.96,19.96,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.94,19.94,19.94,0.0,0.0
2019-07-21,19.99,19.99,19.99,0.0,0.0,20.04,20.04,20.04,0.0,0.0,19.98,19.98,19.98,0.0,0.0,20.03,20.03,20.03,0.0,0.0
2019-07-28,20.0,20.0,20.0,0.0,0.0,20.02,20.02,20.02,0.0,0.0,19.93,19.93,19.93,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2019-08-04,19.84,19.84,19.84,0.0,0.0,19.91,19.91,19.91,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.9,19.9,19.9,0.0,0.0
2019-08-11,20.04,20.04,20.04,0.0,0.0,20.07,20.07,20.07,0.0,0.0,19.98,19.98,19.98,0.0,0.0,20.01,20.01,20.01,0.0,0.0
2019-08-18,20.13,20.13,20.13,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.06,20.06,20.06,0.0,0.0
2019-08-25,20.18,20.18,20.18,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.16,20.16,20.16,0.0,0.0
2019-09-01,20.15,20.15,20.15,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.18,20.18,20.18,0.0,0.0
2019-09-08,20.07,20.07,20.07,0.0,0.0,20.07,20.07,20.07,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.9,19.9,19.9,0.0,0.0
2019-09-15,20.14,20.14,20.14,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.16,20.16,20.16,0.0,0.0
2019-09-22,20.2,20.2,20.2,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.2,20.2,20.2,0.0,0.0
2019-09-29,20.06,20.06,20.06,0.0,0.0,20.16,20.16,20.16,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.12,20.12,20.12,0.0,0.0
2019-10-06,20.12,20.12,20.12,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.14,20.14,20.14,0.0,0.0
2019-10-13,20.27,20.27,20.27,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2019-10-20,20.29,20.29,20.29,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2019-10-27,20.11,20.11,20.11,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.16,20.16,20.16,0.0,0.0
2019-11-03,19.95,19.95,19.95,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.94,19.94,19.94,0.0,0.0
2019-11-10,20.07,20.07,20.07,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.08,20.08,20.08,0.0,0.0
2019-11-17,20.05,20.05,20.05,0.0,0.0,20.08,20.08,20.08,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.05,20.05,20.05,0.0,0.0
2019-11-24,20.09,20.09,20.09,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2019-12-01,19.82,19.82,19.82,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2019-12-08,19.98,19.98,19.98,0.0,0.0,20.11,20.11,20.11,0.0,0.0,19.96,19.96,19.96,0.0,0.0,20.09,20.09,20.09,0.0,0.0
2019-12-15,20.23,20.23,20.23,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.29,20.29,20.29,0.0,0.0
2019-12-22,20.32,20.32,20.32,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.37,20.37,20.37,0.0,0.0
2019-12-29,20.27,20.27,20.27,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.34,20.34,20.34,0.0,0.0
