Date,First Trust Nasdaq Oil & Gas_Open_average,First Trust Nasdaq Oil & Gas_Open_max,First Trust Nasdaq Oil & Gas_Open_min,First Trust Nasdaq Oil & Gas_Open_volatility,First Trust Nasdaq Oil & Gas_Open_change,First Trust Nasdaq Oil & Gas_High_average,First Trust Nasdaq Oil & Gas_High_max,First Trust Nasdaq Oil & Gas_High_min,First Trust Nasdaq Oil & Gas_High_volatility,First Trust Nasdaq Oil & Gas_High_change,First Trust Nasdaq Oil & Gas_Low_average,First Trust Nasdaq Oil & Gas_Low_max,First Trust Nasdaq Oil & Gas_Low_min,First Trust Nasdaq Oil & Gas_Low_volatility,First Trust Nasdaq Oil & Gas_Low_change,First Trust Nasdaq Oil & Gas_Close_average,First Trust Nasdaq Oil & Gas_Close_max,First Trust Nasdaq Oil & Gas_Close_min,First Trust Nasdaq Oil & Gas_Close_volatility,First Trust Nasdaq Oil & Gas_Close_change
2018-05-20,24.33,24.33,24.33,0.0,0.0,24.38,24.38,24.38,0.0,0.0,23.67,23.67,23.67,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2018-05-27,25.37,25.37,25.37,0.0,0.0,25.47,25.47,25.47,0.0,0.0,24.9,24.9,24.9,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2018-06-03,24.98,24.98,24.98,0.0,0.0,25.44,25.44,25.44,0.0,0.0,24.98,24.98,24.98,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-06-10,24.38,24.38,24.38,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2018-06-17,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0,23.94,23.94,23.94,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2018-06-24,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2018-07-01,24.96,24.96,24.96,0.0,0.0,25.35,25.35,25.35,0.0,0.0,24.96,24.96,24.96,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2018-07-08,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0,23.88,23.88,23.88,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2018-07-15,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2018-07-22,25.24,25.24,25.24,0.0,0.0,25.24,25.24,25.24,0.0,0.0,24.94,24.94,24.94,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2018-07-29,24.55,24.55,24.55,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.61,24.61,24.61,0.0,0.0
2018-08-05,24.37,24.37,24.37,0.0,0.0,24.58,24.58,24.58,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0
2018-08-12,23.1,23.1,23.1,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2018-08-19,24.93,24.93,24.93,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2018-08-26,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2018-09-02,24.27,24.27,24.27,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2018-09-09,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2018-09-16,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0,24.87,24.87,24.87,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2018-09-23,25.47,25.47,25.47,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2018-09-30,25.46,25.46,25.46,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2018-10-07,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2018-10-14,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.74,22.74,22.74,0.0,0.0
2018-10-21,21.16,21.16,21.16,0.0,0.0,21.25,21.25,21.25,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.61,20.61,20.61,0.0,0.0
2018-10-28,21.3,21.3,21.3,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2018-11-04,20.93,20.93,20.93,0.0,0.0,21.03,21.03,21.03,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.79,20.79,20.79,0.0,0.0
2018-11-11,20.36,20.36,20.36,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.32,20.32,20.32,0.0,0.0
2018-11-18,19.27,19.27,19.27,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2018-11-25,20.21,20.21,20.21,0.0,0.0,20.21,20.21,20.21,0.0,0.0,19.9,19.9,19.9,0.0,0.0,20.04,20.04,20.04,0.0,0.0
2018-12-02,18.55,18.55,18.55,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.14,18.14,18.14,0.0,0.0,18.42,18.42,18.42,0.0,0.0
2018-12-09,17.82,17.82,17.82,0.0,0.0,17.99,17.99,17.99,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.54,17.54,17.54,0.0,0.0
2018-12-16,15.78,15.78,15.78,0.0,0.0,15.86,15.86,15.86,0.0,0.0,15.56,15.56,15.56,0.0,0.0,15.61,15.61,15.61,0.0,0.0
2018-12-23,16.63,16.63,16.63,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.26,16.26,16.26,0.0,0.0,16.4,16.4,16.4,0.0,0.0
2018-12-30,17.37,17.37,17.37,0.0,0.0,17.84,17.84,17.84,0.0,0.0,17.37,17.37,17.37,0.0,0.0,17.67,17.67,17.67,0.0,0.0
2019-01-06,17.92,17.92,17.92,0.0,0.0,18.3,18.3,18.3,0.0,0.0,17.92,17.92,17.92,0.0,0.0,18.2,18.2,18.2,0.0,0.0
2019-01-13,18.7,18.7,18.7,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.81,18.81,18.81,0.0,0.0
2019-01-20,18.19,18.19,18.19,0.0,0.0,18.28,18.28,18.28,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.24,18.24,18.24,0.0,0.0
2019-01-27,18.76,18.76,18.76,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.88,18.88,18.88,0.0,0.0
2019-02-03,18.01,18.01,18.01,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.01,18.01,18.01,0.0,0.0,18.15,18.15,18.15,0.0,0.0
2019-02-10,19.08,19.08,19.08,0.0,0.0,19.12,19.12,19.12,0.0,0.0,18.95,18.95,18.95,0.0,0.0,19.1,19.1,19.1,0.0,0.0
2019-02-17,18.93,18.93,18.93,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.95,18.95,18.95,0.0,0.0
2019-02-24,18.99,18.99,18.99,0.0,0.0,19.02,19.02,19.02,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.88,18.88,18.88,0.0,0.0
2019-03-03,18.33,18.33,18.33,0.0,0.0,18.33,18.33,18.33,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.29,18.29,18.29,0.0,0.0
2019-03-10,19.0,19.0,19.0,0.0,0.0,19.05,19.05,19.05,0.0,0.0,18.97,18.97,18.97,0.0,0.0,19.05,19.05,19.05,0.0,0.0
2019-03-17,18.61,18.61,18.61,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.66,18.66,18.66,0.0,0.0
2019-03-24,19.07,19.07,19.07,0.0,0.0,19.1,19.1,19.1,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.09,19.09,19.09,0.0,0.0
2019-03-31,19.42,19.42,19.42,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2019-04-07,19.13,19.13,19.13,0.0,0.0,19.17,19.17,19.17,0.0,0.0,18.97,18.97,18.97,0.0,0.0,19.08,19.08,19.08,0.0,0.0
2019-04-14,19.0,19.0,19.0,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.19,19.19,19.19,0.0,0.0
2019-04-21,18.55,18.55,18.55,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.59,18.59,18.59,0.0,0.0
2019-04-28,17.9,17.9,17.9,0.0,0.0,18.02,18.02,18.02,0.0,0.0,17.9,17.9,17.9,0.0,0.0,18.02,18.02,18.02,0.0,0.0
2019-05-05,17.85,17.85,17.85,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.76,17.76,17.76,0.0,0.0
2019-05-12,17.91,17.91,17.91,0.0,0.0,17.93,17.93,17.93,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.85,17.85,17.85,0.0,0.0
2019-05-19,17.16,17.16,17.16,0.0,0.0,17.18,17.18,17.18,0.0,0.0,17.12,17.12,17.12,0.0,0.0,17.18,17.18,17.18,0.0,0.0
2019-05-26,16.64,16.64,16.64,0.0,0.0,16.73,16.73,16.73,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.73,16.73,16.73,0.0,0.0
2019-06-02,17.2,17.2,17.2,0.0,0.0,17.27,17.27,17.27,0.0,0.0,17.08,17.08,17.08,0.0,0.0,17.11,17.11,17.11,0.0,0.0
2019-06-09,16.76,16.76,16.76,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.76,16.76,16.76,0.0,0.0,16.86,16.86,16.86,0.0,0.0
2019-06-16,17.34,17.34,17.34,0.0,0.0,17.34,17.34,17.34,0.0,0.0,17.27,17.27,17.27,0.0,0.0,17.31,17.31,17.31,0.0,0.0
2019-06-23,17.69,17.69,17.69,0.0,0.0,17.79,17.79,17.79,0.0,0.0,17.57,17.57,17.57,0.0,0.0,17.57,17.57,17.57,0.0,0.0
2019-06-30,17.37,17.37,17.37,0.0,0.0,17.47,17.47,17.47,0.0,0.0,17.37,17.37,17.37,0.0,0.0,17.47,17.47,17.47,0.0,0.0
2019-07-07,17.49,17.49,17.49,0.0,0.0,17.49,17.49,17.49,0.0,0.0,17.49,17.49,17.49,0.0,0.0,17.49,17.49,17.49,0.0,0.0
2019-07-14,16.85,16.85,16.85,0.0,0.0,16.91,16.91,16.91,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.91,16.91,16.91,0.0,0.0
2019-07-21,16.36,16.36,16.36,0.0,0.0,16.46,16.46,16.46,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.46,16.46,16.46,0.0,0.0
2019-07-28,15.82,15.82,15.82,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.76,15.76,15.76,0.0,0.0
2019-08-04,15.58,15.58,15.58,0.0,0.0,15.58,15.58,15.58,0.0,0.0,15.54,15.54,15.54,0.0,0.0,15.54,15.54,15.54,0.0,0.0
2019-08-11,15.38,15.38,15.38,0.0,0.0,15.56,15.56,15.56,0.0,0.0,15.38,15.38,15.38,0.0,0.0,15.56,15.56,15.56,0.0,0.0
2019-08-18,14.94,14.94,14.94,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.91,14.91,14.91,0.0,0.0,15.0,15.0,15.0,0.0,0.0
2019-08-25,15.27,15.27,15.27,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.2,15.2,15.2,0.0,0.0
2019-09-01,15.97,15.97,15.97,0.0,0.0,16.17,16.17,16.17,0.0,0.0,15.97,15.97,15.97,0.0,0.0,16.17,16.17,16.17,0.0,0.0
2019-09-08,17.17,17.17,17.17,0.0,0.0,17.24,17.24,17.24,0.0,0.0,16.95,16.95,16.95,0.0,0.0,17.2,17.2,17.2,0.0,0.0
2019-09-15,16.65,16.65,16.65,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.66,16.66,16.66,0.0,0.0
2019-09-22,16.15,16.15,16.15,0.0,0.0,16.18,16.18,16.18,0.0,0.0,16.08,16.08,16.08,0.0,0.0,16.08,16.08,16.08,0.0,0.0
2019-09-29,15.57,15.57,15.57,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.46,15.46,15.46,0.0,0.0
2019-10-06,15.4,15.4,15.4,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.4,15.4,15.4,0.0,0.0
2019-10-13,15.45,15.45,15.45,0.0,0.0,15.53,15.53,15.53,0.0,0.0,15.45,15.45,15.45,0.0,0.0,15.53,15.53,15.53,0.0,0.0
2019-10-20,16.22,16.22,16.22,0.0,0.0,16.22,16.22,16.22,0.0,0.0,15.95,15.95,15.95,0.0,0.0,15.95,15.95,15.95,0.0,0.0
2019-10-27,16.25,16.25,16.25,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.47,16.47,16.47,0.0,0.0
2019-11-03,16.26,16.26,16.26,0.0,0.0,16.28,16.28,16.28,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.27,16.27,16.27,0.0,0.0
2019-11-10,15.92,15.92,15.92,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.84,15.84,15.84,0.0,0.0,15.85,15.85,15.85,0.0,0.0
2019-11-17,15.88,15.88,15.88,0.0,0.0,15.95,15.95,15.95,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.88,15.88,15.88,0.0,0.0
2019-11-24,15.72,15.72,15.72,0.0,0.0,15.72,15.72,15.72,0.0,0.0,15.57,15.57,15.57,0.0,0.0,15.57,15.57,15.57,0.0,0.0
2019-12-01,15.59,15.59,15.59,0.0,0.0,15.59,15.59,15.59,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.57,15.57,15.57,0.0,0.0
2019-12-08,16.18,16.18,16.18,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.2,16.2,16.2,0.0,0.0
2019-12-15,16.52,16.52,16.52,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.66,16.66,16.66,0.0,0.0
2019-12-22,16.56,16.56,16.56,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.39,16.39,16.39,0.0,0.0,16.39,16.39,16.39,0.0,0.0
2019-12-29,16.48,16.48,16.48,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.5,16.5,16.5,0.0,0.0
