Date,ProShares UltraPro MidCap400_etf_Open_average,ProShares UltraPro MidCap400_etf_Open_max,ProShares UltraPro MidCap400_etf_Open_min,ProShares UltraPro MidCap400_etf_Open_volatility,ProShares UltraPro MidCap400_etf_Open_change,ProShares UltraPro MidCap400_etf_High_average,ProShares UltraPro MidCap400_etf_High_max,ProShares UltraPro MidCap400_etf_High_min,ProShares UltraPro MidCap400_etf_High_volatility,ProShares UltraPro MidCap400_etf_High_change,ProShares UltraPro MidCap400_etf_Low_average,ProShares UltraPro MidCap400_etf_Low_max,ProShares UltraPro MidCap400_etf_Low_min,ProShares UltraPro MidCap400_etf_Low_volatility,ProShares UltraPro MidCap400_etf_Low_change,ProShares UltraPro MidCap400_etf_Close_average,ProShares UltraPro MidCap400_etf_Close_max,ProShares UltraPro MidCap400_etf_Close_min,ProShares UltraPro MidCap400_etf_Close_volatility,ProShares UltraPro MidCap400_etf_Close_change
2018-04-22,110.07,110.07,110.07,0.0,0.0,110.74,110.74,110.74,0.0,0.0,108.71,108.71,108.71,0.0,0.0,110.46,110.46,110.46,0.0,0.0
2018-04-29,106.4,106.4,106.4,0.0,0.0,110.25,110.25,110.25,0.0,0.0,106.4,106.4,106.4,0.0,0.0,110.25,110.25,110.25,0.0,0.0
2018-05-06,117.9,117.9,117.9,0.0,0.0,117.97,117.97,117.97,0.0,0.0,117.7,117.7,117.7,0.0,0.0,117.97,117.97,117.97,0.0,0.0
2018-05-13,119.37,119.37,119.37,0.0,0.0,119.37,119.37,119.37,0.0,0.0,118.97,118.97,118.97,0.0,0.0,118.97,118.97,118.97,0.0,0.0
2018-05-20,119.6,119.6,119.6,0.0,0.0,119.6,119.6,119.6,0.0,0.0,118.8,118.8,118.8,0.0,0.0,119.34,119.34,119.34,0.0,0.0
2018-05-27,124.0,124.0,124.0,0.0,0.0,124.0,124.0,124.0,0.0,0.0,121.31,121.31,121.31,0.0,0.0,121.54,121.54,121.54,0.0,0.0
2018-06-03,128.15,128.15,128.15,0.0,0.0,129.2,129.2,129.2,0.0,0.0,126.57,126.57,126.57,0.0,0.0,129.2,129.2,129.2,0.0,0.0
2018-06-10,125.51,125.51,125.51,0.0,0.0,127.8,127.8,127.8,0.0,0.0,125.47,125.47,125.47,0.0,0.0,127.75,127.75,127.75,0.0,0.0
2018-06-17,128.84,128.84,128.84,0.0,0.0,128.98,128.98,128.98,0.0,0.0,128.45,128.45,128.45,0.0,0.0,128.98,128.98,128.98,0.0,0.0
2018-06-24,121.95,121.95,121.95,0.0,0.0,122.5,122.5,122.5,0.0,0.0,121.87,121.87,121.87,0.0,0.0,121.87,121.87,121.87,0.0,0.0
2018-07-01,123.0,123.0,123.0,0.0,0.0,127.11,127.11,127.11,0.0,0.0,123.0,123.0,123.0,0.0,0.0,127.02,127.02,127.02,0.0,0.0
2018-07-08,128.0,128.0,128.0,0.0,0.0,128.67,128.67,128.67,0.0,0.0,128.0,128.0,128.0,0.0,0.0,128.67,128.67,128.67,0.0,0.0
2018-07-15,130.21,130.21,130.21,0.0,0.0,130.21,130.21,130.21,0.0,0.0,127.96,127.96,127.96,0.0,0.0,129.03,129.03,129.03,0.0,0.0
2018-07-22,126.37,126.37,126.37,0.0,0.0,126.37,126.37,126.37,0.0,0.0,122.35,122.35,122.35,0.0,0.0,123.53,123.53,123.53,0.0,0.0
2018-07-29,128.0,128.0,128.0,0.0,0.0,128.0,128.0,128.0,0.0,0.0,128.0,128.0,128.0,0.0,0.0,128.0,128.0,128.0,0.0,0.0
2018-08-05,128.31,128.31,128.31,0.0,0.0,129.36,129.36,129.36,0.0,0.0,127.59,127.59,127.59,0.0,0.0,128.04,128.04,128.04,0.0,0.0
2018-08-12,128.34,128.34,128.34,0.0,0.0,130.34,130.34,130.34,0.0,0.0,128.34,128.34,128.34,0.0,0.0,130.34,130.34,130.34,0.0,0.0
2018-08-19,134.78,134.78,134.78,0.0,0.0,135.24,135.24,135.24,0.0,0.0,134.36,134.36,134.36,0.0,0.0,135.22,135.22,135.22,0.0,0.0
2018-08-26,136.07,136.07,136.07,0.0,0.0,136.61,136.61,136.61,0.0,0.0,135.06,135.06,135.06,0.0,0.0,136.61,136.61,136.61,0.0,0.0
2018-09-02,132.81,132.81,132.81,0.0,0.0,132.81,132.81,132.81,0.0,0.0,132.59,132.59,132.59,0.0,0.0,132.59,132.59,132.59,0.0,0.0
2018-09-09,137.28,137.28,137.28,0.0,0.0,137.28,137.28,137.28,0.0,0.0,137.28,137.28,137.28,0.0,0.0,137.28,137.28,137.28,0.0,0.0
2018-09-16,136.87,136.87,136.87,0.0,0.0,138.31,138.31,138.31,0.0,0.0,135.94,135.94,135.94,0.0,0.0,135.94,135.94,135.94,0.0,0.0
2018-09-23,129.18,129.18,129.18,0.0,0.0,131.49,131.49,131.49,0.0,0.0,129.18,129.18,129.18,0.0,0.0,131.49,131.49,131.49,0.0,0.0
2018-09-30,125.19,125.19,125.19,0.0,0.0,125.19,125.19,125.19,0.0,0.0,120.74,120.74,120.74,0.0,0.0,121.35,121.35,121.35,0.0,0.0
2018-10-07,108.11,108.11,108.11,0.0,0.0,108.13,108.13,108.13,0.0,0.0,101.82,101.82,101.82,0.0,0.0,102.91,102.91,102.91,0.0,0.0
2018-10-14,107.0,107.0,107.0,0.0,0.0,107.0,107.0,107.0,0.0,0.0,105.98,105.98,105.98,0.0,0.0,105.98,105.98,105.98,0.0,0.0
2018-10-21,89.6,89.6,89.6,0.0,0.0,91.37,91.37,91.37,0.0,0.0,88.0,88.0,88.0,0.0,0.0,91.33,91.33,91.33,0.0,0.0
2018-10-28,102.69,102.69,102.69,0.0,0.0,103.04,103.04,103.04,0.0,0.0,99.61,99.61,99.61,0.0,0.0,101.25,101.25,101.25,0.0,0.0
2018-11-04,104.81,104.81,104.81,0.0,0.0,105.6,105.6,105.6,0.0,0.0,103.1,103.1,103.1,0.0,0.0,105.29,105.29,105.29,0.0,0.0
2018-11-11,99.24,99.24,99.24,0.0,0.0,102.36,102.36,102.36,0.0,0.0,99.24,99.24,99.24,0.0,0.0,101.95,101.95,101.95,0.0,0.0
2018-11-18,92.61,92.61,92.61,0.0,0.0,96.65,96.65,96.65,0.0,0.0,92.61,92.61,92.61,0.0,0.0,96.65,96.65,96.65,0.0,0.0
2018-11-25,101.4,101.4,101.4,0.0,0.0,103.46,103.46,103.46,0.0,0.0,101.4,101.4,101.4,0.0,0.0,103.46,103.46,103.46,0.0,0.0
2018-12-02,92.89,92.89,92.89,0.0,0.0,93.3,93.3,93.3,0.0,0.0,86.44,86.44,86.44,0.0,0.0,87.76,87.76,87.76,0.0,0.0
2018-12-09,83.5,83.5,83.5,0.0,0.0,84.09,84.09,84.09,0.0,0.0,80.0,80.0,80.0,0.0,0.0,80.48,80.48,80.48,0.0,0.0
2018-12-16,69.19,69.19,69.19,0.0,0.0,70.41,70.41,70.41,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.5,64.5,64.5,0.0,0.0
2018-12-23,68.04,68.04,68.04,0.0,0.0,69.55,69.55,69.55,0.0,0.0,67.31,67.31,67.31,0.0,0.0,67.84,67.84,67.84,0.0,0.0
2018-12-30,69.57,69.57,69.57,0.0,0.0,72.55,72.55,72.55,0.0,0.0,69.57,69.57,69.57,0.0,0.0,72.49,72.49,72.49,0.0,0.0
2019-01-06,81.69,81.69,81.69,0.0,0.0,83.06,83.06,83.06,0.0,0.0,81.48,81.48,81.48,0.0,0.0,82.93,82.93,82.93,0.0,0.0
2019-01-13,88.61,88.61,88.61,0.0,0.0,91.03,91.03,91.03,0.0,0.0,88.23,88.23,88.23,0.0,0.0,90.55,90.55,90.55,0.0,0.0
2019-01-20,90.92,90.92,90.92,0.0,0.0,91.17,91.17,91.17,0.0,0.0,90.39,90.39,90.39,0.0,0.0,90.64,90.64,90.64,0.0,0.0
2019-01-27,92.88,92.88,92.88,0.0,0.0,94.14,94.14,94.14,0.0,0.0,92.88,92.88,92.88,0.0,0.0,94.0,94.0,94.0,0.0,0.0
2019-02-03,94.49,94.49,94.49,0.0,0.0,95.7,95.7,95.7,0.0,0.0,93.82,93.82,93.82,0.0,0.0,95.7,95.7,95.7,0.0,0.0
2019-02-10,103.22,103.22,103.22,0.0,0.0,105.17,105.17,105.17,0.0,0.0,103.22,103.22,103.22,0.0,0.0,105.17,105.17,105.17,0.0,0.0
2019-02-17,107.19,107.19,107.19,0.0,0.0,108.6,108.6,108.6,0.0,0.0,107.19,107.19,107.19,0.0,0.0,108.6,108.6,108.6,0.0,0.0
2019-02-24,105.1,105.1,105.1,0.0,0.0,107.32,107.32,107.32,0.0,0.0,105.1,105.1,105.1,0.0,0.0,107.32,107.32,107.32,0.0,0.0
2019-03-03,95.36,95.36,95.36,0.0,0.0,96.59,96.59,96.59,0.0,0.0,95.07,95.07,95.07,0.0,0.0,96.59,96.59,96.59,0.0,0.0
2019-03-10,102.94,102.94,102.94,0.0,0.0,103.0,103.0,103.0,0.0,0.0,101.55,101.55,101.55,0.0,0.0,101.61,101.61,101.61,0.0,0.0
2019-03-17,101.98,101.98,101.98,0.0,0.0,101.98,101.98,101.98,0.0,0.0,95.06,95.06,95.06,0.0,0.0,95.06,95.06,95.06,0.0,0.0
2019-03-24,102.68,102.68,102.68,0.0,0.0,102.68,102.68,102.68,0.0,0.0,101.06,101.06,101.06,0.0,0.0,101.62,101.62,101.62,0.0,0.0
2019-03-31,110.05,110.05,110.05,0.0,0.0,110.05,110.05,110.05,0.0,0.0,110.05,110.05,110.05,0.0,0.0,110.05,110.05,110.05,0.0,0.0
2019-04-07,111.85,111.85,111.85,0.0,0.0,112.75,112.75,112.75,0.0,0.0,111.21,111.21,111.21,0.0,0.0,112.75,112.75,112.75,0.0,0.0
2019-04-14,110.85,110.85,110.85,0.0,0.0,110.88,110.88,110.88,0.0,0.0,110.38,110.38,110.38,0.0,0.0,110.61,110.61,110.61,0.0,0.0
2019-04-21,111.06,111.06,111.06,0.0,0.0,113.78,113.78,113.78,0.0,0.0,110.8,110.8,110.8,0.0,0.0,113.78,113.78,113.78,0.0,0.0
2019-04-28,113.04,113.04,113.04,0.0,0.0,115.0,115.0,115.0,0.0,0.0,113.04,113.04,113.04,0.0,0.0,114.86,114.86,114.86,0.0,0.0
2019-05-05,101.76,101.76,101.76,0.0,0.0,106.3,106.3,106.3,0.0,0.0,101.76,101.76,101.76,0.0,0.0,106.3,106.3,106.3,0.0,0.0
2019-05-12,100.0,100.0,100.0,0.0,0.0,101.77,101.77,101.77,0.0,0.0,99.3,99.3,99.3,0.0,0.0,99.39,99.39,99.39,0.0,0.0
2019-05-19,95.35,95.35,95.35,0.0,0.0,95.35,95.35,95.35,0.0,0.0,94.39,94.39,94.39,0.0,0.0,95.01,95.01,95.01,0.0,0.0
2019-05-26,86.12,86.12,86.12,0.0,0.0,88.27,88.27,88.27,0.0,0.0,86.12,86.12,86.12,0.0,0.0,87.16,87.16,87.16,0.0,0.0
2019-06-02,98.82,98.82,98.82,0.0,0.0,99.91,99.91,99.91,0.0,0.0,98.41,98.41,98.41,0.0,0.0,99.27,99.27,99.27,0.0,0.0
2019-06-09,101.03,101.03,101.03,0.0,0.0,101.03,101.03,101.03,0.0,0.0,100.64,100.64,100.64,0.0,0.0,100.64,100.64,100.64,0.0,0.0
2019-06-16,105.93,105.93,105.93,0.0,0.0,105.93,105.93,105.93,0.0,0.0,104.83,104.83,104.83,0.0,0.0,104.83,104.83,104.83,0.0,0.0
2019-06-23,105.36,105.36,105.36,0.0,0.0,107.56,107.56,107.56,0.0,0.0,105.36,105.36,105.36,0.0,0.0,107.48,107.48,107.48,0.0,0.0
2019-06-30,107.74,107.74,107.74,0.0,0.0,110.5,110.5,110.5,0.0,0.0,107.74,107.74,107.74,0.0,0.0,110.5,110.5,110.5,0.0,0.0
2019-07-07,107.5,107.5,107.5,0.0,0.0,109.7,109.7,109.7,0.0,0.0,107.5,107.5,107.5,0.0,0.0,109.57,109.57,109.57,0.0,0.0
2019-07-14,107.52,107.52,107.52,0.0,0.0,107.67,107.67,107.67,0.0,0.0,105.94,105.94,105.94,0.0,0.0,105.94,105.94,105.94,0.0,0.0
2019-07-21,111.69,111.69,111.69,0.0,0.0,113.12,113.12,113.12,0.0,0.0,111.69,111.69,111.69,0.0,0.0,112.97,112.97,112.97,0.0,0.0
2019-07-28,101.98,101.98,101.98,0.0,0.0,101.98,101.98,101.98,0.0,0.0,100.58,100.58,100.58,0.0,0.0,101.29,101.29,101.29,0.0,0.0
2019-08-04,98.0,98.0,98.0,0.0,0.0,99.4,99.4,99.4,0.0,0.0,98.0,98.0,98.0,0.0,0.0,99.0,99.0,99.0,0.0,0.0
2019-08-11,90.06,90.06,90.06,0.0,0.0,94.19,94.19,94.19,0.0,0.0,90.04,90.04,90.04,0.0,0.0,94.19,94.19,94.19,0.0,0.0
2019-08-18,92.92,92.92,92.92,0.0,0.0,92.95,92.95,92.95,0.0,0.0,87.91,87.91,87.91,0.0,0.0,87.91,87.91,87.91,0.0,0.0
2019-08-25,95.29,95.29,95.29,0.0,0.0,95.34,95.34,95.34,0.0,0.0,94.52,94.52,94.52,0.0,0.0,94.86,94.86,94.86,0.0,0.0
2019-09-01,100.3,100.3,100.3,0.0,0.0,100.3,100.3,100.3,0.0,0.0,99.22,99.22,99.22,0.0,0.0,99.22,99.22,99.22,0.0,0.0
2019-09-08,108.79,108.79,108.79,0.0,0.0,108.79,108.79,108.79,0.0,0.0,107.71,107.71,107.71,0.0,0.0,107.76,107.76,107.76,0.0,0.0
2019-09-15,104.32,104.32,104.32,0.0,0.0,104.78,104.78,104.78,0.0,0.0,104.32,104.32,104.32,0.0,0.0,104.78,104.78,104.78,0.0,0.0
2019-09-22,100.53,100.53,100.53,0.0,0.0,100.66,100.66,100.66,0.0,0.0,100.42,100.42,100.42,0.0,0.0,100.64,100.64,100.64,0.0,0.0
2019-09-29,94.76,94.76,94.76,0.0,0.0,97.66,97.66,97.66,0.0,0.0,94.76,94.76,94.76,0.0,0.0,97.66,97.66,97.66,0.0,0.0
2019-10-06,100.12,100.12,100.12,0.0,0.0,101.74,101.74,101.74,0.0,0.0,99.38,99.38,99.38,0.0,0.0,99.38,99.38,99.38,0.0,0.0
2019-10-13,102.54,102.54,102.54,0.0,0.0,102.62,102.62,102.62,0.0,0.0,100.94,100.94,100.94,0.0,0.0,102.62,102.62,102.62,0.0,0.0
2019-10-20,106.0,106.0,106.0,0.0,0.0,106.8,106.8,106.8,0.0,0.0,105.99,105.99,105.99,0.0,0.0,105.99,105.99,105.99,0.0,0.0
2019-10-27,107.93,107.93,107.93,0.0,0.0,109.72,109.72,109.72,0.0,0.0,107.93,107.93,107.93,0.0,0.0,109.69,109.69,109.69,0.0,0.0
2019-11-03,110.41,110.41,110.41,0.0,0.0,112.15,112.15,112.15,0.0,0.0,110.41,110.41,110.41,0.0,0.0,112.11,112.11,112.11,0.0,0.0
2019-11-10,111.75,111.75,111.75,0.0,0.0,113.0,113.0,113.0,0.0,0.0,111.75,111.75,111.75,0.0,0.0,112.73,112.73,112.73,0.0,0.0
2019-11-17,109.2,109.2,109.2,0.0,0.0,110.65,110.65,110.65,0.0,0.0,109.2,109.2,109.2,0.0,0.0,110.42,110.42,110.42,0.0,0.0
2019-11-24,116.79,116.79,116.79,0.0,0.0,116.79,116.79,116.79,0.0,0.0,114.39,114.39,114.39,0.0,0.0,114.39,114.39,114.39,0.0,0.0
2019-12-01,116.0,116.0,116.0,0.0,0.0,116.51,116.51,116.51,0.0,0.0,116.0,116.0,116.0,0.0,0.0,116.44,116.44,116.44,0.0,0.0
2019-12-08,118.0,118.0,118.0,0.0,0.0,120.0,120.0,120.0,0.0,0.0,116.81,116.81,116.81,0.0,0.0,116.81,116.81,116.81,0.0,0.0
2019-12-15,123.0,123.0,123.0,0.0,0.0,123.9,123.9,123.9,0.0,0.0,123.0,123.0,123.0,0.0,0.0,123.85,123.85,123.85,0.0,0.0
2019-12-22,124.69,124.69,124.69,0.0,0.0,124.69,124.69,124.69,0.0,0.0,122.8,122.8,122.8,0.0,0.0,123.23,123.23,123.23,0.0,0.0
2019-12-29,121.18,121.18,121.18,0.0,0.0,122.13,122.13,122.13,0.0,0.0,121.08,121.08,121.08,0.0,0.0,122.13,122.13,122.13,0.0,0.0
