Date,JAKKStock_Open_average,JAKKStock_Open_max,JAKKStock_Open_min,JAKKStock_Open_volatility,JAKKStock_Open_change,JAKKStock_High_average,JAKKStock_High_max,JAKKStock_High_min,JAKKStock_High_volatility,JAKKStock_High_change,JAKKStock_Low_average,JAKKStock_Low_max,JAKKStock_Low_min,JAKKStock_Low_volatility,JAKKStock_Low_change,JAKKStock_Close_average,JAKKStock_Close_max,JAKKStock_Close_min,JAKKStock_Close_volatility,JAKKStock_Close_change,JAKKStock_Volume_average,JAKKStock_Volume_max,JAKKStock_Volume_min,JAKKStock_Volume_volatility,JAKKStock_Volume_change
2018-01-14,2.4875,2.55,2.45,0.09999999999999964,-0.09999999999999964,2.5125,2.55,2.45,0.09999999999999964,-0.09999999999999964,2.3875,2.45,2.3,0.15000000000000036,-0.10000000000000009,2.4375,2.5,2.35,0.1499999999999999,-0.10000000000000009,117049,191517,40468,151049,-103505
2018-01-21,2.57,2.9,2.35,0.5499999999999998,0.5499999999999998,2.71,3.05,2.55,0.5,0.5,2.476,2.55,2.35,0.19999999999999973,0.19999999999999973,2.566,2.65,2.5,0.1499999999999999,0.1499999999999999,720570,2646541,122388,2524153,2524153
2018-01-28,2.58,2.65,2.55,0.10000000000000009,-0.050000000000000266,2.636,2.7,2.6,0.10000000000000009,-0.10000000000000009,2.52,2.55,2.5,0.04999999999999982,-0.04999999999999982,2.57,2.65,2.55,0.10000000000000009,-0.10000000000000009,104791,153163,65952,87211,-14079
2018-02-04,2.46,2.5,2.4,0.10000000000000009,-0.10000000000000009,2.52,2.6,2.4,0.20000000000000018,-0.20000000000000018,2.37,2.45,2.25,0.20000000000000018,-0.20000000000000018,2.432,2.48,2.35,0.1299999999999999,-0.10000000000000009,127638,284231,55619,228612,19162
2018-02-11,2.39,2.5,2.3,0.20000000000000018,0.10000000000000009,2.45,2.55,2.35,0.19999999999999973,0.10000000000000009,2.33,2.4,2.25,0.1499999999999999,0.10000000000000009,2.39,2.5,2.3,0.20000000000000018,0.10000000000000009,52271,68317,38966,29351,-22222
2018-02-18,2.3375,2.4,2.25,0.1499999999999999,-0.1499999999999999,2.3825000000000003,2.5,2.27,0.22999999999999998,-0.18000000000000016,2.2375,2.35,2.1,0.25,-0.20000000000000018,2.2875,2.4,2.15,0.25,-0.25,135343,205020,62924,142096,13402
2018-02-25,2.19,2.25,2.15,0.10000000000000009,0.10000000000000009,2.29,2.45,2.2,0.25,0.25,2.16,2.25,2.1,0.1499999999999999,0.1499999999999999,2.27,2.45,2.15,0.30000000000000027,0.30000000000000027,60624,85043,27629,57414,-22202
2018-03-04,2.36,2.4,2.3,0.10000000000000009,-0.04999999999999982,2.4,2.45,2.35,0.10000000000000009,-0.04999999999999982,2.29,2.35,2.2,0.1499999999999999,-0.09999999999999964,2.35,2.4,2.3,0.10000000000000009,0.0,68084,159267,33272,125995,96858
2018-03-11,2.2600000000000002,2.4,2.1,0.2999999999999998,-0.25,2.336,2.48,2.2,0.2799999999999998,-0.19999999999999973,2.16,2.25,2.1,0.1499999999999999,-0.10000000000000009,2.24,2.4,2.15,0.25,-0.04999999999999982,243122,355594,79830,275764,132738
2018-03-18,2.1,2.2,2.0,0.20000000000000018,-0.20000000000000018,2.13,2.2,2.05,0.15000000000000036,-0.15000000000000036,2.0,2.1,1.95,0.15000000000000013,-0.15000000000000013,2.07,2.2,2.0,0.20000000000000018,-0.15000000000000036,188882,256916,132120,124796,-35472
2018-03-25,2.1,2.2,2.0,0.20000000000000018,-0.1499999999999999,2.225,2.35,2.15,0.20000000000000018,-0.20000000000000018,2.035,2.12,2.0,0.1200000000000001,-0.1200000000000001,2.075,2.15,2.0,0.1499999999999999,-0.04999999999999982,207237,467988,65577,402411,-402411
2018-04-01,2.14,2.2,2.1,0.10000000000000009,0.04999999999999982,2.23,2.3,2.2,0.09999999999999964,0.09999999999999964,2.11,2.15,2.05,0.10000000000000009,0.10000000000000009,2.194,2.27,2.1,0.16999999999999993,0.06999999999999984,74170,114710,26692,88018,-30971
2018-04-08,2.19,2.3,2.1,0.19999999999999973,-0.09999999999999964,2.306,2.45,2.2,0.25,0.10000000000000009,2.14,2.2,2.1,0.10000000000000009,0.10000000000000009,2.22,2.4,2.15,0.25,0.25,81717,168563,13493,155070,-33415
2018-04-15,2.38,2.45,2.3,0.15000000000000036,-0.050000000000000266,2.41,2.45,2.4,0.050000000000000266,-0.050000000000000266,2.28,2.35,2.2,0.1499999999999999,-0.10000000000000009,2.33,2.4,2.25,0.1499999999999999,-0.10000000000000009,60388,138694,7373,131321,100113
2018-04-22,2.2399999999999998,2.3,2.15,0.1499999999999999,0.04999999999999982,2.32,2.4,2.25,0.1499999999999999,0.10000000000000009,2.18,2.25,2.1,0.1499999999999999,0.04999999999999982,2.26,2.4,2.1,0.2999999999999998,0.10000000000000009,111000,253548,42673,210875,-96702
2018-04-29,2.36,2.4,2.3,0.10000000000000009,-0.10000000000000009,2.4,2.4,2.4,0.0,0.0,2.29,2.3,2.25,0.04999999999999982,-0.04999999999999982,2.35,2.4,2.3,0.10000000000000009,0.04999999999999982,30917,65189,11956,53233,35505
2018-05-06,2.43,2.5,2.35,0.1499999999999999,0.10000000000000009,2.48,2.55,2.4,0.1499999999999999,0.1499999999999999,2.4,2.5,2.35,0.1499999999999999,0.1499999999999999,2.4699999999999998,2.55,2.35,0.19999999999999973,0.19999999999999973,57735,129733,12356,117377,27101
2018-05-13,2.7399999999999998,3.05,2.55,0.5,0.5,2.91,3.2,2.65,0.5500000000000003,0.5500000000000003,2.7119999999999997,3.05,2.5,0.5499999999999998,0.5499999999999998,2.86,3.2,2.6,0.6000000000000001,0.6000000000000001,266094,457096,33570,423526,303194
2018-05-20,3.11,3.2,3.05,0.15000000000000036,-0.10000000000000009,3.116,3.2,3.08,0.1200000000000001,-0.10000000000000009,3.03,3.05,3.0,0.04999999999999982,0.0,3.066,3.1,3.05,0.050000000000000266,0.050000000000000266,111572,316101,15820,300281,-288653
2018-05-27,2.8875,3.05,2.75,0.2999999999999998,-0.2999999999999998,2.9325,3.08,2.75,0.33000000000000007,-0.33000000000000007,2.75,3.0,2.65,0.3500000000000001,-0.3500000000000001,2.795,3.0,2.7,0.2999999999999998,-0.27,109474,205772,56804,148968,-41194
2018-06-03,2.77,2.8,2.75,0.04999999999999982,0.04999999999999982,2.826,2.88,2.8,0.08000000000000007,0.08000000000000007,2.742,2.76,2.7,0.05999999999999961,0.05999999999999961,2.79,2.85,2.75,0.10000000000000009,0.050000000000000266,35240,64157,14096,50061,50061
2018-06-10,2.86,2.9,2.85,0.04999999999999982,-0.04999999999999982,2.9299999999999997,3.05,2.9,0.1499999999999999,0.1499999999999999,2.83,2.85,2.8,0.050000000000000266,0.0,2.88,3.0,2.85,0.1499999999999999,0.1499999999999999,64245,196648,11026,185622,159027
2018-06-17,3.15,3.25,3.0,0.25,0.25,3.236,3.33,3.15,0.18000000000000016,0.04999999999999982,3.096,3.2,2.95,0.25,0.25,3.176,3.23,3.1,0.1299999999999999,0.050000000000000266,126395,347783,16268,331515,-151003
2018-06-24,3.23,3.25,3.2,0.04999999999999982,0.04999999999999982,3.26,3.3,3.25,0.04999999999999982,0.04999999999999982,3.17,3.25,3.1,0.1499999999999999,0.10000000000000009,3.224,3.27,3.2,0.06999999999999984,0.020000000000000018,31072,46569,7630,38939,-19596
2018-07-01,3.225,3.25,3.2,0.04999999999999982,-0.04999999999999982,3.25,3.3,3.2,0.09999999999999964,-0.09999999999999964,3.15,3.2,3.1,0.10000000000000009,-0.10000000000000009,3.205,3.25,3.17,0.08000000000000007,-0.04999999999999982,34133,59328,20263,39065,30361
2018-07-08,2.97,3.2,2.7,0.5,-0.3999999999999999,3.0100000000000002,3.25,2.7,0.5499999999999998,-0.5,2.75,3.1,2.45,0.6499999999999999,-0.5500000000000003,2.812,3.15,2.58,0.5699999999999998,-0.5699999999999998,90825,179290,31734,147556,6720
2018-07-15,2.5,2.55,2.4,0.1499999999999999,-0.1499999999999999,2.56,2.7,2.45,0.25,-0.25,2.43,2.55,2.35,0.19999999999999973,-0.19999999999999973,2.464,2.6,2.4,0.20000000000000018,-0.20000000000000018,47885,101699,15727,85972,-36114
2018-07-22,2.37,2.4,2.3,0.10000000000000009,0.0,2.414,2.45,2.4,0.050000000000000266,-0.020000000000000018,2.3,2.35,2.25,0.10000000000000009,0.04999999999999982,2.37,2.4,2.35,0.04999999999999982,0.0,59351,96690,28065,68625,-50384
2018-07-29,2.32,2.35,2.3,0.050000000000000266,-0.050000000000000266,2.37,2.4,2.35,0.04999999999999982,0.0,2.27,2.3,2.25,0.04999999999999982,0.0,2.306,2.4,2.25,0.1499999999999999,-0.08000000000000007,25447,40331,12828,27503,17570
2018-08-05,2.3,2.35,2.25,0.10000000000000009,0.0,2.34,2.35,2.3,0.050000000000000266,-0.050000000000000266,2.27,2.3,2.25,0.04999999999999982,0.0,2.32,2.35,2.3,0.050000000000000266,-0.050000000000000266,169711,406589,6917,399672,398878
2018-08-12,2.2439999999999998,2.3,2.15,0.1499999999999999,-0.1499999999999999,2.28,2.3,2.25,0.04999999999999982,-0.04999999999999982,2.19,2.25,2.1,0.1499999999999999,-0.10000000000000009,2.24,2.25,2.2,0.04999999999999982,0.0,26194,37540,13900,23640,10674
2018-08-19,2.284,2.4,2.2,0.19999999999999973,0.19999999999999973,2.38,2.5,2.3,0.20000000000000018,0.20000000000000018,2.28,2.4,2.2,0.19999999999999973,0.19999999999999973,2.342,2.48,2.2,0.2799999999999998,0.2799999999999998,24847,40092,14096,25996,24551
2018-08-26,2.54,2.6,2.45,0.1499999999999999,0.09999999999999964,2.596,2.6,2.58,0.020000000000000018,-0.020000000000000018,2.48,2.5,2.4,0.10000000000000009,0.10000000000000009,2.56,2.6,2.55,0.050000000000000266,-0.050000000000000266,41000,73129,25819,47310,-47310
2018-09-02,2.525,2.55,2.5,0.04999999999999982,0.04999999999999982,2.5625,2.6,2.55,0.050000000000000266,-0.050000000000000266,2.4625000000000004,2.5,2.45,0.04999999999999982,0.0,2.525,2.6,2.45,0.1499999999999999,-0.1499999999999999,30775,53437,18137,35300,-35300
2018-09-09,2.44,2.5,2.35,0.1499999999999999,-0.10000000000000009,2.55,2.6,2.5,0.10000000000000009,0.050000000000000266,2.42,2.45,2.35,0.10000000000000009,-0.10000000000000009,2.48,2.55,2.4,0.1499999999999999,0.04999999999999982,48769,78760,28579,50181,43717
2018-09-16,2.57,2.6,2.55,0.050000000000000266,0.0,2.66,2.9,2.6,0.2999999999999998,0.2999999999999998,2.52,2.55,2.5,0.04999999999999982,0.04999999999999982,2.646,2.9,2.55,0.3500000000000001,0.31999999999999984,51765,88083,24071,64012,-7983
2018-09-23,2.64,2.8,2.55,0.25,-0.25,2.67,2.85,2.55,0.30000000000000027,-0.30000000000000027,2.5,2.55,2.45,0.09999999999999964,-0.04999999999999982,2.576,2.65,2.55,0.10000000000000009,0.0,58924,145363,13347,132016,-88574
2018-09-30,2.484,2.54,2.4,0.14000000000000012,-0.14000000000000012,2.532,2.6,2.43,0.16999999999999993,-0.1499999999999999,2.426,2.51,2.27,0.23999999999999977,-0.23999999999999977,2.45,2.53,2.31,0.21999999999999975,-0.21999999999999975,35101,61975,16237,45738,15763
2018-10-07,2.326,2.36,2.29,0.06999999999999984,0.06999999999999984,2.43,2.5,2.37,0.1299999999999999,-0.040000000000000036,2.264,2.3,2.19,0.10999999999999988,-0.04999999999999982,2.324,2.35,2.3,0.050000000000000266,0.009999999999999787,26106,44704,8435,36269,-19124
