Date,PIMCO 0-5 Year High Yield Corporate BondEtf_Open_average,PIMCO 0-5 Year High Yield Corporate BondEtf_Open_max,PIMCO 0-5 Year High Yield Corporate BondEtf_Open_min,PIMCO 0-5 Year High Yield Corporate BondEtf_Open_volatility,PIMCO 0-5 Year High Yield Corporate BondEtf_Open_change,PIMCO 0-5 Year High Yield Corporate BondEtf_High_average,PIMCO 0-5 Year High Yield Corporate BondEtf_High_max,PIMCO 0-5 Year High Yield Corporate BondEtf_High_min,PIMCO 0-5 Year High Yield Corporate BondEtf_High_volatility,PIMCO 0-5 Year High Yield Corporate BondEtf_High_change,PIMCO 0-5 Year High Yield Corporate BondEtf_Low_average,PIMCO 0-5 Year High Yield Corporate BondEtf_Low_max,PIMCO 0-5 Year High Yield Corporate BondEtf_Low_min,PIMCO 0-5 Year High Yield Corporate BondEtf_Low_volatility,PIMCO 0-5 Year High Yield Corporate BondEtf_Low_change,PIMCO 0-5 Year High Yield Corporate BondEtf_Close_average,PIMCO 0-5 Year High Yield Corporate BondEtf_Close_max,PIMCO 0-5 Year High Yield Corporate BondEtf_Close_min,PIMCO 0-5 Year High Yield Corporate BondEtf_Close_volatility,PIMCO 0-5 Year High Yield Corporate BondEtf_Close_change
2018-03-25,99.55,99.55,99.55,0.0,0.0,99.79,99.79,99.79,0.0,0.0,99.53,99.53,99.53,0.0,0.0,99.66,99.66,99.66,0.0,0.0
2018-04-01,99.46,99.46,99.46,0.0,0.0,99.63,99.63,99.63,0.0,0.0,99.31,99.31,99.31,0.0,0.0,99.38,99.38,99.38,0.0,0.0
2018-04-08,100.39,100.39,100.39,0.0,0.0,100.49,100.49,100.49,0.0,0.0,100.19,100.19,100.19,0.0,0.0,100.34,100.34,100.34,0.0,0.0
2018-04-15,100.06,100.06,100.06,0.0,0.0,100.11,100.11,100.11,0.0,0.0,99.87,99.87,99.87,0.0,0.0,99.94,99.94,99.94,0.0,0.0
2018-04-22,100.17,100.17,100.17,0.0,0.0,100.28,100.28,100.28,0.0,0.0,99.94,99.94,99.94,0.0,0.0,100.06,100.06,100.06,0.0,0.0
2018-04-29,99.71,99.71,99.71,0.0,0.0,99.93,99.93,99.93,0.0,0.0,99.56,99.56,99.56,0.0,0.0,99.87,99.87,99.87,0.0,0.0
2018-05-06,100.21,100.21,100.21,0.0,0.0,100.25,100.25,100.25,0.0,0.0,100.06,100.06,100.06,0.0,0.0,100.13,100.13,100.13,0.0,0.0
2018-05-13,99.93,99.93,99.93,0.0,0.0,99.93,99.93,99.93,0.0,0.0,99.78,99.78,99.78,0.0,0.0,99.87,99.87,99.87,0.0,0.0
2018-05-20,100.02,100.02,100.02,0.0,0.0,100.17,100.17,100.17,0.0,0.0,100.01,100.01,100.01,0.0,0.0,100.09,100.09,100.09,0.0,0.0
2018-05-27,99.63,99.63,99.63,0.0,0.0,99.7,99.7,99.7,0.0,0.0,99.53,99.53,99.53,0.0,0.0,99.64,99.64,99.64,0.0,0.0
2018-06-03,100.03,100.03,100.03,0.0,0.0,100.03,100.03,100.03,0.0,0.0,99.87,99.87,99.87,0.0,0.0,99.92,99.92,99.92,0.0,0.0
2018-06-10,100.35,100.35,100.35,0.0,0.0,100.43,100.43,100.43,0.0,0.0,100.23,100.23,100.23,0.0,0.0,100.43,100.43,100.43,0.0,0.0
2018-06-17,100.4,100.4,100.4,0.0,0.0,100.4,100.4,100.4,0.0,0.0,100.14,100.14,100.14,0.0,0.0,100.16,100.16,100.16,0.0,0.0
2018-06-24,99.78,99.78,99.78,0.0,0.0,99.79,99.79,99.79,0.0,0.0,99.52,99.52,99.52,0.0,0.0,99.53,99.53,99.53,0.0,0.0
2018-07-01,99.51,99.51,99.51,0.0,0.0,99.7,99.7,99.7,0.0,0.0,99.47,99.47,99.47,0.0,0.0,99.68,99.68,99.68,0.0,0.0
2018-07-08,100.0,100.0,100.0,0.0,0.0,100.1,100.1,100.1,0.0,0.0,99.94,99.94,99.94,0.0,0.0,99.94,99.94,99.94,0.0,0.0
2018-07-15,100.09,100.09,100.09,0.0,0.0,100.15,100.15,100.15,0.0,0.0,100.01,100.01,100.01,0.0,0.0,100.02,100.02,100.02,0.0,0.0
2018-07-22,100.35,100.35,100.35,0.0,0.0,100.42,100.42,100.42,0.0,0.0,100.21,100.21,100.21,0.0,0.0,100.28,100.28,100.28,0.0,0.0
2018-07-29,100.17,100.17,100.17,0.0,0.0,100.24,100.24,100.24,0.0,0.0,100.08,100.08,100.08,0.0,0.0,100.23,100.23,100.23,0.0,0.0
2018-08-05,100.1,100.1,100.1,0.0,0.0,100.14,100.14,100.14,0.0,0.0,99.87,99.87,99.87,0.0,0.0,99.9,99.9,99.9,0.0,0.0
2018-08-12,100.1,100.1,100.1,0.0,0.0,100.27,100.27,100.27,0.0,0.0,100.08,100.08,100.08,0.0,0.0,100.19,100.19,100.19,0.0,0.0
2018-08-19,100.48,100.48,100.48,0.0,0.0,100.54,100.54,100.54,0.0,0.0,100.43,100.43,100.43,0.0,0.0,100.53,100.53,100.53,0.0,0.0
2018-08-26,100.45,100.45,100.45,0.0,0.0,100.6,100.6,100.6,0.0,0.0,100.41,100.41,100.41,0.0,0.0,100.6,100.6,100.6,0.0,0.0
2018-09-02,99.86,99.86,99.86,0.0,0.0,99.89,99.89,99.89,0.0,0.0,99.82,99.82,99.82,0.0,0.0,99.89,99.89,99.89,0.0,0.0
2018-09-09,100.47,100.47,100.47,0.0,0.0,100.49,100.49,100.49,0.0,0.0,100.36,100.36,100.36,0.0,0.0,100.49,100.49,100.49,0.0,0.0
2018-09-16,100.43,100.43,100.43,0.0,0.0,100.48,100.48,100.48,0.0,0.0,100.38,100.38,100.38,0.0,0.0,100.48,100.48,100.48,0.0,0.0
2018-09-23,100.59,100.59,100.59,0.0,0.0,100.78,100.78,100.78,0.0,0.0,100.59,100.59,100.59,0.0,0.0,100.63,100.63,100.63,0.0,0.0
2018-09-30,100.0,100.0,100.0,0.0,0.0,100.05,100.05,100.05,0.0,0.0,99.66,99.66,99.66,0.0,0.0,99.7,99.7,99.7,0.0,0.0
2018-10-07,99.7,99.7,99.7,0.0,0.0,99.7,99.7,99.7,0.0,0.0,99.23,99.23,99.23,0.0,0.0,99.54,99.54,99.54,0.0,0.0
2018-10-14,99.33,99.33,99.33,0.0,0.0,99.44,99.44,99.44,0.0,0.0,99.14,99.14,99.14,0.0,0.0,99.19,99.19,99.19,0.0,0.0
2018-10-21,98.8,98.8,98.8,0.0,0.0,98.93,98.93,98.93,0.0,0.0,98.56,98.56,98.56,0.0,0.0,98.66,98.66,98.66,0.0,0.0
2018-10-28,98.72,98.72,98.72,0.0,0.0,98.81,98.81,98.81,0.0,0.0,98.48,98.48,98.48,0.0,0.0,98.65,98.65,98.65,0.0,0.0
2018-11-04,99.04,99.04,99.04,0.0,0.0,99.04,99.04,99.04,0.0,0.0,98.54,98.54,98.54,0.0,0.0,98.6,98.6,98.6,0.0,0.0
2018-11-11,97.51,97.51,97.51,0.0,0.0,97.8,97.8,97.8,0.0,0.0,97.38,97.38,97.38,0.0,0.0,97.5,97.5,97.5,0.0,0.0
2018-11-18,97.3,97.3,97.3,0.0,0.0,97.42,97.42,97.42,0.0,0.0,97.08,97.08,97.08,0.0,0.0,97.13,97.13,97.13,0.0,0.0
2018-11-25,97.93,97.93,97.93,0.0,0.0,98.04,98.04,98.04,0.0,0.0,97.82,97.82,97.82,0.0,0.0,97.86,97.86,97.86,0.0,0.0
2018-12-02,97.25,97.25,97.25,0.0,0.0,97.42,97.42,97.42,0.0,0.0,96.91,96.91,96.91,0.0,0.0,97.08,97.08,97.08,0.0,0.0
2018-12-09,97.42,97.42,97.42,0.0,0.0,97.53,97.53,97.53,0.0,0.0,97.15,97.15,97.15,0.0,0.0,97.26,97.26,97.26,0.0,0.0
2018-12-16,95.05,95.05,95.05,0.0,0.0,95.23,95.23,95.23,0.0,0.0,94.58,94.58,94.58,0.0,0.0,94.59,94.59,94.59,0.0,0.0
2018-12-23,94.85,94.85,94.85,0.0,0.0,95.2,95.2,95.2,0.0,0.0,94.68,94.68,94.68,0.0,0.0,94.96,94.96,94.96,0.0,0.0
2018-12-30,95.4,95.4,95.4,0.0,0.0,96.26,96.26,96.26,0.0,0.0,95.4,95.4,95.4,0.0,0.0,96.21,96.21,96.21,0.0,0.0
2019-01-06,98.14,98.14,98.14,0.0,0.0,98.16,98.16,98.16,0.0,0.0,97.77,97.77,97.77,0.0,0.0,98.03,98.03,98.03,0.0,0.0
2019-01-13,98.33,98.33,98.33,0.0,0.0,98.52,98.52,98.52,0.0,0.0,98.26,98.26,98.26,0.0,0.0,98.36,98.36,98.36,0.0,0.0
2019-01-20,98.33,98.33,98.33,0.0,0.0,98.33,98.33,98.33,0.0,0.0,98.17,98.17,98.17,0.0,0.0,98.2,98.2,98.2,0.0,0.0
2019-01-27,98.37,98.37,98.37,0.0,0.0,98.58,98.58,98.58,0.0,0.0,98.2,98.2,98.2,0.0,0.0,98.42,98.42,98.42,0.0,0.0
2019-02-03,98.53,98.53,98.53,0.0,0.0,98.61,98.61,98.61,0.0,0.0,98.33,98.33,98.33,0.0,0.0,98.54,98.54,98.54,0.0,0.0
2019-02-10,99.05,99.05,99.05,0.0,0.0,99.17,99.17,99.17,0.0,0.0,99.04,99.04,99.04,0.0,0.0,99.14,99.14,99.14,0.0,0.0
2019-02-17,99.46,99.46,99.46,0.0,0.0,99.56,99.56,99.56,0.0,0.0,99.35,99.35,99.35,0.0,0.0,99.49,99.49,99.49,0.0,0.0
2019-02-24,99.36,99.36,99.36,0.0,0.0,99.43,99.43,99.43,0.0,0.0,99.26,99.26,99.26,0.0,0.0,99.27,99.27,99.27,0.0,0.0
2019-03-03,98.6,98.6,98.6,0.0,0.0,98.73,98.73,98.73,0.0,0.0,98.51,98.51,98.51,0.0,0.0,98.72,98.72,98.72,0.0,0.0
2019-03-10,99.38,99.38,99.38,0.0,0.0,99.55,99.55,99.55,0.0,0.0,99.29,99.29,99.29,0.0,0.0,99.32,99.32,99.32,0.0,0.0
2019-03-17,99.86,99.86,99.86,0.0,0.0,99.86,99.86,99.86,0.0,0.0,99.45,99.45,99.45,0.0,0.0,99.58,99.58,99.58,0.0,0.0
2019-03-24,100.02,100.02,100.02,0.0,0.0,100.22,100.22,100.22,0.0,0.0,100.02,100.02,100.02,0.0,0.0,100.19,100.19,100.19,0.0,0.0
2019-03-31,99.89,99.89,99.89,0.0,0.0,100.06,100.06,100.06,0.0,0.0,99.89,99.89,99.89,0.0,0.0,100.03,100.03,100.03,0.0,0.0
2019-04-07,100.42,100.42,100.42,0.0,0.0,100.51,100.51,100.51,0.0,0.0,100.34,100.34,100.34,0.0,0.0,100.51,100.51,100.51,0.0,0.0
2019-04-14,100.37,100.37,100.37,0.0,0.0,100.37,100.37,100.37,0.0,0.0,100.17,100.17,100.17,0.0,0.0,100.25,100.25,100.25,0.0,0.0
2019-04-21,100.55,100.55,100.55,0.0,0.0,100.68,100.68,100.68,0.0,0.0,100.46,100.46,100.46,0.0,0.0,100.67,100.67,100.67,0.0,0.0
2019-04-28,100.05,100.05,100.05,0.0,0.0,100.16,100.16,100.16,0.0,0.0,100.03,100.03,100.03,0.0,0.0,100.16,100.16,100.16,0.0,0.0
2019-05-05,99.65,99.65,99.65,0.0,0.0,99.99,99.99,99.99,0.0,0.0,99.45,99.45,99.45,0.0,0.0,99.81,99.81,99.81,0.0,0.0
2019-05-12,99.61,99.61,99.61,0.0,0.0,99.89,99.89,99.89,0.0,0.0,99.61,99.61,99.61,0.0,0.0,99.67,99.67,99.67,0.0,0.0
2019-05-19,99.72,99.72,99.72,0.0,0.0,99.72,99.72,99.72,0.0,0.0,99.39,99.39,99.39,0.0,0.0,99.42,99.42,99.42,0.0,0.0
2019-05-26,99.14,99.14,99.14,0.0,0.0,99.2,99.2,99.2,0.0,0.0,98.79,98.79,98.79,0.0,0.0,98.83,98.83,98.83,0.0,0.0
2019-06-02,99.55,99.55,99.55,0.0,0.0,99.72,99.72,99.72,0.0,0.0,99.45,99.45,99.45,0.0,0.0,99.51,99.51,99.51,0.0,0.0
2019-06-09,99.72,99.72,99.72,0.0,0.0,99.81,99.81,99.81,0.0,0.0,99.65,99.65,99.65,0.0,0.0,99.75,99.75,99.75,0.0,0.0
2019-06-16,100.55,100.55,100.55,0.0,0.0,100.65,100.65,100.65,0.0,0.0,100.53,100.53,100.53,0.0,0.0,100.59,100.59,100.59,0.0,0.0
2019-06-23,100.46,100.46,100.46,0.0,0.0,100.58,100.58,100.58,0.0,0.0,100.39,100.39,100.39,0.0,0.0,100.4,100.4,100.4,0.0,0.0
2019-06-30,100.35,100.35,100.35,0.0,0.0,100.4,100.4,100.4,0.0,0.0,100.18,100.18,100.18,0.0,0.0,100.31,100.31,100.31,0.0,0.0
2019-07-07,100.15,100.15,100.15,0.0,0.0,100.23,100.23,100.23,0.0,0.0,100.09,100.09,100.09,0.0,0.0,100.21,100.21,100.21,0.0,0.0
2019-07-14,100.03,100.03,100.03,0.0,0.0,100.03,100.03,100.03,0.0,0.0,99.83,99.83,99.83,0.0,0.0,99.83,99.83,99.83,0.0,0.0
2019-07-21,100.13,100.13,100.13,0.0,0.0,100.41,100.41,100.41,0.0,0.0,100.13,100.13,100.13,0.0,0.0,100.4,100.4,100.4,0.0,0.0
2019-07-28,99.53,99.53,99.53,0.0,0.0,99.56,99.56,99.56,0.0,0.0,99.31,99.31,99.31,0.0,0.0,99.46,99.46,99.46,0.0,0.0
2019-08-04,99.15,99.15,99.15,0.0,0.0,99.28,99.28,99.28,0.0,0.0,99.0,99.0,99.0,0.0,0.0,99.0,99.0,99.0,0.0,0.0
2019-08-11,98.73,98.73,98.73,0.0,0.0,99.02,99.02,99.02,0.0,0.0,98.73,98.73,98.73,0.0,0.0,99.01,99.01,99.01,0.0,0.0
2019-08-18,99.69,99.69,99.69,0.0,0.0,99.91,99.91,99.91,0.0,0.0,99.31,99.31,99.31,0.0,0.0,99.31,99.31,99.31,0.0,0.0
2019-08-25,100.26,100.26,100.26,0.0,0.0,100.26,100.26,100.26,0.0,0.0,99.82,99.82,99.82,0.0,0.0,99.86,99.86,99.86,0.0,0.0
2019-09-01,99.73,99.73,99.73,0.0,0.0,99.87,99.87,99.87,0.0,0.0,99.64,99.64,99.64,0.0,0.0,99.81,99.81,99.81,0.0,0.0
2019-09-08,100.03,100.03,100.03,0.0,0.0,100.34,100.34,100.34,0.0,0.0,99.99,99.99,99.99,0.0,0.0,100.03,100.03,100.03,0.0,0.0
2019-09-15,100.32,100.32,100.32,0.0,0.0,100.44,100.44,100.44,0.0,0.0,100.24,100.24,100.24,0.0,0.0,100.39,100.39,100.39,0.0,0.0
2019-09-22,99.91,99.91,99.91,0.0,0.0,99.92,99.92,99.92,0.0,0.0,99.65,99.65,99.65,0.0,0.0,99.68,99.68,99.68,0.0,0.0
2019-09-29,98.98,98.98,98.98,0.0,0.0,99.09,99.09,99.09,0.0,0.0,98.92,98.92,98.92,0.0,0.0,98.99,98.99,98.99,0.0,0.0
2019-10-06,99.08,99.08,99.08,0.0,0.0,99.32,99.32,99.32,0.0,0.0,99.08,99.08,99.08,0.0,0.0,99.25,99.25,99.25,0.0,0.0
2019-10-13,99.35,99.35,99.35,0.0,0.0,99.62,99.62,99.62,0.0,0.0,99.35,99.35,99.35,0.0,0.0,99.55,99.55,99.55,0.0,0.0
2019-10-20,99.54,99.54,99.54,0.0,0.0,99.75,99.75,99.75,0.0,0.0,99.54,99.54,99.54,0.0,0.0,99.67,99.67,99.67,0.0,0.0
2019-10-27,99.01,99.01,99.01,0.0,0.0,99.2,99.2,99.2,0.0,0.0,98.81,98.81,98.81,0.0,0.0,98.99,98.99,98.99,0.0,0.0
2019-11-03,99.02,99.02,99.02,0.0,0.0,99.08,99.08,99.08,0.0,0.0,98.9,98.9,98.9,0.0,0.0,99.03,99.03,99.03,0.0,0.0
2019-11-10,98.75,98.75,98.75,0.0,0.0,98.9,98.9,98.9,0.0,0.0,98.75,98.75,98.75,0.0,0.0,98.88,98.88,98.88,0.0,0.0
2019-11-17,98.48,98.48,98.48,0.0,0.0,98.63,98.63,98.63,0.0,0.0,98.36,98.36,98.36,0.0,0.0,98.56,98.56,98.56,0.0,0.0
2019-11-24,98.88,98.88,98.88,0.0,0.0,98.91,98.91,98.91,0.0,0.0,98.78,98.78,98.78,0.0,0.0,98.82,98.82,98.82,0.0,0.0
2019-12-01,98.66,98.66,98.66,0.0,0.0,98.66,98.66,98.66,0.0,0.0,98.63,98.63,98.63,0.0,0.0,98.63,98.63,98.63,0.0,0.0
2019-12-08,99.32,99.32,99.32,0.0,0.0,99.33,99.33,99.33,0.0,0.0,99.21,99.21,99.21,0.0,0.0,99.27,99.27,99.27,0.0,0.0
2019-12-15,100.13,100.13,100.13,0.0,0.0,100.13,100.13,100.13,0.0,0.0,99.88,99.88,99.88,0.0,0.0,99.89,99.89,99.89,0.0,0.0
2019-12-22,100.08,100.08,100.08,0.0,0.0,100.23,100.23,100.23,0.0,0.0,100.03,100.03,100.03,0.0,0.0,100.06,100.06,100.06,0.0,0.0
2019-12-29,99.92,99.92,99.92,0.0,0.0,100.02,100.02,100.02,0.0,0.0,99.88,99.88,99.88,0.0,0.0,99.91,99.91,99.91,0.0,0.0
