Date,INSG_Open_average,INSG_Open_max,INSG_Open_min,INSG_Open_volatility,INSG_Open_change,INSG_High_average,INSG_High_max,INSG_High_min,INSG_High_volatility,INSG_High_change,INSG_Low_average,INSG_Low_max,INSG_Low_min,INSG_Low_volatility,INSG_Low_change,INSG_Close_average,INSG_Close_max,INSG_Close_min,INSG_Close_volatility,INSG_Close_change,INSG_Volume_average,INSG_Volume_max,INSG_Volume_min,INSG_Volume_volatility,INSG_Volume_change
2018-01-14,1.698,1.74,1.67,0.07000000000000006,-0.040000000000000036,1.766,2.0,1.68,0.32000000000000006,0.26,1.654,1.7,1.63,0.07000000000000006,0.07000000000000006,1.714,1.89,1.66,0.22999999999999998,0.20999999999999996,207125,609108,70470,538638,475895
2018-01-21,1.872,2.05,1.75,0.2999999999999998,0.17999999999999972,2.002,2.28,1.85,0.4299999999999997,0.4099999999999997,1.744,1.83,1.7,0.13000000000000012,0.020000000000000018,1.912,2.12,1.73,0.3900000000000001,0.30000000000000004,599341,1450967,295321,1155646,969156
2018-01-28,2.112,2.18,2.0,0.18000000000000016,-0.1499999999999999,2.176,2.24,2.09,0.15000000000000036,-0.13000000000000034,2.0140000000000002,2.1,1.87,0.22999999999999998,-0.19999999999999973,2.074,2.16,1.92,0.2400000000000002,-0.2400000000000002,263335,349526,164467,185059,-17516
2018-02-04,1.894,1.93,1.84,0.08999999999999986,0.010000000000000009,1.974,2.06,1.88,0.18000000000000016,-0.1200000000000001,1.818,1.9,1.73,0.16999999999999993,-0.08000000000000007,1.882,1.92,1.83,0.08999999999999986,-0.06999999999999984,184026,340667,93539,247128,-89122
2018-02-11,1.86,1.94,1.81,0.1299999999999999,0.1299999999999999,1.945,2.06,1.86,0.19999999999999996,0.19999999999999996,1.85,1.94,1.77,0.16999999999999993,0.16999999999999993,1.9025,1.98,1.84,0.1399999999999999,0.1399999999999999,121949,169082,61031,108051,42625
2018-02-18,1.976,2.01,1.96,0.04999999999999982,0.0,2.006,2.02,1.99,0.030000000000000027,0.030000000000000027,1.904,1.95,1.78,0.16999999999999993,0.1499999999999999,1.96,1.97,1.94,0.030000000000000027,-0.030000000000000027,83106,124860,27833,97027,-33487
2018-02-25,1.906,1.99,1.82,0.16999999999999993,-0.08000000000000007,1.962,2.0,1.9,0.10000000000000009,-0.050000000000000044,1.864,1.96,1.8,0.15999999999999992,-0.07000000000000006,1.898,1.98,1.83,0.1499999999999999,-0.06000000000000005,114612,288984,47042,241942,25880
2018-03-04,2.05,2.27,1.91,0.3600000000000001,0.30000000000000004,2.138,2.33,1.98,0.3500000000000001,0.3500000000000001,1.98,2.18,1.87,0.31000000000000005,0.28000000000000025,2.07,2.25,1.9,0.3500000000000001,0.30000000000000027,439218,763703,243291,520412,60134
2018-03-11,1.968,2.06,1.82,0.24,-0.21999999999999997,2.004,2.15,1.85,0.2999999999999998,-0.2999999999999998,1.878,1.98,1.75,0.22999999999999998,-0.22999999999999998,1.934,2.06,1.82,0.24,-0.22999999999999998,421510,593624,286250,307374,-231128
2018-03-18,1.902,1.94,1.85,0.08999999999999986,0.06999999999999984,1.98,1.99,1.96,0.030000000000000027,0.020000000000000018,1.85,1.88,1.8,0.07999999999999985,0.06000000000000005,1.918,1.94,1.87,0.06999999999999984,0.0,194092,414968,93547,321421,-321421
