Date,WisdomTree Barclays Interest Rate Hedge US Aggrega_Open_average,WisdomTree Barclays Interest Rate Hedge US Aggrega_Open_max,WisdomTree Barclays Interest Rate Hedge US Aggrega_Open_volatility,WisdomTree Barclays Interest Rate Hedge US Aggrega_Open_change,WisdomTree Barclays Interest Rate Hedge US Aggrega_High_average,WisdomTree Barclays Interest Rate Hedge US Aggrega_High_max,WisdomTree Barclays Interest Rate Hedge US Aggrega_High_volatility,WisdomTree Barclays Interest Rate Hedge US Aggrega_High_change,WisdomTree Barclays Interest Rate Hedge US Aggrega_Low_average,WisdomTree Barclays Interest Rate Hedge US Aggrega_Low_max,WisdomTree Barclays Interest Rate Hedge US Aggrega_Low_volatility,WisdomTree Barclays Interest Rate Hedge US Aggrega_Low_change,WisdomTree Barclays Interest Rate Hedge US Aggrega_Close_average,WisdomTree Barclays Interest Rate Hedge US Aggrega_Close_max,WisdomTree Barclays Interest Rate Hedge US Aggrega_Close_volatility,WisdomTree Barclays Interest Rate Hedge US Aggrega_Close_change
2016-12-18,47.94,47.94,0.0,0.0,48.02,48.02,0.0,0.0,47.94,47.94,0.0,0.0,48.02,48.02,0.0,0.0
2016-12-25,48.2,48.2,0.0,0.0,48.3,48.3,0.0,0.0,48.02,48.02,0.0,0.0,48.28,48.28,0.0,0.0
2017-01-01,48.21,48.21,0.0,0.0,48.21,48.21,0.0,0.0,48.02,48.02,0.0,0.0,48.13,48.13,0.0,0.0
2017-01-08,48.25,48.25,0.0,0.0,48.33,48.33,0.0,0.0,48.16,48.16,0.0,0.0,48.32,48.32,0.0,0.0
2017-01-15,48.03,48.03,0.0,0.0,48.03,48.03,0.0,0.0,47.95,47.95,0.0,0.0,47.95,47.95,0.0,0.0
2017-01-22,47.93,47.93,0.0,0.0,48.17,48.17,0.0,0.0,47.93,47.93,0.0,0.0,48.12,48.12,0.0,0.0
2017-01-29,48.17,48.17,0.0,0.0,48.17,48.17,0.0,0.0,47.96,47.96,0.0,0.0,47.96,47.96,0.0,0.0
2017-02-05,48.12,48.12,0.0,0.0,48.16,48.16,0.0,0.0,48.01,48.01,0.0,0.0,48.01,48.01,0.0,0.0
2017-02-12,47.99,47.99,0.0,0.0,47.99,47.99,0.0,0.0,47.99,47.99,0.0,0.0,47.99,47.99,0.0,0.0
2017-02-19,48.01,48.01,0.0,0.0,48.01,48.01,0.0,0.0,48.01,48.01,0.0,0.0,48.01,48.01,0.0,0.0
2017-02-26,48.2,48.2,0.0,0.0,48.23,48.23,0.0,0.0,48.02,48.02,0.0,0.0,48.07,48.07,0.0,0.0
2017-03-05,48.16,48.16,0.0,0.0,48.27,48.27,0.0,0.0,48.11,48.11,0.0,0.0,48.24,48.24,0.0,0.0
2017-03-12,48.12,48.12,0.0,0.0,48.13,48.13,0.0,0.0,48.1,48.1,0.0,0.0,48.13,48.13,0.0,0.0
2017-03-19,48.1,48.1,0.0,0.0,48.11,48.11,0.0,0.0,48.06,48.06,0.0,0.0,48.06,48.06,0.0,0.0
2017-03-26,48.07,48.07,0.0,0.0,48.07,48.07,0.0,0.0,48.02,48.02,0.0,0.0,48.02,48.02,0.0,0.0
2017-04-02,48.04,48.04,0.0,0.0,48.07,48.07,0.0,0.0,48.02,48.02,0.0,0.0,48.07,48.07,0.0,0.0
2017-04-09,47.99,47.99,0.0,0.0,48.03,48.03,0.0,0.0,47.97,47.97,0.0,0.0,47.98,47.98,0.0,0.0
2017-04-16,47.95,47.95,0.0,0.0,47.96,47.96,0.0,0.0,47.86,47.86,0.0,0.0,47.93,47.93,0.0,0.0
2017-04-23,47.93,47.93,0.0,0.0,47.98,47.98,0.0,0.0,47.86,47.86,0.0,0.0,47.88,47.88,0.0,0.0
2017-04-30,48.15,48.15,0.0,0.0,48.15,48.15,0.0,0.0,48.05,48.05,0.0,0.0,48.13,48.13,0.0,0.0
2017-05-07,48.2,48.2,0.0,0.0,48.24,48.24,0.0,0.0,48.02,48.02,0.0,0.0,48.17,48.17,0.0,0.0
2017-05-14,48.03,48.03,0.0,0.0,48.08,48.08,0.0,0.0,48.03,48.03,0.0,0.0,48.08,48.08,0.0,0.0
2017-05-21,47.87,47.87,0.0,0.0,47.95,47.95,0.0,0.0,47.87,47.87,0.0,0.0,47.95,47.95,0.0,0.0
2017-05-28,47.89,47.89,0.0,0.0,47.92,47.92,0.0,0.0,47.89,47.89,0.0,0.0,47.9,47.9,0.0,0.0
2017-06-04,47.92,47.92,0.0,0.0,47.92,47.92,0.0,0.0,47.91,47.91,0.0,0.0,47.91,47.91,0.0,0.0
2017-06-11,47.95,47.95,0.0,0.0,47.97,47.97,0.0,0.0,47.95,47.95,0.0,0.0,47.97,47.97,0.0,0.0
2017-06-18,47.94,47.94,0.0,0.0,47.94,47.94,0.0,0.0,47.93,47.93,0.0,0.0,47.93,47.93,0.0,0.0
2017-06-25,47.89,47.89,0.0,0.0,47.89,47.89,0.0,0.0,47.89,47.89,0.0,0.0,47.89,47.89,0.0,0.0
2017-07-02,48.03,48.03,0.0,0.0,48.04,48.04,0.0,0.0,47.94,47.94,0.0,0.0,48.04,48.04,0.0,0.0
2017-07-09,48.15,48.15,0.0,0.0,48.15,48.15,0.0,0.0,48.02,48.02,0.0,0.0,48.06,48.06,0.0,0.0
2017-07-16,47.99,47.99,0.0,0.0,48.04,48.04,0.0,0.0,47.94,47.94,0.0,0.0,47.97,47.97,0.0,0.0
2017-07-23,47.96,47.96,0.0,0.0,48.02,48.02,0.0,0.0,47.96,47.96,0.0,0.0,48.02,48.02,0.0,0.0
2017-07-30,48.0,48.0,0.0,0.0,48.0,48.0,0.0,0.0,48.0,48.0,0.0,0.0,48.0,48.0,0.0,0.0
2017-08-06,47.96,47.96,0.0,0.0,47.96,47.96,0.0,0.0,47.95,47.95,0.0,0.0,47.95,47.95,0.0,0.0
2017-08-13,47.88,47.88,0.0,0.0,47.88,47.88,0.0,0.0,47.88,47.88,0.0,0.0,47.88,47.88,0.0,0.0
2017-08-20,47.83,47.83,0.0,0.0,47.83,47.83,0.0,0.0,47.8,47.8,0.0,0.0,47.82,47.82,0.0,0.0
2017-08-27,47.82,47.82,0.0,0.0,47.82,47.82,0.0,0.0,47.82,47.82,0.0,0.0,47.82,47.82,0.0,0.0
2017-09-03,47.91,47.91,0.0,0.0,47.91,47.91,0.0,0.0,47.81,47.81,0.0,0.0,47.81,47.81,0.0,0.0
2017-09-10,47.88,47.88,0.0,0.0,48.1,48.1,0.0,0.0,47.88,47.88,0.0,0.0,47.91,47.91,0.0,0.0
2017-09-17,48.04,48.04,0.0,0.0,48.07,48.07,0.0,0.0,48.04,48.04,0.0,0.0,48.07,48.07,0.0,0.0
2017-09-24,48.0,48.0,0.0,0.0,48.04,48.04,0.0,0.0,47.95,47.95,0.0,0.0,48.04,48.04,0.0,0.0
2017-10-01,48.12,48.12,0.0,0.0,48.12,48.12,0.0,0.0,48.12,48.12,0.0,0.0,48.12,48.12,0.0,0.0
2017-10-08,48.1,48.1,0.0,0.0,48.15,48.15,0.0,0.0,48.09,48.09,0.0,0.0,48.1,48.1,0.0,0.0
2017-10-15,48.25,48.25,0.0,0.0,48.25,48.25,0.0,0.0,48.25,48.25,0.0,0.0,48.25,48.25,0.0,0.0
2017-10-22,48.24,48.24,0.0,0.0,48.26,48.26,0.0,0.0,48.24,48.24,0.0,0.0,48.25,48.25,0.0,0.0
2017-10-29,48.19,48.19,0.0,0.0,48.27,48.27,0.0,0.0,48.16,48.16,0.0,0.0,48.16,48.16,0.0,0.0
2017-11-05,48.23,48.23,0.0,0.0,48.23,48.23,0.0,0.0,48.17,48.17,0.0,0.0,48.17,48.17,0.0,0.0
2017-11-12,48.2,48.2,0.0,0.0,48.25,48.25,0.0,0.0,48.2,48.2,0.0,0.0,48.24,48.24,0.0,0.0
2017-11-19,48.21,48.21,0.0,0.0,48.21,48.21,0.0,0.0,48.21,48.21,0.0,0.0,48.21,48.21,0.0,0.0
2017-11-26,48.12,48.12,0.0,0.0,48.3,48.3,0.0,0.0,48.12,48.12,0.0,0.0,48.3,48.3,0.0,0.0
2017-12-03,48.28,48.28,0.0,0.0,48.29,48.29,0.0,0.0,48.25,48.25,0.0,0.0,48.25,48.25,0.0,0.0
2017-12-10,48.49,48.49,0.0,0.0,48.49,48.49,0.0,0.0,48.25,48.25,0.0,0.0,48.31,48.31,0.0,0.0
2017-12-17,48.49,48.49,0.0,0.0,48.49,48.49,0.0,0.0,48.39,48.39,0.0,0.0,48.48,48.48,0.0,0.0
2017-12-24,48.37,48.37,0.0,0.0,48.41,48.41,0.0,0.0,48.3,48.3,0.0,0.0,48.41,48.41,0.0,0.0
2017-12-31,48.3,48.3,0.0,0.0,48.36,48.36,0.0,0.0,48.21,48.21,0.0,0.0,48.35,48.35,0.0,0.0
2018-01-07,48.34,48.34,0.0,0.0,48.38,48.38,0.0,0.0,48.34,48.34,0.0,0.0,48.35,48.35,0.0,0.0
2018-01-14,48.33,48.33,0.0,0.0,48.57,48.57,0.0,0.0,48.3,48.3,0.0,0.0,48.57,48.57,0.0,0.0
2018-01-21,48.23,48.23,0.0,0.0,48.37,48.37,0.0,0.0,48.22,48.22,0.0,0.0,48.22,48.22,0.0,0.0
2018-01-28,48.24,48.24,0.0,0.0,48.3,48.3,0.0,0.0,48.11,48.11,0.0,0.0,48.21,48.21,0.0,0.0
2018-02-04,48.65,48.65,0.0,0.0,48.65,48.65,0.0,0.0,48.05,48.05,0.0,0.0,48.08,48.08,0.0,0.0
2018-02-11,48.12,48.12,0.0,0.0,48.4,48.4,0.0,0.0,48.11,48.11,0.0,0.0,48.34,48.34,0.0,0.0
2018-02-18,48.03,48.03,0.0,0.0,48.12,48.12,0.0,0.0,48.03,48.03,0.0,0.0,48.1,48.1,0.0,0.0
2018-02-25,48.11,48.11,0.0,0.0,48.25,48.25,0.0,0.0,48.11,48.11,0.0,0.0,48.22,48.22,0.0,0.0
2018-03-04,48.12,48.12,0.0,0.0,48.27,48.27,0.0,0.0,48.04,48.04,0.0,0.0,48.24,48.24,0.0,0.0
2018-03-11,48.03,48.03,0.0,0.0,48.27,48.27,0.0,0.0,48.03,48.03,0.0,0.0,48.24,48.24,0.0,0.0
2018-03-18,47.92,47.92,0.0,0.0,48.12,48.12,0.0,0.0,47.92,47.92,0.0,0.0,47.96,47.96,0.0,0.0
2018-03-25,47.85,47.85,0.0,0.0,47.93,47.93,0.0,0.0,47.85,47.85,0.0,0.0,47.87,47.87,0.0,0.0
2018-04-01,48.09,48.09,0.0,0.0,48.22,48.22,0.0,0.0,48.09,48.09,0.0,0.0,48.22,48.22,0.0,0.0
2018-04-08,48.19,48.19,0.0,0.0,48.19,48.19,0.0,0.0,48.01,48.01,0.0,0.0,48.02,48.02,0.0,0.0
2018-04-15,48.2,48.2,0.0,0.0,48.2,48.2,0.0,0.0,48.01,48.01,0.0,0.0,48.01,48.01,0.0,0.0
2018-04-22,48.01,48.01,0.0,0.0,48.2,48.2,0.0,0.0,47.89,47.89,0.0,0.0,48.05,48.05,0.0,0.0
2018-04-29,48.08,48.08,0.0,0.0,48.09,48.09,0.0,0.0,48.0,48.0,0.0,0.0,48.08,48.08,0.0,0.0
2018-05-06,48.13,48.13,0.0,0.0,48.15,48.15,0.0,0.0,48.09,48.09,0.0,0.0,48.15,48.15,0.0,0.0
2018-05-13,47.92,47.92,0.0,0.0,48.11,48.11,0.0,0.0,47.91,47.91,0.0,0.0,48.0,48.0,0.0,0.0
2018-05-20,47.95,47.95,0.0,0.0,47.95,47.95,0.0,0.0,47.9,47.9,0.0,0.0,47.9,47.9,0.0,0.0
2018-05-27,47.95,47.95,0.0,0.0,47.97,47.97,0.0,0.0,47.82,47.82,0.0,0.0,47.97,47.97,0.0,0.0
2018-06-03,47.92,47.92,0.0,0.0,47.92,47.92,0.0,0.0,47.85,47.85,0.0,0.0,47.87,47.87,0.0,0.0
2018-06-10,47.96,47.96,0.0,0.0,47.96,47.96,0.0,0.0,47.87,47.87,0.0,0.0,47.96,47.96,0.0,0.0
2018-06-17,47.81,47.81,0.0,0.0,47.81,47.81,0.0,0.0,47.81,47.81,0.0,0.0,47.81,47.81,0.0,0.0
2018-06-24,47.77,47.77,0.0,0.0,47.77,47.77,0.0,0.0,47.74,47.74,0.0,0.0,47.75,47.75,0.0,0.0
2018-07-01,47.91,47.91,0.0,0.0,47.91,47.91,0.0,0.0,47.76,47.76,0.0,0.0,47.83,47.83,0.0,0.0
2018-07-08,47.96,47.96,0.0,0.0,47.98,47.98,0.0,0.0,47.96,47.96,0.0,0.0,47.96,47.96,0.0,0.0
2018-07-15,48.09,48.09,0.0,0.0,48.09,48.09,0.0,0.0,47.88,47.88,0.0,0.0,48.01,48.01,0.0,0.0
2018-07-22,47.86,47.86,0.0,0.0,48.15,48.15,0.0,0.0,47.86,47.86,0.0,0.0,47.93,47.93,0.0,0.0
2018-07-29,48.0,48.0,0.0,0.0,48.0,48.0,0.0,0.0,47.95,47.95,0.0,0.0,47.96,47.96,0.0,0.0
2018-08-05,47.95,47.95,0.0,0.0,47.97,47.97,0.0,0.0,47.81,47.81,0.0,0.0,47.96,47.96,0.0,0.0
2018-08-12,47.96,47.96,0.0,0.0,47.99,47.99,0.0,0.0,47.92,47.92,0.0,0.0,47.98,47.98,0.0,0.0
2018-08-19,47.91,47.91,0.0,0.0,47.96,47.96,0.0,0.0,47.85,47.85,0.0,0.0,47.95,47.95,0.0,0.0
2018-08-26,47.96,47.96,0.0,0.0,48.06,48.06,0.0,0.0,47.89,47.89,0.0,0.0,47.9,47.9,0.0,0.0
2018-09-02,48.02,48.02,0.0,0.0,48.02,48.02,0.0,0.0,47.79,47.79,0.0,0.0,47.94,47.94,0.0,0.0
2018-09-09,48.2,48.2,0.0,0.0,48.2,48.2,0.0,0.0,48.04,48.04,0.0,0.0,48.05,48.05,0.0,0.0
2018-09-16,48.0,48.0,0.0,0.0,48.24,48.24,0.0,0.0,48.0,48.0,0.0,0.0,48.02,48.02,0.0,0.0
2018-09-23,48.06,48.06,0.0,0.0,48.06,48.06,0.0,0.0,47.9,47.9,0.0,0.0,47.98,47.98,0.0,0.0
2018-09-30,47.94,47.94,0.0,0.0,47.94,47.94,0.0,0.0,47.85,47.85,0.0,0.0,47.85,47.85,0.0,0.0
2018-10-07,47.77,47.77,0.0,0.0,47.96,47.96,0.0,0.0,47.55,47.55,0.0,0.0,47.96,47.96,0.0,0.0
2018-10-14,47.77,47.77,0.0,0.0,47.93,47.93,0.0,0.0,47.77,47.77,0.0,0.0,47.88,47.88,0.0,0.0
2018-10-21,47.53,47.53,0.0,0.0,47.74,47.74,0.0,0.0,47.49,47.49,0.0,0.0,47.61,47.61,0.0,0.0
2018-10-28,47.56,47.56,0.0,0.0,47.72,47.72,0.0,0.0,47.49,47.49,0.0,0.0,47.5,47.5,0.0,0.0
2018-11-04,48.5,48.5,0.0,0.0,48.5,48.5,0.0,0.0,47.7,47.7,0.0,0.0,47.86,47.86,0.0,0.0
2018-11-11,47.62,47.62,0.0,0.0,47.72,47.72,0.0,0.0,47.47,47.47,0.0,0.0,47.58,47.58,0.0,0.0
2018-11-18,47.49,47.49,0.0,0.0,47.66,47.66,0.0,0.0,47.41,47.41,0.0,0.0,47.51,47.51,0.0,0.0
2018-11-25,47.53,47.53,0.0,0.0,47.6,47.6,0.0,0.0,47.49,47.49,0.0,0.0,47.6,47.6,0.0,0.0
2018-12-02,47.5,47.5,0.0,0.0,47.5,47.5,0.0,0.0,47.4,47.4,0.0,0.0,47.49,47.49,0.0,0.0
2018-12-09,47.58,47.58,0.0,0.0,47.64,47.64,0.0,0.0,47.46,47.46,0.0,0.0,47.46,47.46,0.0,0.0
2018-12-16,47.37,47.37,0.0,0.0,47.59,47.59,0.0,0.0,47.31,47.31,0.0,0.0,47.37,47.37,0.0,0.0
2018-12-23,47.31,47.31,0.0,0.0,47.52,47.52,0.0,0.0,47.24,47.24,0.0,0.0,47.26,47.26,0.0,0.0
2018-12-30,47.35,47.35,0.0,0.0,47.53,47.53,0.0,0.0,47.14,47.14,0.0,0.0,47.34,47.34,0.0,0.0
2019-01-06,47.37,47.37,0.0,0.0,47.4,47.4,0.0,0.0,46.63,46.63,0.0,0.0,47.4,47.4,0.0,0.0
2019-01-13,47.45,47.45,0.0,0.0,47.53,47.53,0.0,0.0,47.45,47.45,0.0,0.0,47.53,47.53,0.0,0.0
2019-01-20,47.5,47.5,0.0,0.0,47.5,47.5,0.0,0.0,46.96,46.96,0.0,0.0,47.42,47.42,0.0,0.0
2019-01-27,47.6,47.6,0.0,0.0,47.6,47.6,0.0,0.0,47.45,47.45,0.0,0.0,47.57,47.57,0.0,0.0
2019-02-03,47.73,47.73,0.0,0.0,47.74,47.74,0.0,0.0,47.56,47.56,0.0,0.0,47.59,47.59,0.0,0.0
2019-02-10,47.71,47.71,0.0,0.0,47.78,47.78,0.0,0.0,47.53,47.53,0.0,0.0,47.56,47.56,0.0,0.0
2019-02-17,47.66,47.66,0.0,0.0,47.72,47.72,0.0,0.0,47.6,47.6,0.0,0.0,47.71,47.71,0.0,0.0
2019-02-24,47.75,47.75,0.0,0.0,47.81,47.81,0.0,0.0,47.69,47.69,0.0,0.0,47.75,47.75,0.0,0.0
2019-03-03,47.64,47.64,0.0,0.0,47.66,47.66,0.0,0.0,47.63,47.63,0.0,0.0,47.63,47.63,0.0,0.0
2019-03-10,47.79,47.79,0.0,0.0,47.85,47.85,0.0,0.0,47.69,47.69,0.0,0.0,47.85,47.85,0.0,0.0
2019-03-17,47.88,47.88,0.0,0.0,47.88,47.88,0.0,0.0,47.67,47.67,0.0,0.0,47.76,47.76,0.0,0.0
2019-03-24,47.74,47.74,0.0,0.0,47.75,47.75,0.0,0.0,47.66,47.66,0.0,0.0,47.74,47.74,0.0,0.0
2019-03-31,47.99,47.99,0.0,0.0,48.04,48.04,0.0,0.0,47.79,47.79,0.0,0.0,47.85,47.85,0.0,0.0
2019-04-07,47.85,47.85,0.0,0.0,47.94,47.94,0.0,0.0,47.81,47.81,0.0,0.0,47.94,47.94,0.0,0.0
2019-04-14,47.89,47.89,0.0,0.0,47.95,47.95,0.0,0.0,47.89,47.89,0.0,0.0,47.94,47.94,0.0,0.0
2019-04-21,48.1,48.1,0.0,0.0,48.1,48.1,0.0,0.0,47.79,47.79,0.0,0.0,47.85,47.85,0.0,0.0
2019-04-28,47.76,47.76,0.0,0.0,48.03,48.03,0.0,0.0,47.74,47.74,0.0,0.0,47.89,47.89,0.0,0.0
2019-05-05,47.61,47.61,0.0,0.0,47.75,47.75,0.0,0.0,47.61,47.61,0.0,0.0,47.69,47.69,0.0,0.0
2019-05-12,47.76,47.76,0.0,0.0,47.78,47.78,0.0,0.0,47.71,47.71,0.0,0.0,47.72,47.72,0.0,0.0
2019-05-19,47.73,47.73,0.0,0.0,47.74,47.74,0.0,0.0,47.68,47.68,0.0,0.0,47.73,47.73,0.0,0.0
2019-05-26,47.53,47.53,0.0,0.0,47.54,47.54,0.0,0.0,47.46,47.46,0.0,0.0,47.5,47.5,0.0,0.0
2019-06-02,47.56,47.56,0.0,0.0,47.56,47.56,0.0,0.0,47.56,47.56,0.0,0.0,47.56,47.56,0.0,0.0
2019-06-09,47.58,47.58,0.0,0.0,47.58,47.58,0.0,0.0,47.58,47.58,0.0,0.0,47.58,47.58,0.0,0.0
2019-06-16,47.48,47.48,0.0,0.0,47.59,47.59,0.0,0.0,47.48,47.48,0.0,0.0,47.59,47.59,0.0,0.0
2019-06-23,47.65,47.65,0.0,0.0,47.7,47.7,0.0,0.0,47.59,47.59,0.0,0.0,47.68,47.68,0.0,0.0
