Date,Forensic Accounting Long-Short_Open_average,Forensic Accounting Long-Short_Open_max,Forensic Accounting Long-Short_Open_min,Forensic Accounting Long-Short_Open_volatility,Forensic Accounting Long-Short_Open_change,Forensic Accounting Long-Short_High_average,Forensic Accounting Long-Short_High_max,Forensic Accounting Long-Short_High_min,Forensic Accounting Long-Short_High_volatility,Forensic Accounting Long-Short_High_change,Forensic Accounting Long-Short_Low_average,Forensic Accounting Long-Short_Low_max,Forensic Accounting Long-Short_Low_min,Forensic Accounting Long-Short_Low_volatility,Forensic Accounting Long-Short_Low_change,Forensic Accounting Long-Short_Close_average,Forensic Accounting Long-Short_Close_max,Forensic Accounting Long-Short_Close_min,Forensic Accounting Long-Short_Close_volatility,Forensic Accounting Long-Short_Close_change
2018-10-14,40.49,40.49,40.49,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2018-10-21,39.02,39.02,39.02,0.0,0.0,39.42,39.42,39.42,0.0,0.0,38.63,38.63,38.63,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2018-10-28,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2018-11-04,41.37,41.37,41.37,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.05,41.05,41.05,0.0,0.0,41.29,41.29,41.29,0.0,0.0
2018-11-11,40.37,40.37,40.37,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2018-11-18,39.96,39.96,39.96,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2018-11-25,40.51,40.51,40.51,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.75,40.75,40.75,0.0,0.0
2018-12-02,39.4,39.4,39.4,0.0,0.0,39.4,39.4,39.4,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.92,38.92,38.92,0.0,0.0
2018-12-09,38.46,38.46,38.46,0.0,0.0,38.54,38.54,38.54,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.94,37.94,37.94,0.0,0.0
2018-12-16,36.0,36.0,36.0,0.0,0.0,36.84,36.84,36.84,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.87,35.87,35.87,0.0,0.0
2018-12-23,36.59,36.59,36.59,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2018-12-30,37.39,37.39,37.39,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2019-01-06,38.31,38.31,38.31,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.55,38.55,38.55,0.0,0.0
2019-01-13,39.23,39.23,39.23,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2019-01-20,38.91,38.91,38.91,0.0,0.0,39.49,39.49,39.49,0.0,0.0,38.91,38.91,38.91,0.0,0.0,39.21,39.21,39.21,0.0,0.0
2019-01-27,39.51,39.51,39.51,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.54,39.54,39.54,0.0,0.0
2019-02-03,38.92,38.92,38.92,0.0,0.0,39.06,39.06,39.06,0.0,0.0,38.92,38.92,38.92,0.0,0.0,39.06,39.06,39.06,0.0,0.0
2019-02-10,40.34,40.34,40.34,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2019-02-17,40.58,40.58,40.58,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2019-02-24,40.08,40.08,40.08,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.08,40.08,40.08,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2019-03-03,38.55,38.55,38.55,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.55,38.55,38.55,0.0,0.0
2019-03-10,39.22,39.22,39.22,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.21,39.21,39.21,0.0,0.0
2019-03-17,38.28,38.28,38.28,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2019-03-24,38.65,38.65,38.65,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2019-03-31,40.22,40.22,40.22,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2019-04-07,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2019-04-14,40.63,40.63,40.63,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.63,40.63,40.63,0.0,0.0
2019-04-21,40.21,40.21,40.21,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2019-04-28,40.2,40.2,40.2,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2019-05-05,38.45,38.45,38.45,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.71,38.71,38.71,0.0,0.0
2019-05-12,37.38,37.38,37.38,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2019-05-19,36.63,36.63,36.63,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2019-05-26,34.88,34.88,34.88,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2019-06-02,36.55,36.55,36.55,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2019-06-09,36.89,36.89,36.89,0.0,0.0,36.96,36.96,36.96,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.96,36.96,36.96,0.0,0.0
2019-06-16,37.81,37.81,37.81,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2019-06-23,38.15,38.15,38.15,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.07,38.07,38.07,0.0,0.0
2019-06-30,38.17,38.17,38.17,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.42,38.42,38.42,0.0,0.0
2019-07-07,38.22,38.22,38.22,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2019-07-14,38.12,38.12,38.12,0.0,0.0,38.12,38.12,38.12,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2019-07-21,38.53,38.53,38.53,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.71,38.71,38.71,0.0,0.0
2019-07-28,37.03,37.03,37.03,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2019-08-04,35.94,35.94,35.94,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2019-08-11,34.43,34.43,34.43,0.0,0.0,35.02,35.02,35.02,0.0,0.0,34.43,34.43,34.43,0.0,0.0,35.02,35.02,35.02,0.0,0.0
2019-08-18,34.43,34.43,34.43,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2019-08-25,35.11,35.11,35.11,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.29,35.29,35.29,0.0,0.0
2019-09-01,36.73,36.73,36.73,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2019-09-08,38.6,38.6,38.6,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2019-09-15,37.88,37.88,37.88,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2019-09-22,37.75,37.75,37.75,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2019-09-29,36.56,36.56,36.56,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.71,36.71,36.71,0.0,0.0
2019-10-06,37.22,37.22,37.22,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2019-10-13,37.46,37.46,37.46,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2019-10-20,38.12,38.12,38.12,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.12,38.12,38.12,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2019-10-27,39.16,39.16,39.16,0.0,0.0,39.16,39.16,39.16,0.0,0.0,39.16,39.16,39.16,0.0,0.0,39.16,39.16,39.16,0.0,0.0
2019-11-03,40.44,40.44,40.44,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.44,40.44,40.44,0.0,0.0
2019-11-10,39.86,39.86,39.86,0.0,0.0,39.86,39.86,39.86,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.68,39.68,39.68,0.0,0.0
2019-11-17,38.85,38.85,38.85,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2019-11-24,38.73,38.73,38.73,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2019-12-01,38.99,38.99,38.99,0.0,0.0,39.05,39.05,39.05,0.0,0.0,38.99,38.99,38.99,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2019-12-08,39.56,39.56,39.56,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2019-12-15,40.0,40.0,40.0,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2019-12-22,40.13,40.13,40.13,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.13,40.13,40.13,0.0,0.0
2019-12-29,39.69,39.69,39.69,0.0,0.0,39.69,39.69,39.69,0.0,0.0,38.93,38.93,38.93,0.0,0.0,39.12,39.12,39.12,0.0,0.0
