Date,iShares 7-10 Year Treasury Bond_Open_average,iShares 7-10 Year Treasury Bond_Open_max,iShares 7-10 Year Treasury Bond_Open_min,iShares 7-10 Year Treasury Bond_Open_volatility,iShares 7-10 Year Treasury Bond_Open_change,iShares 7-10 Year Treasury Bond_High_average,iShares 7-10 Year Treasury Bond_High_max,iShares 7-10 Year Treasury Bond_High_min,iShares 7-10 Year Treasury Bond_High_volatility,iShares 7-10 Year Treasury Bond_High_change,iShares 7-10 Year Treasury Bond_Low_average,iShares 7-10 Year Treasury Bond_Low_max,iShares 7-10 Year Treasury Bond_Low_min,iShares 7-10 Year Treasury Bond_Low_volatility,iShares 7-10 Year Treasury Bond_Low_change,iShares 7-10 Year Treasury Bond_Close_average,iShares 7-10 Year Treasury Bond_Close_max,iShares 7-10 Year Treasury Bond_Close_min,iShares 7-10 Year Treasury Bond_Close_volatility,iShares 7-10 Year Treasury Bond_Close_change
2018-01-14,103.87,103.87,103.87,0.0,0.0,103.95,103.95,103.95,0.0,0.0,103.67,103.67,103.67,0.0,0.0,103.75,103.75,103.75,0.0,0.0
2018-01-21,103.5,103.5,103.5,0.0,0.0,103.55,103.55,103.55,0.0,0.0,103.31,103.31,103.31,0.0,0.0,103.51,103.51,103.51,0.0,0.0
2018-01-28,102.25,102.25,102.25,0.0,0.0,103.31,103.31,103.31,0.0,0.0,102.09,102.09,102.09,0.0,0.0,103.06,103.06,103.06,0.0,0.0
2018-02-04,102.22,102.22,102.22,0.0,0.0,102.36,102.36,102.36,0.0,0.0,102.08,102.08,102.08,0.0,0.0,102.19,102.19,102.19,0.0,0.0
2018-02-11,102.09,102.09,102.09,0.0,0.0,102.18,102.18,102.18,0.0,0.0,101.96,101.96,101.96,0.0,0.0,102.01,102.01,102.01,0.0,0.0
2018-02-18,102.36,102.36,102.36,0.0,0.0,102.45,102.45,102.45,0.0,0.0,102.2,102.2,102.2,0.0,0.0,102.25,102.25,102.25,0.0,0.0
2018-02-25,102.35,102.35,102.35,0.0,0.0,102.35,102.35,102.35,0.0,0.0,101.82,101.82,101.82,0.0,0.0,101.94,101.94,101.94,0.0,0.0
2018-03-04,102.0,102.0,102.0,0.0,0.0,102.17,102.17,102.17,0.0,0.0,101.94,101.94,101.94,0.0,0.0,102.16,102.16,102.16,0.0,0.0
2018-03-11,102.15,102.15,102.15,0.0,0.0,102.46,102.46,102.46,0.0,0.0,102.14,102.14,102.14,0.0,0.0,102.27,102.27,102.27,0.0,0.0
2018-03-18,102.52,102.52,102.52,0.0,0.0,102.65,102.65,102.65,0.0,0.0,102.39,102.39,102.39,0.0,0.0,102.42,102.42,102.42,0.0,0.0
2018-03-25,102.94,102.94,102.94,0.0,0.0,103.34,103.34,103.34,0.0,0.0,102.89,102.89,102.89,0.0,0.0,103.12,103.12,103.12,0.0,0.0
2018-04-01,102.74,102.74,102.74,0.0,0.0,102.94,102.94,102.94,0.0,0.0,102.65,102.65,102.65,0.0,0.0,102.94,102.94,102.94,0.0,0.0
