Date,PowerShares S&P MidCap Low Volatility Portfolio_Open_average,PowerShares S&P MidCap Low Volatility Portfolio_Open_max,PowerShares S&P MidCap Low Volatility Portfolio_Open_min,PowerShares S&P MidCap Low Volatility Portfolio_Open_volatility,PowerShares S&P MidCap Low Volatility Portfolio_Open_change,PowerShares S&P MidCap Low Volatility Portfolio_High_average,PowerShares S&P MidCap Low Volatility Portfolio_High_max,PowerShares S&P MidCap Low Volatility Portfolio_High_min,PowerShares S&P MidCap Low Volatility Portfolio_High_volatility,PowerShares S&P MidCap Low Volatility Portfolio_High_change,PowerShares S&P MidCap Low Volatility Portfolio_Low_average,PowerShares S&P MidCap Low Volatility Portfolio_Low_max,PowerShares S&P MidCap Low Volatility Portfolio_Low_min,PowerShares S&P MidCap Low Volatility Portfolio_Low_volatility,PowerShares S&P MidCap Low Volatility Portfolio_Low_change,PowerShares S&P MidCap Low Volatility Portfolio_Close_average,PowerShares S&P MidCap Low Volatility Portfolio_Close_max,PowerShares S&P MidCap Low Volatility Portfolio_Close_min,PowerShares S&P MidCap Low Volatility Portfolio_Close_volatility,PowerShares S&P MidCap Low Volatility Portfolio_Close_change
2018-04-15,45.08,45.08,45.08,0.0,0.0,45.25,45.25,45.25,0.0,0.0,44.9,44.9,44.9,0.0,0.0,45.07,45.07,45.07,0.0,0.0
2018-04-22,45.43,45.43,45.43,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.04,45.04,45.04,0.0,0.0,45.04,45.04,45.04,0.0,0.0
2018-04-29,45.71,45.71,45.71,0.0,0.0,45.92,45.92,45.92,0.0,0.0,45.64,45.64,45.64,0.0,0.0,45.8,45.8,45.8,0.0,0.0
2018-05-06,46.16,46.16,46.16,0.0,0.0,46.21,46.21,46.21,0.0,0.0,45.84,45.84,45.84,0.0,0.0,45.91,45.91,45.91,0.0,0.0
2018-05-13,45.68,45.68,45.68,0.0,0.0,45.95,45.95,45.95,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.89,45.89,45.89,0.0,0.0
2018-05-20,46.18,46.18,46.18,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2018-05-27,46.67,46.67,46.67,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.79,46.79,46.79,0.0,0.0
2018-06-03,46.96,46.96,46.96,0.0,0.0,47.05,47.05,47.05,0.0,0.0,46.76,46.76,46.76,0.0,0.0,46.78,46.78,46.78,0.0,0.0
2018-06-10,46.61,46.61,46.61,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.57,46.57,46.57,0.0,0.0,46.83,46.83,46.83,0.0,0.0
2018-06-17,47.05,47.05,47.05,0.0,0.0,47.15,47.15,47.15,0.0,0.0,46.81,46.81,46.81,0.0,0.0,47.01,47.01,47.01,0.0,0.0
2018-06-24,46.9,46.9,46.9,0.0,0.0,47.03,47.03,47.03,0.0,0.0,46.7,46.7,46.7,0.0,0.0,47.0,47.0,47.0,0.0,0.0
2018-07-01,48.06,48.06,48.06,0.0,0.0,48.21,48.21,48.21,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.78,47.78,47.78,0.0,0.0
2018-07-08,47.7,47.7,47.7,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.59,47.59,47.59,0.0,0.0
2018-07-15,47.72,47.72,47.72,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.57,47.57,47.57,0.0,0.0
2018-07-22,47.54,47.54,47.54,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.35,47.35,47.35,0.0,0.0
2018-07-29,48.22,48.22,48.22,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2018-08-05,48.18,48.18,48.18,0.0,0.0,48.28,48.28,48.28,0.0,0.0,47.88,47.88,47.88,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2018-08-12,49.2,49.2,49.2,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.09,49.09,49.09,0.0,0.0
2018-08-19,49.12,49.12,49.12,0.0,0.0,49.18,49.18,49.18,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.98,48.98,48.98,0.0,0.0
2018-08-26,48.95,48.95,48.95,0.0,0.0,49.1,49.1,49.1,0.0,0.0,48.84,48.84,48.84,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2018-09-02,49.04,49.04,49.04,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.01,49.01,49.01,0.0,0.0,49.02,49.02,49.02,0.0,0.0
2018-09-09,49.39,49.39,49.39,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.21,49.21,49.21,0.0,0.0
2018-09-16,48.87,48.87,48.87,0.0,0.0,49.01,49.01,49.01,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2018-09-23,48.65,48.65,48.65,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.13,48.13,48.13,0.0,0.0
2018-09-30,47.81,47.81,47.81,0.0,0.0,48.27,48.27,48.27,0.0,0.0,47.81,47.81,47.81,0.0,0.0,48.17,48.17,48.17,0.0,0.0
2018-10-07,45.91,45.91,45.91,0.0,0.0,46.51,46.51,46.51,0.0,0.0,45.91,45.91,45.91,0.0,0.0,46.18,46.18,46.18,0.0,0.0
2018-10-14,47.01,47.01,47.01,0.0,0.0,47.04,47.04,47.04,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.56,46.56,46.56,0.0,0.0
2018-10-21,46.21,46.21,46.21,0.0,0.0,46.7,46.7,46.7,0.0,0.0,45.71,45.71,45.71,0.0,0.0,46.05,46.05,46.05,0.0,0.0
2018-10-28,46.59,46.59,46.59,0.0,0.0,47.17,47.17,47.17,0.0,0.0,46.59,46.59,46.59,0.0,0.0,47.03,47.03,47.03,0.0,0.0
2018-11-04,47.82,47.82,47.82,0.0,0.0,48.11,48.11,48.11,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.61,47.61,47.61,0.0,0.0
2018-11-11,47.91,47.91,47.91,0.0,0.0,48.15,48.15,48.15,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2018-11-18,47.71,47.71,47.71,0.0,0.0,47.87,47.87,47.87,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.78,47.78,47.78,0.0,0.0
2018-11-25,49.17,49.17,49.17,0.0,0.0,49.17,49.17,49.17,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2018-12-02,47.41,47.41,47.41,0.0,0.0,47.41,47.41,47.41,0.0,0.0,46.58,46.58,46.58,0.0,0.0,47.13,47.13,47.13,0.0,0.0
2018-12-09,46.68,46.68,46.68,0.0,0.0,46.75,46.75,46.75,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.59,45.59,45.59,0.0,0.0
2018-12-16,43.84,43.84,43.84,0.0,0.0,43.96,43.96,43.96,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.36,42.36,42.36,0.0,0.0
2018-12-23,44.15,44.15,44.15,0.0,0.0,44.39,44.39,44.39,0.0,0.0,43.75,43.75,43.75,0.0,0.0,44.39,44.39,44.39,0.0,0.0
2018-12-30,44.39,44.39,44.39,0.0,0.0,44.82,44.82,44.82,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.52,44.52,44.52,0.0,0.0
2019-01-06,45.48,45.48,45.48,0.0,0.0,45.63,45.63,45.63,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.4,45.4,45.4,0.0,0.0
2019-01-13,46.68,46.68,46.68,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.82,46.82,46.82,0.0,0.0
2019-01-20,46.79,46.79,46.79,0.0,0.0,47.08,47.08,47.08,0.0,0.0,46.68,46.68,46.68,0.0,0.0,47.06,47.06,47.06,0.0,0.0
2019-01-27,47.63,47.63,47.63,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2019-02-03,48.48,48.48,48.48,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2019-02-10,48.91,48.91,48.91,0.0,0.0,49.22,49.22,49.22,0.0,0.0,48.9,48.9,48.9,0.0,0.0,49.17,49.17,49.17,0.0,0.0
2019-02-17,49.9,49.9,49.9,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2019-02-24,49.62,49.62,49.62,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2019-03-03,49.0,49.0,49.0,0.0,0.0,49.4,49.4,49.4,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2019-03-10,49.44,49.44,49.44,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2019-03-17,48.59,48.59,48.59,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.74,48.74,48.74,0.0,0.0
2019-03-24,49.89,49.89,49.89,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2019-03-31,50.25,50.25,50.25,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2019-04-07,50.67,50.67,50.67,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2019-04-14,50.1,50.1,50.1,0.0,0.0,50.13,50.13,50.13,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2019-04-21,51.02,51.02,51.02,0.0,0.0,51.18,51.18,51.18,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2019-04-28,51.01,51.01,51.01,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.51,51.51,51.51,0.0,0.0
2019-05-05,50.45,50.45,50.45,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.39,50.39,50.39,0.0,0.0
2019-05-12,50.64,50.64,50.64,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2019-05-19,50.63,50.63,50.63,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2019-05-26,49.69,49.69,49.69,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.97,49.97,49.97,0.0,0.0
2019-06-02,51.41,51.41,51.41,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.2,51.2,51.2,0.0,0.0
2019-06-09,51.69,51.69,51.69,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.57,51.57,51.57,0.0,0.0
2019-06-16,51.72,51.72,51.72,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.27,51.27,51.27,0.0,0.0
2019-06-23,51.58,51.58,51.58,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.34,51.34,51.34,0.0,0.0
2019-06-30,52.14,52.14,52.14,0.0,0.0,52.2,52.2,52.2,0.0,0.0,51.99,51.99,51.99,0.0,0.0,52.09,52.09,52.09,0.0,0.0
2019-07-07,52.28,52.28,52.28,0.0,0.0,52.3,52.3,52.3,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2019-07-14,51.51,51.51,51.51,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.29,51.29,51.29,0.0,0.0
2019-07-21,52.29,52.29,52.29,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.14,52.14,52.14,0.0,0.0
2019-07-28,50.82,50.82,50.82,0.0,0.0,50.84,50.84,50.84,0.0,0.0,49.61,49.61,49.61,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2019-08-04,51.53,51.53,51.53,0.0,0.0,51.66,51.66,51.66,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.23,51.23,51.23,0.0,0.0
2019-08-11,51.99,51.99,51.99,0.0,0.0,52.07,52.07,52.07,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2019-08-18,51.21,51.21,51.21,0.0,0.0,51.34,51.34,51.34,0.0,0.0,50.92,50.92,50.92,0.0,0.0,51.34,51.34,51.34,0.0,0.0
2019-08-25,51.86,51.86,51.86,0.0,0.0,51.96,51.96,51.96,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.89,51.89,51.89,0.0,0.0
2019-09-01,52.38,52.38,52.38,0.0,0.0,52.41,52.41,52.41,0.0,0.0,51.86,51.86,51.86,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2019-09-08,52.37,52.37,52.37,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.33,52.33,52.33,0.0,0.0
2019-09-15,52.3,52.3,52.3,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.26,52.26,52.26,0.0,0.0,52.46,52.46,52.46,0.0,0.0
2019-09-22,52.51,52.51,52.51,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.61,52.61,52.61,0.0,0.0
2019-09-29,52.18,52.18,52.18,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.13,52.13,52.13,0.0,0.0
2019-10-06,52.18,52.18,52.18,0.0,0.0,52.25,52.25,52.25,0.0,0.0,51.96,51.96,51.96,0.0,0.0,52.04,52.04,52.04,0.0,0.0
2019-10-13,52.95,52.95,52.95,0.0,0.0,53.07,53.07,53.07,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.94,52.94,52.94,0.0,0.0
2019-10-20,52.89,52.89,52.89,0.0,0.0,53.07,53.07,53.07,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.67,52.67,52.67,0.0,0.0
2019-10-27,53.65,53.65,53.65,0.0,0.0,53.65,53.65,53.65,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2019-11-03,52.64,52.64,52.64,0.0,0.0,52.86,52.86,52.86,0.0,0.0,52.62,52.62,52.62,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2019-11-10,53.11,53.11,53.11,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.11,53.11,53.11,0.0,0.0,53.21,53.21,53.21,0.0,0.0
2019-11-17,52.95,52.95,52.95,0.0,0.0,53.23,53.23,53.23,0.0,0.0,52.94,52.94,52.94,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2019-11-24,53.4,53.4,53.4,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.02,53.02,53.02,0.0,0.0,53.04,53.04,53.04,0.0,0.0
2019-12-01,53.64,53.64,53.64,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.62,53.62,53.62,0.0,0.0
2019-12-08,53.39,53.39,53.39,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.49,53.49,53.49,0.0,0.0
2019-12-15,53.9,53.9,53.9,0.0,0.0,54.0,54.0,54.0,0.0,0.0,53.38,53.38,53.38,0.0,0.0,53.43,53.43,53.43,0.0,0.0
2019-12-22,53.53,53.53,53.53,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.66,53.66,53.66,0.0,0.0
2019-12-29,52.99,52.99,52.99,0.0,0.0,53.58,53.58,53.58,0.0,0.0,52.98,52.98,52.98,0.0,0.0,53.44,53.44,53.44,0.0,0.0
