Date,iShares MSCI Japan_Open_average,iShares MSCI Japan_Open_max,iShares MSCI Japan_Open_min,iShares MSCI Japan_Open_volatility,iShares MSCI Japan_Open_change,iShares MSCI Japan_High_average,iShares MSCI Japan_High_max,iShares MSCI Japan_High_min,iShares MSCI Japan_High_volatility,iShares MSCI Japan_High_change,iShares MSCI Japan_Low_average,iShares MSCI Japan_Low_max,iShares MSCI Japan_Low_min,iShares MSCI Japan_Low_volatility,iShares MSCI Japan_Low_change,iShares MSCI Japan_Close_average,iShares MSCI Japan_Close_max,iShares MSCI Japan_Close_min,iShares MSCI Japan_Close_volatility,iShares MSCI Japan_Close_change
2018-01-14,63.75,63.75,63.75,0.0,0.0,64.1,64.1,64.1,0.0,0.0,63.71,63.71,63.71,0.0,0.0,64.1,64.1,64.1,0.0,0.0
2018-01-21,64.21,64.21,64.21,0.0,0.0,64.27,64.27,64.27,0.0,0.0,64.01,64.01,64.01,0.0,0.0,64.12,64.12,64.12,0.0,0.0
2018-01-28,61.11,61.11,61.11,0.0,0.0,61.5,61.5,61.5,0.0,0.0,59.22,59.22,59.22,0.0,0.0,59.37,59.37,59.37,0.0,0.0
2018-02-04,59.65,59.65,59.65,0.0,0.0,60.41,60.41,60.41,0.0,0.0,59.46,59.46,59.46,0.0,0.0,60.22,60.22,60.22,0.0,0.0
2018-02-11,61.28,61.28,61.28,0.0,0.0,61.67,61.67,61.67,0.0,0.0,61.26,61.26,61.26,0.0,0.0,61.6,61.6,61.6,0.0,0.0
2018-02-18,62.01,62.01,62.01,0.0,0.0,62.47,62.47,62.47,0.0,0.0,61.94,61.94,61.94,0.0,0.0,62.46,62.46,62.46,0.0,0.0
2018-02-25,59.48,59.48,59.48,0.0,0.0,60.31,60.31,60.31,0.0,0.0,59.45,59.45,59.45,0.0,0.0,60.24,60.24,60.24,0.0,0.0
2018-03-04,60.79,60.79,60.79,0.0,0.0,60.91,60.91,60.91,0.0,0.0,60.6,60.6,60.6,0.0,0.0,60.68,60.68,60.68,0.0,0.0
2018-03-11,60.17,60.17,60.17,0.0,0.0,60.2,60.2,60.2,0.0,0.0,59.28,59.28,59.28,0.0,0.0,59.66,59.66,59.66,0.0,0.0
2018-03-18,58.88,58.88,58.88,0.0,0.0,59.14,59.14,59.14,0.0,0.0,58.48,58.48,58.48,0.0,0.0,59.11,59.11,59.11,0.0,0.0
2018-03-25,60.07,60.07,60.07,0.0,0.0,60.19,60.19,60.19,0.0,0.0,59.26,59.26,59.26,0.0,0.0,59.46,59.46,59.46,0.0,0.0
2018-04-01,60.25,60.25,60.25,0.0,0.0,60.6,60.6,60.6,0.0,0.0,60.14,60.14,60.14,0.0,0.0,60.15,60.15,60.15,0.0,0.0
2018-04-08,60.55,60.55,60.55,0.0,0.0,60.56,60.56,60.56,0.0,0.0,60.35,60.35,60.35,0.0,0.0,60.4,60.4,60.4,0.0,0.0
2018-04-15,60.64,60.64,60.64,0.0,0.0,60.69,60.69,60.69,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.61,60.61,60.61,0.0,0.0
2018-04-22,60.87,60.87,60.87,0.0,0.0,61.09,61.09,61.09,0.0,0.0,60.62,60.62,60.62,0.0,0.0,60.64,60.64,60.64,0.0,0.0
2018-04-29,60.73,60.73,60.73,0.0,0.0,60.87,60.87,60.87,0.0,0.0,60.7,60.7,60.7,0.0,0.0,60.8,60.8,60.8,0.0,0.0
2018-05-06,61.55,61.55,61.55,0.0,0.0,61.66,61.66,61.66,0.0,0.0,61.49,61.49,61.49,0.0,0.0,61.62,61.62,61.62,0.0,0.0
2018-05-13,60.99,60.99,60.99,0.0,0.0,61.12,61.12,61.12,0.0,0.0,60.97,60.97,60.97,0.0,0.0,61.08,61.08,61.08,0.0,0.0
2018-05-20,60.18,60.18,60.18,0.0,0.0,60.27,60.27,60.27,0.0,0.0,60.05,60.05,60.05,0.0,0.0,60.13,60.13,60.13,0.0,0.0
2018-05-27,60.67,60.67,60.67,0.0,0.0,60.73,60.73,60.73,0.0,0.0,60.5,60.5,60.5,0.0,0.0,60.51,60.51,60.51,0.0,0.0
2018-06-03,61.03,61.03,61.03,0.0,0.0,61.17,61.17,61.17,0.0,0.0,60.99,60.99,60.99,0.0,0.0,61.03,61.03,61.03,0.0,0.0
2018-06-10,59.73,59.73,59.73,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.68,59.68,59.68,0.0,0.0,59.88,59.88,59.88,0.0,0.0
2018-06-17,58.48,58.48,58.48,0.0,0.0,58.5,58.5,58.5,0.0,0.0,57.93,57.93,57.93,0.0,0.0,58.08,58.08,58.08,0.0,0.0
2018-06-24,56.68,56.68,56.68,0.0,0.0,57.05,57.05,57.05,0.0,0.0,56.63,56.63,56.63,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2018-07-01,57.83,57.83,57.83,0.0,0.0,58.02,58.02,58.02,0.0,0.0,57.76,57.76,57.76,0.0,0.0,57.99,57.99,57.99,0.0,0.0
2018-07-08,57.68,57.68,57.68,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.57,57.57,57.57,0.0,0.0,57.58,57.58,57.58,0.0,0.0
2018-07-15,58.44,58.44,58.44,0.0,0.0,58.52,58.52,58.52,0.0,0.0,58.37,58.37,58.37,0.0,0.0,58.48,58.48,58.48,0.0,0.0
2018-07-22,59.34,59.34,59.34,0.0,0.0,59.38,59.38,59.38,0.0,0.0,58.94,58.94,58.94,0.0,0.0,58.98,58.98,58.98,0.0,0.0
2018-07-29,58.04,58.04,58.04,0.0,0.0,58.19,58.19,58.19,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.13,58.13,58.13,0.0,0.0
2018-08-05,57.25,57.25,57.25,0.0,0.0,57.32,57.32,57.32,0.0,0.0,57.04,57.04,57.04,0.0,0.0,57.16,57.16,57.16,0.0,0.0
2018-08-12,57.35,57.35,57.35,0.0,0.0,57.5,57.5,57.5,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.42,57.42,57.42,0.0,0.0
2018-08-19,58.22,58.22,58.22,0.0,0.0,58.48,58.48,58.48,0.0,0.0,58.21,58.21,58.21,0.0,0.0,58.48,58.48,58.48,0.0,0.0
2018-08-26,58.22,58.22,58.22,0.0,0.0,58.36,58.36,58.36,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.22,58.22,58.22,0.0,0.0
2018-09-02,56.89,56.89,56.89,0.0,0.0,56.95,56.95,56.95,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.8,56.8,56.8,0.0,0.0
2018-09-09,58.43,58.43,58.43,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.12,58.12,58.12,0.0,0.0,58.15,58.15,58.15,0.0,0.0
2018-09-16,59.85,59.85,59.85,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.72,59.72,59.72,0.0,0.0,59.77,59.77,59.77,0.0,0.0
2018-09-23,60.48,60.48,60.48,0.0,0.0,60.83,60.83,60.83,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.64,60.64,60.64,0.0,0.0
2018-09-30,59.02,59.02,59.02,0.0,0.0,59.49,59.49,59.49,0.0,0.0,58.87,58.87,58.87,0.0,0.0,59.43,59.43,59.43,0.0,0.0
2018-10-07,56.32,56.32,56.32,0.0,0.0,56.87,56.87,56.87,0.0,0.0,56.13,56.13,56.13,0.0,0.0,56.56,56.56,56.56,0.0,0.0
2018-10-14,56.67,56.67,56.67,0.0,0.0,56.7,56.7,56.7,0.0,0.0,56.19,56.19,56.19,0.0,0.0,56.3,56.3,56.3,0.0,0.0
2018-10-21,54.19,54.19,54.19,0.0,0.0,54.4,54.4,54.4,0.0,0.0,52.99,52.99,52.99,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2018-10-28,54.86,54.86,54.86,0.0,0.0,55.05,55.05,55.05,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.82,54.82,54.82,0.0,0.0
2018-11-04,55.03,55.03,55.03,0.0,0.0,55.03,55.03,55.03,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2018-11-11,54.88,54.88,54.88,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2018-11-18,54.72,54.72,54.72,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2018-11-25,56.2,56.2,56.2,0.0,0.0,56.22,56.22,56.22,0.0,0.0,55.86,55.86,55.86,0.0,0.0,56.09,56.09,56.09,0.0,0.0
2018-12-02,53.18,53.18,53.18,0.0,0.0,53.34,53.34,53.34,0.0,0.0,52.47,52.47,52.47,0.0,0.0,53.13,53.13,53.13,0.0,0.0
2018-12-09,52.96,52.96,52.96,0.0,0.0,53.03,53.03,53.03,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.54,52.54,52.54,0.0,0.0
2018-12-16,49.34,49.34,49.34,0.0,0.0,49.65,49.65,49.65,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2018-12-23,51.06,51.06,51.06,0.0,0.0,51.18,51.18,51.18,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2018-12-30,52.46,52.46,52.46,0.0,0.0,52.98,52.98,52.98,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.6,52.6,52.6,0.0,0.0
2019-01-06,52.55,52.55,52.55,0.0,0.0,52.9,52.9,52.9,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.65,52.65,52.65,0.0,0.0
2019-01-13,54.07,54.07,54.07,0.0,0.0,54.22,54.22,54.22,0.0,0.0,53.88,53.88,53.88,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2019-01-20,53.47,53.47,53.47,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.53,53.53,53.53,0.0,0.0
2019-01-27,54.0,54.0,54.0,0.0,0.0,54.27,54.27,54.27,0.0,0.0,53.94,53.94,53.94,0.0,0.0,54.18,54.18,54.18,0.0,0.0
2019-02-03,52.78,52.78,52.78,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.78,52.78,52.78,0.0,0.0
2019-02-10,54.21,54.21,54.21,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.14,54.14,54.14,0.0,0.0,54.49,54.49,54.49,0.0,0.0
2019-02-17,55.15,55.15,55.15,0.0,0.0,55.23,55.23,55.23,0.0,0.0,54.94,54.94,54.94,0.0,0.0,54.99,54.99,54.99,0.0,0.0
2019-02-24,54.57,54.57,54.57,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.19,54.19,54.19,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2019-03-03,53.52,53.52,53.52,0.0,0.0,53.98,53.98,53.98,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.93,53.93,53.93,0.0,0.0
2019-03-10,54.42,54.42,54.42,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2019-03-17,53.99,53.99,53.99,0.0,0.0,54.31,54.31,54.31,0.0,0.0,53.89,53.89,53.89,0.0,0.0,54.31,54.31,54.31,0.0,0.0
2019-03-24,55.22,55.22,55.22,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.41,55.41,55.41,0.0,0.0
2019-03-31,55.24,55.24,55.24,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.09,55.09,55.09,0.0,0.0,55.24,55.24,55.24,0.0,0.0
2019-04-07,55.15,55.15,55.15,0.0,0.0,55.17,55.17,55.17,0.0,0.0,55.02,55.02,55.02,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2019-04-14,55.0,55.0,55.0,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.15,55.15,55.15,0.0,0.0
2019-04-21,55.48,55.48,55.48,0.0,0.0,55.65,55.65,55.65,0.0,0.0,55.41,55.41,55.41,0.0,0.0,55.62,55.62,55.62,0.0,0.0
2019-04-28,54.83,54.83,54.83,0.0,0.0,55.42,55.42,55.42,0.0,0.0,54.81,54.81,54.81,0.0,0.0,55.39,55.39,55.39,0.0,0.0
2019-05-05,53.19,53.19,53.19,0.0,0.0,53.24,53.24,53.24,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2019-05-12,53.41,53.41,53.41,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.29,53.29,53.29,0.0,0.0,53.4,53.4,53.4,0.0,0.0
2019-05-19,53.71,53.71,53.71,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2019-05-26,52.97,52.97,52.97,0.0,0.0,53.07,53.07,53.07,0.0,0.0,52.79,52.79,52.79,0.0,0.0,53.03,53.03,53.03,0.0,0.0
