Date,Guggenheim Enhanced Short Duration_etf_Open_average,Guggenheim Enhanced Short Duration_etf_Open_max,Guggenheim Enhanced Short Duration_etf_Open_min,Guggenheim Enhanced Short Duration_etf_Open_volatility,Guggenheim Enhanced Short Duration_etf_Open_change,Guggenheim Enhanced Short Duration_etf_High_average,Guggenheim Enhanced Short Duration_etf_High_max,Guggenheim Enhanced Short Duration_etf_High_min,Guggenheim Enhanced Short Duration_etf_High_volatility,Guggenheim Enhanced Short Duration_etf_High_change,Guggenheim Enhanced Short Duration_etf_Low_average,Guggenheim Enhanced Short Duration_etf_Low_max,Guggenheim Enhanced Short Duration_etf_Low_min,Guggenheim Enhanced Short Duration_etf_Low_volatility,Guggenheim Enhanced Short Duration_etf_Low_change,Guggenheim Enhanced Short Duration_etf_Close_average,Guggenheim Enhanced Short Duration_etf_Close_max,Guggenheim Enhanced Short Duration_etf_Close_min,Guggenheim Enhanced Short Duration_etf_Close_volatility,Guggenheim Enhanced Short Duration_etf_Close_change
2018-01-14,50.18,50.18,50.18,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2018-01-21,50.21,50.21,50.21,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2018-01-28,50.15,50.15,50.15,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2018-02-04,50.17,50.17,50.17,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2018-02-11,50.18,50.18,50.18,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2018-02-18,50.22,50.22,50.22,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2018-02-25,50.17,50.17,50.17,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2018-03-04,50.17,50.17,50.17,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2018-03-11,50.17,50.17,50.17,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2018-03-18,50.21,50.21,50.21,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2018-03-25,50.23,50.23,50.23,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2018-04-01,50.17,50.17,50.17,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2018-04-08,50.19,50.19,50.19,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2018-04-15,50.24,50.24,50.24,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2018-04-22,50.27,50.27,50.27,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2018-04-29,50.2,50.2,50.2,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2018-05-06,50.23,50.23,50.23,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2018-05-13,50.24,50.24,50.24,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2018-05-20,50.26,50.26,50.26,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2018-05-27,50.29,50.29,50.29,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2018-06-03,50.21,50.21,50.21,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2018-06-10,50.24,50.24,50.24,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2018-06-17,50.25,50.25,50.25,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2018-06-24,50.24,50.24,50.24,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2018-07-01,50.2,50.2,50.2,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2018-07-08,50.22,50.22,50.22,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2018-07-15,50.25,50.25,50.25,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2018-07-22,50.28,50.28,50.28,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2018-07-29,50.2,50.2,50.2,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2018-08-05,50.23,50.23,50.23,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2018-08-12,50.26,50.26,50.26,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2018-08-19,50.23,50.23,50.23,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2018-08-26,50.26,50.26,50.26,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2018-09-02,50.29,50.29,50.29,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.29,50.29,50.29,0.0,0.0
