Date,LXU_Open_average,LXU_Open_max,LXU_Open_min,LXU_Open_volatility,LXU_Open_change,LXU_High_average,LXU_High_max,LXU_High_min,LXU_High_volatility,LXU_High_change,LXU_Low_average,LXU_Low_max,LXU_Low_min,LXU_Low_volatility,LXU_Low_change,LXU_Close_average,LXU_Close_max,LXU_Close_min,LXU_Close_volatility,LXU_Close_change,LXU_Volume_average,LXU_Volume_max,LXU_Volume_min,LXU_Volume_volatility,LXU_Volume_change
2018-01-14,9.306,9.75,9.04,0.7100000000000009,-0.6999999999999993,9.446,9.81,9.24,0.5700000000000003,-0.5300000000000011,9.040000000000001,9.16,8.96,0.1999999999999993,-0.15000000000000036,9.174,9.33,9.06,0.2699999999999996,-0.23000000000000043,150993,207310,120627,86683,-86683
2018-01-21,9.002,9.13,8.75,0.3800000000000008,-0.35999999999999943,9.072,9.26,8.85,0.41000000000000014,-0.3200000000000003,8.766,8.95,8.61,0.33999999999999986,-0.22000000000000064,8.9,9.06,8.64,0.41999999999999993,-0.41000000000000014,152208,253596,97514,156082,-12536
2018-01-28,8.304,8.65,7.67,0.9800000000000004,-0.8800000000000008,8.4,8.69,8.0,0.6899999999999995,-0.6899999999999995,7.994,8.33,7.44,0.8899999999999997,-0.8899999999999997,8.13,8.63,7.46,1.1700000000000008,-1.1700000000000008,196024,227263,157815,69448,60753
2018-02-04,7.316,7.48,7.09,0.39000000000000057,-0.16999999999999993,7.468,7.62,7.26,0.3600000000000003,-0.3600000000000003,7.1160000000000005,7.32,6.9,0.41999999999999993,-0.1200000000000001,7.262,7.47,7.06,0.41000000000000014,-0.25,247600,360422,119855,240567,-240567
2018-02-11,7.16,7.3,7.08,0.21999999999999975,0.21999999999999975,7.33,7.4,7.26,0.14000000000000057,0.1299999999999999,7.015,7.06,6.94,0.11999999999999922,-0.009999999999999787,7.1725,7.33,7.07,0.2599999999999998,-0.14999999999999947,151376,189860,111741,78119,30822
2018-02-18,7.202,7.25,7.07,0.17999999999999972,0.17999999999999972,7.36,7.59,7.25,0.33999999999999986,-0.17999999999999972,7.096,7.2,6.98,0.21999999999999975,-0.08999999999999986,7.176,7.23,7.14,0.09000000000000075,-0.03000000000000025,140754,210078,111241,98837,-37865
2018-02-25,7.526,7.91,7.22,0.6900000000000004,-0.16000000000000014,7.816000000000001,8.47,7.44,1.0300000000000002,-0.830000000000001,7.194,7.46,6.96,0.5,0.019999999999999574,7.556,7.95,7.27,0.6800000000000006,-0.3200000000000003,298622,512839,194463,318376,-318376
2018-03-04,7.568,7.75,7.38,0.3700000000000001,-0.08999999999999986,7.742,8.0,7.47,0.5300000000000002,-0.2699999999999996,7.302,7.56,7.09,0.46999999999999975,-0.2699999999999996,7.51,7.83,7.34,0.4900000000000002,-0.45999999999999996,187538,216841,138917,77924,-77924
2018-03-11,7.164,7.42,6.96,0.45999999999999996,-0.3700000000000001,7.236,7.54,7.05,0.4900000000000002,-0.4900000000000002,6.902,7.16,6.67,0.4900000000000002,-0.4900000000000002,7.058,7.18,6.9,0.27999999999999936,-0.27999999999999936,174195,323823,84039,239784,89509
2018-03-18,6.552,6.93,6.14,0.79,-0.79,6.654,6.95,6.35,0.6000000000000005,-0.6000000000000005,6.334,6.68,5.99,0.6899999999999995,-0.6899999999999995,6.422,6.75,6.03,0.7199999999999998,-0.41999999999999993,186997,240107,117619,122488,55534
2018-03-25,6.1899999999999995,6.35,6.11,0.23999999999999932,-0.21999999999999975,6.28,6.46,6.13,0.33000000000000007,-0.33000000000000007,5.9575,6.11,5.65,0.45999999999999996,-0.39999999999999947,6.005,6.13,5.68,0.4500000000000002,-0.41999999999999993,191123,249458,167327,82131,76905
2018-04-01,5.806,6.03,5.43,0.6000000000000005,0.20999999999999996,5.968,6.18,5.73,0.4499999999999993,0.14999999999999947,5.63,5.85,5.36,0.4899999999999993,0.3799999999999999,5.816,6.11,5.51,0.6000000000000005,0.35000000000000053,226034,357687,148816,208871,-208871
2018-04-08,6.096,6.23,5.97,0.2600000000000007,0.2600000000000007,6.254,6.33,6.12,0.20999999999999996,0.040000000000000036,5.962,6.06,5.9,0.15999999999999925,0.15999999999999925,6.128,6.24,6.03,0.20999999999999996,0.20999999999999996,181588,242657,142843,99814,-99814
2018-04-15,6.344,6.51,6.07,0.4399999999999995,-0.23999999999999932,6.5,6.87,6.09,0.7800000000000002,-0.41999999999999993,6.168,6.41,5.83,0.5800000000000001,-0.41000000000000014,6.248,6.48,5.88,0.6000000000000005,-0.6000000000000005,175449,277290,92286,185004,-60416
2018-04-22,5.724,5.93,5.5,0.4299999999999997,-0.16000000000000014,5.8759999999999994,6.05,5.75,0.2999999999999998,-0.1299999999999999,5.548,5.63,5.5,0.1299999999999999,-0.0600000000000005,5.662,5.81,5.53,0.27999999999999936,-0.0699999999999994,266256,397680,180097,217583,-59019
2018-04-29,5.53,5.7,5.44,0.2599999999999998,0.16999999999999993,5.72,5.88,5.53,0.34999999999999964,0.34999999999999964,5.428,5.7,5.29,0.41000000000000014,0.33999999999999986,5.584,5.78,5.46,0.3200000000000003,0.3200000000000003,144662,195802,99161,96641,-96641
2018-05-06,5.846,5.92,5.75,0.16999999999999993,0.13999999999999968,5.978,6.1,5.88,0.21999999999999975,0.040000000000000036,5.768,5.87,5.62,0.25,-0.11000000000000032,5.806,5.91,5.62,0.29000000000000004,-0.11000000000000032,140520,199097,65222,133875,-55463
2018-05-13,5.5120000000000005,5.57,5.44,0.1299999999999999,-0.020000000000000462,5.598,5.67,5.5,0.16999999999999993,-0.009999999999999787,5.3839999999999995,5.46,5.35,0.11000000000000032,0.11000000000000032,5.49,5.57,5.41,0.16000000000000014,0.1299999999999999,138411,181586,77215,104371,-104371
2018-05-20,5.4175,5.57,5.25,0.3200000000000003,-0.3200000000000003,5.4825,5.7,5.28,0.41999999999999993,-0.41999999999999993,5.282500000000001,5.5,5.12,0.3799999999999999,-0.3799999999999999,5.35,5.56,5.19,0.3699999999999992,-0.3699999999999992,125472,156052,102374,53678,26326
