Date,ProShares UltraPro Short 20+ Year TreasuryEtf_Open_average,ProShares UltraPro Short 20+ Year TreasuryEtf_Open_max,ProShares UltraPro Short 20+ Year TreasuryEtf_Open_min,ProShares UltraPro Short 20+ Year TreasuryEtf_Open_volatility,ProShares UltraPro Short 20+ Year TreasuryEtf_Open_change,ProShares UltraPro Short 20+ Year TreasuryEtf_High_average,ProShares UltraPro Short 20+ Year TreasuryEtf_High_max,ProShares UltraPro Short 20+ Year TreasuryEtf_High_min,ProShares UltraPro Short 20+ Year TreasuryEtf_High_volatility,ProShares UltraPro Short 20+ Year TreasuryEtf_High_change,ProShares UltraPro Short 20+ Year TreasuryEtf_Low_average,ProShares UltraPro Short 20+ Year TreasuryEtf_Low_max,ProShares UltraPro Short 20+ Year TreasuryEtf_Low_min,ProShares UltraPro Short 20+ Year TreasuryEtf_Low_volatility,ProShares UltraPro Short 20+ Year TreasuryEtf_Low_change,ProShares UltraPro Short 20+ Year TreasuryEtf_Close_average,ProShares UltraPro Short 20+ Year TreasuryEtf_Close_max,ProShares UltraPro Short 20+ Year TreasuryEtf_Close_min,ProShares UltraPro Short 20+ Year TreasuryEtf_Close_volatility,ProShares UltraPro Short 20+ Year TreasuryEtf_Close_change
2018-07-29,28.21,28.21,28.21,0.0,0.0,28.21,28.21,28.21,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2018-08-05,27.15,27.15,27.15,0.0,0.0,27.19,27.19,27.19,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2018-08-12,26.62,26.62,26.62,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.71,26.71,26.71,0.0,0.0
2018-08-19,26.37,26.37,26.37,0.0,0.0,26.42,26.42,26.42,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2018-08-26,26.18,26.18,26.18,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2018-09-02,27.74,27.74,27.74,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2018-09-09,28.36,28.36,28.36,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2018-09-16,29.54,29.54,29.54,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2018-09-23,28.74,28.74,28.74,0.0,0.0,29.19,29.19,29.19,0.0,0.0,28.73,28.73,28.73,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2018-09-30,32.02,32.02,32.02,0.0,0.0,32.66,32.66,32.66,0.0,0.0,31.78,31.78,31.78,0.0,0.0,32.29,32.29,32.29,0.0,0.0
2018-10-07,31.17,31.17,31.17,0.0,0.0,31.22,31.22,31.22,0.0,0.0,30.69,30.69,30.69,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2018-10-14,31.66,31.66,31.66,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2018-10-21,30.79,30.79,30.79,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2018-10-28,32.01,32.01,32.01,0.0,0.0,33.06,33.06,33.06,0.0,0.0,31.94,31.94,31.94,0.0,0.0,32.97,32.97,32.97,0.0,0.0
2018-11-04,32.43,32.43,32.43,0.0,0.0,32.43,32.43,32.43,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2018-11-11,31.16,31.16,31.16,0.0,0.0,31.31,31.31,31.31,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2018-11-18,30.0,30.0,30.0,0.0,0.0,30.48,30.48,30.48,0.0,0.0,29.97,29.97,29.97,0.0,0.0,30.43,30.43,30.43,0.0,0.0
2018-11-25,30.32,30.32,30.32,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2018-12-02,28.17,28.17,28.17,0.0,0.0,28.38,28.38,28.38,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2018-12-09,27.72,27.72,27.72,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2018-12-16,25.81,25.81,25.81,0.0,0.0,26.27,26.27,26.27,0.0,0.0,25.81,25.81,25.81,0.0,0.0,26.11,26.11,26.11,0.0,0.0
2018-12-23,26.22,26.22,26.22,0.0,0.0,26.23,26.23,26.23,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2018-12-30,24.99,24.99,24.99,0.0,0.0,25.37,25.37,25.37,0.0,0.0,24.87,24.87,24.87,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2019-01-06,25.93,25.93,25.93,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2019-01-13,26.61,26.61,26.61,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2019-01-20,26.15,26.15,26.15,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2019-01-27,25.45,25.45,25.45,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2019-02-03,25.0,25.0,25.0,0.0,0.0,25.12,25.12,25.12,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2019-02-10,25.37,25.37,25.37,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2019-02-17,25.43,25.43,25.43,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.44,25.44,25.44,0.0,0.0
2019-02-24,26.71,26.71,26.71,0.0,0.0,27.13,27.13,27.13,0.0,0.0,26.58,26.58,26.58,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2019-03-03,25.54,25.54,25.54,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2019-03-10,25.15,25.15,25.15,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2019-03-17,23.65,23.65,23.65,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.26,23.26,23.26,0.0,0.0
2019-03-24,22.83,22.83,22.83,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2019-03-31,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.63,23.63,23.63,0.0,0.0
2019-04-07,24.32,24.32,24.32,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2019-04-14,24.37,24.37,24.37,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2019-04-21,23.79,23.79,23.79,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2019-04-28,23.74,23.74,23.74,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2019-05-05,23.06,23.06,23.06,0.0,0.0,23.19,23.19,23.19,0.0,0.0,22.82,22.82,22.82,0.0,0.0,23.19,23.19,23.19,0.0,0.0
2019-05-12,22.34,22.34,22.34,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.47,22.47,22.47,0.0,0.0
2019-05-19,21.67,21.67,21.67,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2019-05-26,20.05,20.05,20.05,0.0,0.0,20.06,20.06,20.06,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2019-06-02,19.48,19.48,19.48,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.52,19.52,19.52,0.0,0.0
2019-06-09,19.64,19.64,19.64,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.68,19.68,19.68,0.0,0.0
2019-06-16,19.21,19.21,19.21,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.21,19.21,19.21,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2019-06-23,19.09,19.09,19.09,0.0,0.0,19.12,19.12,19.12,0.0,0.0,18.9,18.9,18.9,0.0,0.0,18.99,18.99,18.99,0.0,0.0
2019-06-30,18.97,18.97,18.97,0.0,0.0,19.32,19.32,19.32,0.0,0.0,18.97,18.97,18.97,0.0,0.0,19.01,19.01,19.01,0.0,0.0
2019-07-07,20.17,20.17,20.17,0.0,0.0,20.21,20.21,20.21,0.0,0.0,19.96,19.96,19.96,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2019-07-14,19.38,19.38,19.38,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.33,19.33,19.33,0.0,0.0
2019-07-21,19.35,19.35,19.35,0.0,0.0,19.54,19.54,19.54,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2019-07-28,17.59,17.59,17.59,0.0,0.0,17.66,17.66,17.66,0.0,0.0,17.27,17.27,17.27,0.0,0.0,17.28,17.28,17.28,0.0,0.0
2019-08-04,15.75,15.75,15.75,0.0,0.0,15.99,15.99,15.99,0.0,0.0,15.44,15.44,15.44,0.0,0.0,15.96,15.96,15.96,0.0,0.0
2019-08-11,14.0,14.0,14.0,0.0,0.0,14.32,14.32,14.32,0.0,0.0,13.9,13.9,13.9,0.0,0.0,13.98,13.98,13.98,0.0,0.0
2019-08-18,14.72,14.72,14.72,0.0,0.0,14.72,14.72,14.72,0.0,0.0,13.88,13.88,13.88,0.0,0.0,13.96,13.96,13.96,0.0,0.0
2019-08-25,13.78,13.78,13.78,0.0,0.0,13.84,13.84,13.84,0.0,0.0,13.55,13.55,13.55,0.0,0.0,13.61,13.61,13.61,0.0,0.0
2019-09-01,14.08,14.08,14.08,0.0,0.0,14.14,14.14,14.14,0.0,0.0,13.9,13.9,13.9,0.0,0.0,13.92,13.92,13.92,0.0,0.0
2019-09-08,16.3,16.3,16.3,0.0,0.0,16.89,16.89,16.89,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.88,16.88,16.88,0.0,0.0
2019-09-15,15.4,15.4,15.4,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.02,15.02,15.02,0.0,0.0,15.05,15.05,15.05,0.0,0.0
2019-09-22,14.75,14.75,14.75,0.0,0.0,14.85,14.85,14.85,0.0,0.0,14.64,14.64,14.64,0.0,0.0,14.67,14.67,14.67,0.0,0.0
2019-09-29,13.85,13.85,13.85,0.0,0.0,13.88,13.88,13.88,0.0,0.0,13.64,13.64,13.64,0.0,0.0,13.66,13.66,13.66,0.0,0.0
2019-10-06,15.14,15.14,15.14,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.13,15.13,15.13,0.0,0.0,15.3,15.3,15.3,0.0,0.0
2019-10-13,15.55,15.55,15.55,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.6,15.6,15.6,0.0,0.0
2019-10-20,15.66,15.66,15.66,0.0,0.0,16.02,16.02,16.02,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.99,15.99,15.99,0.0,0.0
2019-10-27,15.12,15.12,15.12,0.0,0.0,15.41,15.41,15.41,0.0,0.0,15.02,15.02,15.02,0.0,0.0,15.18,15.18,15.18,0.0,0.0
2019-11-03,17.03,17.03,17.03,0.0,0.0,17.16,17.16,17.16,0.0,0.0,16.68,16.68,16.68,0.0,0.0,17.12,17.12,17.12,0.0,0.0
2019-11-10,16.17,16.17,16.17,0.0,0.0,16.17,16.17,16.17,0.0,0.0,15.92,15.92,15.92,0.0,0.0,16.05,16.05,16.05,0.0,0.0
2019-11-17,15.32,15.32,15.32,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.23,15.23,15.23,0.0,0.0,15.32,15.32,15.32,0.0,0.0
2019-11-24,15.16,15.16,15.16,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.17,15.17,15.17,0.0,0.0
2019-12-01,15.84,15.84,15.84,0.0,0.0,15.86,15.86,15.86,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.72,15.72,15.72,0.0,0.0
2019-12-08,15.76,15.76,15.76,0.0,0.0,16.01,16.01,16.01,0.0,0.0,15.24,15.24,15.24,0.0,0.0,15.4,15.4,15.4,0.0,0.0
2019-12-15,16.34,16.34,16.34,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.13,16.13,16.13,0.0,0.0,16.13,16.13,16.13,0.0,0.0
2019-12-22,15.77,15.77,15.77,0.0,0.0,15.82,15.82,15.82,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.82,15.82,15.82,0.0,0.0
2019-12-29,15.52,15.52,15.52,0.0,0.0,15.73,15.73,15.73,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.24,15.24,15.24,0.0,0.0
