Date,WisdomTree Dynamic Currency Hedged International Q_Open_average,WisdomTree Dynamic Currency Hedged International Q_Open_max,WisdomTree Dynamic Currency Hedged International Q_Open_min,WisdomTree Dynamic Currency Hedged International Q_Open_volatility,WisdomTree Dynamic Currency Hedged International Q_Open_change,WisdomTree Dynamic Currency Hedged International Q_High_average,WisdomTree Dynamic Currency Hedged International Q_High_max,WisdomTree Dynamic Currency Hedged International Q_High_min,WisdomTree Dynamic Currency Hedged International Q_High_volatility,WisdomTree Dynamic Currency Hedged International Q_High_change,WisdomTree Dynamic Currency Hedged International Q_Low_average,WisdomTree Dynamic Currency Hedged International Q_Low_max,WisdomTree Dynamic Currency Hedged International Q_Low_min,WisdomTree Dynamic Currency Hedged International Q_Low_volatility,WisdomTree Dynamic Currency Hedged International Q_Low_change,WisdomTree Dynamic Currency Hedged International Q_Close_average,WisdomTree Dynamic Currency Hedged International Q_Close_max,WisdomTree Dynamic Currency Hedged International Q_Close_min,WisdomTree Dynamic Currency Hedged International Q_Close_volatility,WisdomTree Dynamic Currency Hedged International Q_Close_change
2018-04-08,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2018-04-15,24.72,24.72,24.72,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2018-04-22,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2018-04-29,25.05,25.05,25.05,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2018-05-06,25.43,25.43,25.43,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.49,25.49,25.49,0.0,0.0
2018-05-13,25.58,25.58,25.58,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2018-05-20,25.35,25.35,25.35,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2018-05-27,25.32,25.32,25.32,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2018-06-03,25.32,25.32,25.32,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2018-06-10,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2018-06-17,25.33,25.33,25.33,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2018-06-24,24.68,24.68,24.68,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.68,24.68,24.68,0.0,0.0
2018-07-01,24.67,24.67,24.67,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.71,24.71,24.71,0.0,0.0
2018-07-08,25.04,25.04,25.04,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2018-07-15,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2018-07-22,25.47,25.47,25.47,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2018-07-29,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2018-08-05,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2018-08-12,25.03,25.03,25.03,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2018-08-19,25.24,25.24,25.24,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2018-08-26,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2018-09-02,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2018-09-09,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2018-09-16,25.0,25.0,25.0,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2018-09-23,24.79,24.79,24.79,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.8,24.8,24.8,0.0,0.0
2018-09-30,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2018-10-07,22.93,22.93,22.93,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2018-10-14,23.03,23.03,23.03,0.0,0.0,23.03,23.03,23.03,0.0,0.0,22.97,22.97,22.97,0.0,0.0,22.99,22.99,22.99,0.0,0.0
2018-10-21,22.4,22.4,22.4,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.59,22.59,22.59,0.0,0.0
2018-10-28,23.37,23.37,23.37,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2018-11-04,23.21,23.21,23.21,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.27,23.27,23.27,0.0,0.0
2018-11-11,22.66,22.66,22.66,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.66,22.66,22.66,0.0,0.0
2018-11-18,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0
2018-11-25,22.93,22.93,22.93,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.93,22.93,22.93,0.0,0.0
2018-12-02,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.24,21.24,21.24,0.0,0.0
2018-12-09,21.18,21.18,21.18,0.0,0.0,21.18,21.18,21.18,0.0,0.0,20.97,20.97,20.97,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2018-12-16,20.3,20.3,20.3,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.06,20.06,20.06,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2018-12-23,20.35,20.35,20.35,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.49,20.49,20.49,0.0,0.0
2018-12-30,20.61,20.61,20.61,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2019-01-06,21.24,21.24,21.24,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.26,21.26,21.26,0.0,0.0
2019-01-13,21.77,21.77,21.77,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.77,21.77,21.77,0.0,0.0
2019-01-20,21.82,21.82,21.82,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2019-01-27,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2019-02-03,22.33,22.33,22.33,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.34,22.34,22.34,0.0,0.0
2019-02-10,22.95,22.95,22.95,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2019-02-17,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2019-02-24,23.27,23.27,23.27,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2019-03-03,23.0,23.0,23.0,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2019-03-10,23.46,23.46,23.46,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2019-03-17,23.39,23.39,23.39,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2019-03-24,23.47,23.47,23.47,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.58,23.58,23.58,0.0,0.0
2019-03-31,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2019-04-07,24.07,24.07,24.07,0.0,0.0,24.08,24.08,24.08,0.0,0.0,23.92,23.92,23.92,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2019-04-14,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2019-04-21,24.28,24.28,24.28,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2019-04-28,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2019-05-05,23.65,23.65,23.65,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2019-05-12,23.87,23.87,23.87,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2019-05-19,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0
2019-05-26,23.06,23.06,23.06,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.06,23.06,23.06,0.0,0.0
2019-06-02,23.69,23.69,23.69,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2019-06-09,23.78,23.78,23.78,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2019-06-16,23.9,23.9,23.9,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2019-06-23,23.98,23.98,23.98,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2019-06-30,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2019-07-07,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2019-07-14,24.33,24.33,24.33,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2019-07-21,24.44,24.44,24.44,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2019-07-28,23.86,23.86,23.86,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2019-08-04,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0
2019-08-11,23.44,23.44,23.44,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2019-08-18,23.37,23.37,23.37,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2019-08-25,23.95,23.95,23.95,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.96,23.96,23.96,0.0,0.0
2019-09-01,24.5,24.5,24.5,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2019-09-08,24.43,24.43,24.43,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2019-09-15,24.37,24.37,24.37,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2019-09-22,24.23,24.23,24.23,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.17,24.17,24.17,0.0,0.0
2019-09-29,23.94,23.94,23.94,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2019-10-06,24.32,24.32,24.32,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2019-10-13,24.38,24.38,24.38,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2019-10-20,24.79,24.79,24.79,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2019-10-27,25.17,25.17,25.17,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2019-11-03,25.44,25.44,25.44,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2019-11-10,25.46,25.46,25.46,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2019-11-17,25.41,25.41,25.41,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2019-11-24,25.76,25.76,25.76,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2019-12-01,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2019-12-08,26.19,26.19,26.19,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2019-12-15,26.41,26.41,26.41,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2019-12-22,26.48,26.48,26.48,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2019-12-29,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0
