Date,FSFG_Open_average,FSFG_Open_max,FSFG_Open_min,FSFG_Open_volatility,FSFG_Open_change,FSFG_High_average,FSFG_High_max,FSFG_High_min,FSFG_High_volatility,FSFG_High_change,FSFG_Low_average,FSFG_Low_max,FSFG_Low_min,FSFG_Low_volatility,FSFG_Low_change,FSFG_Close_average,FSFG_Close_max,FSFG_Close_min,FSFG_Close_volatility,FSFG_Close_change,FSFG_Volume_average,FSFG_Volume_max,FSFG_Volume_min,FSFG_Volume_volatility,FSFG_Volume_change
2018-01-14,57.8825,57.99,57.8,0.19000000000000483,0.19000000000000483,57.8875,58.0,57.8,0.20000000000000284,0.20000000000000284,57.864999999999995,57.92,57.8,0.12000000000000455,0.12000000000000455,57.885,58.0,57.8,0.20000000000000284,0.20000000000000284,1308,2429,410,2019,2019
2018-01-21,58.343333333333334,58.99,57.96,1.0300000000000011,1.0300000000000011,58.693333333333335,60.0,58.0,2.0,2.0,58.233333333333334,58.71,57.96,0.75,0.75,58.63333333333333,59.83,58.0,1.8299999999999983,1.8299999999999983,2095,4540,800,3740,3740
2018-01-28,64.0925,66.63,59.87,6.759999999999998,6.759999999999998,65.9325,66.63,64.87,1.759999999999991,0.3999999999999915,63.875,66.25,59.8,6.450000000000003,6.450000000000003,65.05,66.25,63.5,2.75,2.75,2780,6085,838,5247,-5139
2018-02-04,65.932,67.0,65.0,2.0,-0.7999999999999972,66.352,67.0,65.73,1.269999999999996,-0.25,65.69,67.0,64.82,2.180000000000007,0.36000000000001364,66.146,67.0,65.0,2.0,0.730000000000004,2633,6404,0,6404,-5211
2018-02-11,65.5325,65.94,65.13,0.8100000000000023,0.8100000000000023,65.775,65.95,65.31,0.6400000000000006,0.6299999999999955,65.4075,65.67,65.0,0.6700000000000017,0.5699999999999932,65.645,65.93,65.31,0.6200000000000045,0.2599999999999909,2021,4552,537,4015,-4015
2018-02-18,66.086,66.98,65.6,1.3800000000000097,-0.030000000000001137,66.506,67.29,65.6,1.690000000000012,-0.3400000000000034,65.74,66.38,65.5,0.8799999999999955,0.09999999999999432,66.01,66.73,65.5,1.230000000000004,-0.12000000000000455,1285,2977,0,2977,-1318
2018-02-25,68.792,80.01,65.52,14.490000000000009,-0.7200000000000131,70.108,80.01,66.54,13.469999999999999,2.759999999999991,65.902,66.54,65.5,1.0400000000000063,-0.7200000000000131,67.038,67.75,66.54,1.2099999999999937,0.45999999999999375,1390,2590,0,2590,2590
2018-03-04,66.9,67.56,66.0,1.5600000000000023,-0.030000000000001137,66.906,67.56,66.0,1.5600000000000023,0.0,65.954,66.97,65.13,1.8400000000000034,-0.3299999999999983,66.054,66.97,65.13,1.8400000000000034,-0.3299999999999983,2111,3969,354,3615,-3072
2018-03-11,66.904,67.73,65.67,2.0600000000000023,1.6799999999999926,69.936,74.5,67.0,7.5,5.5,66.16,67.35,65.67,1.6799999999999926,1.6799999999999926,68.808,74.5,66.01,8.489999999999995,3.5,5470,10429,1320,9109,2683
2018-03-18,70.388,71.67,69.5,2.1700000000000017,2.1500000000000057,71.3,72.01,70.39,1.6200000000000045,1.6099999999999994,70.358,71.67,69.5,2.1700000000000017,2.1500000000000057,70.822,72.0,69.9,2.0999999999999943,1.7000000000000028,2874,6349,954,5395,1324
