Date,Direxion Daily Real Estate Bull 3X Shares_Open_average,Direxion Daily Real Estate Bull 3X Shares_Open_max,Direxion Daily Real Estate Bull 3X Shares_Open_min,Direxion Daily Real Estate Bull 3X Shares_Open_volatility,Direxion Daily Real Estate Bull 3X Shares_Open_change,Direxion Daily Real Estate Bull 3X Shares_High_average,Direxion Daily Real Estate Bull 3X Shares_High_max,Direxion Daily Real Estate Bull 3X Shares_High_min,Direxion Daily Real Estate Bull 3X Shares_High_volatility,Direxion Daily Real Estate Bull 3X Shares_High_change,Direxion Daily Real Estate Bull 3X Shares_Low_average,Direxion Daily Real Estate Bull 3X Shares_Low_max,Direxion Daily Real Estate Bull 3X Shares_Low_min,Direxion Daily Real Estate Bull 3X Shares_Low_volatility,Direxion Daily Real Estate Bull 3X Shares_Low_change,Direxion Daily Real Estate Bull 3X Shares_Close_average,Direxion Daily Real Estate Bull 3X Shares_Close_max,Direxion Daily Real Estate Bull 3X Shares_Close_min,Direxion Daily Real Estate Bull 3X Shares_Close_volatility,Direxion Daily Real Estate Bull 3X Shares_Close_change
2018-03-25,16.89,16.89,16.89,0.0,0.0,17.11,17.11,17.11,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.35,16.35,16.35,0.0,0.0
2018-04-01,16.91,16.91,16.91,0.0,0.0,17.07,17.07,17.07,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.68,16.68,16.68,0.0,0.0
2018-04-08,16.51,16.51,16.51,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.71,16.71,16.71,0.0,0.0
2018-04-15,16.02,16.02,16.02,0.0,0.0,16.14,16.14,16.14,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.97,15.97,15.97,0.0,0.0
2018-04-22,17.86,17.86,17.86,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.57,17.57,17.57,0.0,0.0
2018-04-29,18.39,18.39,18.39,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.76,18.76,18.76,0.0,0.0
2018-05-06,19.23,19.23,19.23,0.0,0.0,19.23,19.23,19.23,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2018-05-13,17.31,17.31,17.31,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.03,17.03,17.03,0.0,0.0,17.8,17.8,17.8,0.0,0.0
2018-05-20,18.5,18.5,18.5,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.64,18.64,18.64,0.0,0.0
2018-05-27,19.79,19.79,19.79,0.0,0.0,20.32,20.32,20.32,0.0,0.0,19.69,19.69,19.69,0.0,0.0,20.31,20.31,20.31,0.0,0.0
2018-06-03,20.38,20.38,20.38,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.36,20.36,20.36,0.0,0.0
2018-06-10,20.05,20.05,20.05,0.0,0.0,20.13,20.13,20.13,0.0,0.0,19.73,19.73,19.73,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2018-06-17,21.46,21.46,21.46,0.0,0.0,21.5,21.5,21.5,0.0,0.0,20.92,20.92,20.92,0.0,0.0,21.24,21.24,21.24,0.0,0.0
2018-06-24,21.84,21.84,21.84,0.0,0.0,21.87,21.87,21.87,0.0,0.0,20.69,20.69,20.69,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2018-07-01,23.17,23.17,23.17,0.0,0.0,23.18,23.18,23.18,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.55,22.55,22.55,0.0,0.0
2018-07-08,22.28,22.28,22.28,0.0,0.0,22.28,22.28,22.28,0.0,0.0,21.65,21.65,21.65,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2018-07-15,21.49,21.49,21.49,0.0,0.0,21.49,21.49,21.49,0.0,0.0,20.95,20.95,20.95,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2018-07-22,20.87,20.87,20.87,0.0,0.0,21.08,21.08,21.08,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.94,20.94,20.94,0.0,0.0
2018-07-29,23.03,23.03,23.03,0.0,0.0,23.23,23.23,23.23,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2018-08-05,21.87,21.87,21.87,0.0,0.0,22.01,22.01,22.01,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.84,21.84,21.84,0.0,0.0
2018-08-12,24.11,24.11,24.11,0.0,0.0,24.41,24.41,24.41,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.99,23.99,23.99,0.0,0.0
2018-08-19,23.45,23.45,23.45,0.0,0.0,23.63,23.63,23.63,0.0,0.0,22.92,22.92,22.92,0.0,0.0,23.26,23.26,23.26,0.0,0.0
2018-08-26,23.79,23.79,23.79,0.0,0.0,24.06,24.06,24.06,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2018-09-02,23.22,23.22,23.22,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.34,23.34,23.34,0.0,0.0
2018-09-09,23.12,23.12,23.12,0.0,0.0,23.48,23.48,23.48,0.0,0.0,22.87,22.87,22.87,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2018-09-16,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.47,21.47,21.47,0.0,0.0
2018-09-23,21.77,21.77,21.77,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.24,21.24,21.24,0.0,0.0
2018-09-30,19.82,19.82,19.82,0.0,0.0,20.92,20.92,20.92,0.0,0.0,19.82,19.82,19.82,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2018-10-07,18.24,18.24,18.24,0.0,0.0,18.94,18.94,18.94,0.0,0.0,18.24,18.24,18.24,0.0,0.0,18.4,18.4,18.4,0.0,0.0
2018-10-14,19.76,19.76,19.76,0.0,0.0,19.99,19.99,19.99,0.0,0.0,18.84,18.84,18.84,0.0,0.0,18.89,18.89,18.89,0.0,0.0
2018-10-21,19.57,19.57,19.57,0.0,0.0,20.15,20.15,20.15,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2018-10-28,19.37,19.37,19.37,0.0,0.0,20.33,20.33,20.33,0.0,0.0,19.37,19.37,19.37,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2018-11-04,21.31,21.31,21.31,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.29,21.29,21.29,0.0,0.0
2018-11-11,21.23,21.23,21.23,0.0,0.0,21.75,21.75,21.75,0.0,0.0,20.9,20.9,20.9,0.0,0.0,21.28,21.28,21.28,0.0,0.0
2018-11-18,21.16,21.16,21.16,0.0,0.0,21.23,21.23,21.23,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.88,20.88,20.88,0.0,0.0
2018-11-25,22.6,22.6,22.6,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.6,22.6,22.6,0.0,0.0
2018-12-02,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.95,21.95,21.95,0.0,0.0
2018-12-09,20.95,20.95,20.95,0.0,0.0,21.29,21.29,21.29,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.63,18.63,18.63,0.0,0.0
2018-12-16,17.03,17.03,17.03,0.0,0.0,17.03,17.03,17.03,0.0,0.0,15.11,15.11,15.11,0.0,0.0,15.11,15.11,15.11,0.0,0.0
2018-12-23,17.03,17.03,17.03,0.0,0.0,17.03,17.03,17.03,0.0,0.0,15.81,15.81,15.81,0.0,0.0,16.65,16.65,16.65,0.0,0.0
2018-12-30,16.71,16.71,16.71,0.0,0.0,17.1,17.1,17.1,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.77,16.77,16.77,0.0,0.0
2019-01-06,18.87,18.87,18.87,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.71,18.71,18.71,0.0,0.0
2019-01-13,19.98,19.98,19.98,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.89,19.89,19.89,0.0,0.0
2019-01-20,20.48,20.48,20.48,0.0,0.0,21.41,21.41,21.41,0.0,0.0,20.47,20.47,20.47,0.0,0.0,21.2,21.2,21.2,0.0,0.0
2019-01-27,22.5,22.5,22.5,0.0,0.0,23.0,23.0,23.0,0.0,0.0,21.97,21.97,21.97,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2019-02-03,23.9,23.9,23.9,0.0,0.0,24.07,24.07,24.07,0.0,0.0,23.6,23.6,23.6,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2019-02-10,23.69,23.69,23.69,0.0,0.0,24.2,24.2,24.2,0.0,0.0,23.69,23.69,23.69,0.0,0.0,24.1,24.1,24.1,0.0,0.0
2019-02-17,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.69,23.69,23.69,0.0,0.0
2019-02-24,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0,22.59,22.59,22.59,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2019-03-03,23.2,23.2,23.2,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2019-03-10,24.51,24.51,24.51,0.0,0.0,24.63,24.63,24.63,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2019-03-17,24.85,24.85,24.85,0.0,0.0,24.94,24.94,24.94,0.0,0.0,23.94,23.94,23.94,0.0,0.0,24.49,24.49,24.49,0.0,0.0
2019-03-24,25.47,25.47,25.47,0.0,0.0,25.71,25.71,25.71,0.0,0.0,24.53,24.53,24.53,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2019-03-31,26.15,26.15,26.15,0.0,0.0,26.15,26.15,26.15,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2019-04-07,26.1,26.1,26.1,0.0,0.0,26.23,26.23,26.23,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2019-04-14,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,22.36,22.36,22.36,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2019-04-21,25.0,25.0,25.0,0.0,0.0,25.15,25.15,25.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2019-04-28,25.53,25.53,25.53,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2019-05-05,24.63,24.63,24.63,0.0,0.0,25.22,25.22,25.22,0.0,0.0,24.21,24.21,24.21,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2019-05-12,25.87,25.87,25.87,0.0,0.0,26.02,26.02,26.02,0.0,0.0,24.91,24.91,24.91,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2019-05-19,26.25,26.25,26.25,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2019-05-26,24.82,24.82,24.82,0.0,0.0,25.25,25.25,25.25,0.0,0.0,24.43,24.43,24.43,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2019-06-02,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0,25.79,25.79,25.79,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2019-06-09,27.5,27.5,27.5,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.49,27.49,27.49,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2019-06-16,27.64,27.64,27.64,0.0,0.0,27.64,27.64,27.64,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2019-06-23,25.4,25.4,25.4,0.0,0.0,25.5,25.5,25.5,0.0,0.0,24.35,24.35,24.35,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2019-06-30,27.2,27.2,27.2,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2019-07-07,27.27,27.27,27.27,0.0,0.0,27.58,27.58,27.58,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2019-07-14,25.32,25.32,25.32,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2019-07-21,26.0,26.0,26.0,0.0,0.0,26.64,26.64,26.64,0.0,0.0,25.91,25.91,25.91,0.0,0.0,26.11,26.11,26.11,0.0,0.0
2019-07-28,26.11,26.11,26.11,0.0,0.0,26.11,26.11,26.11,0.0,0.0,23.82,23.82,23.82,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2019-08-04,27.79,27.79,27.79,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2019-08-11,28.32,28.32,28.32,0.0,0.0,28.7,28.7,28.7,0.0,0.0,27.93,27.93,27.93,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2019-08-18,28.03,28.03,28.03,0.0,0.0,28.12,28.12,28.12,0.0,0.0,27.49,27.49,27.49,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2019-08-25,28.97,28.97,28.97,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2019-09-01,29.98,29.98,29.98,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2019-09-08,28.11,28.11,28.11,0.0,0.0,28.93,28.93,28.93,0.0,0.0,27.89,27.89,27.89,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2019-09-15,29.7,29.7,29.7,0.0,0.0,30.25,30.25,30.25,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.77,29.77,29.77,0.0,0.0
2019-09-22,29.6,29.6,29.6,0.0,0.0,30.52,30.52,30.52,0.0,0.0,29.11,29.11,29.11,0.0,0.0,30.09,30.09,30.09,0.0,0.0
2019-09-29,29.86,29.86,29.86,0.0,0.0,30.33,30.33,30.33,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.92,29.92,29.92,0.0,0.0
2019-10-06,29.85,29.85,29.85,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2019-10-13,31.37,31.37,31.37,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2019-10-20,30.56,30.56,30.56,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2019-10-27,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.14,30.14,30.14,0.0,0.0
2019-11-03,27.82,27.82,27.82,0.0,0.0,28.24,28.24,28.24,0.0,0.0,27.68,27.68,27.68,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2019-11-10,29.23,29.23,29.23,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2019-11-17,28.21,28.21,28.21,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.29,28.29,28.29,0.0,0.0
2019-11-24,29.45,29.45,29.45,0.0,0.0,29.5,29.5,29.5,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.04,28.04,28.04,0.0,0.0
2019-12-01,29.51,29.51,29.51,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2019-12-08,26.6,26.6,26.6,0.0,0.0,27.13,27.13,27.13,0.0,0.0,26.16,26.16,26.16,0.0,0.0,27.06,27.06,27.06,0.0,0.0
2019-12-15,28.51,28.51,28.51,0.0,0.0,28.62,28.62,28.62,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2019-12-22,28.36,28.36,28.36,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2019-12-29,27.8,27.8,27.8,0.0,0.0,29.0,29.0,29.0,0.0,0.0,27.8,27.8,27.8,0.0,0.0,28.85,28.85,28.85,0.0,0.0
