Date,First Trust Financial AlphaDEX_Open_average,First Trust Financial AlphaDEX_Open_max,First Trust Financial AlphaDEX_Open_min,First Trust Financial AlphaDEX_Open_volatility,First Trust Financial AlphaDEX_Open_change,First Trust Financial AlphaDEX_High_average,First Trust Financial AlphaDEX_High_max,First Trust Financial AlphaDEX_High_min,First Trust Financial AlphaDEX_High_volatility,First Trust Financial AlphaDEX_High_change,First Trust Financial AlphaDEX_Low_average,First Trust Financial AlphaDEX_Low_max,First Trust Financial AlphaDEX_Low_min,First Trust Financial AlphaDEX_Low_volatility,First Trust Financial AlphaDEX_Low_change,First Trust Financial AlphaDEX_Close_average,First Trust Financial AlphaDEX_Close_max,First Trust Financial AlphaDEX_Close_min,First Trust Financial AlphaDEX_Close_volatility,First Trust Financial AlphaDEX_Close_change
2018-06-10,32.12,32.12,32.12,0.0,0.0,32.28,32.28,32.28,0.0,0.0,31.99,31.99,31.99,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2018-06-17,32.15,32.15,32.15,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2018-06-24,31.49,31.49,31.49,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.33,31.33,31.33,0.0,0.0
2018-07-01,31.57,31.57,31.57,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2018-07-08,31.89,31.89,31.89,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2018-07-15,32.07,32.07,32.07,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2018-07-22,32.3,32.3,32.3,0.0,0.0,32.38,32.38,32.38,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2018-07-29,32.21,32.21,32.21,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2018-08-05,32.17,32.17,32.17,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.08,32.08,32.08,0.0,0.0
2018-08-12,32.34,32.34,32.34,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2018-08-19,32.64,32.64,32.64,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.67,32.67,32.67,0.0,0.0
2018-08-26,32.69,32.69,32.69,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2018-09-02,32.79,32.79,32.79,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.65,32.65,32.65,0.0,0.0
2018-09-09,32.44,32.44,32.44,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.57,32.57,32.57,0.0,0.0
2018-09-16,32.88,32.88,32.88,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2018-09-23,31.89,31.89,31.89,0.0,0.0,32.07,32.07,32.07,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2018-09-30,31.91,31.91,31.91,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2018-10-07,30.45,30.45,30.45,0.0,0.0,30.47,30.47,30.47,0.0,0.0,29.6,29.6,29.6,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2018-10-14,30.22,30.22,30.22,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2018-10-21,29.14,29.14,29.14,0.0,0.0,29.31,29.31,29.31,0.0,0.0,28.74,28.74,28.74,0.0,0.0,29.06,29.06,29.06,0.0,0.0
2018-10-28,30.19,30.19,30.19,0.0,0.0,30.24,30.24,30.24,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2018-11-04,30.66,30.66,30.66,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.58,30.58,30.58,0.0,0.0
2018-11-11,29.95,29.95,29.95,0.0,0.0,30.18,30.18,30.18,0.0,0.0,29.86,29.86,29.86,0.0,0.0,30.09,30.09,30.09,0.0,0.0
2018-11-18,29.39,29.39,29.39,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.45,29.45,29.45,0.0,0.0
2018-11-25,30.18,30.18,30.18,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2018-12-02,29.44,29.44,29.44,0.0,0.0,29.7,29.7,29.7,0.0,0.0,28.86,28.86,28.86,0.0,0.0,29.01,29.01,29.01,0.0,0.0
2018-12-09,28.17,28.17,28.17,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2018-12-16,26.57,26.57,26.57,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2018-12-23,26.92,26.92,26.92,0.0,0.0,27.16,27.16,27.16,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2018-12-30,27.14,27.14,27.14,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.58,27.58,27.58,0.0,0.0
2019-01-06,28.14,28.14,28.14,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.29,28.29,28.29,0.0,0.0
2019-01-13,29.35,29.35,29.35,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2019-01-20,29.6,29.6,29.6,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2019-01-27,29.94,29.94,29.94,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.88,29.88,29.88,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2019-02-03,30.16,30.16,30.16,0.0,0.0,30.24,30.24,30.24,0.0,0.0,29.88,29.88,29.88,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2019-02-10,30.61,30.61,30.61,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2019-02-17,31.06,31.06,31.06,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2019-02-24,31.14,31.14,31.14,0.0,0.0,31.25,31.25,31.25,0.0,0.0,30.87,30.87,30.87,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2019-03-03,30.02,30.02,30.02,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2019-03-10,30.83,30.83,30.83,0.0,0.0,31.06,31.06,31.06,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2019-03-17,30.2,30.2,30.2,0.0,0.0,30.2,30.2,30.2,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2019-03-24,30.39,30.39,30.39,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2019-03-31,31.04,31.04,31.04,0.0,0.0,31.1,31.1,31.1,0.0,0.0,30.97,30.97,30.97,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2019-04-07,31.37,31.37,31.37,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2019-04-14,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2019-04-21,31.6,31.6,31.6,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2019-04-28,31.95,31.95,31.95,0.0,0.0,32.19,32.19,32.19,0.0,0.0,31.9,31.9,31.9,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2019-05-05,31.28,31.28,31.28,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2019-05-12,31.06,31.06,31.06,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2019-05-19,30.86,30.86,30.86,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2019-05-26,30.08,30.08,30.08,0.0,0.0,30.2,30.2,30.2,0.0,0.0,29.99,29.99,29.99,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2019-06-02,31.22,31.22,31.22,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2019-06-09,31.29,31.29,31.29,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2019-06-16,31.52,31.52,31.52,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2019-06-23,31.44,31.44,31.44,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2019-06-30,32.14,32.14,32.14,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2019-07-07,32.21,32.21,32.21,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2019-07-14,32.26,32.26,32.26,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2019-07-21,32.44,32.44,32.44,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2019-07-28,31.63,31.63,31.63,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2019-08-04,31.37,31.37,31.37,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.31,31.31,31.31,0.0,0.0
2019-08-11,30.3,30.3,30.3,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2019-08-18,30.85,30.85,30.85,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.2,30.2,30.2,0.0,0.0
2019-08-25,30.95,30.95,30.95,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2019-09-01,31.55,31.55,31.55,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2019-09-08,32.34,32.34,32.34,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.3,32.3,32.3,0.0,0.0
2019-09-15,32.29,32.29,32.29,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.12,32.12,32.12,0.0,0.0
2019-09-22,32.0,32.0,32.0,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2019-09-29,30.8,30.8,30.8,0.0,0.0,31.18,31.18,31.18,0.0,0.0,30.76,30.76,30.76,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2019-10-06,31.27,31.27,31.27,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.29,31.29,31.29,0.0,0.0
2019-10-13,31.53,31.53,31.53,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2019-10-20,31.83,31.83,31.83,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.92,31.92,31.92,0.0,0.0
2019-10-27,32.14,32.14,32.14,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2019-11-03,32.76,32.76,32.76,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2019-11-10,32.83,32.83,32.83,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2019-11-17,32.77,32.77,32.77,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2019-11-24,33.37,33.37,33.37,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2019-12-01,33.26,33.26,33.26,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2019-12-08,33.29,33.29,33.29,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2019-12-15,33.62,33.62,33.62,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.57,33.57,33.57,0.0,0.0
2019-12-22,33.58,33.58,33.58,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2019-12-29,33.2,33.2,33.2,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.37,33.37,33.37,0.0,0.0
