Date,ALG_Open_average,ALG_Open_max,ALG_Open_min,ALG_Open_volatility,ALG_Open_change,ALG_High_average,ALG_High_max,ALG_High_min,ALG_High_volatility,ALG_High_change,ALG_Low_average,ALG_Low_max,ALG_Low_min,ALG_Low_volatility,ALG_Low_change,ALG_Close_average,ALG_Close_max,ALG_Close_min,ALG_Close_volatility,ALG_Close_change,ALG_Volume_average,ALG_Volume_max,ALG_Volume_min,ALG_Volume_volatility,ALG_Volume_change
2018-01-14,115.71000000000001,118.04,114.9,3.1400000000000006,2.450000000000003,117.002,118.82,115.22,3.5999999999999943,1.6800000000000068,114.494,116.5,113.17,3.3299999999999983,3.3299999999999983,116.10000000000001,118.43,114.43,4.0,3.1199999999999903,54696,73755,28786,44969,-7676
2018-01-21,117.226,119.49,115.65,3.839999999999989,2.469999999999999,118.53,120.58,116.98,3.5999999999999943,2.9099999999999966,115.34400000000001,118.02,113.79,4.22999999999999,3.7299999999999898,117.44,120.13,115.15,4.97999999999999,2.75,59673,80557,40297,40260,-10836
2018-01-28,115.13600000000001,118.54,110.06,8.480000000000004,-7.469999999999999,116.298,118.54,113.23,5.310000000000002,-4.890000000000001,113.074,115.97,109.82,6.150000000000006,-6.150000000000006,114.074,117.6,110.6,7.0,-7.0,60777,87440,39216,48224,48224
2018-02-04,110.652,111.72,108.22,3.5,3.3799999999999955,112.428,113.41,111.72,1.6899999999999977,0.5099999999999909,108.432,109.32,107.45,1.8699999999999903,1.3900000000000006,110.78999999999999,111.8,109.74,2.0600000000000023,-0.5700000000000074,54762,71534,34870,36664,-24978
2018-02-11,110.84,112.47,109.26,3.2099999999999937,2.8299999999999983,113.295,115.73,111.17,4.560000000000002,2.9099999999999966,109.97749999999999,111.88,108.25,3.6299999999999955,3.6299999999999955,111.72749999999999,112.83,109.86,2.969999999999999,2.969999999999999,52252,63113,31767,31346,9433
2018-02-18,113.458,116.06,112.22,3.8400000000000034,3.8400000000000034,114.926,116.34,113.56,2.780000000000001,1.2600000000000051,112.49,114.34,111.16,3.180000000000007,2.1599999999999966,113.678,115.75,112.36,3.3900000000000006,2.0,54134,87142,34694,52448,-3888
2018-02-25,110.492,114.8,105.72,9.079999999999998,-9.079999999999998,112.054,115.88,107.82,8.060000000000002,-5.3799999999999955,107.696,112.33,102.62,9.709999999999994,-6.6200000000000045,109.508,112.65,106.72,5.930000000000007,-4.1000000000000085,84437,146654,56555,90099,86539
2018-03-04,112.35,116.6,109.0,7.599999999999994,7.599999999999994,114.958,118.0,112.4,5.599999999999994,5.420000000000002,111.61,115.31,109.0,6.310000000000002,6.310000000000002,113.968,116.91,111.4,5.509999999999991,4.950000000000003,55651,73969,49074,24895,-21961
2018-03-11,115.794,117.38,114.4,2.9799999999999898,-1.3100000000000023,116.654,117.84,115.96,1.8800000000000097,-1.3100000000000023,113.406,115.0,111.68,3.319999999999993,-3.319999999999993,114.96,116.66,113.27,3.3900000000000006,-2.210000000000008,47402,105684,24206,81478,1245
2018-03-18,112.89,113.98,111.14,2.8400000000000034,-2.569999999999993,114.632,116.75,112.09,4.659999999999997,-1.990000000000009,111.446,113.5,109.6,3.9000000000000057,-3.180000000000007,112.538,114.34,109.6,4.740000000000009,-0.7900000000000063,50245,108388,21649,86739,86739
