Date,Vanguard S&P 500 Value_Open_average,Vanguard S&P 500 Value_Open_max,Vanguard S&P 500 Value_Open_min,Vanguard S&P 500 Value_Open_volatility,Vanguard S&P 500 Value_Open_change,Vanguard S&P 500 Value_High_average,Vanguard S&P 500 Value_High_max,Vanguard S&P 500 Value_High_min,Vanguard S&P 500 Value_High_volatility,Vanguard S&P 500 Value_High_change,Vanguard S&P 500 Value_Low_average,Vanguard S&P 500 Value_Low_max,Vanguard S&P 500 Value_Low_min,Vanguard S&P 500 Value_Low_volatility,Vanguard S&P 500 Value_Low_change,Vanguard S&P 500 Value_Close_average,Vanguard S&P 500 Value_Close_max,Vanguard S&P 500 Value_Close_min,Vanguard S&P 500 Value_Close_volatility,Vanguard S&P 500 Value_Close_change
2018-04-22,107.21,107.21,107.21,0.0,0.0,107.21,107.21,107.21,0.0,0.0,106.03,106.03,106.03,0.0,0.0,106.05,106.05,106.05,0.0,0.0
2018-04-29,105.66,105.66,105.66,0.0,0.0,105.9,105.9,105.9,0.0,0.0,105.23,105.23,105.23,0.0,0.0,105.38,105.38,105.38,0.0,0.0
2018-05-06,107.88,107.88,107.88,0.0,0.0,108.13,108.13,108.13,0.0,0.0,107.63,107.63,107.63,0.0,0.0,107.79,107.79,107.79,0.0,0.0
2018-05-13,108.09,108.09,108.09,0.0,0.0,108.36,108.36,108.36,0.0,0.0,108.07,108.07,108.07,0.0,0.0,108.17,108.17,108.17,0.0,0.0
2018-05-20,107.04,107.04,107.04,0.0,0.0,107.14,107.14,107.14,0.0,0.0,106.71,106.71,106.71,0.0,0.0,106.98,106.98,106.98,0.0,0.0
2018-05-27,107.21,107.21,107.21,0.0,0.0,107.53,107.53,107.53,0.0,0.0,107.01,107.01,107.01,0.0,0.0,107.06,107.06,107.06,0.0,0.0
2018-06-03,108.91,108.91,108.91,0.0,0.0,109.32,109.32,109.32,0.0,0.0,108.91,108.91,108.91,0.0,0.0,109.06,109.06,109.06,0.0,0.0
2018-06-10,107.75,107.75,107.75,0.0,0.0,108.01,108.01,108.01,0.0,0.0,107.58,107.58,107.58,0.0,0.0,107.96,107.96,107.96,0.0,0.0
2018-06-17,107.33,107.33,107.33,0.0,0.0,107.41,107.41,107.41,0.0,0.0,106.11,106.11,106.11,0.0,0.0,106.89,106.89,106.89,0.0,0.0
2018-06-24,105.58,105.58,105.58,0.0,0.0,106.16,106.16,106.16,0.0,0.0,105.4,105.4,105.4,0.0,0.0,106.16,106.16,106.16,0.0,0.0
2018-07-01,107.73,107.73,107.73,0.0,0.0,108.42,108.42,108.42,0.0,0.0,107.73,107.73,107.73,0.0,0.0,108.41,108.41,108.41,0.0,0.0
2018-07-08,108.29,108.29,108.29,0.0,0.0,108.42,108.42,108.42,0.0,0.0,108.11,108.11,108.11,0.0,0.0,108.41,108.41,108.41,0.0,0.0
2018-07-15,108.27,108.27,108.27,0.0,0.0,108.68,108.68,108.68,0.0,0.0,108.24,108.24,108.24,0.0,0.0,108.55,108.55,108.55,0.0,0.0
2018-07-22,110.0,110.0,110.0,0.0,0.0,110.48,110.48,110.48,0.0,0.0,110.0,110.0,110.0,0.0,0.0,110.19,110.19,110.19,0.0,0.0
2018-07-29,110.68,110.68,110.68,0.0,0.0,111.15,111.15,111.15,0.0,0.0,110.64,110.64,110.64,0.0,0.0,110.92,110.92,110.92,0.0,0.0
2018-08-05,110.19,110.19,110.19,0.0,0.0,110.19,110.19,110.19,0.0,0.0,109.34,109.34,109.34,0.0,0.0,109.44,109.44,109.44,0.0,0.0
2018-08-12,111.43,111.43,111.43,0.0,0.0,111.73,111.73,111.73,0.0,0.0,111.4,111.4,111.4,0.0,0.0,111.71,111.71,111.71,0.0,0.0
2018-08-19,112.08,112.08,112.08,0.0,0.0,112.66,112.66,112.66,0.0,0.0,112.08,112.08,112.08,0.0,0.0,112.47,112.47,112.47,0.0,0.0
2018-08-26,111.74,111.74,111.74,0.0,0.0,112.05,112.05,112.05,0.0,0.0,111.55,111.55,111.55,0.0,0.0,111.65,111.65,111.65,0.0,0.0
2018-09-02,112.13,112.13,112.13,0.0,0.0,112.5,112.5,112.5,0.0,0.0,111.94,111.94,111.94,0.0,0.0,111.94,111.94,111.94,0.0,0.0
2018-09-09,112.69,112.69,112.69,0.0,0.0,112.83,112.83,112.83,0.0,0.0,112.46,112.46,112.46,0.0,0.0,112.62,112.62,112.62,0.0,0.0
2018-09-16,114.31,114.31,114.31,0.0,0.0,114.42,114.42,114.42,0.0,0.0,113.39,113.39,113.39,0.0,0.0,113.54,113.54,113.54,0.0,0.0
2018-09-23,112.37,112.37,112.37,0.0,0.0,112.59,112.59,112.59,0.0,0.0,111.94,111.94,111.94,0.0,0.0,112.14,112.14,112.14,0.0,0.0
2018-09-30,111.71,111.71,111.71,0.0,0.0,112.62,112.62,112.62,0.0,0.0,111.71,111.71,111.71,0.0,0.0,112.61,112.61,112.61,0.0,0.0
2018-10-07,107.26,107.26,107.26,0.0,0.0,108.06,108.06,108.06,0.0,0.0,107.03,107.03,107.03,0.0,0.0,107.13,107.13,107.13,0.0,0.0
2018-10-14,108.15,108.15,108.15,0.0,0.0,108.15,108.15,108.15,0.0,0.0,106.87,106.87,106.87,0.0,0.0,106.9,106.9,106.9,0.0,0.0
2018-10-21,104.34,104.34,104.34,0.0,0.0,105.2,105.2,105.2,0.0,0.0,102.37,102.37,102.37,0.0,0.0,103.45,103.45,103.45,0.0,0.0
2018-10-28,106.69,106.69,106.69,0.0,0.0,107.85,107.85,107.85,0.0,0.0,106.69,106.69,106.69,0.0,0.0,107.57,107.57,107.57,0.0,0.0
2018-11-04,108.82,108.82,108.82,0.0,0.0,108.84,108.84,108.84,0.0,0.0,107.28,107.28,107.28,0.0,0.0,107.42,107.42,107.42,0.0,0.0
2018-11-11,107.8,107.8,107.8,0.0,0.0,108.11,108.11,108.11,0.0,0.0,106.86,106.86,106.86,0.0,0.0,107.41,107.41,107.41,0.0,0.0
2018-11-18,105.43,105.43,105.43,0.0,0.0,106.03,106.03,106.03,0.0,0.0,105.43,105.43,105.43,0.0,0.0,105.95,105.95,105.95,0.0,0.0
2018-11-25,109.71,109.71,109.71,0.0,0.0,109.71,109.71,109.71,0.0,0.0,108.53,108.53,108.53,0.0,0.0,109.24,109.24,109.24,0.0,0.0
2018-12-02,103.54,103.54,103.54,0.0,0.0,103.75,103.75,103.75,0.0,0.0,101.25,101.25,101.25,0.0,0.0,103.19,103.19,103.19,0.0,0.0
2018-12-09,100.68,100.68,100.68,0.0,0.0,101.05,101.05,101.05,0.0,0.0,98.63,98.63,98.63,0.0,0.0,99.17,99.17,99.17,0.0,0.0
2018-12-16,93.82,93.82,93.82,0.0,0.0,94.02,94.02,94.02,0.0,0.0,92.0,92.0,92.0,0.0,0.0,92.0,92.0,92.0,0.0,0.0
2018-12-23,97.38,97.38,97.38,0.0,0.0,97.61,97.61,97.61,0.0,0.0,96.58,96.58,96.58,0.0,0.0,97.57,97.57,97.57,0.0,0.0
2018-12-30,98.8,98.8,98.8,0.0,0.0,99.97,99.97,99.97,0.0,0.0,98.22,98.22,98.22,0.0,0.0,99.36,99.36,99.36,0.0,0.0
2019-01-06,100.26,100.26,100.26,0.0,0.0,101.02,101.02,101.02,0.0,0.0,100.2,100.2,100.2,0.0,0.0,100.75,100.75,100.75,0.0,0.0
2019-01-13,103.65,103.65,103.65,0.0,0.0,104.48,104.48,104.48,0.0,0.0,103.4,103.4,103.4,0.0,0.0,104.39,104.39,104.39,0.0,0.0
2019-01-20,103.5,103.5,103.5,0.0,0.0,103.83,103.83,103.83,0.0,0.0,103.14,103.14,103.14,0.0,0.0,103.83,103.83,103.83,0.0,0.0
2019-01-27,106.13,106.13,106.13,0.0,0.0,106.66,106.66,106.66,0.0,0.0,105.67,105.67,105.67,0.0,0.0,106.66,106.66,106.66,0.0,0.0
2019-02-03,106.03,106.03,106.03,0.0,0.0,106.03,106.03,106.03,0.0,0.0,105.64,105.64,105.64,0.0,0.0,105.87,105.87,105.87,0.0,0.0
2019-02-10,107.98,107.98,107.98,0.0,0.0,108.54,108.54,108.54,0.0,0.0,107.88,107.88,107.88,0.0,0.0,108.54,108.54,108.54,0.0,0.0
2019-02-17,109.63,109.63,109.63,0.0,0.0,109.93,109.93,109.93,0.0,0.0,109.2,109.2,109.2,0.0,0.0,109.24,109.24,109.24,0.0,0.0
2019-02-24,109.28,109.28,109.28,0.0,0.0,109.39,109.39,109.39,0.0,0.0,107.66,107.66,107.66,0.0,0.0,108.36,108.36,108.36,0.0,0.0
2019-03-03,106.98,106.98,106.98,0.0,0.0,108.08,108.08,108.08,0.0,0.0,106.98,106.98,106.98,0.0,0.0,108.04,108.04,108.04,0.0,0.0
2019-03-10,109.69,109.69,109.69,0.0,0.0,110.39,110.39,110.39,0.0,0.0,109.69,109.69,109.69,0.0,0.0,110.31,110.31,110.31,0.0,0.0
2019-03-17,107.49,107.49,107.49,0.0,0.0,107.8,107.8,107.8,0.0,0.0,106.76,106.76,106.76,0.0,0.0,107.23,107.23,107.23,0.0,0.0
2019-03-24,109.39,109.39,109.39,0.0,0.0,110.25,110.25,110.25,0.0,0.0,109.39,109.39,109.39,0.0,0.0,110.2,110.2,110.2,0.0,0.0
2019-03-31,111.37,111.37,111.37,0.0,0.0,111.77,111.77,111.77,0.0,0.0,111.29,111.29,111.29,0.0,0.0,111.77,111.77,111.77,0.0,0.0
2019-04-07,112.14,112.14,112.14,0.0,0.0,112.14,112.14,112.14,0.0,0.0,111.75,111.75,111.75,0.0,0.0,111.98,111.98,111.98,0.0,0.0
2019-04-14,112.21,112.21,112.21,0.0,0.0,112.32,112.32,112.32,0.0,0.0,112.05,112.05,112.05,0.0,0.0,112.29,112.29,112.29,0.0,0.0
2019-04-21,112.87,112.87,112.87,0.0,0.0,113.31,113.31,113.31,0.0,0.0,112.87,112.87,112.87,0.0,0.0,113.06,113.06,113.06,0.0,0.0
2019-04-28,111.56,111.56,111.56,0.0,0.0,112.94,112.94,112.94,0.0,0.0,111.39,111.39,111.39,0.0,0.0,112.77,112.77,112.77,0.0,0.0
2019-05-05,108.84,108.84,108.84,0.0,0.0,108.87,108.87,108.87,0.0,0.0,107.58,107.58,107.58,0.0,0.0,108.02,108.02,108.02,0.0,0.0
2019-05-12,108.72,108.72,108.72,0.0,0.0,109.07,109.07,109.07,0.0,0.0,108.4,108.4,108.4,0.0,0.0,108.68,108.68,108.68,0.0,0.0
2019-05-19,108.37,108.37,108.37,0.0,0.0,108.38,108.38,108.38,0.0,0.0,107.77,107.77,107.77,0.0,0.0,108.04,108.04,108.04,0.0,0.0
2019-05-26,104.83,104.83,104.83,0.0,0.0,105.74,105.74,105.74,0.0,0.0,104.8,104.8,104.8,0.0,0.0,105.42,105.42,105.42,0.0,0.0
2019-06-02,110.54,110.54,110.54,0.0,0.0,110.97,110.97,110.97,0.0,0.0,110.42,110.42,110.42,0.0,0.0,110.44,110.44,110.44,0.0,0.0
2019-06-09,110.76,110.76,110.76,0.0,0.0,110.95,110.95,110.95,0.0,0.0,110.48,110.48,110.48,0.0,0.0,110.48,110.48,110.48,0.0,0.0
2019-06-16,112.72,112.72,112.72,0.0,0.0,112.87,112.87,112.87,0.0,0.0,112.39,112.39,112.39,0.0,0.0,112.46,112.46,112.46,0.0,0.0
2019-06-23,113.68,113.68,113.68,0.0,0.0,113.94,113.94,113.94,0.0,0.0,112.8,112.8,112.8,0.0,0.0,113.32,113.32,113.32,0.0,0.0
2019-06-30,113.66,113.66,113.66,0.0,0.0,113.8,113.8,113.8,0.0,0.0,113.31,113.31,113.31,0.0,0.0,113.53,113.53,113.53,0.0,0.0
2019-07-07,115.13,115.13,115.13,0.0,0.0,115.13,115.13,115.13,0.0,0.0,114.72,114.72,114.72,0.0,0.0,114.86,114.86,114.86,0.0,0.0
2019-07-14,113.83,113.83,113.83,0.0,0.0,113.9,113.9,113.9,0.0,0.0,113.53,113.53,113.53,0.0,0.0,113.82,113.82,113.82,0.0,0.0
2019-07-21,115.56,115.56,115.56,0.0,0.0,115.7,115.7,115.7,0.0,0.0,115.44,115.44,115.44,0.0,0.0,115.54,115.54,115.54,0.0,0.0
2019-07-28,110.46,110.46,110.46,0.0,0.0,110.46,110.46,110.46,0.0,0.0,108.0,108.0,108.0,0.0,0.0,108.72,108.72,108.72,0.0,0.0
2019-08-04,110.41,110.41,110.41,0.0,0.0,110.57,110.57,110.57,0.0,0.0,109.46,109.46,109.46,0.0,0.0,109.75,109.75,109.75,0.0,0.0
2019-08-11,111.34,111.34,111.34,0.0,0.0,111.53,111.53,111.53,0.0,0.0,111.17,111.17,111.17,0.0,0.0,111.33,111.33,111.33,0.0,0.0
2019-08-18,109.23,109.23,109.23,0.0,0.0,109.41,109.41,109.41,0.0,0.0,108.83,108.83,108.83,0.0,0.0,109.28,109.28,109.28,0.0,0.0
2019-08-25,111.89,111.89,111.89,0.0,0.0,111.96,111.96,111.96,0.0,0.0,111.17,111.17,111.17,0.0,0.0,111.39,111.39,111.39,0.0,0.0
2019-09-01,114.25,114.25,114.25,0.0,0.0,114.85,114.85,114.85,0.0,0.0,114.24,114.24,114.24,0.0,0.0,114.76,114.76,114.76,0.0,0.0
2019-09-08,116.27,116.27,116.27,0.0,0.0,116.48,116.48,116.48,0.0,0.0,116.08,116.08,116.08,0.0,0.0,116.4,116.4,116.4,0.0,0.0
2019-09-15,115.39,115.39,115.39,0.0,0.0,116.16,116.16,116.16,0.0,0.0,115.32,115.32,115.32,0.0,0.0,115.88,115.88,115.88,0.0,0.0
2019-09-22,114.61,114.61,114.61,0.0,0.0,115.16,115.16,115.16,0.0,0.0,114.61,114.61,114.61,0.0,0.0,114.96,114.96,114.96,0.0,0.0
2019-09-29,113.35,113.35,113.35,0.0,0.0,114.01,114.01,114.01,0.0,0.0,113.07,113.07,113.07,0.0,0.0,113.15,113.15,113.15,0.0,0.0
2019-10-06,114.54,114.54,114.54,0.0,0.0,114.76,114.76,114.76,0.0,0.0,114.36,114.36,114.36,0.0,0.0,114.67,114.67,114.67,0.0,0.0
2019-10-13,116.47,116.47,116.47,0.0,0.0,116.87,116.87,116.87,0.0,0.0,116.47,116.47,116.47,0.0,0.0,116.84,116.84,116.84,0.0,0.0
2019-10-20,118.35,118.35,118.35,0.0,0.0,118.74,118.74,118.74,0.0,0.0,118.35,118.35,118.35,0.0,0.0,118.4,118.4,118.4,0.0,0.0
2019-10-27,120.35,120.35,120.35,0.0,0.0,120.48,120.48,120.48,0.0,0.0,120.21,120.21,120.21,0.0,0.0,120.4,120.4,120.4,0.0,0.0
2019-11-03,120.98,120.98,120.98,0.0,0.0,121.27,121.27,121.27,0.0,0.0,120.88,120.88,120.88,0.0,0.0,121.19,121.19,121.19,0.0,0.0
2019-11-10,122.09,122.09,122.09,0.0,0.0,122.44,122.44,122.44,0.0,0.0,122.01,122.01,122.01,0.0,0.0,122.4,122.4,122.4,0.0,0.0
2019-11-17,122.1,122.1,122.1,0.0,0.0,122.58,122.58,122.58,0.0,0.0,122.1,122.1,122.1,0.0,0.0,122.56,122.56,122.56,0.0,0.0
2019-11-24,122.65,122.65,122.65,0.0,0.0,122.65,122.65,122.65,0.0,0.0,121.65,121.65,121.65,0.0,0.0,121.69,121.69,121.69,0.0,0.0
2019-12-01,122.88,122.88,122.88,0.0,0.0,123.17,123.17,123.17,0.0,0.0,122.66,122.66,122.66,0.0,0.0,122.66,122.66,122.66,0.0,0.0
2019-12-08,124.41,124.41,124.41,0.0,0.0,124.84,124.84,124.84,0.0,0.0,124.22,124.22,124.22,0.0,0.0,124.5,124.5,124.5,0.0,0.0
2019-12-15,125.68,125.68,125.68,0.0,0.0,125.68,125.68,125.68,0.0,0.0,125.38,125.38,125.38,0.0,0.0,125.46,125.46,125.46,0.0,0.0
2019-12-22,125.83,125.83,125.83,0.0,0.0,125.83,125.83,125.83,0.0,0.0,125.08,125.08,125.08,0.0,0.0,125.12,125.12,125.12,0.0,0.0
2019-12-29,124.94,124.94,124.94,0.0,0.0,125.46,125.46,125.46,0.0,0.0,124.81,124.81,124.81,0.0,0.0,125.18,125.18,125.18,0.0,0.0
