Date,PIMCO RAFI Dynamic Multi-Factor EM Equity_etf_Open_average,PIMCO RAFI Dynamic Multi-Factor EM Equity_etf_Open_max,PIMCO RAFI Dynamic Multi-Factor EM Equity_etf_Open_min,PIMCO RAFI Dynamic Multi-Factor EM Equity_etf_Open_volatility,PIMCO RAFI Dynamic Multi-Factor EM Equity_etf_Open_change,PIMCO RAFI Dynamic Multi-Factor EM Equity_etf_High_average,PIMCO RAFI Dynamic Multi-Factor EM Equity_etf_High_max,PIMCO RAFI Dynamic Multi-Factor EM Equity_etf_High_min,PIMCO RAFI Dynamic Multi-Factor EM Equity_etf_High_volatility,PIMCO RAFI Dynamic Multi-Factor EM Equity_etf_High_change,PIMCO RAFI Dynamic Multi-Factor EM Equity_etf_Low_average,PIMCO RAFI Dynamic Multi-Factor EM Equity_etf_Low_max,PIMCO RAFI Dynamic Multi-Factor EM Equity_etf_Low_min,PIMCO RAFI Dynamic Multi-Factor EM Equity_etf_Low_volatility,PIMCO RAFI Dynamic Multi-Factor EM Equity_etf_Low_change,PIMCO RAFI Dynamic Multi-Factor EM Equity_etf_Close_average,PIMCO RAFI Dynamic Multi-Factor EM Equity_etf_Close_max,PIMCO RAFI Dynamic Multi-Factor EM Equity_etf_Close_min,PIMCO RAFI Dynamic Multi-Factor EM Equity_etf_Close_volatility,PIMCO RAFI Dynamic Multi-Factor EM Equity_etf_Close_change
2018-04-08,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0,25.98,25.98,25.98,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2018-04-15,26.04,26.04,26.04,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2018-04-22,25.93,25.93,25.93,0.0,0.0,26.06,26.06,26.06,0.0,0.0,25.91,25.91,25.91,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2018-04-29,25.34,25.34,25.34,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2018-05-06,26.15,26.15,26.15,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2018-05-13,25.49,25.49,25.49,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2018-05-20,25.36,25.36,25.36,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2018-05-27,25.3,25.3,25.3,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2018-06-03,25.43,25.43,25.43,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2018-06-10,24.85,24.85,24.85,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2018-06-17,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.39,24.39,24.39,0.0,0.0
2018-06-24,23.98,23.98,23.98,0.0,0.0,24.06,24.06,24.06,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2018-07-01,23.82,23.82,23.82,0.0,0.0,24.06,24.06,24.06,0.0,0.0,23.82,23.82,23.82,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2018-07-08,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2018-07-15,24.23,24.23,24.23,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2018-07-22,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2018-07-29,24.7,24.7,24.7,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.68,24.68,24.68,0.0,0.0
2018-08-05,23.97,23.97,23.97,0.0,0.0,24.15,24.15,24.15,0.0,0.0,23.94,23.94,23.94,0.0,0.0,24.02,24.02,24.02,0.0,0.0
2018-08-12,23.38,23.38,23.38,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2018-08-19,24.06,24.06,24.06,0.0,0.0,24.07,24.07,24.07,0.0,0.0,23.99,23.99,23.99,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2018-08-26,24.07,24.07,24.07,0.0,0.0,24.07,24.07,24.07,0.0,0.0,23.94,23.94,23.94,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2018-09-02,23.42,23.42,23.42,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2018-09-09,23.61,23.61,23.61,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2018-09-16,24.18,24.18,24.18,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2018-09-23,24.38,24.38,24.38,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2018-09-30,23.36,23.36,23.36,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.31,23.31,23.31,0.0,0.0
2018-10-07,22.85,22.85,22.85,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.76,22.76,22.76,0.0,0.0
2018-10-14,22.81,22.81,22.81,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.63,22.63,22.63,0.0,0.0
2018-10-21,22.0,22.0,22.0,0.0,0.0,22.12,22.12,22.12,0.0,0.0,21.86,21.86,21.86,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2018-10-28,23.03,23.03,23.03,0.0,0.0,23.03,23.03,23.03,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2018-11-04,22.63,22.63,22.63,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2018-11-11,22.8,22.8,22.8,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2018-11-18,22.37,22.37,22.37,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2018-11-25,22.93,22.93,22.93,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2018-12-02,22.74,22.74,22.74,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.47,22.47,22.47,0.0,0.0
2018-12-09,22.58,22.58,22.58,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2018-12-16,22.3,22.3,22.3,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2018-12-23,22.03,22.03,22.03,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.06,22.06,22.06,0.0,0.0
2018-12-30,22.16,22.16,22.16,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.56,22.56,22.56,0.0,0.0
2019-01-06,22.84,22.84,22.84,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.92,22.92,22.92,0.0,0.0
2019-01-13,23.21,23.21,23.21,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.22,23.22,23.22,0.0,0.0
2019-01-20,23.51,23.51,23.51,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.49,23.49,23.49,0.0,0.0
2019-01-27,23.76,23.76,23.76,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2019-02-03,23.26,23.26,23.26,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2019-02-10,23.38,23.38,23.38,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.44,23.44,23.44,0.0,0.0
2019-02-17,23.76,23.76,23.76,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2019-02-24,23.52,23.52,23.52,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2019-03-03,23.1,23.1,23.1,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2019-03-10,23.7,23.7,23.7,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2019-03-17,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2019-03-24,23.59,23.59,23.59,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.59,23.59,23.59,0.0,0.0
2019-03-31,24.04,24.04,24.04,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2019-04-07,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2019-04-14,24.06,24.06,24.06,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.11,24.11,24.11,0.0,0.0
2019-04-21,23.79,23.79,23.79,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2019-04-28,23.81,23.81,23.81,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2019-05-05,22.9,22.9,22.9,0.0,0.0,23.07,23.07,23.07,0.0,0.0,22.75,22.75,22.75,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2019-05-12,22.37,22.37,22.37,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.28,22.28,22.28,0.0,0.0
2019-05-19,22.52,22.52,22.52,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2019-05-26,22.9,22.9,22.9,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2019-06-02,23.21,23.21,23.21,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.27,23.27,23.27,0.0,0.0
2019-06-09,23.34,23.34,23.34,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2019-06-16,24.11,24.11,24.11,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.1,24.1,24.1,0.0,0.0
2019-06-23,24.18,24.18,24.18,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.14,24.14,24.14,0.0,0.0
2019-06-30,23.99,23.99,23.99,0.0,0.0,24.06,24.06,24.06,0.0,0.0,23.96,23.96,23.96,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2019-07-07,24.07,24.07,24.07,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2019-07-14,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.96,23.96,23.96,0.0,0.0
2019-07-21,23.76,23.76,23.76,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2019-07-28,22.98,22.98,22.98,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.87,22.87,22.87,0.0,0.0
2019-08-04,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.69,22.69,22.69,0.0,0.0
2019-08-11,22.18,22.18,22.18,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2019-08-18,22.24,22.24,22.24,0.0,0.0,22.24,22.24,22.24,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.99,21.99,21.99,0.0,0.0
2019-08-25,22.54,22.54,22.54,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.55,22.55,22.55,0.0,0.0
2019-09-01,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.01,23.01,23.01,0.0,0.0,23.01,23.01,23.01,0.0,0.0
2019-09-08,23.51,23.51,23.51,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2019-09-15,23.22,23.22,23.22,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2019-09-22,23.04,23.04,23.04,0.0,0.0,23.06,23.06,23.06,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2019-09-29,22.66,22.66,22.66,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.83,22.83,22.83,0.0,0.0
2019-10-06,23.14,23.14,23.14,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.12,23.12,23.12,0.0,0.0
2019-10-13,23.27,23.27,23.27,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.19,23.19,23.19,0.0,0.0
2019-10-20,23.44,23.44,23.44,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.58,23.58,23.58,0.0,0.0
2019-10-27,23.84,23.84,23.84,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2019-11-03,24.09,24.09,24.09,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2019-11-10,23.83,23.83,23.83,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2019-11-17,23.65,23.65,23.65,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2019-11-24,23.52,23.52,23.52,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2019-12-01,23.74,23.74,23.74,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2019-12-08,24.47,24.47,24.47,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.46,24.46,24.46,0.0,0.0
2019-12-15,24.98,24.98,24.98,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2019-12-22,25.14,25.14,25.14,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2019-12-29,24.81,24.81,24.81,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.79,24.79,24.79,0.0,0.0
