Date,ProShares UltraShort UtilitiesEtf_Open_average,ProShares UltraShort UtilitiesEtf_Open_max,ProShares UltraShort UtilitiesEtf_Open_min,ProShares UltraShort UtilitiesEtf_Open_volatility,ProShares UltraShort UtilitiesEtf_Open_change,ProShares UltraShort UtilitiesEtf_High_average,ProShares UltraShort UtilitiesEtf_High_max,ProShares UltraShort UtilitiesEtf_High_min,ProShares UltraShort UtilitiesEtf_High_volatility,ProShares UltraShort UtilitiesEtf_High_change,ProShares UltraShort UtilitiesEtf_Low_average,ProShares UltraShort UtilitiesEtf_Low_max,ProShares UltraShort UtilitiesEtf_Low_min,ProShares UltraShort UtilitiesEtf_Low_volatility,ProShares UltraShort UtilitiesEtf_Low_change,ProShares UltraShort UtilitiesEtf_Close_average,ProShares UltraShort UtilitiesEtf_Close_max,ProShares UltraShort UtilitiesEtf_Close_min,ProShares UltraShort UtilitiesEtf_Close_volatility,ProShares UltraShort UtilitiesEtf_Close_change
2018-03-25,26.58,26.58,26.58,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.71,26.71,26.71,0.0,0.0
2018-04-01,26.86,26.86,26.86,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2018-04-08,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2018-04-15,26.64,26.64,26.64,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2018-04-22,25.57,25.57,25.57,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2018-04-29,25.24,25.24,25.24,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2018-05-06,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2018-05-13,28.35,28.35,28.35,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2018-05-20,26.3,26.3,26.3,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2018-05-27,26.15,26.15,26.15,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2018-06-03,28.25,28.25,28.25,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2018-06-10,27.21,27.21,27.21,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2018-06-17,25.55,25.55,25.55,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2018-06-24,24.45,24.45,24.45,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2018-07-01,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0
2018-07-08,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2018-07-15,24.14,24.14,24.14,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0
2018-07-22,23.72,23.72,23.72,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.68,23.68,23.68,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2018-07-29,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.27,23.27,23.27,0.0,0.0
2018-08-05,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2018-08-12,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.25,22.25,22.25,0.0,0.0
2018-08-19,23.27,23.27,23.27,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.06,23.06,23.06,0.0,0.0
2018-08-26,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2018-09-02,22.65,22.65,22.65,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.61,22.61,22.61,0.0,0.0
2018-09-09,22.58,22.58,22.58,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2018-09-16,23.25,23.25,23.25,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2018-09-23,23.63,23.63,23.63,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2018-09-30,22.9,22.9,22.9,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2018-10-07,23.32,23.32,23.32,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2018-10-14,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.77,21.77,21.77,0.0,0.0
2018-10-21,21.86,21.86,21.86,0.0,0.0,23.05,23.05,23.05,0.0,0.0,21.86,21.86,21.86,0.0,0.0,23.04,23.04,23.04,0.0,0.0
2018-10-28,22.9,22.9,22.9,0.0,0.0,23.34,23.34,23.34,0.0,0.0,22.9,22.9,22.9,0.0,0.0,23.22,23.22,23.22,0.0,0.0
2018-11-04,21.6,21.6,21.6,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.9,21.9,21.9,0.0,0.0
2018-11-11,21.75,21.75,21.75,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2018-11-18,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2018-11-25,21.53,21.53,21.53,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.16,21.16,21.16,0.0,0.0
2018-12-02,20.82,20.82,20.82,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2018-12-09,20.34,20.34,20.34,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.29,20.29,20.29,0.0,0.0
2018-12-16,21.71,21.71,21.71,0.0,0.0,22.2,22.2,22.2,0.0,0.0,20.99,20.99,20.99,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2018-12-23,22.86,22.86,22.86,0.0,0.0,23.09,23.09,23.09,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.92,22.92,22.92,0.0,0.0
2018-12-30,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2019-01-06,22.53,22.53,22.53,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.48,22.48,22.48,0.0,0.0
2019-01-13,22.42,22.42,22.42,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.55,22.55,22.55,0.0,0.0
2019-01-20,21.98,21.98,21.98,0.0,0.0,22.32,22.32,22.32,0.0,0.0,21.98,21.98,21.98,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2019-01-27,21.32,21.32,21.32,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.39,21.39,21.39,0.0,0.0
2019-02-03,20.68,20.68,20.68,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2019-02-10,20.45,20.45,20.45,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2019-02-17,19.62,19.62,19.62,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.59,19.59,19.59,0.0,0.0
2019-02-24,19.63,19.63,19.63,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.56,19.56,19.56,0.0,0.0
2019-03-03,19.66,19.66,19.66,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.34,19.34,19.34,0.0,0.0
2019-03-10,18.67,18.67,18.67,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.67,18.67,18.67,0.0,0.0
2019-03-17,18.43,18.43,18.43,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.23,18.23,18.23,0.0,0.0,18.38,18.38,18.38,0.0,0.0
2019-03-24,18.8,18.8,18.8,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.63,18.63,18.63,0.0,0.0
2019-03-31,19.03,19.03,19.03,0.0,0.0,19.03,19.03,19.03,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.72,18.72,18.72,0.0,0.0
2019-04-07,18.92,18.92,18.92,0.0,0.0,18.92,18.92,18.92,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.65,18.65,18.65,0.0,0.0
2019-04-14,19.12,19.12,19.12,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.14,19.14,19.14,0.0,0.0
2019-04-21,18.49,18.49,18.49,0.0,0.0,18.63,18.63,18.63,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.63,18.63,18.63,0.0,0.0
2019-04-28,18.97,18.97,18.97,0.0,0.0,18.97,18.97,18.97,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2019-05-05,19.45,19.45,19.45,0.0,0.0,19.45,19.45,19.45,0.0,0.0,18.78,18.78,18.78,0.0,0.0,18.8,18.8,18.8,0.0,0.0
2019-05-12,18.46,18.46,18.46,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.13,18.13,18.13,0.0,0.0,18.25,18.25,18.25,0.0,0.0
2019-05-19,17.69,17.69,17.69,0.0,0.0,17.7,17.7,17.7,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.69,17.69,17.69,0.0,0.0
2019-05-26,18.93,18.93,18.93,0.0,0.0,18.93,18.93,18.93,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.63,18.63,18.63,0.0,0.0
2019-06-02,17.25,17.25,17.25,0.0,0.0,17.52,17.52,17.52,0.0,0.0,16.93,16.93,16.93,0.0,0.0,17.52,17.52,17.52,0.0,0.0
2019-06-09,17.32,17.32,17.32,0.0,0.0,17.32,17.32,17.32,0.0,0.0,17.06,17.06,17.06,0.0,0.0,17.07,17.07,17.07,0.0,0.0
2019-06-16,16.96,16.96,16.96,0.0,0.0,17.04,17.04,17.04,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.69,16.69,16.69,0.0,0.0
2019-06-23,17.5,17.5,17.5,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.42,17.42,17.42,0.0,0.0
2019-06-30,17.12,17.12,17.12,0.0,0.0,17.33,17.33,17.33,0.0,0.0,16.91,16.91,16.91,0.0,0.0,16.91,16.91,16.91,0.0,0.0
2019-07-07,16.93,16.93,16.93,0.0,0.0,17.07,17.07,17.07,0.0,0.0,16.92,16.92,16.92,0.0,0.0,16.92,16.92,16.92,0.0,0.0
2019-07-14,16.72,16.72,16.72,0.0,0.0,17.09,17.09,17.09,0.0,0.0,16.72,16.72,16.72,0.0,0.0,17.09,17.09,17.09,0.0,0.0
2019-07-21,17.5,17.5,17.5,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.23,17.23,17.23,0.0,0.0,17.33,17.33,17.33,0.0,0.0
2019-07-28,17.2,17.2,17.2,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.2,17.2,17.2,0.0,0.0,17.21,17.21,17.21,0.0,0.0
2019-08-04,16.83,16.83,16.83,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.84,16.84,16.84,0.0,0.0
2019-08-11,16.59,16.59,16.59,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.57,16.57,16.57,0.0,0.0
2019-08-18,16.13,16.13,16.13,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.08,16.08,16.08,0.0,0.0,16.66,16.66,16.66,0.0,0.0
2019-08-25,15.98,15.98,15.98,0.0,0.0,15.99,15.99,15.99,0.0,0.0,15.9,15.9,15.9,0.0,0.0,15.96,15.96,15.96,0.0,0.0
2019-09-01,15.62,15.62,15.62,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.88,15.88,15.88,0.0,0.0
2019-09-08,15.68,15.68,15.68,0.0,0.0,15.77,15.77,15.77,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.73,15.73,15.73,0.0,0.0
2019-09-15,15.18,15.18,15.18,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.14,15.14,15.14,0.0,0.0
2019-09-22,14.84,14.84,14.84,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.77,14.77,14.77,0.0,0.0
2019-09-29,14.97,14.97,14.97,0.0,0.0,15.05,15.05,15.05,0.0,0.0,14.68,14.68,14.68,0.0,0.0,14.69,14.69,14.69,0.0,0.0
2019-10-06,15.06,15.06,15.06,0.0,0.0,15.15,15.15,15.15,0.0,0.0,14.91,14.91,14.91,0.0,0.0,15.05,15.05,15.05,0.0,0.0
2019-10-13,15.26,15.26,15.26,0.0,0.0,15.26,15.26,15.26,0.0,0.0,15.1,15.1,15.1,0.0,0.0,15.1,15.1,15.1,0.0,0.0
2019-10-20,14.82,14.82,14.82,0.0,0.0,15.06,15.06,15.06,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.94,14.94,14.94,0.0,0.0
2019-10-27,14.86,14.86,14.86,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.99,14.99,14.99,0.0,0.0
2019-11-03,16.15,16.15,16.15,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.04,16.04,16.04,0.0,0.0,16.18,16.18,16.18,0.0,0.0
2019-11-10,15.82,15.82,15.82,0.0,0.0,15.85,15.85,15.85,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.7,15.7,15.7,0.0,0.0
2019-11-17,15.72,15.72,15.72,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.6,15.6,15.6,0.0,0.0
2019-11-24,15.55,15.55,15.55,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.6,15.6,15.6,0.0,0.0
2019-12-01,15.49,15.49,15.49,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.38,15.38,15.38,0.0,0.0,15.5,15.5,15.5,0.0,0.0
2019-12-08,15.45,15.45,15.45,0.0,0.0,15.45,15.45,15.45,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.39,15.39,15.39,0.0,0.0
2019-12-15,14.72,14.72,14.72,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.61,14.61,14.61,0.0,0.0
2019-12-22,14.77,14.77,14.77,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.77,14.77,14.77,0.0,0.0
2019-12-29,14.92,14.92,14.92,0.0,0.0,14.99,14.99,14.99,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.98,14.98,14.98,0.0,0.0
