Date,REDFY_Open_average,REDFY_Open_max,REDFY_Open_min,REDFY_Open_volatility,REDFY_Open_change,REDFY_High_average,REDFY_High_max,REDFY_High_min,REDFY_High_volatility,REDFY_High_change,REDFY_Low_average,REDFY_Low_max,REDFY_Low_min,REDFY_Low_volatility,REDFY_Low_change,REDFY_Close_average,REDFY_Close_max,REDFY_Close_min,REDFY_Close_volatility,REDFY_Close_change,REDFY_Volume_average,REDFY_Volume_max,REDFY_Volume_min,REDFY_Volume_volatility,REDFY_Volume_change
2018-01-14,0.063775,0.073,0.06,0.012999999999999998,0.011899999999999994,0.07827500000000001,0.1,0.0611,0.038900000000000004,0.038900000000000004,0.060774999999999996,0.0611,0.06,0.0011000000000000038,-0.00010000000000000286,0.069775,0.09,0.061,0.028999999999999998,0.028899999999999995,35214,84146,1450,82696,82696
2018-01-21,0.09994,0.145,0.081,0.06399999999999999,0.06399999999999999,0.1452,0.25,0.081,0.16899999999999998,0.08900000000000001,0.07690000000000001,0.0932,0.0626,0.030600000000000002,0.0175,0.11276,0.1721,0.0717,0.1004,0.048299999999999996,30358,94408,1427,92981,9997
2018-01-28,0.1228,0.16,0.08,0.08,0.014000000000000012,0.17900000000000002,0.22,0.165,0.05499999999999999,0.04999999999999999,0.11284,0.134,0.08,0.054000000000000006,0.024000000000000007,0.17200000000000001,0.22,0.13,0.09,0.04999999999999999,30642,42800,12163,30637,-24287
2018-02-04,0.17102,0.21,0.135,0.07499999999999998,0.03489999999999999,0.18678,0.21,0.135,0.07499999999999998,0.016100000000000003,0.16202,0.21,0.135,0.07499999999999998,0.03489999999999999,0.17856,0.21,0.135,0.07499999999999998,0.016100000000000003,4637,15525,100,15425,-5700
2018-02-11,0.171,0.21,0.14,0.06999999999999998,0.015000000000000013,0.1746,0.21,0.145,0.065,0.01899999999999999,0.163,0.21,0.14,0.06999999999999998,0.015000000000000013,0.1658,0.21,0.145,0.065,0.01899999999999999,4131,11000,250,10750,1758
2018-02-18,0.16633333333333333,0.19399999999999998,0.15,0.043999999999999984,0.043999999999999984,0.16633333333333333,0.19399999999999998,0.15,0.043999999999999984,0.043999999999999984,0.15806666666666666,0.19399999999999998,0.1401,0.053899999999999976,0.053899999999999976,0.15806666666666666,0.19399999999999998,0.1401,0.053899999999999976,0.053899999999999976,1775,2825,500,2325,-825
2018-02-25,0.15806,0.185,0.1401,0.044899999999999995,-0.014899999999999997,0.2164,0.293,0.17,0.12299999999999997,0.07899999999999999,0.15106,0.17,0.1401,0.02990000000000001,-0.014899999999999997,0.1975,0.2475,0.17,0.07749999999999999,0.07749999999999999,14816,36632,5410,31222,2074
2018-03-04,0.22,0.3,0.18,0.12,-0.01999999999999999,0.30019999999999997,0.309,0.292,0.017000000000000015,-0.017000000000000015,0.196,0.22,0.18,0.04000000000000001,-0.01999999999999999,0.2656,0.3,0.22,0.07999999999999999,-0.07999999999999999,11047,24800,1200,23600,-23600
2018-03-11,0.20400000000000001,0.3,0.14,0.15999999999999998,0.020000000000000018,0.232,0.3,0.18,0.12,0.020000000000000018,0.198,0.29,0.14,0.14999999999999997,0.020000000000000018,0.206,0.29,0.18,0.10999999999999999,0.020000000000000018,5414,16147,1253,14894,-14894
2018-03-18,0.185,0.2,0.18,0.020000000000000018,0.0,0.185,0.2,0.18,0.020000000000000018,0.0,0.185,0.2,0.18,0.020000000000000018,0.0,0.185,0.2,0.18,0.020000000000000018,0.0,3098,8300,100,8200,8026
