Date,BGMD_Open_average,BGMD_Open_max,BGMD_Open_min,BGMD_Open_volatility,BGMD_Open_change,BGMD_High_average,BGMD_High_max,BGMD_High_min,BGMD_High_volatility,BGMD_High_change,BGMD_Low_average,BGMD_Low_max,BGMD_Low_min,BGMD_Low_volatility,BGMD_Low_change,BGMD_Close_average,BGMD_Close_max,BGMD_Close_min,BGMD_Close_volatility,BGMD_Close_change,BGMD_Volume_average,BGMD_Volume_max,BGMD_Volume_min,BGMD_Volume_volatility,BGMD_Volume_change
2018-01-14,0.07,0.09,0.065,0.024999999999999994,0.0,0.0706,0.09,0.065,0.024999999999999994,-0.0030000000000000027,0.065,0.065,0.065,0.0,0.0,0.0656,0.068,0.065,0.0030000000000000027,-0.0030000000000000027,3160,9935,350,9585,-2512
2018-01-21,0.069,0.08,0.065,0.015,0.015,0.0732,0.08,0.065,0.015,0.0050000000000000044,0.067,0.07,0.065,0.0050000000000000044,0.0050000000000000044,0.069,0.08,0.065,0.015,0.015,15161,51521,425,51096,49005
2018-01-28,0.07625,0.09,0.065,0.024999999999999994,0.0050000000000000044,0.086,0.09,0.08,0.009999999999999995,-0.009999999999999995,0.07125000000000001,0.08,0.065,0.015,0.0050000000000000044,0.08,0.09,0.07,0.01999999999999999,-0.009999999999999995,33664,86013,5700,80313,-72513
2018-02-04,0.0738,0.084,0.07,0.013999999999999999,-0.013999999999999999,0.075,0.09,0.07,0.01999999999999999,-0.01999999999999999,0.07,0.075,0.065,0.009999999999999995,-0.0050000000000000044,0.074,0.09,0.065,0.024999999999999994,-0.024999999999999994,13947,34990,160,34830,2485
2018-02-11,0.065,0.065,0.065,0.0,0.0,0.065,0.065,0.065,0.0,0.0,0.065,0.065,0.065,0.0,0.0,0.065,0.065,0.065,0.0,0.0,2657,7067,150,6917,-6311
2018-02-18,0.068,0.075,0.065,0.009999999999999995,0.0,0.068,0.075,0.065,0.009999999999999995,0.0,0.068,0.075,0.065,0.009999999999999995,0.0,0.068,0.075,0.065,0.009999999999999995,0.0,4522,9000,500,8500,-4000
2018-02-25,0.065,0.065,0.065,0.0,0.0,0.065,0.065,0.065,0.0,0.0,0.065,0.065,0.065,0.0,0.0,0.065,0.065,0.065,0.0,0.0,550,1000,275,725,725
2018-03-04,0.067,0.075,0.065,0.009999999999999995,-0.009999999999999995,0.067,0.075,0.065,0.009999999999999995,-0.009999999999999995,0.065,0.065,0.065,0.0,0.0,0.065,0.065,0.065,0.0,0.0,6286,11417,1051,10366,-2349
2018-03-11,0.065,0.07,0.06,0.010000000000000009,-0.0050000000000000044,0.065,0.07,0.06,0.010000000000000009,-0.0050000000000000044,0.06333333333333334,0.065,0.06,0.0050000000000000044,-0.0050000000000000044,0.06333333333333334,0.065,0.06,0.0050000000000000044,-0.0050000000000000044,8286,23863,395,23468,205
2018-03-18,0.0628,0.068,0.06,0.008000000000000007,0.0,0.0632,0.07,0.06,0.010000000000000009,0.0,0.0612,0.066,0.06,0.006000000000000005,0.0,0.0612,0.066,0.06,0.006000000000000005,0.0,9419,30560,1000,29560,29360
2018-03-25,0.05633333333333333,0.063,0.053,0.010000000000000002,0.0,0.059,0.064,0.053,0.011000000000000003,0.006999999999999999,0.05633333333333333,0.063,0.053,0.010000000000000002,0.0,0.059,0.064,0.053,0.011000000000000003,0.006999999999999999,2402,5637,100,5537,1370
2018-04-01,0.0362,0.053,0.022000000000000002,0.030999999999999996,-0.016999999999999994,0.0438,0.053,0.036000000000000004,0.016999999999999994,-0.008,0.0318,0.04,0.021,0.019,-0.003999999999999997,0.0364,0.045,0.021,0.023999999999999997,0.0049999999999999975,53008,123601,12500,111101,111101
2018-04-08,0.04,0.04,0.04,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.04,0.04,0.04,0.0,0.0,4340,8354,326,8028,-8028
