Date,TRTN_stock_Open_average,TRTN_stock_Open_max,TRTN_stock_Open_min,TRTN_stock_Open_volatility,TRTN_stock_Open_change,TRTN_stock_High_average,TRTN_stock_High_max,TRTN_stock_High_min,TRTN_stock_High_volatility,TRTN_stock_High_change,TRTN_stock_Low_average,TRTN_stock_Low_max,TRTN_stock_Low_min,TRTN_stock_Low_volatility,TRTN_stock_Low_change,TRTN_stock_Close_average,TRTN_stock_Close_max,TRTN_stock_Close_min,TRTN_stock_Close_volatility,TRTN_stock_Close_change,TRTN_stock_Volume_average,TRTN_stock_Volume_max,TRTN_stock_Volume_min,TRTN_stock_Volume_volatility,TRTN_stock_Volume_change
2018-01-14,40.1825,42.0,38.97,3.030000000000001,-3.030000000000001,40.4325,42.41,39.22,3.1899999999999977,-3.1899999999999977,38.595,39.28,37.1,2.1799999999999997,-2.1799999999999997,39.2875,39.97,38.24,1.7299999999999969,-1.7299999999999969,500781,745267,297185,448082,-132734
2018-01-21,38.932,39.35,38.26,1.0900000000000034,1.0900000000000034,39.332,39.58,39.08,0.5,0.14000000000000057,38.126,38.47,37.6,0.8699999999999974,0.8699999999999974,38.848,39.23,38.3,0.9299999999999997,-0.6099999999999994,327977,426589,177002,249587,-158272
2018-01-28,37.536,38.5,36.23,2.270000000000003,-2.270000000000003,38.098,39.07,36.65,2.4200000000000017,-2.4200000000000017,36.124,37.6,32.58,5.020000000000003,-4.920000000000002,36.564,38.6,32.6,6.0,-5.0,666183,1241113,328191,912922,828220
2018-02-04,31.636,33.25,29.06,4.190000000000001,-0.6099999999999994,32.89,33.76,31.85,1.9099999999999966,-0.7800000000000011,29.88,31.25,28.55,2.6999999999999993,-1.1899999999999977,31.34,33.33,30.03,3.299999999999997,0.9499999999999993,1042530,1266486,715768,550718,-97148
2018-02-11,30.932,33.08,28.66,4.419999999999998,-2.7600000000000016,31.734,33.13,29.3,3.830000000000002,-2.120000000000001,29.524,30.85,27.82,3.030000000000001,-2.5199999999999996,30.334,33.07,28.17,4.899999999999999,-2.4899999999999984,1110454,2490833,599352,1891481,530813
2018-02-18,28.86,30.07,28.1,1.9699999999999989,1.9699999999999989,29.97,31.45,29.25,2.1999999999999993,1.620000000000001,28.3125,29.27,27.76,1.509999999999998,1.509999999999998,28.905,30.4,28.16,2.2399999999999984,1.8999999999999986,838148,1184908,467126,717782,94352
2018-02-25,29.572,30.59,28.46,2.129999999999999,-1.9499999999999993,30.31,30.87,29.53,1.3399999999999999,-0.14000000000000057,28.79,29.72,28.07,1.6499999999999986,-1.2100000000000009,29.568,30.35,28.52,1.8300000000000018,-0.10000000000000142,681155,845551,423133,422418,107935
2018-03-04,29.32,30.0,28.92,1.0799999999999983,-0.41000000000000014,29.898,30.44,29.58,0.860000000000003,0.4400000000000013,28.692,29.31,28.32,0.9899999999999984,0.8999999999999986,29.398,30.37,28.75,1.620000000000001,1.620000000000001,725487,950909,456444,494465,-230814
2018-03-11,31.002,31.31,30.36,0.9499999999999993,0.6099999999999994,31.818,32.21,31.45,0.7600000000000016,0.7600000000000016,30.668,30.87,30.31,0.5600000000000023,0.5500000000000007,31.256,32.0,31.0,1.0,0.9800000000000004,541043,826650,328676,497974,199946
2018-03-18,31.396,31.96,30.83,1.1300000000000026,-1.1300000000000026,31.762,31.96,31.49,0.4700000000000024,-0.4700000000000024,30.791999999999998,31.29,29.75,1.5399999999999991,-1.3299999999999983,31.026,31.63,29.76,1.8699999999999974,-1.6999999999999993,340232,435657,252200,183457,-104897
