Date,JPMorgan Diversified Return Global Equity_etf_Open_average,JPMorgan Diversified Return Global Equity_etf_Open_max,JPMorgan Diversified Return Global Equity_etf_Open_min,JPMorgan Diversified Return Global Equity_etf_Open_volatility,JPMorgan Diversified Return Global Equity_etf_Open_change,JPMorgan Diversified Return Global Equity_etf_High_average,JPMorgan Diversified Return Global Equity_etf_High_max,JPMorgan Diversified Return Global Equity_etf_High_min,JPMorgan Diversified Return Global Equity_etf_High_volatility,JPMorgan Diversified Return Global Equity_etf_High_change,JPMorgan Diversified Return Global Equity_etf_Low_average,JPMorgan Diversified Return Global Equity_etf_Low_max,JPMorgan Diversified Return Global Equity_etf_Low_min,JPMorgan Diversified Return Global Equity_etf_Low_volatility,JPMorgan Diversified Return Global Equity_etf_Low_change,JPMorgan Diversified Return Global Equity_etf_Close_average,JPMorgan Diversified Return Global Equity_etf_Close_max,JPMorgan Diversified Return Global Equity_etf_Close_min,JPMorgan Diversified Return Global Equity_etf_Close_volatility,JPMorgan Diversified Return Global Equity_etf_Close_change
2018-04-15,62.44,62.44,62.44,0.0,0.0,62.44,62.44,62.44,0.0,0.0,62.14,62.14,62.14,0.0,0.0,62.26,62.26,62.26,0.0,0.0
2018-04-22,62.47,62.47,62.47,0.0,0.0,62.59,62.59,62.59,0.0,0.0,62.41,62.41,62.41,0.0,0.0,62.52,62.52,62.52,0.0,0.0
2018-04-29,61.82,61.82,61.82,0.0,0.0,62.4,62.4,62.4,0.0,0.0,61.82,61.82,61.82,0.0,0.0,62.34,62.34,62.34,0.0,0.0
2018-05-06,62.94,62.94,62.94,0.0,0.0,62.94,62.94,62.94,0.0,0.0,62.82,62.82,62.82,0.0,0.0,62.84,62.84,62.84,0.0,0.0
2018-05-13,62.48,62.48,62.48,0.0,0.0,62.55,62.55,62.55,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.45,62.45,62.45,0.0,0.0
2018-05-20,62.01,62.01,62.01,0.0,0.0,62.17,62.17,62.17,0.0,0.0,61.96,61.96,61.96,0.0,0.0,62.0,62.0,62.0,0.0,0.0
2018-05-27,62.0,62.0,62.0,0.0,0.0,62.08,62.08,62.08,0.0,0.0,61.89,61.89,61.89,0.0,0.0,62.01,62.01,62.01,0.0,0.0
2018-06-03,62.44,62.44,62.44,0.0,0.0,62.65,62.65,62.65,0.0,0.0,62.41,62.41,62.41,0.0,0.0,62.63,62.63,62.63,0.0,0.0
2018-06-10,62.08,62.08,62.08,0.0,0.0,62.08,62.08,62.08,0.0,0.0,61.86,61.86,61.86,0.0,0.0,61.98,61.98,61.98,0.0,0.0
2018-06-17,61.27,61.27,61.27,0.0,0.0,61.55,61.55,61.55,0.0,0.0,61.27,61.27,61.27,0.0,0.0,61.55,61.55,61.55,0.0,0.0
2018-06-24,60.3,60.3,60.3,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.25,60.25,60.25,0.0,0.0,60.25,60.25,60.25,0.0,0.0
2018-07-01,60.33,60.33,60.33,0.0,0.0,60.67,60.67,60.67,0.0,0.0,60.33,60.33,60.33,0.0,0.0,60.51,60.51,60.51,0.0,0.0
2018-07-08,60.52,60.52,60.52,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.46,60.46,60.46,0.0,0.0,60.64,60.64,60.64,0.0,0.0
2018-07-15,60.73,60.73,60.73,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.73,60.73,60.73,0.0,0.0,60.9,60.9,60.9,0.0,0.0
2018-07-22,61.67,61.67,61.67,0.0,0.0,61.77,61.77,61.77,0.0,0.0,61.43,61.43,61.43,0.0,0.0,61.43,61.43,61.43,0.0,0.0
2018-07-29,61.0,61.0,61.0,0.0,0.0,61.27,61.27,61.27,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.26,61.26,61.26,0.0,0.0
2018-08-05,60.64,60.64,60.64,0.0,0.0,60.71,60.71,60.71,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.51,60.51,60.51,0.0,0.0
2018-08-12,60.34,60.34,60.34,0.0,0.0,60.76,60.76,60.76,0.0,0.0,60.31,60.31,60.31,0.0,0.0,60.76,60.76,60.76,0.0,0.0
2018-08-19,61.04,61.04,61.04,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.04,61.04,61.04,0.0,0.0,61.25,61.25,61.25,0.0,0.0
2018-08-26,61.26,61.26,61.26,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.09,61.09,61.09,0.0,0.0,61.22,61.22,61.22,0.0,0.0
2018-09-02,60.25,60.25,60.25,0.0,0.0,60.26,60.26,60.26,0.0,0.0,60.03,60.03,60.03,0.0,0.0,60.03,60.03,60.03,0.0,0.0
2018-09-09,61.22,61.22,61.22,0.0,0.0,61.29,61.29,61.29,0.0,0.0,61.02,61.02,61.02,0.0,0.0,61.21,61.21,61.21,0.0,0.0
2018-09-16,62.06,62.06,62.06,0.0,0.0,62.19,62.19,62.19,0.0,0.0,62.06,62.06,62.06,0.0,0.0,62.17,62.17,62.17,0.0,0.0
2018-09-23,61.26,61.26,61.26,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.26,61.26,61.26,0.0,0.0,61.37,61.37,61.37,0.0,0.0
2018-09-30,60.34,60.34,60.34,0.0,0.0,60.41,60.41,60.41,0.0,0.0,59.99,59.99,59.99,0.0,0.0,60.16,60.16,60.16,0.0,0.0
2018-10-07,58.18,58.18,58.18,0.0,0.0,58.18,58.18,58.18,0.0,0.0,57.45,57.45,57.45,0.0,0.0,58.1,58.1,58.1,0.0,0.0
2018-10-14,58.5,58.5,58.5,0.0,0.0,58.57,58.57,58.57,0.0,0.0,58.18,58.18,58.18,0.0,0.0,58.31,58.31,58.31,0.0,0.0
2018-10-21,55.65,55.65,55.65,0.0,0.0,56.2,56.2,56.2,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.64,55.64,55.64,0.0,0.0
2018-10-28,57.73,57.73,57.73,0.0,0.0,57.74,57.74,57.74,0.0,0.0,56.97,56.97,56.97,0.0,0.0,57.24,57.24,57.24,0.0,0.0
2018-11-04,57.61,57.61,57.61,0.0,0.0,57.78,57.78,57.78,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.64,57.64,57.64,0.0,0.0
2018-11-11,57.16,57.16,57.16,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.16,57.16,57.16,0.0,0.0,57.64,57.64,57.64,0.0,0.0
2018-11-18,56.69,56.69,56.69,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.52,56.52,56.52,0.0,0.0,56.52,56.52,56.52,0.0,0.0
2018-11-25,57.61,57.61,57.61,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.59,57.59,57.59,0.0,0.0,57.77,57.77,57.77,0.0,0.0
2018-12-02,56.97,56.97,56.97,0.0,0.0,57.19,57.19,57.19,0.0,0.0,56.3,56.3,56.3,0.0,0.0,56.4,56.4,56.4,0.0,0.0
2018-12-09,56.19,56.19,56.19,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.04,56.04,56.04,0.0,0.0,56.13,56.13,56.13,0.0,0.0
2018-12-16,54.15,54.15,54.15,0.0,0.0,54.39,54.39,54.39,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.64,53.64,53.64,0.0,0.0
2018-12-23,54.59,54.59,54.59,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.18,54.18,54.18,0.0,0.0,54.29,54.29,54.29,0.0,0.0
2018-12-30,54.53,54.53,54.53,0.0,0.0,55.38,55.38,55.38,0.0,0.0,54.53,54.53,54.53,0.0,0.0,55.33,55.33,55.33,0.0,0.0
2019-01-06,56.39,56.39,56.39,0.0,0.0,56.56,56.56,56.56,0.0,0.0,56.39,56.39,56.39,0.0,0.0,56.49,56.49,56.49,0.0,0.0
2019-01-13,57.48,57.48,57.48,0.0,0.0,57.59,57.59,57.59,0.0,0.0,57.4,57.4,57.4,0.0,0.0,57.55,57.55,57.55,0.0,0.0
2019-01-20,57.78,57.78,57.78,0.0,0.0,57.91,57.91,57.91,0.0,0.0,57.76,57.76,57.76,0.0,0.0,57.84,57.84,57.84,0.0,0.0
2019-01-27,58.11,58.11,58.11,0.0,0.0,58.17,58.17,58.17,0.0,0.0,57.99,57.99,57.99,0.0,0.0,58.1,58.1,58.1,0.0,0.0
2019-02-03,57.43,57.43,57.43,0.0,0.0,57.57,57.57,57.57,0.0,0.0,57.32,57.32,57.32,0.0,0.0,57.57,57.57,57.57,0.0,0.0
2019-02-10,58.66,58.66,58.66,0.0,0.0,58.87,58.87,58.87,0.0,0.0,58.66,58.66,58.66,0.0,0.0,58.87,58.87,58.87,0.0,0.0
2019-02-17,59.3,59.3,59.3,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.41,59.41,59.41,0.0,0.0
2019-02-24,59.44,59.44,59.44,0.0,0.0,59.44,59.44,59.44,0.0,0.0,59.15,59.15,59.15,0.0,0.0,59.35,59.35,59.35,0.0,0.0
2019-03-03,58.0,58.0,58.0,0.0,0.0,58.27,58.27,58.27,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.27,58.27,58.27,0.0,0.0
2019-03-10,59.47,59.47,59.47,0.0,0.0,59.57,59.57,59.57,0.0,0.0,59.42,59.42,59.42,0.0,0.0,59.49,59.49,59.49,0.0,0.0
2019-03-17,59.27,59.27,59.27,0.0,0.0,59.39,59.39,59.39,0.0,0.0,58.86,58.86,58.86,0.0,0.0,58.86,58.86,58.86,0.0,0.0
2019-03-24,59.31,59.31,59.31,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.24,59.24,59.24,0.0,0.0,59.33,59.33,59.33,0.0,0.0
2019-03-31,60.1,60.1,60.1,0.0,0.0,60.3,60.3,60.3,0.0,0.0,60.1,60.1,60.1,0.0,0.0,60.3,60.3,60.3,0.0,0.0
2019-04-07,60.46,60.46,60.46,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.49,60.49,60.49,0.0,0.0
2019-04-14,60.15,60.15,60.15,0.0,0.0,60.21,60.21,60.21,0.0,0.0,60.06,60.06,60.06,0.0,0.0,60.14,60.14,60.14,0.0,0.0
2019-04-21,59.9,59.9,59.9,0.0,0.0,60.04,60.04,60.04,0.0,0.0,59.88,59.88,59.88,0.0,0.0,60.02,60.02,60.02,0.0,0.0
2019-04-28,60.04,60.04,60.04,0.0,0.0,60.3,60.3,60.3,0.0,0.0,60.03,60.03,60.03,0.0,0.0,60.3,60.3,60.3,0.0,0.0
2019-05-05,58.53,58.53,58.53,0.0,0.0,58.94,58.94,58.94,0.0,0.0,58.25,58.25,58.25,0.0,0.0,58.92,58.92,58.92,0.0,0.0
2019-05-12,58.64,58.64,58.64,0.0,0.0,58.87,58.87,58.87,0.0,0.0,58.55,58.55,58.55,0.0,0.0,58.6,58.6,58.6,0.0,0.0
2019-05-19,58.55,58.55,58.55,0.0,0.0,58.55,58.55,58.55,0.0,0.0,58.48,58.48,58.48,0.0,0.0,58.54,58.54,58.54,0.0,0.0
2019-05-26,57.23,57.23,57.23,0.0,0.0,57.53,57.53,57.53,0.0,0.0,57.23,57.23,57.23,0.0,0.0,57.42,57.42,57.42,0.0,0.0
2019-06-02,59.42,59.42,59.42,0.0,0.0,59.58,59.58,59.58,0.0,0.0,59.41,59.41,59.41,0.0,0.0,59.42,59.42,59.42,0.0,0.0
2019-06-09,59.32,59.32,59.32,0.0,0.0,59.32,59.32,59.32,0.0,0.0,59.19,59.19,59.19,0.0,0.0,59.28,59.28,59.28,0.0,0.0
2019-06-16,60.31,60.31,60.31,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.31,60.31,60.31,0.0,0.0,60.37,60.37,60.37,0.0,0.0
2019-06-23,59.48,59.48,59.48,0.0,0.0,59.56,59.56,59.56,0.0,0.0,59.48,59.48,59.48,0.0,0.0,59.54,59.54,59.54,0.0,0.0
2019-06-30,59.94,59.94,59.94,0.0,0.0,60.01,60.01,60.01,0.0,0.0,59.83,59.83,59.83,0.0,0.0,60.0,60.0,60.0,0.0,0.0
2019-07-07,59.78,59.78,59.78,0.0,0.0,59.93,59.93,59.93,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.93,59.93,59.93,0.0,0.0
2019-07-14,59.88,59.88,59.88,0.0,0.0,59.91,59.91,59.91,0.0,0.0,59.63,59.63,59.63,0.0,0.0,59.63,59.63,59.63,0.0,0.0
2019-07-21,59.57,59.57,59.57,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.57,59.57,59.57,0.0,0.0,59.74,59.74,59.74,0.0,0.0
2019-07-28,58.41,58.41,58.41,0.0,0.0,58.41,58.41,58.41,0.0,0.0,57.96,57.96,57.96,0.0,0.0,58.14,58.14,58.14,0.0,0.0
2019-08-04,57.88,57.88,57.88,0.0,0.0,57.92,57.92,57.92,0.0,0.0,57.52,57.52,57.52,0.0,0.0,57.73,57.73,57.73,0.0,0.0
2019-08-11,56.82,56.82,56.82,0.0,0.0,57.21,57.21,57.21,0.0,0.0,56.74,56.74,56.74,0.0,0.0,57.21,57.21,57.21,0.0,0.0
2019-08-18,57.31,57.31,57.31,0.0,0.0,57.55,57.55,57.55,0.0,0.0,56.58,56.58,56.58,0.0,0.0,56.58,56.58,56.58,0.0,0.0
2019-08-25,57.98,57.98,57.98,0.0,0.0,57.98,57.98,57.98,0.0,0.0,57.66,57.66,57.66,0.0,0.0,57.82,57.82,57.82,0.0,0.0
2019-09-01,58.84,58.84,58.84,0.0,0.0,59.05,59.05,59.05,0.0,0.0,58.84,58.84,58.84,0.0,0.0,58.92,58.92,58.92,0.0,0.0
2019-09-08,60.09,60.09,60.09,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.01,60.01,60.01,0.0,0.0,60.05,60.05,60.05,0.0,0.0
2019-09-15,60.15,60.15,60.15,0.0,0.0,60.17,60.17,60.17,0.0,0.0,59.91,59.91,59.91,0.0,0.0,59.92,59.92,59.92,0.0,0.0
2019-09-22,59.39,59.39,59.39,0.0,0.0,59.39,59.39,59.39,0.0,0.0,58.95,58.95,58.95,0.0,0.0,59.02,59.02,59.02,0.0,0.0
2019-09-29,58.26,58.26,58.26,0.0,0.0,58.77,58.77,58.77,0.0,0.0,58.26,58.26,58.26,0.0,0.0,58.77,58.77,58.77,0.0,0.0
2019-10-06,59.46,59.46,59.46,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.46,59.46,59.46,0.0,0.0,59.48,59.48,59.48,0.0,0.0
2019-10-13,59.74,59.74,59.74,0.0,0.0,59.89,59.89,59.89,0.0,0.0,59.7,59.7,59.7,0.0,0.0,59.85,59.85,59.85,0.0,0.0
2019-10-20,60.2,60.2,60.2,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.46,60.46,60.46,0.0,0.0
2019-10-27,61.11,61.11,61.11,0.0,0.0,61.11,61.11,61.11,0.0,0.0,61.02,61.02,61.02,0.0,0.0,61.07,61.07,61.07,0.0,0.0
2019-11-03,61.23,61.23,61.23,0.0,0.0,61.34,61.34,61.34,0.0,0.0,61.23,61.23,61.23,0.0,0.0,61.34,61.34,61.34,0.0,0.0
2019-11-10,61.3,61.3,61.3,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.3,61.3,61.3,0.0,0.0,61.44,61.44,61.44,0.0,0.0
2019-11-17,60.93,60.93,60.93,0.0,0.0,61.05,61.05,61.05,0.0,0.0,60.93,60.93,60.93,0.0,0.0,61.02,61.02,61.02,0.0,0.0
2019-11-24,61.24,61.24,61.24,0.0,0.0,61.29,61.29,61.29,0.0,0.0,61.18,61.18,61.18,0.0,0.0,61.18,61.18,61.18,0.0,0.0
2019-12-01,61.54,61.54,61.54,0.0,0.0,61.64,61.64,61.64,0.0,0.0,61.54,61.54,61.54,0.0,0.0,61.57,61.57,61.57,0.0,0.0
2019-12-08,62.13,62.13,62.13,0.0,0.0,62.25,62.25,62.25,0.0,0.0,62.12,62.12,62.12,0.0,0.0,62.15,62.15,62.15,0.0,0.0
2019-12-15,62.72,62.72,62.72,0.0,0.0,62.83,62.83,62.83,0.0,0.0,62.72,62.72,62.72,0.0,0.0,62.82,62.82,62.82,0.0,0.0
2019-12-22,62.55,62.55,62.55,0.0,0.0,62.55,62.55,62.55,0.0,0.0,62.39,62.39,62.39,0.0,0.0,62.4,62.4,62.4,0.0,0.0
2019-12-29,62.02,62.02,62.02,0.0,0.0,62.21,62.21,62.21,0.0,0.0,61.91,61.91,61.91,0.0,0.0,61.93,61.93,61.93,0.0,0.0
