Date,First Trust Utilities AlphaDEXEtf_Open_average,First Trust Utilities AlphaDEXEtf_Open_max,First Trust Utilities AlphaDEXEtf_Open_min,First Trust Utilities AlphaDEXEtf_Open_volatility,First Trust Utilities AlphaDEXEtf_Open_change,First Trust Utilities AlphaDEXEtf_High_average,First Trust Utilities AlphaDEXEtf_High_max,First Trust Utilities AlphaDEXEtf_High_min,First Trust Utilities AlphaDEXEtf_High_volatility,First Trust Utilities AlphaDEXEtf_High_change,First Trust Utilities AlphaDEXEtf_Low_average,First Trust Utilities AlphaDEXEtf_Low_max,First Trust Utilities AlphaDEXEtf_Low_min,First Trust Utilities AlphaDEXEtf_Low_volatility,First Trust Utilities AlphaDEXEtf_Low_change,First Trust Utilities AlphaDEXEtf_Close_average,First Trust Utilities AlphaDEXEtf_Close_max,First Trust Utilities AlphaDEXEtf_Close_min,First Trust Utilities AlphaDEXEtf_Close_volatility,First Trust Utilities AlphaDEXEtf_Close_change
2019-06-09,28.75,28.75,28.75,0.0,0.0,29.08,29.08,29.08,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.9,28.9,28.9,0.0,0.0
2019-06-16,29.51,29.51,29.51,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.39,29.39,29.39,0.0,0.0
2019-06-23,28.61,28.61,28.61,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2019-06-30,29.18,29.18,29.18,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2019-07-07,29.34,29.34,29.34,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.26,29.26,29.26,0.0,0.0
2019-07-14,29.23,29.23,29.23,0.0,0.0,29.34,29.34,29.34,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.95,28.95,28.95,0.0,0.0
2019-07-21,28.93,28.93,28.93,0.0,0.0,29.23,29.23,29.23,0.0,0.0,28.93,28.93,28.93,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2019-07-28,28.72,28.72,28.72,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2019-08-04,28.41,28.41,28.41,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2019-08-11,28.06,28.06,28.06,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2019-08-18,28.6,28.6,28.6,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.17,28.17,28.17,0.0,0.0
2019-08-25,28.81,28.81,28.81,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2019-09-01,29.17,29.17,29.17,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.05,29.05,29.05,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2019-09-08,29.7,29.7,29.7,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.62,29.62,29.62,0.0,0.0
2019-09-15,29.86,29.86,29.86,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.89,29.89,29.89,0.0,0.0
2019-09-22,29.75,29.75,29.75,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2019-09-29,28.95,28.95,28.95,0.0,0.0,29.32,29.32,29.32,0.0,0.0,28.95,28.95,28.95,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2019-10-06,29.08,29.08,29.08,0.0,0.0,29.37,29.37,29.37,0.0,0.0,28.92,28.92,28.92,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2019-10-13,29.09,29.09,29.09,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2019-10-20,29.51,29.51,29.51,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2019-10-27,29.58,29.58,29.58,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2019-11-03,28.96,28.96,28.96,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.91,28.91,28.91,0.0,0.0
2019-11-10,28.92,28.92,28.92,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2019-11-17,28.82,28.82,28.82,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2019-11-24,28.89,28.89,28.89,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2019-12-01,28.6,28.6,28.6,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2019-12-08,28.41,28.41,28.41,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2019-12-15,29.1,29.1,29.1,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2019-12-22,29.06,29.06,29.06,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2019-12-29,28.89,28.89,28.89,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.97,28.97,28.97,0.0,0.0
