Date,ALK_Open_average,ALK_Open_max,ALK_Open_min,ALK_Open_volatility,ALK_Open_change,ALK_High_average,ALK_High_max,ALK_High_min,ALK_High_volatility,ALK_High_change,ALK_Low_average,ALK_Low_max,ALK_Low_min,ALK_Low_volatility,ALK_Low_change,ALK_Close_average,ALK_Close_max,ALK_Close_min,ALK_Close_volatility,ALK_Close_change,ALK_Volume_average,ALK_Volume_max,ALK_Volume_min,ALK_Volume_volatility,ALK_Volume_change
2018-04-08,60.286,61.02,59.47,1.5500000000000043,0.030000000000001137,61.586,65.1,60.22,4.8799999999999955,3.779999999999994,59.528,60.93,58.67,2.259999999999998,1.2299999999999969,60.588,63.95,59.06,4.890000000000001,4.140000000000001,2204745,4581044,1515891,3065153,3019737
2018-04-15,65.508,65.94,64.6,1.3400000000000034,1.0900000000000034,66.178,66.89,65.68,1.2099999999999937,0.45999999999999375,64.748,65.16,64.3,0.8599999999999994,0.710000000000008,65.416,65.97,64.99,0.980000000000004,0.18000000000000682,1958178,2808860,1434360,1374500,-1053748
2018-04-22,66.538,68.41,65.26,3.1499999999999915,-1.4500000000000028,67.794,70.25,66.45,3.799999999999997,-3.1899999999999977,65.254,66.89,64.33,2.5600000000000023,-1.0600000000000023,66.536,69.11,65.26,3.8499999999999943,-3.0900000000000034,3209987,6424599,1628945,4795654,-4795654
2018-04-29,64.394,66.17,62.48,3.690000000000005,-3.690000000000005,64.91,66.47,62.91,3.5600000000000023,-3.5600000000000023,63.258,64.5,61.95,2.549999999999997,-2.549999999999997,63.896,65.44,62.8,2.6400000000000006,-2.1300000000000097,2331905,3762148,1119861,2642287,1411586
2018-05-06,61.432,62.79,60.6,2.1899999999999977,-2.1899999999999977,61.72,62.8,60.79,2.009999999999998,-1.8900000000000006,60.482,61.18,59.86,1.3200000000000003,-1.1199999999999974,60.952,61.65,60.39,1.259999999999998,-1.1199999999999974,2341815,3331097,1456243,1874854,-607723
2018-05-13,59.326,60.41,58.46,1.9499999999999957,-1.9499999999999957,59.83,60.71,58.7,2.009999999999998,-2.009999999999998,58.492,59.45,57.83,1.6200000000000045,-1.4400000000000048,58.942,60.05,58.21,1.8399999999999963,-1.8399999999999963,2124090,2761999,1254200,1507799,-1179070
2018-05-20,58.606,60.1,58.03,2.0700000000000003,1.8200000000000003,59.724000000000004,62.67,58.45,4.219999999999999,3.8200000000000003,58.275999999999996,59.91,57.53,2.3799999999999955,2.3799999999999955,59.256,61.87,57.94,3.9299999999999997,3.9299999999999997,1997339,2630494,1547306,1083188,613769
2018-05-27,60.8125,61.26,60.35,0.9099999999999966,-0.259999999999998,61.375,61.65,60.87,0.7800000000000011,-0.07000000000000028,60.0275,60.46,59.31,1.1499999999999986,0.28999999999999915,60.63,60.86,60.28,0.5799999999999983,0.28999999999999915,1928694,2424513,1618905,805608,-180838
2018-06-03,61.652,62.1,60.74,1.3599999999999994,0.22999999999999687,62.346,62.67,61.89,0.7800000000000011,0.0899999999999963,61.192,61.9,60.4,1.5,0.259999999999998,61.914,62.33,61.24,1.0899999999999963,0.509999999999998,2776125,5296291,1438739,3857552,-3857552
2018-06-10,62.282000000000004,62.74,61.96,0.7800000000000011,-0.3299999999999983,63.132,63.66,62.26,1.3999999999999986,0.4199999999999946,61.754,62.14,61.21,0.9299999999999997,-0.39000000000000057,62.466,63.04,61.64,1.3999999999999986,0.1700000000000017,2457189,2856493,2155358,701135,701135
2018-06-17,62.842,63.55,62.24,1.3099999999999952,1.029999999999994,63.794,64.86,62.87,1.990000000000002,1.990000000000002,62.456,63.22,61.53,1.6899999999999977,1.1999999999999957,63.08,64.05,62.47,1.5799999999999983,0.13999999999999346,1709156,2330101,1360081,970020,896646
2018-06-24,61.118,62.59,60.04,2.5500000000000043,-2.200000000000003,61.488,62.9,60.53,2.3699999999999974,-1.5300000000000011,60.306,61.37,59.53,1.8399999999999963,-1.0,60.62,61.74,60.01,1.730000000000004,-1.3500000000000014,1300262,1873279,970474,902805,156217
2018-07-01,61.33,61.99,60.17,1.8200000000000003,1.8200000000000003,62.0875,62.43,61.28,1.1499999999999986,1.1499999999999986,60.875,61.8,59.43,2.3699999999999974,2.1000000000000014,61.8325,62.34,61.18,1.1600000000000037,1.1600000000000037,1406789,1841383,832585,1008798,-451479
2018-07-08,61.833999999999996,63.47,60.82,2.6499999999999986,-1.6599999999999966,62.412,63.86,61.35,2.509999999999998,-2.289999999999999,60.964,62.36,59.85,2.509999999999998,-1.6400000000000006,61.772,63.49,60.19,3.3000000000000043,-2.0600000000000023,1605074,2632594,1057464,1575130,-441922
2018-07-15,62.426,63.41,61.41,2.0,1.9199999999999946,63.3,64.5,62.07,2.4299999999999997,1.3900000000000006,61.714,62.94,60.58,2.3599999999999994,-0.5900000000000034,62.164,63.79,60.63,3.1599999999999966,-0.779999999999994,1878689,3030579,1239413,1791166,1790260
2018-07-22,60.682,64.24,58.0,6.239999999999995,3.739999999999995,62.674,65.76,59.63,6.130000000000003,4.160000000000004,59.672,63.09,57.97,5.1200000000000045,2.8300000000000054,61.614,64.76,59.01,5.750000000000007,2.1099999999999994,3419527,6391674,1926765,4464909,876003
2018-07-29,61.978,62.55,60.55,2.0,-0.6599999999999966,62.92,63.51,61.87,1.6400000000000006,-0.1600000000000037,61.26,62.37,60.04,2.3299999999999983,0.6499999999999986,62.138,62.83,61.08,1.75,0.4199999999999946,1687451,2044080,1378525,665555,-328501
2018-08-05,63.616,64.24,62.58,1.6599999999999966,0.980000000000004,64.11,64.64,63.41,1.230000000000004,0.15000000000000568,63.09,63.83,62.09,1.7399999999999949,0.4799999999999969,63.622,64.15,63.12,1.0300000000000082,0.10999999999999943,1035144,1197182,739091,458091,-197711
2018-08-12,63.216,64.51,62.0,2.510000000000005,1.5100000000000051,64.202,65.44,63.02,2.4199999999999946,2.4199999999999946,62.76,64.37,61.31,3.0600000000000023,3.0600000000000023,63.538000000000004,65.0,61.89,3.1099999999999994,3.1099999999999994,1278892,2064868,580846,1484022,414020
2018-08-19,65.526,66.96,64.67,2.289999999999992,-0.12999999999999545,66.292,67.69,64.97,2.719999999999999,-2.0400000000000063,64.93,66.58,63.95,2.6299999999999955,-0.8499999999999943,65.572,66.84,64.7,2.1400000000000006,-2.010000000000005,1144914,1489238,865322,623916,-318098
2018-08-26,66.43,67.43,65.0,2.430000000000007,2.239999999999995,67.32000000000001,68.09,65.76,2.3299999999999983,1.809999999999988,66.148,66.94,65.0,1.9399999999999977,1.9200000000000017,66.928,67.49,65.68,1.809999999999988,1.809999999999988,1334909,2105352,767171,1338181,-662421
2018-09-02,67.7225,68.3,66.81,1.4899999999999949,-0.8700000000000045,68.4075,69.04,67.71,1.3300000000000125,-0.6099999999999994,66.92,67.53,66.44,1.0900000000000034,-0.5,67.5425,68.38,66.88,1.5,-0.9900000000000091,1414705,2046498,1019243,1027255,-541170
2018-09-09,68.124,69.15,67.24,1.9100000000000108,0.9900000000000091,68.994,69.32,68.57,0.75,0.480000000000004,67.554,67.92,66.71,1.210000000000008,1.210000000000008,68.44200000000001,68.97,67.76,1.2099999999999937,0.7599999999999909,1032912,1498748,858082,640666,43000
2018-09-16,69.466,70.0,68.8,1.2000000000000028,1.0799999999999983,70.234,70.75,69.69,1.0600000000000023,0.8700000000000045,69.02,69.75,68.15,1.5999999999999943,0.9500000000000028,69.606,70.08,69.24,0.8400000000000034,0.7999999999999972,1212694,1735434,890118,845316,470253
2018-09-23,68.098,69.35,66.57,2.780000000000001,-0.539999999999992,68.942,70.0,67.66,2.3400000000000034,-0.7999999999999972,67.062,68.21,66.07,2.1400000000000006,1.3100000000000023,67.68,68.98,66.15,2.8299999999999983,1.5699999999999932,1795047,2562951,1326899,1236052,-38411
2018-09-30,67.222,68.71,66.59,2.1199999999999903,-2.1199999999999903,67.558,69.14,66.87,2.269999999999996,-2.260000000000005,66.242,67.41,65.82,1.5900000000000034,-1.509999999999991,66.722,67.76,66.08,1.6800000000000068,-1.6800000000000068,1672334,2153028,1110087,1042941,-618830
2018-10-07,62.964,65.85,60.74,5.109999999999992,-4.349999999999994,63.676,66.09,61.56,4.530000000000001,-2.940000000000005,61.544000000000004,64.7,59.63,5.07,-3.8400000000000034,61.906,65.31,59.81,5.5,-3.740000000000002,2728487,3395209,1933144,1462065,1161485
2018-10-14,63.024,64.84,61.7,3.1400000000000006,0.6599999999999966,63.93,65.99,62.42,3.569999999999993,0.4899999999999949,62.14,63.91,61.24,2.6699999999999946,0.6299999999999955,63.032,64.49,61.86,2.6299999999999955,0.7199999999999989,1468415,1712364,1195932,516432,-179505
2018-10-21,62.378,63.13,61.45,1.6799999999999997,-1.0,63.454,63.97,62.8,1.1700000000000017,-0.9600000000000009,60.89,62.49,59.55,2.940000000000005,-2.270000000000003,62.434,63.54,61.11,2.4299999999999997,-2.0700000000000003,1969907,2672004,985332,1686672,817450
2018-10-28,62.582,64.12,61.0,3.1200000000000045,2.0500000000000043,64.014,65.3,63.14,2.1599999999999966,2.1599999999999966,61.508,63.35,60.24,3.1099999999999994,3.1099999999999994,62.646,63.88,61.0,2.8800000000000026,2.8800000000000026,1449254,1821969,1085951,736018,600091
2018-11-04,64.806,65.97,63.8,2.1700000000000017,1.7299999999999969,65.83,66.91,64.36,2.549999999999997,2.299999999999997,64.39,65.31,63.28,2.030000000000001,1.9599999999999937,65.274,66.19,63.9,2.289999999999999,2.0700000000000003,1185564,1629774,991053,638721,-583373
2018-11-11,66.91,67.96,66.01,1.9499999999999886,1.2099999999999937,67.856,68.45,66.74,1.710000000000008,1.490000000000009,66.244,66.91,65.05,1.8599999999999994,1.6599999999999966,67.25,67.99,65.76,2.2299999999999898,2.2299999999999898,1037443,1337424,902779,434645,-80111
2018-11-18,67.6875,68.77,66.75,2.019999999999996,1.019999999999996,69.125,70.0,68.13,1.8700000000000045,1.0699999999999932,67.29,68.48,66.31,2.1700000000000017,1.4699999999999989,68.0625,69.41,67.02,2.3900000000000006,2.1099999999999994,1132808,1415226,900222,515004,-133342
2018-11-25,71.858,74.5,69.19,5.310000000000002,3.510000000000005,73.078,74.83,70.35,4.480000000000004,3.440000000000012,70.808,72.88,68.45,4.429999999999993,3.75,72.118,74.74,68.9,5.839999999999989,4.359999999999999,2843392,3739095,1786107,1952988,1239398
2018-12-02,70.9825,73.88,68.81,5.069999999999993,-5.069999999999993,71.5825,74.57,69.22,5.349999999999994,-5.349999999999994,68.765,72.64,64.43,8.209999999999994,-8.209999999999994,69.355,72.84,64.94,7.900000000000006,-7.900000000000006,3114077,4564160,2372478,2191682,-431198
2018-12-09,62.976,64.94,60.62,4.32,-4.32,63.866,65.62,62.5,3.1200000000000045,-2.0500000000000043,61.69,62.87,60.5,2.3699999999999974,-2.3699999999999974,62.314,63.48,61.34,2.1399999999999935,-1.1799999999999997,2709106,3666680,2137909,1528771,-116775
2018-12-16,61.884,62.75,60.76,1.990000000000002,-1.3300000000000054,62.56,63.5,61.58,1.9200000000000017,-0.9600000000000009,60.589999999999996,62.08,59.15,2.9299999999999997,-1.7700000000000031,61.2,62.66,59.34,3.319999999999993,-1.9499999999999957,1762641,2229366,1364918,864448,779595
2018-12-23,59.442499999999995,60.91,57.98,2.9299999999999997,2.1199999999999974,60.54,61.62,59.0,2.6199999999999974,2.6199999999999974,58.285,59.54,57.42,2.1199999999999974,2.1199999999999974,59.855000000000004,60.79,57.58,3.210000000000001,2.730000000000004,1192016,1474190,857805,616385,493711
2018-12-30,59.93,60.54,58.95,1.5899999999999963,-1.5899999999999963,61.04,61.91,60.3,1.6099999999999994,-0.6499999999999986,58.822500000000005,60.03,57.28,2.75,-1.3599999999999994,60.1225,61.52,58.12,3.4000000000000057,-0.8500000000000014,1897966,2421447,1296398,1125049,745750
2019-01-06,61.264,63.0,60.3,2.700000000000003,2.700000000000003,62.526,64.37,60.85,3.520000000000003,3.520000000000003,60.480000000000004,62.7,59.47,3.230000000000004,3.1300000000000026,62.098,64.14,60.12,4.020000000000003,4.020000000000003,1418103,1694087,1127969,566118,-182095
2019-01-13,64.666,65.44,63.39,2.049999999999997,1.4500000000000028,65.386,65.84,64.97,0.8700000000000045,-0.010000000000005116,63.938,64.86,62.64,2.219999999999999,1.5400000000000063,64.56400000000001,64.9,64.28,0.6200000000000045,0.5,1506068,1986023,1261444,724579,-416258
2019-01-20,64.7675,65.72,64.24,1.480000000000004,-0.5500000000000114,65.3425,66.6,64.7,1.8999999999999915,-0.20999999999999375,63.667500000000004,65.38,62.52,2.8599999999999923,-1.0700000000000003,64.2325,65.78,63.48,2.3000000000000043,-0.480000000000004,1921360,3485753,1094041,2391712,2391712
2019-01-27,64.198,64.82,63.01,1.8099999999999952,1.1600000000000037,65.126,65.43,64.71,0.7200000000000131,-0.09999999999999432,63.480000000000004,63.86,63.01,0.8500000000000014,0.5500000000000043,64.412,64.66,63.95,0.7099999999999937,-0.1700000000000017,1493097,1650131,1105204,544927,-522224
2019-02-03,64.59,64.7,64.35,0.3500000000000085,0.060000000000002274,65.086,65.29,64.81,0.480000000000004,0.46999999999999886,64.036,64.42,63.45,0.9699999999999989,0.6499999999999915,64.908,65.27,64.48,0.789999999999992,0.789999999999992,920750,1036613,723881,312732,-312732
2019-02-10,66.464,66.95,65.44,1.5100000000000051,1.480000000000004,67.152,67.64,66.46,1.1800000000000068,0.6600000000000108,66.006,66.56,65.4,1.1599999999999966,0.6899999999999977,66.51599999999999,66.7,66.3,0.4000000000000057,0.01999999999999602,1017262,1588152,741530,846622,-212518
2019-02-17,63.9775,65.86,62.86,3.0,-3.0,64.42500000000001,66.17,63.09,3.0799999999999983,-3.0799999999999983,63.095,64.53,62.11,2.4200000000000017,-2.4200000000000017,63.29,64.56,62.4,2.1600000000000037,-2.1600000000000037,1924846,2483370,1524903,958467,-455477
2019-02-24,62.396,62.8,61.86,0.9399999999999977,-0.9399999999999977,62.756,63.56,62.02,1.5399999999999991,-1.3599999999999994,61.532000000000004,62.65,60.27,2.3799999999999955,-2.289999999999999,62.136,62.94,61.31,1.6299999999999955,-1.4399999999999977,1345456,1952577,969622,982955,829359
2019-03-03,58.0,61.24,55.38,5.859999999999999,-5.859999999999999,58.24,61.34,55.92,5.420000000000002,-5.420000000000002,56.564,59.22,54.95,4.269999999999996,-4.269999999999996,56.936,59.5,55.62,3.8800000000000026,-3.8800000000000026,3315661,4119042,1856221,2262821,977590
2019-03-10,55.422,56.16,54.58,1.5799999999999983,0.22999999999999687,56.076,56.72,55.44,1.2800000000000011,0.0800000000000054,54.688,55.45,53.7,1.75,0.8500000000000014,55.358000000000004,56.03,54.09,1.9399999999999977,0.3399999999999963,3051179,4294162,2204257,2089905,384421
2019-03-17,55.564,56.0,55.02,0.9799999999999969,-0.6499999999999986,56.024,56.9,55.38,1.519999999999996,-0.7100000000000009,55.056000000000004,55.92,54.24,1.6799999999999997,-0.9799999999999969,55.316,56.11,54.25,1.8599999999999994,-1.5600000000000023,1514876,1649286,1351521,297765,198956
2019-03-24,54.53,55.47,53.93,1.5399999999999991,1.3799999999999955,55.160000000000004,56.25,54.38,1.8699999999999974,1.8699999999999974,54.146,55.28,53.39,1.8900000000000006,1.8900000000000006,54.758,56.12,53.6,2.519999999999996,2.519999999999996,1454441,1873329,1118221,755108,86565
2019-03-31,57.812,58.64,56.3,2.3400000000000034,1.6900000000000048,58.542,59.06,57.89,1.1700000000000017,0.9600000000000009,57.214,57.99,56.11,1.8800000000000026,1.8800000000000026,57.922,58.54,57.32,1.2199999999999989,1.2199999999999989,1500740,1950740,1010756,939984,-939984
2019-04-07,58.833999999999996,60.39,58.01,2.3800000000000026,2.200000000000003,59.528,61.09,58.31,2.780000000000001,2.460000000000001,58.342,59.77,57.54,2.230000000000004,1.9500000000000028,59.058,60.63,57.84,2.789999999999999,2.3000000000000043,1603340,2174210,988702,1185508,999877
2019-04-14,61.07,61.87,60.3,1.5700000000000003,0.46999999999999886,61.4425,62.1,60.82,1.2800000000000011,0.9299999999999997,60.445,61.07,59.82,1.25,0.8800000000000026,61.02,61.67,60.06,1.6099999999999994,1.6099999999999994,1060074,1157198,976590,180608,-89240
2019-04-21,60.462,61.16,59.1,2.059999999999995,-2.059999999999995,61.244,61.55,60.99,0.5599999999999952,-0.21000000000000085,59.492,60.28,58.25,2.030000000000001,-1.3499999999999943,60.356,60.89,59.17,1.7199999999999989,0.3200000000000003,1755563,2519151,985724,1533427,325074
2019-04-28,61.641999999999996,62.35,60.3,2.0500000000000043,2.0500000000000043,62.456,63.26,60.98,2.280000000000001,2.280000000000001,61.474,62.35,60.15,2.200000000000003,2.200000000000003,61.866,62.48,60.54,1.9399999999999977,1.9399999999999977,1173822,1500668,702536,798132,-670646
2019-05-05,60.868,61.71,60.21,1.5,-1.1599999999999966,61.418,62.29,60.4,1.8900000000000006,-0.8699999999999974,60.094,61.15,59.3,1.8500000000000014,-1.8500000000000014,61.108,62.19,60.3,1.8900000000000006,-0.9199999999999946,876612,1097452,716421,381031,145788
2019-05-12,60.946,61.94,60.01,1.9299999999999997,1.9299999999999997,62.006,63.2,60.18,3.020000000000003,3.020000000000003,60.616,61.68,59.22,2.460000000000001,2.460000000000001,61.606,62.64,60.13,2.509999999999998,2.259999999999998,1056518,1353845,870850,482995,-68991
2019-05-19,61.456,62.13,60.23,1.9000000000000057,-0.1599999999999966,62.18,62.87,61.45,1.4199999999999946,-0.5700000000000003,60.699999999999996,61.9,59.41,2.490000000000002,-0.8500000000000014,61.44,62.62,60.59,2.029999999999994,-1.3599999999999994,975055,1308801,722530,586271,-212859
2019-05-26,59.552499999999995,60.55,58.15,2.3999999999999986,-2.3999999999999986,59.82,60.81,58.46,2.3500000000000014,-2.3500000000000014,58.725,59.85,57.82,2.030000000000001,-2.030000000000001,59.075,60.05,58.2,1.8499999999999943,-1.8499999999999943,965898,1239978,812426,427552,-40883
2019-06-02,60.332,61.51,58.01,3.5,2.990000000000002,61.086,61.82,59.38,2.4399999999999977,2.1499999999999986,59.904,61.21,57.85,3.3599999999999994,2.6400000000000006,60.604,61.61,59.07,2.539999999999999,1.4600000000000009,956210,1197755,618481,579274,106763
2019-06-09,61.228,62.33,60.88,1.4499999999999957,1.4499999999999957,62.04,63.41,61.28,2.1299999999999955,1.6099999999999994,60.85,61.62,60.52,1.0999999999999943,1.0499999999999972,61.528,63.12,60.64,2.479999999999997,2.479999999999997,841549,1236882,593878,643004,421915
2019-06-16,62.636,63.25,60.86,2.3900000000000006,-2.3400000000000034,63.188,63.63,62.59,1.0399999999999991,-0.6099999999999994,61.6,62.51,60.3,2.210000000000001,-2.190000000000005,62.224,62.94,60.72,2.219999999999999,-0.44000000000000483,1275166,2177557,589883,1587674,1261470
2019-06-23,62.379999999999995,63.3,61.85,1.4499999999999957,1.0700000000000003,63.118,64.0,62.23,1.7700000000000031,1.3299999999999983,62.036,63.05,61.42,1.6299999999999955,1.1400000000000006,62.658,63.91,61.91,2.0,1.4899999999999949,1202726,2179741,646459,1533282,1243280
2019-06-30,63.86,64.2,63.42,0.7800000000000011,-0.37999999999999545,64.50999999999999,64.69,64.22,0.46999999999999886,-0.37999999999999545,63.11,63.3,62.91,0.39000000000000057,0.240000000000002,63.6775,64.07,63.09,0.9799999999999898,0.3599999999999923,886899,1122714,566810,555904,-555904
2019-07-07,63.876000000000005,64.3,63.2,1.0999999999999943,-0.6099999999999994,64.416,64.91,63.55,1.3599999999999994,-0.29999999999999716,63.14,64.08,62.42,1.6599999999999966,-0.75,63.772,64.68,62.94,1.740000000000009,-0.44000000000001194,1055488,1228542,910717,317825,-269837
2019-07-14,64.208,65.27,63.36,1.9099999999999966,0.37999999999999545,65.016,65.62,64.42,1.2000000000000028,0.5600000000000023,63.42,63.73,63.25,0.4799999999999969,0.22999999999999687,64.08,65.41,63.36,2.049999999999997,0.13000000000000256,1134461,1384989,946292,438697,196979
2019-07-21,64.182,65.1,63.1,1.999999999999993,0.46000000000000085,65.26,65.91,64.2,1.7099999999999937,1.019999999999996,63.588,64.85,62.83,2.019999999999996,1.2199999999999989,64.464,65.57,62.87,2.6999999999999957,2.0500000000000043,1401340,1637840,1007577,630263,333951
2019-07-28,63.694,64.23,63.0,1.230000000000004,-1.230000000000004,64.266,64.56,63.77,0.7899999999999991,-0.46999999999999176,62.952,63.49,62.44,1.0500000000000043,-0.23000000000000398,63.550000000000004,64.01,63.14,0.8700000000000045,-0.6999999999999957,1095011,1397849,815631,582218,-376732
2019-08-04,62.852,64.16,61.97,2.1899999999999977,1.6199999999999974,63.628,64.79,62.65,2.1400000000000077,2.1400000000000077,62.25,63.9,60.51,3.3900000000000006,3.3900000000000006,63.112,64.53,61.52,3.009999999999998,2.4099999999999966,854224,1208396,746638,461758,-461758
2019-08-11,60.9,63.43,59.31,4.119999999999997,-4.119999999999997,61.45,63.43,59.53,3.8999999999999986,-2.9200000000000017,59.764,61.36,58.33,3.030000000000001,-2.1599999999999966,60.378,62.11,59.02,3.0899999999999963,-1.75,1159218,1416642,952835,463807,-88702
2019-08-18,60.164,60.68,59.56,1.1199999999999974,-1.1199999999999974,60.482,61.51,59.9,1.6099999999999994,-1.6099999999999994,59.244,60.48,57.57,2.9099999999999966,-2.9099999999999966,59.634,60.59,57.93,2.6600000000000037,-2.6600000000000037,958572,1180849,740431,440418,277481
2019-08-25,58.894,60.13,57.79,2.3400000000000034,1.6900000000000048,59.454,60.34,58.85,1.490000000000002,1.490000000000002,58.198,59.37,57.12,2.25,1.6400000000000006,58.962,59.96,58.01,1.9500000000000028,1.3399999999999963,971831,1455453,728385,727068,-202881
2019-09-01,61.505,63.78,59.43,4.350000000000001,4.350000000000001,62.614999999999995,64.17,60.51,3.6600000000000037,3.6600000000000037,61.1125,62.9,59.43,3.469999999999999,3.469999999999999,62.17,63.39,60.43,2.960000000000001,2.6600000000000037,1124339,1285723,1033967,251756,-76660
2019-09-08,65.028,66.28,63.08,3.200000000000003,3.200000000000003,65.884,66.52,65.05,1.4699999999999989,1.4699999999999989,64.52,65.82,62.65,3.1699999999999946,3.1699999999999946,65.428,65.87,64.77,1.1000000000000085,1.1000000000000085,743711,951225,588406,362819,-362819
2019-09-15,64.54599999999999,64.95,64.0,0.9500000000000028,0.9500000000000028,65.41799999999999,65.84,64.99,0.8500000000000085,-0.38000000000000966,64.188,64.61,63.64,0.9699999999999989,0.9699999999999989,64.818,65.0,64.58,0.4200000000000017,0.3400000000000034,913775,1295195,605342,689853,-43248
2019-09-22,64.914,65.13,64.68,0.44999999999998863,0.25,65.312,65.57,65.08,0.4899999999999949,0.35999999999999943,64.3,64.59,63.93,0.6600000000000037,-0.490000000000002,64.618,65.05,64.18,0.8699999999999903,-0.45999999999999375,625963,813976,528010,285966,166258
2019-09-29,63.81,65.45,62.38,3.0700000000000003,-2.020000000000003,64.37,65.91,62.87,3.039999999999999,-1.6099999999999923,62.754,64.64,61.15,3.490000000000002,-1.9899999999999949,63.678,64.95,62.3,2.6500000000000057,-1.3999999999999986,844217,1334531,479845,854686,-329007
2019-10-06,63.986,66.0,63.0,3.0,2.3999999999999986,65.242,67.62,64.19,3.430000000000007,3.430000000000007,63.646,65.0,62.76,2.240000000000002,1.5200000000000031,64.442,66.08,63.18,2.8999999999999986,2.1199999999999974,858384,1587853,537031,1050822,958846
2019-10-13,66.676,67.34,65.87,1.4699999999999989,0.7399999999999949,67.414,67.76,66.59,1.1700000000000017,0.9299999999999926,66.106,66.57,65.39,1.1799999999999926,0.6899999999999977,66.838,67.33,66.21,1.1200000000000045,0.6300000000000097,838081,969715,598583,371132,371132
2019-10-20,68.858,69.3,67.91,1.3900000000000006,1.0900000000000034,70.026,72.0,69.28,2.719999999999999,2.719999999999999,68.322,68.85,67.35,1.5,1.4500000000000028,69.494,71.57,68.76,2.809999999999988,2.529999999999987,1297316,1669883,741958,927925,221508
