Date,Direxion Daily Industrials Bull 3X Shares_Open_average,Direxion Daily Industrials Bull 3X Shares_Open_max,Direxion Daily Industrials Bull 3X Shares_Open_min,Direxion Daily Industrials Bull 3X Shares_Open_volatility,Direxion Daily Industrials Bull 3X Shares_Open_change,Direxion Daily Industrials Bull 3X Shares_High_average,Direxion Daily Industrials Bull 3X Shares_High_max,Direxion Daily Industrials Bull 3X Shares_High_min,Direxion Daily Industrials Bull 3X Shares_High_volatility,Direxion Daily Industrials Bull 3X Shares_High_change,Direxion Daily Industrials Bull 3X Shares_Low_average,Direxion Daily Industrials Bull 3X Shares_Low_max,Direxion Daily Industrials Bull 3X Shares_Low_min,Direxion Daily Industrials Bull 3X Shares_Low_volatility,Direxion Daily Industrials Bull 3X Shares_Low_change,Direxion Daily Industrials Bull 3X Shares_Close_average,Direxion Daily Industrials Bull 3X Shares_Close_max,Direxion Daily Industrials Bull 3X Shares_Close_min,Direxion Daily Industrials Bull 3X Shares_Close_volatility,Direxion Daily Industrials Bull 3X Shares_Close_change
2018-07-01,30.59,30.59,30.59,0.0,0.0,31.59,31.59,31.59,0.0,0.0,30.59,30.59,30.59,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2018-07-08,31.96,31.96,31.96,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.38,31.38,31.38,0.0,0.0
2018-07-15,31.98,31.98,31.98,0.0,0.0,32.43,32.43,32.43,0.0,0.0,31.98,31.98,31.98,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2018-07-22,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2018-07-29,34.37,34.37,34.37,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2018-08-05,33.59,33.59,33.59,0.0,0.0,33.7,33.7,33.7,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.94,32.94,32.94,0.0,0.0
2018-08-12,34.94,34.94,34.94,0.0,0.0,35.68,35.68,35.68,0.0,0.0,34.94,34.94,34.94,0.0,0.0,35.54,35.54,35.54,0.0,0.0
2018-08-19,35.46,35.46,35.46,0.0,0.0,36.65,36.65,36.65,0.0,0.0,35.46,35.46,35.46,0.0,0.0,36.52,36.52,36.52,0.0,0.0
2018-08-26,35.72,35.72,35.72,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2018-09-02,37.28,37.28,37.28,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.16,37.16,37.16,0.0,0.0
2018-09-09,38.45,38.45,38.45,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.83,38.83,38.83,0.0,0.0
2018-09-16,39.35,39.35,39.35,0.0,0.0,39.4,39.4,39.4,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2018-09-23,39.31,39.31,39.31,0.0,0.0,39.31,39.31,39.31,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2018-09-30,38.66,38.66,38.66,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.22,38.22,38.22,0.0,0.0
2018-10-07,31.58,31.58,31.58,0.0,0.0,32.25,32.25,32.25,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2018-10-14,30.35,30.35,30.35,0.0,0.0,30.36,30.36,30.36,0.0,0.0,29.8,29.8,29.8,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2018-10-21,26.54,26.54,26.54,0.0,0.0,26.63,26.63,26.63,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2018-10-28,27.09,27.09,27.09,0.0,0.0,28.09,28.09,28.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2018-11-04,28.86,28.86,28.86,0.0,0.0,28.86,28.86,28.86,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2018-11-11,28.21,28.21,28.21,0.0,0.0,28.21,28.21,28.21,0.0,0.0,26.71,26.71,26.71,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2018-11-18,25.73,25.73,25.73,0.0,0.0,26.78,26.78,26.78,0.0,0.0,25.73,25.73,25.73,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2018-11-25,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0,29.65,29.65,29.65,0.0,0.0,30.03,30.03,30.03,0.0,0.0
2018-12-02,23.57,23.57,23.57,0.0,0.0,23.96,23.96,23.96,0.0,0.0,22.29,22.29,22.29,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2018-12-09,22.29,22.29,22.29,0.0,0.0,22.67,22.67,22.67,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.34,21.34,21.34,0.0,0.0
2018-12-16,17.8,17.8,17.8,0.0,0.0,17.93,17.93,17.93,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.62,16.62,16.62,0.0,0.0
2018-12-23,19.69,19.69,19.69,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.51,19.51,19.51,0.0,0.0
2018-12-30,20.6,20.6,20.6,0.0,0.0,21.2,21.2,21.2,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2019-01-06,22.45,22.45,22.45,0.0,0.0,23.16,23.16,23.16,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.97,22.97,22.97,0.0,0.0
2019-01-13,24.64,24.64,24.64,0.0,0.0,25.53,25.53,25.53,0.0,0.0,24.64,24.64,24.64,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2019-01-20,24.04,24.04,24.04,0.0,0.0,24.36,24.36,24.36,0.0,0.0,23.95,23.95,23.95,0.0,0.0,24.33,24.33,24.33,0.0,0.0
2019-01-27,27.19,27.19,27.19,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2019-02-03,28.88,28.88,28.88,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2019-02-10,30.36,30.36,30.36,0.0,0.0,31.39,31.39,31.39,0.0,0.0,30.36,30.36,30.36,0.0,0.0,31.38,31.38,31.38,0.0,0.0
2019-02-17,33.0,33.0,33.0,0.0,0.0,33.87,33.87,33.87,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2019-02-24,32.98,32.98,32.98,0.0,0.0,33.06,33.06,33.06,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2019-03-03,28.49,28.49,28.49,0.0,0.0,30.27,30.27,30.27,0.0,0.0,28.49,28.49,28.49,0.0,0.0,30.27,30.27,30.27,0.0,0.0
2019-03-10,29.58,29.58,29.58,0.0,0.0,30.52,30.52,30.52,0.0,0.0,29.58,29.58,29.58,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2019-03-17,28.39,28.39,28.39,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2019-03-24,31.59,31.59,31.59,0.0,0.0,32.51,32.51,32.51,0.0,0.0,31.47,31.47,31.47,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2019-03-31,32.11,32.11,32.11,0.0,0.0,32.57,32.57,32.57,0.0,0.0,31.91,31.91,31.91,0.0,0.0,32.57,32.57,32.57,0.0,0.0
2019-04-07,33.38,33.38,33.38,0.0,0.0,33.38,33.38,33.38,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2019-04-14,34.29,34.29,34.29,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2019-04-21,33.26,33.26,33.26,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2019-04-28,31.9,31.9,31.9,0.0,0.0,33.65,33.65,33.65,0.0,0.0,31.9,31.9,31.9,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2019-05-05,29.22,29.22,29.22,0.0,0.0,29.23,29.23,29.23,0.0,0.0,28.43,28.43,28.43,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2019-05-12,29.59,29.59,29.59,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2019-05-19,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0
2019-05-26,26.27,26.27,26.27,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2019-06-02,31.98,31.98,31.98,0.0,0.0,31.98,31.98,31.98,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2019-06-09,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2019-06-16,32.55,32.55,32.55,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2019-06-23,34.3,34.3,34.3,0.0,0.0,34.3,34.3,34.3,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.97,32.97,32.97,0.0,0.0
2019-06-30,32.47,32.47,32.47,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2019-07-07,33.51,33.51,33.51,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2019-07-14,32.68,32.68,32.68,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2019-07-21,33.76,33.76,33.76,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2019-07-28,29.34,29.34,29.34,0.0,0.0,29.34,29.34,29.34,0.0,0.0,27.45,27.45,27.45,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2019-08-04,28.61,28.61,28.61,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.56,28.56,28.56,0.0,0.0
2019-08-11,29.2,29.2,29.2,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.12,29.12,29.12,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2019-08-18,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0,26.87,26.87,26.87,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2019-08-25,29.81,29.81,29.81,0.0,0.0,30.3,30.3,30.3,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.86,29.86,29.86,0.0,0.0
2019-09-01,32.12,32.12,32.12,0.0,0.0,32.12,32.12,32.12,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2019-09-08,34.09,34.09,34.09,0.0,0.0,34.09,34.09,34.09,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0
2019-09-15,31.98,31.98,31.98,0.0,0.0,32.59,32.59,32.59,0.0,0.0,31.98,31.98,31.98,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2019-09-22,32.59,32.59,32.59,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2019-09-29,29.09,29.09,29.09,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2019-10-06,30.96,30.96,30.96,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2019-10-13,31.68,31.68,31.68,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2019-10-20,33.48,33.48,33.48,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2019-10-27,35.92,35.92,35.92,0.0,0.0,36.28,36.28,36.28,0.0,0.0,35.64,35.64,35.64,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2019-11-03,37.06,37.06,37.06,0.0,0.0,37.38,37.38,37.38,0.0,0.0,36.5,36.5,36.5,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2019-11-10,38.24,38.24,38.24,0.0,0.0,38.24,38.24,38.24,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.38,37.38,37.38,0.0,0.0
2019-11-17,37.17,37.17,37.17,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2019-11-24,37.1,37.1,37.1,0.0,0.0,37.23,37.23,37.23,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.59,35.59,35.59,0.0,0.0
2019-12-01,35.88,35.88,35.88,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2019-12-08,37.76,37.76,37.76,0.0,0.0,37.76,37.76,37.76,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.75,36.75,36.75,0.0,0.0
2019-12-15,37.35,37.35,37.35,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2019-12-22,37.29,37.29,37.29,0.0,0.0,37.29,37.29,37.29,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.86,36.86,36.86,0.0,0.0
2019-12-29,37.98,37.98,37.98,0.0,0.0,38.72,38.72,38.72,0.0,0.0,37.98,37.98,37.98,0.0,0.0,38.72,38.72,38.72,0.0,0.0
