Date,MDR_Open_average,MDR_Open_max,MDR_Open_min,MDR_Open_volatility,MDR_Open_change,MDR_High_average,MDR_High_max,MDR_High_min,MDR_High_volatility,MDR_High_change,MDR_Low_average,MDR_Low_max,MDR_Low_min,MDR_Low_volatility,MDR_Low_change,MDR_Close_average,MDR_Close_max,MDR_Close_min,MDR_Close_volatility,MDR_Close_change,MDR_Volume_average,MDR_Volume_max,MDR_Volume_min,MDR_Volume_volatility,MDR_Volume_change
2018-01-14,23.472,23.76,23.25,0.5100000000000016,0.120000000000001,23.742,23.91,23.58,0.33000000000000185,0.08999999999999986,23.229,23.49,23.01,0.4799999999999969,0.4799999999999969,23.544,23.88,23.4,0.4800000000000004,0.4499999999999993,1476392,1695590,1202170,493420,-375820
2018-01-21,25.734,27.21,23.85,3.3599999999999994,2.009999999999998,26.46,27.21,23.97,3.240000000000002,3.09,25.116,25.92,23.52,2.400000000000002,2.280000000000001,25.872,26.94,23.58,3.360000000000003,2.580000000000002,5017260,9748670,1059780,8688890,5451310
2018-01-28,25.728,26.34,24.39,1.9499999999999993,-1.379999999999999,26.118,26.55,25.17,1.379999999999999,-1.3199999999999967,25.116,26.025,23.64,2.384999999999998,-1.9199999999999982,25.416,26.34,23.7,2.6400000000000006,-2.5500000000000007,3152552,4911090,1207970,3703120,-1928900
2018-02-04,23.49,24.27,22.56,1.7100000000000009,-0.7200000000000024,24.048,24.72,23.25,1.4699999999999989,-1.379999999999999,22.896,23.97,22.17,1.7999999999999972,-0.5700000000000003,23.358,24.39,22.26,2.129999999999999,-1.3500000000000014,2232642,3416480,1374080,2042400,-1088000
2018-02-11,23.009999999999998,23.43,22.41,1.0199999999999996,0.629999999999999,23.56875,24.03,23.265,0.7650000000000006,0.7650000000000006,22.73625,23.37,22.41,0.9600000000000009,0.9150000000000027,23.265,23.55,22.71,0.8399999999999999,0.8399999999999999,1327022,1388560,1171350,217210,-18020
2018-02-18,22.716,23.52,22.32,1.1999999999999993,-0.75,23.201999999999998,24.18,22.65,1.5300000000000011,-1.3200000000000003,22.347,23.37,21.9,1.4700000000000024,-1.0500000000000007,22.704,23.67,22.02,1.6500000000000021,-0.8100000000000023,2233816,3696600,1415580,2281020,-427000
2018-02-25,22.188,22.92,21.51,1.4100000000000001,-0.9600000000000009,22.662,23.31,22.17,1.139999999999997,-0.629999999999999,21.762,22.32,21.03,1.2899999999999991,-0.35999999999999943,22.176,22.59,21.72,0.870000000000001,-0.05999999999999872,1584860,2234850,986810,1248040,-710060
2018-03-04,22.782,23.22,22.53,0.6899999999999977,0.5399999999999991,23.115,23.52,22.86,0.6600000000000001,0.5850000000000009,22.428,22.86,22.02,0.8399999999999999,0.3000000000000007,22.902,23.22,22.59,0.629999999999999,0.3000000000000007,1269760,2082290,829410,1252880,-251980
2018-03-11,22.782,23.28,21.78,1.5,-1.4699999999999989,23.025,23.58,21.78,1.7999999999999972,-1.7850000000000001,22.08,22.755,20.955,1.8000000000000007,-1.7850000000000001,22.404,23.31,21.21,2.099999999999998,-1.7699999999999996,2240030,3121700,1425400,1696300,441830
2018-03-18,20.933999999999997,21.33,20.4,0.9299999999999997,-0.870000000000001,21.276,21.9,20.55,1.3499999999999979,-0.870000000000001,20.304,20.73,19.41,1.3200000000000003,-1.3200000000000003,20.712,21.75,20.07,1.6799999999999997,-0.5700000000000003,1750650,2057470,1335640,721830,509920
2018-03-25,18.869999999999997,20.4,17.97,2.4299999999999997,-2.16,19.11425,20.717,18.3,2.416999999999998,-2.416999999999998,17.70375,18.72,16.995,1.7249999999999979,-1.7249999999999979,18.052500000000002,18.87,17.19,1.6799999999999997,-1.6799999999999997,3813942,5036020,2448410,2587610,981260
2018-04-01,17.454,17.85,16.89,0.9600000000000009,-0.39000000000000057,18.0,18.48,17.25,1.2300000000000004,-1.2300000000000004,16.863,17.4,16.14,1.259999999999998,-0.6000000000000014,17.394,18.18,16.8,1.379999999999999,-1.379999999999999,5363778,7871050,3053210,4817840,-4817840
2018-04-08,18.342,19.2,17.07,2.129999999999999,1.4400000000000013,19.164,20.34,18.51,1.8299999999999983,0.5399999999999991,17.889,18.75,17.01,1.7399999999999984,1.2899999999999991,18.552,19.2,18.0,1.1999999999999993,0.6000000000000014,4648320,7790870,2627220,5163650,-973680
2018-04-15,19.134,20.46,18.3,2.16,1.4700000000000024,19.584,21.165,18.63,2.535,1.634999999999998,18.618,19.74,18.0,1.7399999999999984,1.3499999999999979,19.074,21.0,18.15,2.8500000000000014,2.039999999999999,9247456,23878680,1684310,22194370,11080660
