Date,First Trust Nasdaq Semiconductor_Open_average,First Trust Nasdaq Semiconductor_Open_max,First Trust Nasdaq Semiconductor_Open_min,First Trust Nasdaq Semiconductor_Open_volatility,First Trust Nasdaq Semiconductor_Open_change,First Trust Nasdaq Semiconductor_High_average,First Trust Nasdaq Semiconductor_High_max,First Trust Nasdaq Semiconductor_High_min,First Trust Nasdaq Semiconductor_High_volatility,First Trust Nasdaq Semiconductor_High_change,First Trust Nasdaq Semiconductor_Low_average,First Trust Nasdaq Semiconductor_Low_max,First Trust Nasdaq Semiconductor_Low_min,First Trust Nasdaq Semiconductor_Low_volatility,First Trust Nasdaq Semiconductor_Low_change,First Trust Nasdaq Semiconductor_Close_average,First Trust Nasdaq Semiconductor_Close_max,First Trust Nasdaq Semiconductor_Close_min,First Trust Nasdaq Semiconductor_Close_volatility,First Trust Nasdaq Semiconductor_Close_change
2018-01-14,32.88,32.88,32.88,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2018-01-21,32.81,32.81,32.81,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.34,32.34,32.34,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2018-01-28,31.02,31.02,31.02,0.0,0.0,31.53,31.53,31.53,0.0,0.0,29.94,29.94,29.94,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2018-02-04,29.48,29.48,29.48,0.0,0.0,30.3,30.3,30.3,0.0,0.0,29.48,29.48,29.48,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2018-02-11,31.45,31.45,31.45,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2018-02-18,32.25,32.25,32.25,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2018-02-25,32.39,32.39,32.39,0.0,0.0,33.38,33.38,33.38,0.0,0.0,32.39,32.39,32.39,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2018-03-04,35.64,35.64,35.64,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2018-03-11,34.97,34.97,34.97,0.0,0.0,34.97,34.97,34.97,0.0,0.0,33.85,33.85,33.85,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2018-03-18,32.81,32.81,32.81,0.0,0.0,33.9,33.9,33.9,0.0,0.0,32.81,32.81,32.81,0.0,0.0,33.9,33.9,33.9,0.0,0.0
2018-03-25,32.51,32.51,32.51,0.0,0.0,32.51,32.51,32.51,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2018-04-01,31.35,31.35,31.35,0.0,0.0,32.15,32.15,32.15,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2018-04-08,32.94,32.94,32.94,0.0,0.0,33.02,33.02,33.02,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2018-04-15,31.46,31.46,31.46,0.0,0.0,31.46,31.46,31.46,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2018-04-22,30.36,30.36,30.36,0.0,0.0,30.54,30.54,30.54,0.0,0.0,29.98,29.98,29.98,0.0,0.0,30.09,30.09,30.09,0.0,0.0
2018-04-29,31.79,31.79,31.79,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2018-05-06,33.35,33.35,33.35,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2018-05-13,33.39,33.39,33.39,0.0,0.0,33.48,33.48,33.48,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2018-05-20,34.1,34.1,34.1,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2018-05-27,34.7,34.7,34.7,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2018-06-03,34.3,34.3,34.3,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2018-06-10,34.25,34.25,34.25,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2018-06-17,32.81,32.81,32.81,0.0,0.0,32.87,32.87,32.87,0.0,0.0,31.87,31.87,31.87,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2018-06-24,31.32,31.32,31.32,0.0,0.0,32.03,32.03,32.03,0.0,0.0,31.32,31.32,31.32,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2018-07-01,32.88,32.88,32.88,0.0,0.0,33.12,33.12,33.12,0.0,0.0,32.75,32.75,32.75,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2018-07-08,33.09,33.09,33.09,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2018-07-15,33.2,33.2,33.2,0.0,0.0,33.43,33.43,33.43,0.0,0.0,32.69,32.69,32.69,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2018-07-22,33.06,33.06,33.06,0.0,0.0,33.06,33.06,33.06,0.0,0.0,31.92,31.92,31.92,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2018-07-29,32.52,32.52,32.52,0.0,0.0,33.01,33.01,33.01,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2018-08-05,32.4,32.4,32.4,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2018-08-12,31.25,31.25,31.25,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2018-08-19,32.52,32.52,32.52,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.52,32.52,32.52,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2018-08-26,32.82,32.82,32.82,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2018-09-02,31.27,31.27,31.27,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2018-09-09,31.01,31.01,31.01,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2018-09-16,30.89,30.89,30.89,0.0,0.0,31.29,31.29,31.29,0.0,0.0,30.89,30.89,30.89,0.0,0.0,31.27,31.27,31.27,0.0,0.0
2018-09-23,30.74,30.74,30.74,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2018-09-30,28.81,28.81,28.81,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2018-10-07,27.77,27.77,27.77,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2018-10-14,27.41,27.41,27.41,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2018-10-21,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2018-10-28,27.68,27.68,27.68,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2018-11-04,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2018-11-11,27.16,27.16,27.16,0.0,0.0,27.23,27.23,27.23,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2018-11-18,27.63,27.63,27.63,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2018-11-25,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2018-12-02,26.43,26.43,26.43,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2018-12-09,26.39,26.39,26.39,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2018-12-16,24.36,24.36,24.36,0.0,0.0,24.57,24.57,24.57,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2018-12-23,25.64,25.64,25.64,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2018-12-30,25.9,25.9,25.9,0.0,0.0,26.32,26.32,26.32,0.0,0.0,25.9,25.9,25.9,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2019-01-06,27.22,27.22,27.22,0.0,0.0,27.22,27.22,27.22,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2019-01-13,27.61,27.61,27.61,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2019-01-20,28.82,28.82,28.82,0.0,0.0,29.11,29.11,29.11,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2019-01-27,30.39,30.39,30.39,0.0,0.0,30.39,30.39,30.39,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.96,29.96,29.96,0.0,0.0
2019-02-03,30.44,30.44,30.44,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2019-02-10,31.25,31.25,31.25,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2019-02-17,32.27,32.27,32.27,0.0,0.0,32.42,32.42,32.42,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2019-02-24,31.72,31.72,31.72,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2019-03-03,31.1,31.1,31.1,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2019-03-10,32.17,32.17,32.17,0.0,0.0,32.22,32.22,32.22,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2019-03-17,31.64,31.64,31.64,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2019-03-24,32.23,32.23,32.23,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2019-03-31,33.5,33.5,33.5,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2019-04-07,34.54,34.54,34.54,0.0,0.0,34.54,34.54,34.54,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.15,34.15,34.15,0.0,0.0
