Date,WisdomTree Fundamental U.S. High Yield Corporate B_Open_average,WisdomTree Fundamental U.S. High Yield Corporate B_Open_max,WisdomTree Fundamental U.S. High Yield Corporate B_Open_min,WisdomTree Fundamental U.S. High Yield Corporate B_Open_volatility,WisdomTree Fundamental U.S. High Yield Corporate B_Open_change,WisdomTree Fundamental U.S. High Yield Corporate B_High_average,WisdomTree Fundamental U.S. High Yield Corporate B_High_max,WisdomTree Fundamental U.S. High Yield Corporate B_High_min,WisdomTree Fundamental U.S. High Yield Corporate B_High_volatility,WisdomTree Fundamental U.S. High Yield Corporate B_High_change,WisdomTree Fundamental U.S. High Yield Corporate B_Low_average,WisdomTree Fundamental U.S. High Yield Corporate B_Low_max,WisdomTree Fundamental U.S. High Yield Corporate B_Low_min,WisdomTree Fundamental U.S. High Yield Corporate B_Low_volatility,WisdomTree Fundamental U.S. High Yield Corporate B_Low_change,WisdomTree Fundamental U.S. High Yield Corporate B_Close_average,WisdomTree Fundamental U.S. High Yield Corporate B_Close_max,WisdomTree Fundamental U.S. High Yield Corporate B_Close_min,WisdomTree Fundamental U.S. High Yield Corporate B_Close_volatility,WisdomTree Fundamental U.S. High Yield Corporate B_Close_change
2018-09-02,49.74,49.74,49.74,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2018-09-09,49.98,49.98,49.98,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2018-09-16,49.83,49.83,49.83,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2018-09-23,50.31,50.31,50.31,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2018-09-30,50.21,50.21,50.21,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2018-10-07,50.07,50.07,50.07,0.0,0.0,50.07,50.07,50.07,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2018-10-14,50.04,50.04,50.04,0.0,0.0,50.1,50.1,50.1,0.0,0.0,49.75,49.75,49.75,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2018-10-21,49.14,49.14,49.14,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2018-10-28,49.33,49.33,49.33,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.48,49.48,49.48,0.0,0.0
2018-11-04,49.52,49.52,49.52,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2018-11-11,48.84,48.84,48.84,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.57,48.57,48.57,0.0,0.0
2018-11-18,48.6,48.6,48.6,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.6,48.6,48.6,0.0,0.0
2018-11-25,49.04,49.04,49.04,0.0,0.0,49.04,49.04,49.04,0.0,0.0,48.98,48.98,48.98,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2018-12-02,48.57,48.57,48.57,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.55,48.55,48.55,0.0,0.0
2018-12-09,48.6,48.6,48.6,0.0,0.0,48.63,48.63,48.63,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2018-12-16,46.95,46.95,46.95,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.78,46.78,46.78,0.0,0.0
2018-12-23,47.76,47.76,47.76,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2018-12-30,48.72,48.72,48.72,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.59,48.59,48.59,0.0,0.0
2019-01-06,49.31,49.31,49.31,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.06,49.06,49.06,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2019-01-13,49.7,49.7,49.7,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2019-01-20,49.26,49.26,49.26,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2019-01-27,49.69,49.69,49.69,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2019-02-03,49.76,49.76,49.76,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.78,49.78,49.78,0.0,0.0
2019-02-10,50.07,50.07,50.07,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2019-02-17,50.39,50.39,50.39,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2019-02-24,50.51,50.51,50.51,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2019-03-03,50.4,50.4,50.4,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.37,50.37,50.37,0.0,0.0
2019-03-10,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2019-03-17,50.71,50.71,50.71,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2019-03-24,50.86,50.86,50.86,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2019-03-31,51.06,51.06,51.06,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2019-04-07,51.44,51.44,51.44,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.42,51.42,51.42,0.0,0.0
2019-04-14,51.4,51.4,51.4,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2019-04-21,51.27,51.27,51.27,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2019-04-28,51.27,51.27,51.27,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2019-05-05,50.64,50.64,50.64,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2019-05-12,50.6,50.6,50.6,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2019-05-19,50.61,50.61,50.61,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2019-05-26,50.12,50.12,50.12,0.0,0.0,50.12,50.12,50.12,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.01,50.01,50.01,0.0,0.0
2019-06-02,50.91,50.91,50.91,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2019-06-09,50.97,50.97,50.97,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2019-06-16,51.43,51.43,51.43,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.41,51.41,51.41,0.0,0.0
2019-06-23,51.43,51.43,51.43,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.36,51.36,51.36,0.0,0.0
2019-06-30,51.46,51.46,51.46,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2019-07-07,51.44,51.44,51.44,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2019-07-14,51.33,51.33,51.33,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2019-07-21,51.41,51.41,51.41,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2019-07-28,50.88,50.88,50.88,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2019-08-04,51.02,51.02,51.02,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.94,50.94,50.94,0.0,0.0
2019-08-11,51.14,51.14,51.14,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2019-08-18,51.36,51.36,51.36,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.52,51.52,51.52,0.0,0.0
2019-08-25,51.44,51.44,51.44,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.42,51.42,51.42,0.0,0.0
2019-09-01,51.66,51.66,51.66,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2019-09-08,51.7,51.7,51.7,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.77,51.77,51.77,0.0,0.0
2019-09-15,51.82,51.82,51.82,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.94,51.94,51.94,0.0,0.0
2019-09-22,51.43,51.43,51.43,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.55,51.55,51.55,0.0,0.0
2019-09-29,51.22,51.22,51.22,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.15,51.15,51.15,0.0,0.0
2019-10-06,51.37,51.37,51.37,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.43,51.43,51.43,0.0,0.0
2019-10-13,51.59,51.59,51.59,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.56,51.56,51.56,0.0,0.0
2019-10-20,51.55,51.55,51.55,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.55,51.55,51.55,0.0,0.0
2019-10-27,51.57,51.57,51.57,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.56,51.56,51.56,0.0,0.0
2019-11-03,51.42,51.42,51.42,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.4,51.4,51.4,0.0,0.0
2019-11-10,51.54,51.54,51.54,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.45,51.45,51.45,0.0,0.0
2019-11-17,51.23,51.23,51.23,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.32,51.32,51.32,0.0,0.0
2019-11-24,51.37,51.37,51.37,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2019-12-01,51.67,51.67,51.67,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.62,51.62,51.62,0.0,0.0
2019-12-08,52.06,52.06,52.06,0.0,0.0,52.07,52.07,52.07,0.0,0.0,52.05,52.05,52.05,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2019-12-15,51.99,51.99,51.99,0.0,0.0,52.1,52.1,52.1,0.0,0.0,51.99,51.99,51.99,0.0,0.0,52.1,52.1,52.1,0.0,0.0
2019-12-22,52.13,52.13,52.13,0.0,0.0,52.17,52.17,52.17,0.0,0.0,52.03,52.03,52.03,0.0,0.0,52.13,52.13,52.13,0.0,0.0
2019-12-29,52.19,52.19,52.19,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.17,52.17,52.17,0.0,0.0
