Date,John Hancock Multifactor EnergyEtf_Open_average,John Hancock Multifactor EnergyEtf_Open_max,John Hancock Multifactor EnergyEtf_Open_min,John Hancock Multifactor EnergyEtf_Open_volatility,John Hancock Multifactor EnergyEtf_Open_change,John Hancock Multifactor EnergyEtf_High_average,John Hancock Multifactor EnergyEtf_High_max,John Hancock Multifactor EnergyEtf_High_min,John Hancock Multifactor EnergyEtf_High_volatility,John Hancock Multifactor EnergyEtf_High_change,John Hancock Multifactor EnergyEtf_Low_average,John Hancock Multifactor EnergyEtf_Low_max,John Hancock Multifactor EnergyEtf_Low_min,John Hancock Multifactor EnergyEtf_Low_volatility,John Hancock Multifactor EnergyEtf_Low_change,John Hancock Multifactor EnergyEtf_Close_average,John Hancock Multifactor EnergyEtf_Close_max,John Hancock Multifactor EnergyEtf_Close_min,John Hancock Multifactor EnergyEtf_Close_volatility,John Hancock Multifactor EnergyEtf_Close_change
2018-01-14,31.08,31.08,31.08,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2018-01-21,31.63,31.63,31.63,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.64,31.64,31.64,0.0,0.0
2018-01-28,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2018-02-04,27.39,27.39,27.39,0.0,0.0,27.39,27.39,27.39,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2018-02-11,28.13,28.13,28.13,0.0,0.0,29.43,29.43,29.43,0.0,0.0,27.16,27.16,27.16,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2018-02-18,28.1,28.1,28.1,0.0,0.0,28.37,28.37,28.37,0.0,0.0,27.93,27.93,27.93,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2018-02-25,27.03,27.03,27.03,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2018-03-04,28.17,28.17,28.17,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2018-03-11,27.66,27.66,27.66,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2018-03-18,28.64,28.64,28.64,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2018-03-25,28.06,28.06,28.06,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2018-04-01,27.87,27.87,27.87,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.87,27.87,27.87,0.0,0.0
2018-04-08,29.82,29.82,29.82,0.0,0.0,30.02,30.02,30.02,0.0,0.0,29.82,29.82,29.82,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2018-04-15,31.39,31.39,31.39,0.0,0.0,31.39,31.39,31.39,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2018-04-22,31.32,31.32,31.32,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.24,31.24,31.24,0.0,0.0
2018-04-29,31.28,31.28,31.28,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2018-05-06,32.61,32.61,32.61,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2018-05-13,33.58,33.58,33.58,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.34,33.34,33.34,0.0,0.0
2018-05-20,32.41,32.41,32.41,0.0,0.0,32.41,32.41,32.41,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2018-05-27,32.62,32.62,32.62,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2018-06-03,32.23,32.23,32.23,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.32,32.32,32.32,0.0,0.0
2018-06-10,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2018-06-17,32.51,32.51,32.51,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.3,32.3,32.3,0.0,0.0
2018-06-24,32.33,32.33,32.33,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2018-07-01,32.25,32.25,32.25,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2018-07-08,32.58,32.58,32.58,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2018-07-15,31.93,31.93,31.93,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2018-07-22,32.95,32.95,32.95,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2018-07-29,32.09,32.09,32.09,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2018-08-05,32.0,32.0,32.0,0.0,0.0,32.06,32.06,32.06,0.0,0.0,31.99,31.99,31.99,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2018-08-12,30.94,30.94,30.94,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2018-08-19,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0,31.99,31.99,31.99,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2018-08-26,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.96,31.96,31.96,0.0,0.0
2018-09-02,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2018-09-09,31.5,31.5,31.5,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.69,31.69,31.69,0.0,0.0
2018-09-16,32.32,32.32,32.32,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2018-09-23,32.99,32.99,32.99,0.0,0.0,33.02,33.02,33.02,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2018-09-30,33.25,33.25,33.25,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.21,33.21,33.21,0.0,0.0
