Date,CRNT_Open_average,CRNT_Open_max,CRNT_Open_min,CRNT_Open_volatility,CRNT_Open_change,CRNT_High_average,CRNT_High_max,CRNT_High_min,CRNT_High_volatility,CRNT_High_change,CRNT_Low_average,CRNT_Low_max,CRNT_Low_min,CRNT_Low_volatility,CRNT_Low_change,CRNT_Close_average,CRNT_Close_max,CRNT_Close_min,CRNT_Close_volatility,CRNT_Close_change,CRNT_Volume_average,CRNT_Volume_max,CRNT_Volume_min,CRNT_Volume_volatility,CRNT_Volume_change
2018-01-14,2.142,2.17,2.08,0.08999999999999986,0.009999999999999787,2.185,2.19,2.175,0.015000000000000124,0.0,2.089,2.115,2.06,0.05500000000000016,0.040000000000000036,2.146,2.18,2.08,0.10000000000000009,0.10000000000000009,292817,363838,183058,180780,-76775
2018-01-21,2.192,2.25,2.17,0.08000000000000007,0.0,2.2502,2.3,2.2,0.09999999999999964,-0.009999999999999787,2.148,2.16,2.14,0.020000000000000018,-0.009999999999999787,2.19,2.25,2.16,0.08999999999999986,-0.08999999999999986,375735,701702,107054,594648,-152328
2018-01-28,2.094,2.17,2.05,0.1200000000000001,-0.06000000000000005,2.15,2.19,2.1,0.08999999999999986,-0.08999999999999986,2.0498,2.069,2.0,0.06899999999999995,-0.06899999999999995,2.09,2.17,2.0,0.16999999999999993,-0.16999999999999993,344068,529868,191748,338120,110004
2018-02-04,2.132,2.25,1.95,0.30000000000000004,0.30000000000000004,2.254,2.5,2.15,0.3500000000000001,0.3500000000000001,2.088,2.25,1.95,0.30000000000000004,0.30000000000000004,2.204,2.49,2.09,0.40000000000000036,0.3700000000000001,1096563,3374551,321331,3053220,3053220
2018-02-11,2.5425,2.63,2.46,0.16999999999999993,0.06000000000000005,2.6637500000000003,2.72,2.56,0.16000000000000014,0.06500000000000039,2.4074999999999998,2.51,2.35,0.1599999999999997,0.08999999999999986,2.56375,2.645,2.41,0.23499999999999988,-0.004999999999999893,1568596,2639178,984726,1654452,-670583
2018-02-18,2.7760000000000002,2.95,2.65,0.30000000000000027,0.30000000000000027,2.878,2.97,2.79,0.18000000000000016,0.16999999999999993,2.676,2.8,2.62,0.17999999999999972,0.10000000000000009,2.784,2.94,2.63,0.31000000000000005,0.03000000000000025,1131820,1582193,693479,888714,-186575
2018-02-25,2.828,2.95,2.76,0.1900000000000004,0.1900000000000004,2.936,3.0,2.88,0.1200000000000001,0.08000000000000007,2.742,2.76,2.73,0.029999999999999805,0.020000000000000018,2.8240000000000003,2.95,2.74,0.20999999999999996,0.009999999999999787,795672,1292540,507743,784797,460565
2018-03-04,2.746,2.81,2.67,0.14000000000000012,-0.10999999999999988,2.8084,2.86,2.7430000000000003,0.11699999999999955,-0.09100000000000019,2.684,2.75,2.63,0.1200000000000001,-0.10999999999999988,2.72,2.85,2.65,0.20000000000000018,-0.20000000000000018,723468,1117623,433032,684591,664943
2018-03-11,2.832,2.95,2.67,0.28000000000000025,0.18000000000000016,2.902,2.95,2.85,0.10000000000000009,0.020000000000000018,2.76,2.82,2.65,0.16999999999999993,0.10000000000000009,2.844,2.87,2.81,0.06000000000000005,-0.029999999999999805,616042,910833,430287,480546,-480546
2018-03-18,2.78,2.86,2.68,0.17999999999999972,-0.1299999999999999,2.824,2.9,2.7,0.19999999999999973,-0.17999999999999972,2.6892,2.81,2.52,0.29000000000000004,-0.2410000000000001,2.75,2.86,2.64,0.21999999999999975,-0.21999999999999975,465563,807168,238418,568750,568750
