Date,Global X Uranium_Open_average,Global X Uranium_Open_max,Global X Uranium_Open_min,Global X Uranium_Open_volatility,Global X Uranium_Open_change,Global X Uranium_High_average,Global X Uranium_High_max,Global X Uranium_High_min,Global X Uranium_High_volatility,Global X Uranium_High_change,Global X Uranium_Low_average,Global X Uranium_Low_max,Global X Uranium_Low_min,Global X Uranium_Low_volatility,Global X Uranium_Low_change,Global X Uranium_Close_average,Global X Uranium_Close_max,Global X Uranium_Close_min,Global X Uranium_Close_volatility,Global X Uranium_Close_change
2018-01-14,14.66,14.66,14.66,0.0,0.0,14.68,14.68,14.68,0.0,0.0,14.47,14.47,14.47,0.0,0.0,14.64,14.64,14.64,0.0,0.0
2018-01-21,14.21,14.21,14.21,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.02,14.02,14.02,0.0,0.0,14.03,14.03,14.03,0.0,0.0
2018-01-28,13.4,13.4,13.4,0.0,0.0,13.59,13.59,13.59,0.0,0.0,13.22,13.22,13.22,0.0,0.0,13.22,13.22,13.22,0.0,0.0
2018-02-04,12.89,12.89,12.89,0.0,0.0,13.0,13.0,13.0,0.0,0.0,12.81,12.81,12.81,0.0,0.0,12.92,12.92,12.92,0.0,0.0
2018-02-11,13.63,13.63,13.63,0.0,0.0,13.71,13.71,13.71,0.0,0.0,13.41,13.41,13.41,0.0,0.0,13.46,13.46,13.46,0.0,0.0
2018-02-18,13.49,13.49,13.49,0.0,0.0,13.49,13.49,13.49,0.0,0.0,13.25,13.25,13.25,0.0,0.0,13.27,13.27,13.27,0.0,0.0
2018-02-25,13.17,13.17,13.17,0.0,0.0,13.28,13.28,13.28,0.0,0.0,13.07,13.07,13.07,0.0,0.0,13.22,13.22,13.22,0.0,0.0
2018-03-04,13.19,13.19,13.19,0.0,0.0,13.19,13.19,13.19,0.0,0.0,13.02,13.02,13.02,0.0,0.0,13.06,13.06,13.06,0.0,0.0
2018-03-11,12.82,12.82,12.82,0.0,0.0,12.83,12.83,12.83,0.0,0.0,12.41,12.41,12.41,0.0,0.0,12.43,12.43,12.43,0.0,0.0
2018-03-18,12.15,12.15,12.15,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.11,12.11,12.11,0.0,0.0,12.17,12.17,12.17,0.0,0.0
2018-03-25,12.04,12.04,12.04,0.0,0.0,12.16,12.16,12.16,0.0,0.0,11.9,11.9,11.9,0.0,0.0,12.1,12.1,12.1,0.0,0.0
2018-04-01,12.84,12.84,12.84,0.0,0.0,13.48,13.48,13.48,0.0,0.0,12.73,12.73,12.73,0.0,0.0,13.08,13.08,13.08,0.0,0.0
